x_cm,y_cm,z_cm,temperature_C,stress_MPa,strain,pO2_atm,current_density_A_cm2,damage_index
3.111,3.556,2.895,755.53,49.547,0.000248,0.15569,0.4696,0.00423
3.111,3.556,3.158,757.93,46.826,0.000234,0.14963,0.4686,0.00407
3.111,3.556,3.421,761.84,44.39,0.000222,0.15033,0.4827,0.00564
3.111,3.556,3.684,765.3,46.372,0.000232,0.1452,0.4854,0.00564
3.111,3.556,3.947,770.71,46.455,0.000232,0.13991,0.4778,0.00624
3.111,3.556,4.211,773.41,46.02,0.00023,0.13163,0.4881,0.00676
3.111,3.556,4.474,780.12,42.451,0.000212,0.13263,0.4907,0.00721
3.111,3.556,4.737,780.17,40.639,0.000203,0.12334,0.5145,0.00923
3.111,3.556,5.0,785.2,40.808,0.000204,0.1242,0.5043,0.00945
3.556,3.556,0.0,702.62,62.453,0.000312,0.20585,0.4036,0.0
3.556,3.556,0.263,710.09,60.966,0.000305,0.20333,0.424,0.00037
3.556,3.556,0.526,713.44,57.69,0.000288,0.20054,0.4123,0.0
3.556,3.556,0.789,716.66,54.885,0.000274,0.19323,0.4125,0.00063
3.556,3.556,1.053,720.97,56.223,0.000281,0.186,0.3995,0.00044
3.556,3.556,1.316,720.49,54.659,0.000273,0.18275,0.422,0.00148
3.556,3.556,1.579,729.99,54.542,0.000273,0.18006,0.4335,0.00145
3.556,3.556,1.842,730.68,50.395,0.000252,0.17677,0.4467,0.00123
3.556,3.556,2.105,735.74,50.214,0.000251,0.17684,0.442,0.00217
3.556,3.556,2.368,747.52,52.235,0.000261,0.17759,0.4387,0.00357
3.556,3.556,2.632,746.48,49.798,0.000249,0.16866,0.4566,0.00192
3.556,3.556,2.895,749.98,46.019,0.00023,0.15718,0.4402,0.00136
3.556,3.556,3.158,753.45,49.937,0.00025,0.14846,0.4761,0.00494
3.556,3.556,3.421,760.61,45.68,0.000228,0.14731,0.4828,0.0053
3.556,3.556,3.684,760.14,45.976,0.00023,0.14628,0.4562,0.00821
3.556,3.556,3.947,765.4,43.191,0.000216,0.13939,0.4705,0.00634
3.556,3.556,4.211,773.05,43.657,0.000218,0.13618,0.4877,0.00683
3.556,3.556,4.474,774.95,44.678,0.000223,0.13748,0.5071,0.00846
3.556,3.556,4.737,779.94,43.636,0.000218,0.12977,0.4942,0.00984
3.556,3.556,5.0,782.16,43.047,0.000215,0.12896,0.5039,0.01061
4.0,3.556,0.0,701.12,59.001,0.000295,0.20887,0.4025,0.0
4.0,3.556,0.263,703.09,60.195,0.000301,0.1945,0.3897,0.00131
4.0,3.556,0.526,705.15,54.507,0.000273,0.18918,0.4071,0.0
4.0,3.556,0.789,714.56,57.45,0.000287,0.19595,0.4082,0.0
4.0,3.556,1.053,714.98,59.446,0.000297,0.18857,0.4234,0.00203
4.0,3.556,1.316,718.46,52.274,0.000261,0.18481,0.4195,0.00139
4.0,3.556,1.579,723.22,51.976,0.00026,0.18071,0.4319,0.00058
4.0,3.556,1.842,729.53,52.303,0.000262,0.17575,0.4363,0.0015
4.0,3.556,2.105,732.13,51.052,0.000255,0.16987,0.4424,0.00384
4.0,3.556,2.368,741.54,52.137,0.000261,0.1721,0.458,0.00203
4.0,3.556,2.632,744.27,50.951,0.000255,0.16247,0.4565,0.00208
4.0,3.556,2.895,746.49,44.319,0.000222,0.15841,0.4555,0.00343
4.0,3.556,3.158,748.62,45.245,0.000226,0.15055,0.4681,0.00489
4.0,3.556,3.421,756.61,45.976,0.00023,0.14337,0.463,0.00507
4.0,3.556,3.684,759.53,44.088,0.00022,0.15612,0.4629,0.00649
4.0,3.556,3.947,761.72,44.909,0.000225,0.1456,0.4897,0.0054
4.0,3.556,4.211,767.81,43.95,0.00022,0.13907,0.4776,0.00592
4.0,3.556,4.474,771.97,37.588,0.000188,0.13308,0.4794,0.00912
4.0,3.556,4.737,774.23,40.406,0.000202,0.13387,0.5099,0.00784
4.0,3.556,5.0,777.17,38.276,0.000191,0.12483,0.5088,0.00885
0.0,4.0,0.0,702.37,60.216,0.000301,0.2135,0.3982,0.0
0.0,4.0,0.263,705.63,60.269,0.000301,0.21201,0.4142,0.0
0.0,4.0,0.526,708.12,57.461,0.000287,0.19883,0.4059,0.0
0.0,4.0,0.789,713.66,54.27,0.000271,0.2018,0.4206,0.0
0.0,4.0,1.053,718.6,58.421,0.000292,0.18769,0.4216,0.00185
0.0,4.0,1.316,720.2,53.158,0.000266,0.1752,0.4227,0.0
0.0,4.0,1.579,724.59,52.629,0.000263,0.18344,0.4342,0.00328
0.0,4.0,1.842,732.95,48.821,0.000244,0.17416,0.4256,0.00219
0.0,4.0,2.105,732.36,52.642,0.000263,0.17427,0.4364,0.00452
0.0,4.0,2.368,741.64,50.557,0.000253,0.16011,0.4269,0.00154
0.0,4.0,2.632,748.8,50.456,0.000252,0.15898,0.4494,0.00237
0.0,4.0,2.895,746.84,46.805,0.000234,0.16393,0.4604,0.00474
0.0,4.0,3.158,747.09,48.668,0.000243,0.15461,0.4487,0.00302
0.0,4.0,3.421,754.54,49.147,0.000246,0.15664,0.4722,0.00553
0.0,4.0,3.684,759.1,40.685,0.000203,0.14215,0.4517,0.00536
0.0,4.0,3.947,762.99,45.099,0.000225,0.15332,0.4731,0.00722
0.0,4.0,4.211,769.97,40.231,0.000201,0.14922,0.4832,0.0085
0.0,4.0,4.474,770.61,43.008,0.000215,0.13803,0.4893,0.00751
0.0,4.0,4.737,776.69,43.195,0.000216,0.13154,0.4971,0.00823
0.0,4.0,5.0,780.8,37.931,0.00019,0.12954,0.4834,0.00873
0.444,4.0,0.0,704.28,58.379,0.000292,0.21522,0.4017,0.0
0.444,4.0,0.263,705.75,59.22,0.000296,0.20581,0.4121,0.0
0.444,4.0,0.526,713.7,57.864,0.000289,0.1975,0.4061,0.00014
0.444,4.0,0.789,714.04,54.106,0.000271,0.18893,0.4134,0.0
0.444,4.0,1.053,721.05,54.653,0.000273,0.17816,0.4066,0.00075
0.444,4.0,1.316,725.48,53.194,0.000266,0.18263,0.4349,0.00146
0.444,4.0,1.579,726.69,53.227,0.000266,0.16903,0.4189,0.00048
0.444,4.0,1.842,730.74,56.14,0.000281,0.17391,0.4476,0.00095
0.444,4.0,2.105,736.4,51.894,0.000259,0.17794,0.4641,0.00301
0.444,4.0,2.368,743.55,48.376,0.000242,0.16536,0.4424,0.00265
0.444,4.0,2.632,746.38,50.017,0.00025,0.15669,0.4449,0.00263
0.444,4.0,2.895,751.83,47.906,0.00024,0.15466,0.456,0.00272
0.444,4.0,3.158,756.19,50.245,0.000251,0.14906,0.4731,0.00491
0.444,4.0,3.421,759.65,45.424,0.000227,0.15766,0.4593,0.00445
0.444,4.0,3.684,762.3,44.657,0.000223,0.142,0.4522,0.00353
0.444,4.0,3.947,760.08,46.435,0.000232,0.13257,0.4902,0.00422
0.444,4.0,4.211,772.16,41.463,0.000207,0.15057,0.4844,0.00632
0.444,4.0,4.474,779.69,39.722,0.000199,0.1333,0.4872,0.00702
0.444,4.0,4.737,777.73,41.596,0.000208,0.12637,0.4952,0.00905
0.444,4.0,5.0,783.34,40.339,0.000202,0.12742,0.4917,0.00816
0.889,4.0,0.0,709.98,57.342,0.000287,0.20882,0.398,6e-05
0.889,4.0,0.263,711.7,54.968,0.000275,0.20689,0.4078,0.0
0.889,4.0,0.526,715.79,58.537,0.000293,0.19842,0.4153,0.00116
0.889,4.0,0.789,718.23,57.472,0.000287,0.18335,0.416,0.0
0.889,4.0,1.053,723.84,56.872,0.000284,0.18812,0.3968,0.00134
0.889,4.0,1.316,727.88,56.752,0.000284,0.18854,0.423,0.00062
0.889,4.0,1.579,732.51,53.884,0.000269,0.17664,0.432,0.00052
0.889,4.0,1.842,733.61,52.323,0.000262,0.17831,0.4381,8e-05
0.889,4.0,2.105,744.94,53.014,0.000265,0.17485,0.4377,0.00097
0.889,4.0,2.368,744.36,50.73,0.000254,0.17161,0.4669,0.00362
0.889,4.0,2.632,746.53,46.482,0.000232,0.15623,0.448,0.00267
0.889,4.0,2.895,751.34,48.888,0.000244,0.15255,0.4622,0.00249
0.889,4.0,3.158,754.74,48.671,0.000243,0.15325,0.4584,0.0043
0.889,4.0,3.421,760.66,44.495,0.000222,0.14009,0.473,0.0042
0.889,4.0,3.684,764.73,48.687,0.000243,0.13988,0.4588,0.00471
0.889,4.0,3.947,771.55,43.577,0.000218,0.143,0.4939,0.0058
0.889,4.0,4.211,771.24,45.305,0.000227,0.12741,0.4874,0.00805
0.889,4.0,4.474,775.23,40.14,0.000201,0.12528,0.484,0.00796
0.889,4.0,4.737,778.19,42.705,0.000214,0.13332,0.4906,0.00967
0.889,4.0,5.0,787.15,42.75,0.000214,0.11927,0.4925,0.00956
1.333,4.0,0.0,710.02,58.399,0.000292,0.22345,0.3963,0.0
1.333,4.0,0.263,706.05,59.53,0.000298,0.19945,0.4049,0.00149
1.333,4.0,0.526,717.92,57.42,0.000287,0.19381,0.4048,0.0
1.333,4.0,0.789,719.86,54.791,0.000274,0.18696,0.423,0.0
1.333,4.0,1.053,727.58,56.014,0.00028,0.18883,0.4431,0.00156
1.333,4.0,1.316,733.56,54.09,0.00027,0.18301,0.4239,0.00023
1.333,4.0,1.579,730.5,53.158,0.000266,0.18117,0.4091,0.00285
1.333,4.0,1.842,736.98,50.295,0.000251,0.17332,0.4332,0.00046
1.333,4.0,2.105,744.4,53.291,0.000266,0.17464,0.4409,0.0024
1.333,4.0,2.368,748.63,49.687,0.000248,0.16445,0.4548,0.00395
1.333,4.0,2.632,750.47,48.882,0.000244,0.15943,0.4454,0.00296
1.333,4.0,2.895,756.83,46.331,0.000232,0.15825,0.4508,0.00376
1.333,4.0,3.158,760.13,49.526,0.000248,0.14322,0.4558,0.00481
1.333,4.0,3.421,765.36,43.695,0.000218,0.14344,0.4554,0.00212
1.333,4.0,3.684,769.71,42.053,0.00021,0.15369,0.4557,0.00686
1.333,4.0,3.947,771.57,44.491,0.000222,0.13249,0.4797,0.00657
1.333,4.0,4.211,777.7,42.165,0.000211,0.14213,0.4696,0.00715
1.333,4.0,4.474,780.02,43.36,0.000217,0.12218,0.4863,0.00816
1.333,4.0,4.737,786.2,44.154,0.000221,0.12259,0.5011,0.00693
1.333,4.0,5.0,787.18,42.568,0.000213,0.12332,0.4907,0.01091
1.778,4.0,0.0,710.74,61.914,0.00031,0.21199,0.4113,0.00038
1.778,4.0,0.263,714.91,57.123,0.000286,0.20365,0.3978,0.0
1.778,4.0,0.526,720.17,59.986,0.0003,0.20104,0.3952,0.00052
1.778,4.0,0.789,722.26,55.934,0.00028,0.19122,0.4115,0.0008
1.778,4.0,1.053,724.81,53.508,0.000268,0.18803,0.4243,0.0
1.778,4.0,1.316,730.75,55.823,0.000279,0.18411,0.4342,0.00197
1.778,4.0,1.579,732.21,52.82,0.000264,0.1839,0.4352,0.00087
1.778,4.0,1.842,738.48,52.316,0.000262,0.18316,0.4544,0.00108
1.778,4.0,2.105,740.39,52.928,0.000265,0.16459,0.4439,0.00244
1.778,4.0,2.368,747.9,52.084,0.00026,0.16474,0.442,0.00137
1.778,4.0,2.632,754.15,48.862,0.000244,0.15923,0.452,0.0023
1.778,4.0,2.895,758.05,48.694,0.000243,0.15861,0.4448,0.0022
1.778,4.0,3.158,756.98,49.214,0.000246,0.16002,0.4714,0.00381
1.778,4.0,3.421,765.09,44.868,0.000224,0.14951,0.4545,0.00435
1.778,4.0,3.684,773.81,42.091,0.00021,0.14233,0.4632,0.00556
1.778,4.0,3.947,771.89,43.229,0.000216,0.14655,0.4775,0.00725
1.778,4.0,4.211,778.16,42.507,0.000213,0.13652,0.4746,0.00777
1.778,4.0,4.474,783.85,41.842,0.000209,0.13341,0.4931,0.00813
1.778,4.0,4.737,782.65,45.578,0.000228,0.1337,0.4976,0.01026
1.778,4.0,5.0,790.59,38.546,0.000193,0.12069,0.5072,0.00938
2.222,4.0,0.0,711.76,59.669,0.000298,0.203,0.4057,0.0005
2.222,4.0,0.263,713.4,57.222,0.000286,0.19947,0.4074,0.00094
2.222,4.0,0.526,715.34,58.366,0.000292,0.19775,0.4097,0.002
2.222,4.0,0.789,725.01,57.887,0.000289,0.19919,0.4228,0.0004
2.222,4.0,1.053,723.15,57.283,0.000286,0.18562,0.421,6e-05
2.222,4.0,1.316,726.37,55.241,0.000276,0.18148,0.4403,0.00071
2.222,4.0,1.579,732.25,53.873,0.000269,0.18018,0.4405,0.00106
2.222,4.0,1.842,738.49,47.782,0.000239,0.16997,0.4341,0.00068
2.222,4.0,2.105,740.38,53.011,0.000265,0.16774,0.454,0.00179
2.222,4.0,2.368,745.33,53.277,0.000266,0.1655,0.4624,0.00402
2.222,4.0,2.632,750.54,47.909,0.00024,0.16424,0.4738,0.00109
2.222,4.0,2.895,758.82,46.688,0.000233,0.16193,0.4692,0.00093
2.222,4.0,3.158,761.29,45.179,0.000226,0.15233,0.4525,0.00247
2.222,4.0,3.421,765.04,47.554,0.000238,0.14767,0.4588,0.00375
2.222,4.0,3.684,772.11,43.005,0.000215,0.14421,0.4632,0.00424
2.222,4.0,3.947,776.44,43.96,0.00022,0.14253,0.489,0.00543
2.222,4.0,4.211,775.32,40.185,0.000201,0.14517,0.5096,0.00606
2.222,4.0,4.474,779.4,42.936,0.000215,0.14513,0.4931,0.00846
2.222,4.0,4.737,784.34,40.184,0.000201,0.14001,0.4952,0.00803
2.222,4.0,5.0,790.36,40.427,0.000202,0.1327,0.505,0.00885
2.667,4.0,0.0,711.49,58.289,0.000291,0.20489,0.4057,0.0
2.667,4.0,0.263,710.7,57.522,0.000288,0.20563,0.4179,0.00102
2.667,4.0,0.526,716.92,56.749,0.000284,0.19741,0.4047,0.00145
2.667,4.0,0.789,721.02,55.141,0.000276,0.19337,0.4204,0.0005
2.667,4.0,1.053,728.44,53.99,0.00027,0.19772,0.4292,0.00057
2.667,4.0,1.316,731.53,52.178,0.000261,0.19075,0.4288,0.00135
2.667,4.0,1.579,731.79,54.628,0.000273,0.18356,0.416,0.00181
2.667,4.0,1.842,739.81,53.233,0.000266,0.18775,0.418,0.0002
2.667,4.0,2.105,741.75,50.734,0.000254,0.17426,0.4283,0.00152
2.667,4.0,2.368,747.11,52.035,0.00026,0.17315,0.4585,0.00322
2.667,4.0,2.632,748.17,52.429,0.000262,0.16419,0.4684,0.00223
2.667,4.0,2.895,750.86,47.005,0.000235,0.15821,0.4469,0.00351
2.667,4.0,3.158,758.58,47.788,0.000239,0.16329,0.4713,0.0052
2.667,4.0,3.421,761.39,46.737,0.000234,0.14524,0.4481,0.00707
2.667,4.0,3.684,767.21,43.981,0.00022,0.13722,0.4675,0.00641
2.667,4.0,3.947,770.45,41.608,0.000208,0.1367,0.4826,0.00496
2.667,4.0,4.211,776.12,48.057,0.00024,0.13555,0.4926,0.0064
2.667,4.0,4.474,780.74,42.792,0.000214,0.13884,0.4827,0.00922
2.667,4.0,4.737,785.93,41.114,0.000206,0.13706,0.4937,0.00823
2.667,4.0,5.0,790.12,40.653,0.000203,0.12345,0.4993,0.01087
3.111,4.0,0.0,709.1,64.851,0.000324,0.20696,0.3867,0.00172
3.111,4.0,0.263,710.84,58.512,0.000293,0.20234,0.4158,0.0011
3.111,4.0,0.526,712.33,57.992,0.00029,0.19947,0.4125,0.0019
3.111,4.0,0.789,721.09,56.962,0.000285,0.19409,0.4078,0.0
3.111,4.0,1.053,723.84,57.971,0.00029,0.19085,0.4204,0.0
3.111,4.0,1.316,729.07,55.277,0.000276,0.1794,0.4373,0.0
3.111,4.0,1.579,733.37,50.58,0.000253,0.17397,0.4235,0.001
3.111,4.0,1.842,735.35,49.101,0.000246,0.17033,0.4253,0.00044
3.111,4.0,2.105,739.53,53.649,0.000268,0.17035,0.431,0.00099
3.111,4.0,2.368,748.42,51.021,0.000255,0.15962,0.4714,0.0021
3.111,4.0,2.632,745.87,48.808,0.000244,0.15691,0.4615,0.00231
3.111,4.0,2.895,751.81,46.837,0.000234,0.15978,0.4481,0.00419
3.111,4.0,3.158,758.72,50.862,0.000254,0.16048,0.4643,0.004
3.111,4.0,3.421,760.77,46.777,0.000234,0.1511,0.471,0.00409
3.111,4.0,3.684,764.22,46.306,0.000232,0.13985,0.4743,0.00638
3.111,4.0,3.947,771.23,45.844,0.000229,0.14497,0.4732,0.00909
3.111,4.0,4.211,776.58,44.016,0.00022,0.13497,0.4703,0.00755
3.111,4.0,4.474,778.37,41.215,0.000206,0.14127,0.4822,0.00747
3.111,4.0,4.737,779.06,40.65,0.000203,0.13292,0.4896,0.00731
3.111,4.0,5.0,786.67,41.293,0.000206,0.12313,0.5083,0.00972
3.556,4.0,0.0,704.26,61.775,0.000309,0.2106,0.4017,0.0
3.556,4.0,0.263,705.55,61.062,0.000305,0.19754,0.4108,0.00053
3.556,4.0,0.526,714.95,56.3,0.000282,0.2001,0.3993,0.00178
3.556,4.0,0.789,717.17,57.207,0.000286,0.19273,0.4133,0.0
3.556,4.0,1.053,718.28,54.178,0.000271,0.19953,0.4316,0.0
3.556,4.0,1.316,725.63,54.496,0.000272,0.18516,0.4136,0.0014
3.556,4.0,1.579,729.8,53.173,0.000266,0.17963,0.4485,0.00026
3.556,4.0,1.842,731.64,52.615,0.000263,0.16274,0.438,0.0
3.556,4.0,2.105,734.54,53.425,0.000267,0.1733,0.4486,0.00296
3.556,4.0,2.368,740.73,48.825,0.000244,0.17156,0.4283,0.00084
3.556,4.0,2.632,744.24,53.397,0.000267,0.16729,0.4599,0.00267
3.556,4.0,2.895,750.28,50.919,0.000255,0.1566,0.4492,0.0032
3.556,4.0,3.158,753.38,44.142,0.000221,0.15006,0.4639,0.00354
3.556,4.0,3.421,759.17,46.931,0.000235,0.15537,0.4565,0.00527
3.556,4.0,3.684,762.85,42.933,0.000215,0.14485,0.4837,0.00388
3.556,4.0,3.947,768.13,44.902,0.000225,0.14133,0.4684,0.00657
3.556,4.0,4.211,772.0,40.285,0.000201,0.13618,0.4889,0.00622
3.556,4.0,4.474,777.06,44.4,0.000222,0.12302,0.4931,0.00804
3.556,4.0,4.737,777.43,43.44,0.000217,0.12666,0.4975,0.00813
3.556,4.0,5.0,785.58,39.035,0.000195,0.12786,0.4982,0.01009
4.0,4.0,0.0,703.98,60.322,0.000302,0.213,0.4055,0.00081
4.0,4.0,0.263,706.72,56.371,0.000282,0.20439,0.4047,0.0
4.0,4.0,0.526,705.39,56.755,0.000284,0.20193,0.4079,0.0
4.0,4.0,0.789,716.0,56.485,0.000282,0.18549,0.4232,0.0
4.0,4.0,1.053,718.42,52.614,0.000263,0.18425,0.4416,0.00052
4.0,4.0,1.316,723.14,57.961,0.00029,0.19562,0.426,0.00166
4.0,4.0,1.579,723.62,53.915,0.00027,0.18286,0.4183,0.0009
4.0,4.0,1.842,726.52,55.078,0.000275,0.18144,0.4341,0.00273
4.0,4.0,2.105,736.69,51.171,0.000256,0.16877,0.4485,0.00149
4.0,4.0,2.368,736.92,49.083,0.000245,0.17087,0.4438,0.00414
4.0,4.0,2.632,740.41,49.626,0.000248,0.16637,0.4383,0.00079
4.0,4.0,2.895,743.12,50.277,0.000251,0.168,0.4604,0.00279
4.0,4.0,3.158,746.99,45.969,0.00023,0.15536,0.4612,0.00314
4.0,4.0,3.421,754.74,46.781,0.000234,0.14393,0.4621,0.00456
4.0,4.0,3.684,760.8,44.035,0.00022,0.14146,0.4765,0.006
4.0,4.0,3.947,763.77,39.891,0.000199,0.14303,0.4879,0.0088
4.0,4.0,4.211,767.08,42.387,0.000212,0.1248,0.4801,0.00719
4.0,4.0,4.474,774.31,42.313,0.000212,0.13632,0.4976,0.00885
4.0,4.0,4.737,778.8,41.007,0.000205,0.13358,0.4958,0.00816
4.0,4.0,5.0,778.13,39.378,0.000197,0.13478,0.49,0.00969
