material,category,temperature_C,stress_MPa,time_h,creep_strain
LiPF6_EC_DMC_1M,liquid_electrolyte,40.0,0.2,100.0,1.2852e-06
LiPF6_EC_DMC_1M,liquid_electrolyte,60.0,0.1,0.01,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,60.0,0.1,0.03,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,60.0,0.1,0.1,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,60.0,0.1,0.3,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,60.0,0.1,1.0,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,60.0,0.1,3.0,1.39825e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,60.0,0.1,10.0,5.2546e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,60.0,0.1,30.0,1.96048e-07
LiPF6_EC_DMC_1M,liquid_electrolyte,60.0,0.1,100.0,5.60971e-07
LiPF6_EC_DMC_1M,liquid_electrolyte,60.0,0.2,0.01,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,60.0,0.2,0.03,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,60.0,0.2,0.1,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,60.0,0.2,0.3,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,60.0,0.2,1.0,1.11827e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,60.0,0.2,3.0,3.5097e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,60.0,0.2,10.0,1.22516e-07
LiPF6_EC_DMC_1M,liquid_electrolyte,60.0,0.2,30.0,4.66946e-07
LiPF6_EC_DMC_1M,liquid_electrolyte,60.0,0.2,100.0,2.20784e-06
LiPF6_EC_DMC_1M,liquid_electrolyte,80.0,0.1,0.01,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,80.0,0.1,0.03,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,80.0,0.1,0.1,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,80.0,0.1,0.3,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,80.0,0.1,1.0,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,80.0,0.1,3.0,1.54259e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,80.0,0.1,10.0,7.9295e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,80.0,0.1,30.0,3.83636e-07
LiPF6_EC_DMC_1M,liquid_electrolyte,80.0,0.1,100.0,1.04419e-06
LiPF6_EC_DMC_1M,liquid_electrolyte,80.0,0.2,0.01,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,80.0,0.2,0.03,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,80.0,0.2,0.1,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,80.0,0.2,0.3,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,80.0,0.2,1.0,2.19896e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,80.0,0.2,3.0,5.40588e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,80.0,0.2,10.0,2.28143e-07
LiPF6_EC_DMC_1M,liquid_electrolyte,80.0,0.2,30.0,6.79988e-07
LiPF6_EC_DMC_1M,liquid_electrolyte,80.0,0.2,100.0,2.46906e-06
LiPF6_EC_DMC_1M,liquid_electrolyte,100.0,0.1,0.01,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,100.0,0.1,0.03,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,100.0,0.1,0.1,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,100.0,0.1,0.3,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,100.0,0.1,1.0,1.11538e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,100.0,0.1,3.0,3.45906e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,100.0,0.1,10.0,1.33515e-07
LiPF6_EC_DMC_1M,liquid_electrolyte,100.0,0.1,30.0,3.33228e-07
LiPF6_EC_DMC_1M,liquid_electrolyte,100.0,0.1,100.0,1.71742e-06
LiPF6_EC_DMC_1M,liquid_electrolyte,100.0,0.2,0.01,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,100.0,0.2,0.03,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,100.0,0.2,0.1,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,100.0,0.2,0.3,1e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,100.0,0.2,1.0,2.87258e-08
LiPF6_EC_DMC_1M,liquid_electrolyte,100.0,0.2,3.0,1.03314e-07
LiPF6_EC_DMC_1M,liquid_electrolyte,100.0,0.2,10.0,2.7378e-07
LiPF6_EC_DMC_1M,liquid_electrolyte,100.0,0.2,30.0,8.97249e-07
LiPF6_EC_DMC_1M,liquid_electrolyte,100.0,0.2,100.0,6.09389e-06
