material,defect_type,crystal_structure,formation_energy_eV,temperature_K,defect_concentration,supercell_size,k_points,exchange_correlation,cutoff_energy_eV,convergence_threshold
Zn,interstitial,bcc,2.200213394432043,1174.096910964704,0.00727269595338022,64,4x11x9,PBEsol,753.0197257857392,2.4227604433621928e-05
Mg,dislocation,bcc,1.0858569929738915,713.6283052914995,0.0018663925640439612,512,6x5x4,HSE06,574.918406866756,7.347772732431204e-05
Al,interstitial,fcc,3.1893828912210647,612.771948376424,0.0032918624178223687,216,5x11x9,LDA,473.0779250845531,3.1813280005281096e-05
Cu,vacancy,fcc,1.73125928919167,1070.736688393322,0.0031008535418626682,216,4x9x11,PBE,723.9486476165312,9.843337302639265e-05
Fe,grain_boundary,hcp,1.645756824456381,627.656584616994,0.006670028325952516,64,7x4x10,HSE06,689.8525347597574,4.519635877356454e-06
Zn,interstitial,hcp,2.0961575141550726,643.296973895048,0.003562313486179116,64,11x8x11,PBEsol,401.0429853570535,6.3195703969686e-05
Zn,grain_boundary,bcc,0.8139963363869978,810.4480916662835,0.008993494750775013,64,4x11x5,PBEsol,663.3316091692591,8.867694919594968e-06
Fe,dislocation,fcc,2.504419304159732,466.64854087458235,0.006269535876859643,64,7x8x7,HSE06,620.3956977984893,7.727088847477475e-05
Zn,vacancy,bcc,0.8421578889006932,848.7516427700632,0.0068690887189421955,108,10x4x10,PBEsol,473.6520092324739,8.419578903314656e-05
Ti,interstitial,bcc,4.993346716382628,485.01455281356596,0.0007153123917052745,64,5x4x6,PBE,773.3891167790232,2.2792812662740654e-05
Cu,substitutional,hcp,0.9784506514309677,611.8455568591426,0.007744210971635539,108,11x4x10,PBE,510.3776589650585,4.268606842116975e-05
Mg,vacancy,fcc,1.186406438881824,1069.874539168062,0.004356629368312178,216,4x9x9,LDA,703.4550335654847,6.296277778871794e-05
Cu,interstitial,bcc,3.5654650120320563,836.5465181196098,0.008933523076634255,216,9x10x6,LDA,610.3117227273143,2.9912510251693597e-05
Fe,substitutional,fcc,1.4251976829851296,589.7022082805674,0.003470323789169214,512,4x5x7,LDA,462.18091686258293,5.9998217977339734e-05
Ni,vacancy,hcp,2.053092803531933,471.27279924410686,0.00876316792516862,108,11x10x11,HSE06,646.684932306854,1.0278761739911927e-05
Al,dislocation,bcc,1.6827590535658652,513.5827448052764,0.004376539839794183,216,4x8x10,PBE,413.5285150286077,4.1028675875406675e-05
Mg,interstitial,fcc,2.4935372208395314,520.6385514942692,0.005057151765100698,108,8x5x5,PBEsol,718.5383101918596,3.393279558960007e-05
Ni,interstitial,hcp,3.904252933168001,485.95087261287824,0.005088899640456938,216,5x7x6,LDA,619.0949777297096,9.238552571266975e-06
Ti,vacancy,fcc,1.9670537597830253,714.5973702396334,0.0025183421060679355,108,10x5x5,PBE,507.2035934740894,6.32391362797215e-06
Fe,vacancy,fcc,2.572952078779358,824.2965267461402,0.005529854541144332,108,4x10x9,PBE,421.062303780432,1.5028679964709815e-05
Ni,grain_boundary,hcp,1.451337516571888,357.4882054756996,0.0035648221337227183,216,10x10x4,PBEsol,492.1258701559382,2.605117837616973e-05
Mg,substitutional,bcc,0.7564414500123587,557.0289118146507,0.0065359686573582924,512,6x5x7,PBEsol,668.8594747729628,1.622075816758281e-05
Zn,interstitial,bcc,2.4344514588091473,664.742613209463,0.00905585501390669,64,6x5x6,PBE,474.6795939508691,2.0641672195325926e-05
Al,vacancy,hcp,1.0287523136366648,505.57661114874224,0.0042307214479713855,216,5x8x7,LDA,613.3918993077325,8.282902388182369e-05
Al,grain_boundary,bcc,1.2259640708092816,1086.3382578532373,0.007894761435232652,512,11x7x10,LDA,472.59484994347946,1.2917913512687355e-05
Ti,dislocation,fcc,2.5586989913456515,851.569825408787,0.006883158419009712,512,10x6x7,PBEsol,474.1072702790939,3.617631016821011e-05
