sample_id,temperature,cooling_rate,porosity,material,tec_mismatch,stress,strain,stress_hotspot_density,crack_risk,delamination_probability,material_E,material_nu,material_alpha,material_density,stress_strain_ratio,thermal_gradient,porosity_stress_factor
525,1340.6079479384912,7.878210587671421,0.027486552247803428,zirconia,2.3e-06,2397716.2658130415,1.1988581329065207e-05,0.13,0.0001264763086322199,0.049392377028970876,200000000000.0,0.31,1.05e-05,6100,199998331759.81152,0.7878210587671421,1.0549731044956068
526,1324.4458507012996,6.242984533377946,0.1467606056315189,titanium,2.3e-06,894827.7831175058,8.134798028340962e-06,0.09,0.00010522533798999773,0.03302681686245603,110000000000.0,0.34,8.6e-06,4500,109998647801.12035,0.6242984533377947,1.2935212112630379
527,1282.022121579212,1.6390610220032968,0.14797172065438696,zirconia,2.3e-06,498844.6588705687,2.494223294352843e-06,0.1,3.232372319476131e-05,0.028239089993351067,200000000000.0,0.31,1.05e-05,6100,199991981793.2001,0.1639061022003297,1.2959434413087738
528,1216.9126489952782,9.029008141219732,0.14114072710582917,zirconia,2.3e-06,2747958.9995016577,1.3739794997508288e-05,0.1,0.00017618284309974994,0.2924503100967198,200000000000.0,0.31,1.05e-05,6100,199998544384.80035,0.9029008141219732,1.2822814542116583
529,1459.416712876516,1.2770479201387612,0.079444873316877,zirconia,2.3e-06,388666.75830310135,1.9433337915155068e-06,0.09,2.2521096052742183e-05,0.0054305466518245705,200000000000.0,0.31,1.05e-05,6100,199989708936.78638,0.12770479201387613,1.158889746633754
530,1443.8703027390234,7.735567205887688,0.04445037991875598,zirconia,2.3e-06,2354303.0626614704,1.1771515313307352e-05,0.13,0.00012818011969099286,0.02877551390557436,200000000000.0,0.31,1.05e-05,6100,199998300997.82675,0.7735567205887688,1.088900759837512
531,1499.915301985839,7.829147284338816,0.0914812993234678,alumina,2.3e-06,3008199.283482491,8.130268333736463e-06,0.04,9.617803355773778e-05,0.04384169178867006,370000000000.0,0.22,8.1e-06,3950,369995449160.66754,0.7829147284338817,1.1829625986469356
532,1498.9910511221715,9.577999767537374,0.068790737386001,titanium,2.3e-06,1372846.6333470242,1.2480423939518402e-05,0.1,0.00014197499070897144,0.01845042294476178,110000000000.0,0.34,8.6e-06,4500,109999118626.74568,0.9577999767537375,1.137581474772002
533,1366.6295116807883,1.4872096756208868,0.038832810260407594,titanium,2.3e-06,213166.7201723272,1.9378792742938837e-06,0.08,2.088385870626345e-05,0.0035539358606841123,110000000000.0,0.34,8.6e-06,4500,109994323984.70618,0.1487209675620887,1.0776656205208153
534,1430.696224554153,6.371711747060418,0.06931469734649866,silica,2.3e-06,26868.663993628274,3.8383805705183245e-07,0.09,4.370492945610641e-06,0.00036180630557743824,70000000000.0,0.17,5e-07,2200,69981767892.3164,0.6371711747060419,1.1386293946929973
535,1483.4297189647284,4.8505651356434765,0.10294457699486266,zirconia,2.3e-06,1476258.9543262755,7.381294771631377e-06,0.08,8.901023307511345e-05,0.02236123222266259,200000000000.0,0.31,1.05e-05,6100,199997290484.98032,0.48505651356434765,1.2058891539897254
536,1454.8942172032234,3.9756965937358784,0.019927863510038748,zirconia,2.3e-06,1209994.6154848328,6.049973077424164e-06,0.12,6.291099152876799e-05,0.013305576532111505,200000000000.0,0.31,1.05e-05,6100,199996694254.80585,0.39756965937358785,1.0398557270200774
537,1274.2044305229592,1.8128670426916573,0.05667852020244231,silica,2.3e-06,7644.620059543134,1.0920885799347334e-07,0.07,1.2158845092161083e-06,0.0003451744595871641,70000000000.0,0.17,5e-07,2200,69935961274.0587,0.18128670426916574,1.1133570404048847
538,1335.1632405930281,6.063887077041783,0.012491284601795527,silica,2.3e-06,25570.60815620029,3.6529440223143274e-07,0.1,3.744203949148639e-06,0.000519558736356334,70000000000.0,0.17,5e-07,2200,69980842618.39467,0.6063887077041783,1.024982569203591
539,1238.7478245454486,5.311366531071522,0.11492937076463458,zirconia,2.3e-06,1616502.8572826374,8.082514286413187e-06,0.06,9.940350848680461e-05,0.12766414656738695,200000000000.0,0.31,1.05e-05,6100,199997525553.08328,0.5311366531071523,1.2298587415292692
540,1486.2153081776166,1.9409901233592184,0.0996967774663381,titanium,2.3e-06,278208.5843481548,2.529168948619589e-06,0.1,3.033468936310188e-05,0.004168910809630695,110000000000.0,0.34,8.6e-06,4500,109995650917.23204,0.19409901233592186,1.1993935549326762
541,1381.852390335264,6.512405563873751,0.01877409885827522,silica,2.3e-06,27461.951172961602,3.9231358818516573e-07,0.1,4.070442563612316e-06,0.00036017317641605167,70000000000.0,0.17,5e-07,2200,69982161677.85532,0.6512405563873751,1.0375481977165504
542,1268.5928416510387,7.641578082276446,0.1450632583442755,zirconia,2.3e-06,2325697.6772145713,1.1628488386072856e-05,0.08,0.00015002221215877444,0.1493193256543467,200000000000.0,0.31,1.05e-05,6100,199998280100.78815,0.7641578082276447,1.290126516688551
543,1401.510205321757,7.905504709482834,0.013167017997794095,titanium,2.3e-06,1133122.3416925399,1.0301112197204908e-05,0.07,0.00010572382056600694,0.01207721553026381,110000000000.0,0.34,8.6e-06,4500,109998932164.50749,0.7905504709482835,1.0263340359955881
544,1385.4384721373688,9.148358694361846,0.09259449050665239,alumina,2.3e-06,3515080.8983336478,9.500218644144994e-06,0.1,0.00011259554454257805,0.05948553681208928,370000000000.0,0.22,8.1e-06,3950,369996105393.78876,0.9148358694361847,1.1851889810133047
545,1307.4488154098522,4.685236676998995,0.1186914446518678,silica,2.3e-06,19757.022131923477,2.8224317331319254e-07,0.07,3.4924287328053312e-06,0.0007943402755179825,70000000000.0,0.17,5e-07,2200,69975207475.64795,0.46852366769989956,1.2373828893037355
546,1234.0672776598888,9.577654917599233,0.1203054838262612,silica,2.3e-06,40387.7014597558,5.769671637107972e-07,0.06,7.157917912749834e-06,0.0033995401332535496,70000000000.0,0.17,5e-07,2200,69987869696.21527,0.9577654917599233,1.2406109676525223
547,1401.47195867784,8.788864645744175,0.01479991898304853,titanium,2.3e-06,1259737.2658899988,1.1452156962636353e-05,0.13,0.00011791138953092698,0.013529573132654939,110000000000.0,0.34,8.6e-06,4500,109999039490.64049,0.8788864645744175,1.029599837966097
548,1356.092310271138,3.668514139215451,0.1368981185696615,alumina,2.3e-06,1409556.009644706,3.809610836877584e-06,0.07,4.8526679489798536e-05,0.03683321271657037,370000000000.0,0.22,8.1e-06,3950,369990287976.80865,0.36685141392154513,1.273796237139323
549,1431.6955175206917,2.4335473361451263,0.1385832340697971,titanium,2.3e-06,348808.4515141349,3.1709859228557715e-06,0.08,4.049876891614078e-05,0.00590503467922669,110000000000.0,0.34,8.6e-06,4500,109996531156.74959,0.24335473361451265,1.2771664681395942
550,1356.049050333598,4.918504565152121,0.08859465224161216,silica,2.3e-06,20740.681901243886,2.9629545573205553e-07,0.08,3.487958414547584e-06,0.00046447020877979286,70000000000.0,0.17,5e-07,2200,69976382903.77052,0.49185045651521214,1.1771893044832242
551,1455.654450095562,4.6170883716037,0.07749164784420044,alumina,2.3e-06,1774027.4166277293,4.794668693588457e-06,0.09,5.537762249454797e-05,0.024613889558040926,370000000000.0,0.22,8.1e-06,3950,369992283256.5313,0.46170883716037,1.154983295688401
552,1365.5720516323456,6.181473747980839,0.016281444828763973,zirconia,2.3e-06,1881318.0972115598,9.406590486057798e-06,0.08,9.71289625410885e-05,0.028705834698135372,200000000000.0,0.31,1.05e-05,6100,199997873853.71832,0.6181473747980839,1.0325628896575278
553,1368.2813914606159,6.250476090949732,0.0886735799513816,silica,2.3e-06,26357.42929918562,3.765347042740803e-07,0.11,4.4331206468191525e-06,0.0005224349939241483,70000000000.0,0.17,5e-07,2200,69981414352.10149,0.6250476090949733,1.1773471599027632
554,1462.9960807975035,7.7498828594197775,0.0673130714478323,titanium,2.3e-06,1110816.5431835018,1.0098332210759108e-05,0.05,0.00011457831725972656,0.014846789098672278,110000000000.0,0.34,8.6e-06,4500,109998910722.00412,0.7749882859419778,1.1346261428956645
555,1321.044859863719,5.589009533850492,0.11819289703721185,titanium,2.3e-06,801091.3665185707,7.282648786532461e-06,0.1,9.004163502902074e-05,0.028069866889997807,110000000000.0,0.34,8.6e-06,4500,109998489581.29376,0.5589009533850492,1.2363857940744236
556,1240.2045685351923,1.94340376846689,0.06654369936405229,titanium,2.3e-06,278554.540146921,2.5323140013356454e-06,0.08,2.8693330845361643e-05,0.018349803076665328,110000000000.0,0.34,8.6e-06,4500,109995656318.43997,0.194340376846689,1.1330873987281045
557,1208.6348028940017,8.724622019977955,0.10570131666545936,titanium,2.3e-06,1250529.1561968406,1.1368446874516732e-05,0.1,0.00013771766480672221,0.12955364210734685,110000000000.0,0.34,8.6e-06,4500,109999032418.11629,0.8724622019977956,1.2114026333309187
558,1426.5411767020857,3.7878812486666837,0.02419714047325431,titanium,2.3e-06,542929.6456422248,4.935724051292953e-06,0.09,5.174584867705663e-05,0.006086163701557202,110000000000.0,0.34,8.6e-06,4500,109997771395.43758,0.3787881248666684,1.0483942809465085
559,1386.0928654060394,9.741677142759329,0.02861331790723537,silica,2.3e-06,41079.36144537067,5.868480206481524e-07,0.1,6.204313586042273e-06,0.0005396263315274305,70000000000.0,0.17,5e-07,2200,69988073901.34433,0.974167714275933,1.0572266358144708
560,1411.223930429767,2.0607409781179316,0.029559426690882164,alumina,2.3e-06,791800.0912076207,2.140000246507083e-06,0.06,2.2665146073172747e-05,0.009088258749570482,370000000000.0,0.22,8.1e-06,3950,369982711090.2583,0.20607409781179317,1.0591188533817644
561,1263.8892484526732,9.62426055009253,0.01637356997196409,titanium,2.3e-06,1379477.3455132628,1.2540703141029661e-05,0.1,0.00012951375301784216,0.05821169844004064,110000000000.0,0.34,8.6e-06,4500,109999122863.19495,0.9624260550092529,1.032747139943928
562,1240.911442676031,1.8191062619426528,0.08578604029777252,titanium,2.3e-06,260738.5642117803,2.370350583743457e-06,0.09,2.777036565137187e-05,0.018286437709711615,110000000000.0,0.34,8.6e-06,4500,109995359532.03352,0.1819106261942653,1.171572080595545
563,1204.3633997003647,3.0793252415235353,0.12115548164610902,zirconia,2.3e-06,937185.9430723804,4.685929715361902e-06,0.13,5.821381858610873e-05,0.10645107931770631,200000000000.0,0.31,1.05e-05,6100,199995731994.62766,0.30793252415235356,1.242310963292218
564,1305.1762676419792,1.4192194787788743,0.09545756851711323,zirconia,2.3e-06,431936.36310661404,2.15968181553307e-06,0.1,2.5719977652958934e-05,0.016470209680927314,200000000000.0,0.31,1.05e-05,6100,199990739805.35623,0.14192194787788745,1.1909151370342266
565,1376.9753060563899,7.3460183197509545,0.09049368397739986,alumina,2.3e-06,2822566.269781233,7.628557485895224e-06,0.12,9.009230026559284e-05,0.05161142155243771,370000000000.0,0.22,8.1e-06,3950,369995149867.44806,0.7346018319750955,1.1809873679547997
566,1317.6732135299196,8.652688629146127,0.10528734997638309,silica,2.3e-06,36487.2412072427,5.2124630296061e-07,0.08,6.310075868080292e-06,0.001268704650636974,70000000000.0,0.17,5e-07,2200,69986573224.05424,0.8652688629146127,1.2105746999527662
567,1331.2424766071188,4.906639736343823,0.05755034523008207,silica,2.3e-06,20690.649490606487,2.955807070086641e-07,0.07,3.296022504720648e-06,0.0005299274230946615,70000000000.0,0.17,5e-07,2200,69976325814.18376,0.49066397363438236,1.1151006904601641
568,1471.2476083481245,9.356698675381868,0.06067357003075204,alumina,2.3e-06,3595131.5295024947,9.716571701358093e-06,0.09,0.0001089564988852044,0.046857788526276666,370000000000.0,0.22,8.1e-06,3950,369996192111.75006,0.9356698675381868,1.121347140061504
569,1304.47664010699,6.312691645800396,0.05399781375092916,alumina,2.3e-06,2425530.366982537,6.55548747833118e-06,0.06,7.26345146213413e-05,0.08006807365936736,370000000000.0,0.22,8.1e-06,3950,369994355959.6875,0.6312691645800397,1.1079956275018583
570,1354.1968467479433,6.670064219018709,0.10969525059950057,alumina,2.3e-06,2562843.9056921885,6.926605150519429e-06,0.08,8.446236526099469e-05,0.06274039840886005,370000000000.0,0.22,8.1e-06,3950,369994658354.9904,0.667006421901871,1.2193905011990012
571,1435.095903822343,8.608772815306928,0.0326296469939084,titanium,2.3e-06,1233924.1035273268,1.1217491850248426e-05,0.07,0.00011949537448709725,0.014352366431041846,110000000000.0,0.34,8.6e-06,4500,109999019397.3763,0.8608772815306929,1.0652592939878167
572,1318.9628346963812,3.67120184546655,0.011823539243809413,silica,2.3e-06,15480.971637509549,2.2115673767870783e-07,0.07,2.2638644841266195e-06,0.000368707843705375,70000000000.0,0.17,5e-07,2200,69968362545.3695,0.367120184546655,1.0236470784876188
573,1386.6260100683621,4.188391491948632,0.09346750254114893,alumina,2.3e-06,1609308.8847910322,4.349483472408195e-06,0.08,5.162554187428191e-05,0.026993048172279547,370000000000.0,0.22,8.1e-06,3950,369991493438.34076,0.41883914919486326,1.1869350050822978
574,1458.7091126240234,9.153567272751799,0.14193339106278877,zirconia,2.3e-06,2785868.300402722,1.392934150201361e-05,0.1,0.00017883418851318472,0.04762906975055153,200000000000.0,0.31,1.05e-05,6100,199998564192.25443,0.9153567272751799,1.2838667821255776
575,1484.8561870972926,9.108671464348873,0.09531710837948264,titanium,2.3e-06,1305576.2432233389,1.186887493839399e-05,0.08,0.0001413148861608484,0.019277950045883226,110000000000.0,0.34,8.6e-06,4500,109999073213.98375,0.9108671464348874,1.1906342167589652
576,1244.1220442787114,9.788344985807838,0.1196090314117253,titanium,2.3e-06,1402996.114632457,1.2754510133022337e-05,0.09,0.00015805619339306012,0.10656507031283886,110000000000.0,0.34,8.6e-06,4500,109999137566.73976,0.9788344985807838,1.2392180628234506
577,1477.9762875484485,9.11654484797504,0.1041906993252442,titanium,2.3e-06,1306704.7615430895,1.1879134195846268e-05,0.06,0.00014354524794333556,0.019874371761270944,110000000000.0,0.34,8.6e-06,4500,109999074014.38353,0.9116544847975041,1.2083813986504883
578,1347.6348879238615,2.146348324300248,0.07964113149322226,titanium,2.3e-06,307643.259816369,2.7967569074215362e-06,0.06,3.242230676658609e-05,0.007261682421206318,110000000000.0,0.34,8.6e-06,4500,109996067013.66423,0.21463483243002482,1.1592822629864445
579,1277.4733164896875,8.413518575232885,0.11057493624973842,alumina,2.3e-06,3232732.714099097,8.737115443511073e-06,0.09,0.00010669327409856758,0.1709357227425147,370000000000.0,0.22,8.1e-06,3950,369995765241.1985,0.8413518575232886,1.221149872499477
580,1337.7407268714783,4.688546302986347,0.12537457733973104,titanium,2.3e-06,672024.9700947099,6.109317909951908e-06,0.09,7.641224211540447e-05,0.02037640758731073,110000000000.0,0.34,8.6e-06,4500,109998199501.13707,0.4688546302986347,1.250749154679462
581,1494.009772585643,9.91721220351344,0.04146243018403772,zirconia,2.3e-06,3018281.9749823515,1.5091409874911758e-05,0.08,0.0001634286293154621,0.03644008503299578,200000000000.0,0.31,1.05e-05,6100,199998674751.55463,0.991721220351344,1.0829248603680754
582,1347.785428197861,5.25052867895921,0.05705826726764037,zirconia,2.3e-06,1597986.9892484553,7.989934946242277e-06,0.11,8.90171863346978e-05,0.03462101715805017,200000000000.0,0.31,1.05e-05,6100,199997496882.03687,0.525052867895921,1.1141165345352808
583,1298.6254830862524,5.9845247425199855,0.04132160255045974,alumina,2.3e-06,2299438.5452990253,6.214698771078447e-06,0.08,6.728301396257114e-05,0.07646310770574584,370000000000.0,0.22,8.1e-06,3950,369994046468.54016,0.5984524742519985,1.0826432051009194
584,1390.0202562950178,5.767974237311186,0.07330421378266173,titanium,2.3e-06,826742.9740146036,7.515845218314578e-06,0.07,8.617731467596034e-05,0.012483268765938171,110000000000.0,0.34,8.6e-06,4500,109998536444.89409,0.5767974237311186,1.1466084275653234
585,1272.043685633458,3.8956332687245,0.13390903712833346,zirconia,2.3e-06,1185627.5165683264,5.928137582841632e-06,0.1,7.515799974206851e-05,0.07116290363934116,200000000000.0,0.31,1.05e-05,6100,199996626316.0475,0.38956332687245004,1.267818074256667
586,1222.7589984325991,1.6751988000362634,0.058328994116946524,silica,2.3e-06,7064.091325454124,1.0091559036363034e-07,0.08,1.1268820011688708e-06,0.0005369666977418548,70000000000.0,0.17,5e-07,2200,69930703765.87613,0.16751988000362636,1.116657988233893
587,1238.6639165731947,9.060861073617266,0.06242536447827747,titanium,2.3e-06,1298723.4205518086,1.1806576550470987e-05,0.08,0.00013280636239278658,0.08553939878729566,110000000000.0,0.34,8.6e-06,4500,109999068323.7613,0.9060861073617267,1.124850728956555
588,1238.4137516873318,8.22408231273658,0.13045141285407044,alumina,2.3e-06,3159945.47323994,8.540393170918756e-06,0.12,0.0001076860588186997,0.26273465832163834,370000000000.0,0.22,8.1e-06,3950,369995667697.4901,0.8224082312736581,1.260902825708141
589,1245.5708080536883,2.2557410250370236,0.08215240630425452,silica,2.3e-06,9512.160948951305,1.358880135564472e-07,0.08,1.582150681595818e-06,0.000628652159776614,70000000000.0,0.17,5e-07,2200,69948524874.97293,0.22557410250370236,1.164304812608509
590,1241.648151794823,7.990914442150656,0.0849628599506408,titanium,2.3e-06,1145364.4033749278,1.0412403667044799e-05,0.11,0.0001218173885607013,0.07950881586595747,110000000000.0,0.34,8.6e-06,4500,109998943577.80301,0.7990914442150656,1.1699257199012816
591,1392.2624234409643,6.63261999445549,0.1305121684665098,silica,2.3e-06,27968.87949469183,3.9955542135274044e-07,0.09,5.038491102793328e-06,0.0004993860352745027,70000000000.0,0.17,5e-07,2200,69982484911.6864,0.6632619994455491,1.2610243369330196
592,1254.5640253197435,4.6822940912586,0.07867374318356624,titanium,2.3e-06,671128.8197470664,6.101171088609694e-06,0.09,7.061175023298251e-05,0.04003984217855986,110000000000.0,0.34,8.6e-06,4500,109998197096.99171,0.4682294091258601,1.1573474863671325
593,1303.7001849971589,3.2861903418600646,0.10541805484811533,titanium,2.3e-06,471020.6156666094,4.282005596969176e-06,0.09,5.184806998731643e-05,0.01884210456669859,110000000000.0,0.34,8.6e-06,4500,109997431170.30841,0.32861903418600646,1.2108361096962306
594,1469.0365229718036,8.737559051520092,0.0219902532223685,zirconia,2.3e-06,2659257.10263655,1.329628551318275e-05,0.09,0.00013881062883886348,0.02951645787988349,200000000000.0,0.31,1.05e-05,6100,199998495831.81985,0.8737559051520093,1.043980506444737
