FirmID,Size,Employees,FirmAge,Subsector,OwnershipType,FDI_Presence,FDI_Percentage,FDI_Origin,FDI_Type,FDI_Years,Knowledge_Absorption,Task_Performance,Innovation_Score,Firm_Resources_Score,Skilled_Labor_Ratio,IoT_Adoption,RD_Spend_Percentage,Liquidity_Ratio,ROI,ROA,Market_Share,Export_Intensity,Operational_Efficiency,Revenue_Million_NGN,Assets_Million_NGN,Export_Value_Million_NGN,Tax_Incentives_Perception,Regulatory_Stability,Infrastructure_Support,Corruption_Experience,Policy_Effectiveness_Index,ISO_Certification,Export_Destination_Count,Local_Content_Percentage,Capacity_Utilization,NAFDAC_Compliance_Score,Quality_Certification,Training_Hours_Per_Employee,Female_Employment_Ratio,Youth_Employment_Ratio,ERP_System,Ecommerce_Adoption,Automation_Level,Local_Suppliers_Percentage,Supplier_Reliability_Score,Inventory_Turnover_Ratio,Survey_Year,Survey_Quarter,FDI_Inflow_Lagos_Million_USD,National_Corruption_Index,Regulatory_Quality_Index,Power_Supply_Hours,Logistics_Quality_Index,GDP_Growth_Rate,Inflation_Rate,Exchange_Rate,Interest_Rate,Ease_Doing_Business_Rank,Food_Sector_GDP_Billion_NGN,Manufacturing_Capacity_Utilization,Infrastructure_Index,Institutional_Quality_Index,Policy_Support_Received,Tax_Incentive_Beneficiary,Export_Grant_Recipient
FIRM_257,Large,701,44,Bakery Products,Mixed Ownership,1,41.00841096575012,USA,M&A,9,2.93,3.72,3.46,1.65,0.379,1,2.62,2.11,9.24,18.89,15.73,38.57,72.4,2508.3,4759.79,967.45,6.6,4.1,4.2,3.6,4.62,0,2,45.7,80.5,80.9,HACCP,30.5,0.412,0.457,1,1,67.9,78.2,2.08,11.43,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_258,Large,649,32,Beverages,Private Nigerian,0,0.0,None,None,0,4.0,2.02,3.79,3.7,0.411,0,1.03,2.27,19.85,17.23,21.2,5.73,45.5,6776.15,11342.63,388.27,4.1,3.5,3.9,3.5,3.75,1,6,76.9,66.1,82.2,HACCP,35.2,0.492,0.209,1,1,42.9,47.0,3.26,11.54,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_259,Large,1174,4,Dairy Products,Private Nigerian,1,45.185577314772765,UK,Joint Venture,4,4.19,2.2,2.24,4.5,0.523,1,2.02,1.75,21.92,11.16,6.84,14.23,68.7,2394.68,4846.74,340.76,3.3,1.4,5.1,2.1,2.97,1,9,55.6,73.8,77.5,ISO 22000,20.7,0.233,0.449,1,1,32.7,56.8,4.25,11.53,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_260,Large,589,28,Beverages,Joint Venture,1,45.1644820817955,Germany,M&A,16,3.14,3.8,3.77,3.33,0.322,1,0.96,1.64,24.61,9.19,7.2,43.78,56.2,6747.14,15417.68,2953.9,3.5,3.4,3.6,1.0,2.88,1,2,41.1,67.6,63.5,ISO 22000,34.0,0.417,0.291,1,0,20.5,62.8,2.47,11.77,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,1
FIRM_261,Large,482,17,Fruit and Vegetable Processing,Private Nigerian,0,0.0,None,None,0,1.64,3.41,2.42,3.6,0.064,0,1.36,1.37,10.02,11.91,5.28,4.86,75.4,5562.46,12164.2,270.34,4.9,5.0,5.1,4.6,4.9,1,2,73.2,81.8,81.2,None,14.2,0.248,0.586,1,0,13.9,68.9,1.94,8.7,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,1
FIRM_262,Large,462,2,Fruit and Vegetable Processing,Private Nigerian,0,0.0,None,None,0,2.41,2.15,2.29,3.43,0.214,0,0.29,0.87,19.49,12.68,6.89,4.43,81.9,7498.52,11896.5,332.18,4.4,4.7,4.5,2.5,4.03,1,7,73.2,71.1,88.7,ISO 9001,6.6,0.528,0.325,1,1,22.0,78.8,3.65,9.84,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_263,Large,1418,28,Grain Mill Products,Private Foreign,1,63.12808094416855,UK,M&A,10,3.22,2.63,2.93,3.94,0.721,0,1.15,1.1,28.93,11.56,0.85,14.24,90.5,1767.19,2374.58,251.65,5.0,4.2,3.8,5.9,4.72,1,14,50.6,78.9,89.8,None,16.1,0.373,0.302,1,1,29.6,53.9,3.6,5.08,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_264,Large,717,14,Bakery Products,Private Foreign,1,27.941511605021766,USA,Greenfield,10,4.62,3.84,3.08,2.31,0.177,0,4.95,1.49,6.79,7.21,14.94,31.83,66.8,7754.5,16240.86,2468.26,5.5,4.6,1.0,3.6,3.68,0,5,42.9,83.1,73.4,ISO 22000,44.2,0.506,0.538,1,0,30.8,67.6,3.71,8.64,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_265,Large,1651,12,Beverages,Private Nigerian,0,0.0,None,None,0,2.75,1.82,2.3,3.04,0.288,0,1.71,1.43,13.98,7.95,18.33,1.96,66.3,8925.61,15656.42,174.94,4.9,4.9,3.1,5.1,4.5,0,6,62.8,45.8,100.0,None,11.1,0.399,0.21,1,0,22.4,46.9,2.79,11.24,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_266,Large,984,33,Sugar and Confectionery,Private Foreign,1,45.32066963816571,South Africa,M&A,17,2.71,3.82,3.98,3.64,0.391,0,1.19,2.2,20.55,8.25,9.61,51.38,79.5,1594.06,2778.69,819.03,6.2,3.7,3.3,5.3,4.62,1,10,62.0,79.2,86.1,HACCP,75.8,0.267,0.366,1,0,30.2,51.9,3.55,6.17,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_267,Large,1593,21,Dairy Products,Mixed Ownership,1,30.049388120291674,Germany,M&A,14,3.49,3.69,5.0,3.43,0.152,0,2.13,1.47,11.03,11.27,18.24,41.6,73.2,7232.85,13448.83,3008.87,5.3,4.8,4.8,1.6,4.12,1,7,70.6,76.0,73.3,None,15.9,0.51,0.25,1,0,40.2,62.7,4.23,9.67,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_268,Large,1299,25,Sugar and Confectionery,Private Nigerian,1,28.02795447091992,South Africa,M&A,16,3.64,3.94,3.83,3.69,0.428,0,2.86,1.18,15.28,13.46,7.64,17.45,65.2,1304.1,1643.75,227.57,4.1,3.6,2.4,1.9,3.0,0,13,55.2,65.0,88.8,ISO 9001,30.1,0.463,0.261,1,0,54.9,36.0,3.96,6.01,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,1,0
FIRM_269,Large,928,31,Beverages,Joint Venture,1,26.153821617881093,Germany,Joint Venture,8,4.16,3.26,2.2,2.8,0.674,0,2.82,1.02,12.09,16.7,9.12,43.5,90.1,3838.7,5440.32,1669.83,3.9,3.9,3.0,3.5,3.58,1,8,59.9,54.8,88.3,None,31.5,0.309,0.48,1,0,60.6,55.2,5.0,6.22,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_270,Large,1949,28,Grain Mill Products,Private Nigerian,1,15.658488418926392,Netherlands,Greenfield,12,4.23,3.75,3.22,4.19,0.681,0,0.61,1.45,20.19,17.13,6.97,13.11,75.2,9535.89,20890.67,1250.16,1.6,3.2,3.4,3.5,2.92,0,11,87.2,89.9,72.4,ISO 22000,65.7,0.463,0.342,1,0,26.5,42.8,3.17,11.24,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_271,Large,1963,34,Meat Processing,Private Nigerian,1,30.829965913348754,China,Greenfield,2,3.51,2.34,2.64,3.37,0.588,1,3.44,1.28,21.34,18.96,20.93,13.58,69.7,9308.16,22077.12,1264.05,2.1,2.7,3.5,2.4,2.68,1,11,72.7,48.1,80.9,ISO 9001,23.8,0.156,0.415,1,1,52.7,37.4,2.47,8.15,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,1
FIRM_272,Large,1989,26,Other Food Products,Government-owned,1,32.31372823366961,USA,Joint Venture,10,3.07,3.07,1.12,3.34,0.569,0,4.12,1.27,29.35,20.15,20.96,23.85,80.8,3449.78,8599.47,822.77,6.2,4.4,4.4,3.7,4.68,0,0,62.0,67.9,80.0,None,68.7,0.514,0.404,1,1,16.5,53.7,3.83,9.07,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_273,Large,1418,18,Dairy Products,Private Foreign,1,96.80586003924894,USA,Greenfield,8,3.31,3.49,2.16,3.08,0.333,0,3.67,2.01,8.96,18.18,16.83,34.31,70.1,8539.63,17687.81,2929.95,2.8,4.8,5.7,6.2,4.88,1,1,47.3,62.8,81.9,ISO 9001,35.5,0.299,0.597,0,1,33.3,43.2,3.18,8.12,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,1
FIRM_274,Large,673,21,Sugar and Confectionery,Private Foreign,1,48.71672801006617,UK,M&A,13,2.82,2.54,3.15,3.06,0.631,0,4.64,1.71,9.1,15.38,17.68,4.85,86.1,6871.3,17017.82,333.26,4.8,3.3,4.9,4.4,4.35,1,7,71.0,80.7,100.0,ISO 9001,53.9,0.481,0.483,1,0,40.2,73.2,3.56,9.81,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_275,Large,1166,30,Other Food Products,Mixed Ownership,1,22.944345111002374,South Africa,Joint Venture,12,3.02,3.05,3.49,2.99,0.154,1,1.03,2.24,31.42,22.6,10.36,33.51,54.8,4718.61,6056.91,1581.21,5.8,3.2,4.5,1.7,3.8,1,6,46.7,47.9,60.0,None,57.7,0.317,0.481,1,0,0.4,30.6,2.83,11.41,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_276,Large,910,11,Beverages,Mixed Ownership,0,0.0,None,None,0,3.24,3.01,2.46,2.78,0.442,1,2.18,0.81,5.42,9.99,5.94,10.35,55.6,2044.97,3485.58,211.65,4.6,4.7,2.7,2.5,3.62,1,5,55.3,53.5,83.3,ISO 9001,31.3,0.298,0.269,1,1,18.2,34.8,4.23,9.64,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_277,Large,1339,12,Beverages,Joint Venture,1,17.652410395641517,India,M&A,12,3.31,3.03,2.9,3.54,0.342,1,3.3,1.07,28.88,12.63,20.7,24.33,66.7,535.58,1013.21,130.31,4.0,3.7,2.3,1.4,2.85,1,6,41.1,46.5,91.3,ISO 22000,68.6,0.433,0.362,1,0,40.5,33.9,3.74,8.33,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_278,Large,1101,39,Bakery Products,Private Nigerian,0,0.0,None,None,0,3.55,2.83,3.54,2.78,0.23,0,2.4,1.36,22.72,15.71,5.33,9.36,82.2,8621.71,21265.58,806.99,2.3,3.1,3.4,4.4,3.3,1,2,53.9,88.1,100.0,ISO 9001,38.5,0.237,0.22,1,0,13.4,40.8,4.03,9.14,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_279,Large,288,32,Bakery Products,Joint Venture,1,48.74205836911809,UK,Joint Venture,15,3.75,4.63,3.43,3.71,0.456,1,2.32,1.18,6.95,15.11,5.37,10.83,72.5,802.0,1665.35,86.86,4.2,5.7,1.0,4.2,3.78,1,5,48.2,88.1,85.7,HACCP,71.3,0.226,0.419,1,0,67.7,32.8,4.45,5.69,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,1
FIRM_280,Large,507,35,Bakery Products,Private Nigerian,1,19.8496273489356,India,Greenfield,6,3.0,3.96,3.7,3.65,0.357,1,4.55,0.88,15.6,6.21,1.38,5.87,95.0,3248.18,7485.68,190.67,3.7,4.6,3.4,4.1,3.95,0,1,44.2,66.3,88.7,None,65.2,0.454,0.34,1,0,37.2,84.4,3.77,9.36,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,1
FIRM_281,Large,305,34,Meat Processing,Private Nigerian,1,14.42862720989626,UK,Joint Venture,10,3.83,4.03,3.35,2.87,0.421,0,1.44,1.57,10.56,22.57,17.69,38.31,66.5,9271.18,12004.25,3551.79,6.6,3.2,4.4,4.1,4.58,0,5,48.5,62.0,64.7,ISO 22000,48.3,0.242,0.338,1,0,45.0,49.9,4.77,6.92,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_282,Large,1841,41,Other Food Products,Private Nigerian,1,25.286289465543938,Germany,M&A,8,4.32,3.41,5.0,3.66,0.412,0,4.66,1.89,27.84,5.05,20.46,9.82,84.7,9709.99,17995.88,953.52,4.5,4.7,2.1,4.1,3.85,0,6,68.0,89.6,88.2,None,54.5,0.327,0.396,1,1,31.8,34.0,3.32,5.57,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_283,Large,1975,3,Dairy Products,Private Foreign,1,17.411769130308233,China,Joint Venture,3,3.69,3.34,3.03,3.22,0.434,0,3.97,2.33,15.18,23.24,2.99,2.75,88.5,7873.32,14924.63,216.52,5.3,4.5,5.3,4.7,4.95,1,11,94.5,73.5,66.6,ISO 9001,40.6,0.446,0.379,1,1,48.9,61.3,4.43,5.34,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,0
FIRM_284,Large,1666,21,Sugar and Confectionery,Private Nigerian,1,44.50425562926802,Germany,M&A,11,3.61,3.59,3.76,2.87,0.537,0,1.46,1.82,26.78,10.51,9.01,46.17,95.0,8947.76,13178.03,4131.18,2.9,1.0,3.3,2.1,2.32,1,5,90.1,57.3,74.0,HACCP,77.1,0.219,0.488,1,0,19.8,67.6,2.64,5.72,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,1,0
FIRM_285,Large,1852,23,Other Food Products,Private Nigerian,0,0.0,None,None,0,3.32,2.76,2.91,2.26,0.13,0,1.96,0.99,23.24,5.92,14.08,14.78,56.0,2289.3,4236.68,338.36,4.1,3.4,4.0,1.9,3.35,1,0,87.6,48.0,96.6,ISO 22000,9.2,0.152,0.221,0,0,28.9,82.5,2.29,7.97,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_286,Large,1275,19,Meat Processing,Joint Venture,1,28.08935954084865,Netherlands,M&A,9,2.75,3.5,2.83,4.03,0.319,0,0.73,1.47,16.12,9.45,20.58,39.05,76.8,5509.34,13063.35,2151.4,4.1,4.9,1.0,1.0,2.75,1,0,40.9,82.1,87.8,None,57.7,0.366,0.584,1,0,35.5,62.2,2.74,9.9,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_287,Large,702,14,Grain Mill Products,Private Foreign,1,67.38637914516377,UK,Greenfield,4,3.15,3.0,4.61,3.84,0.222,1,3.04,1.26,16.7,11.71,4.63,0.07,80.4,7060.12,13488.05,4.94,5.4,4.5,3.7,2.0,3.9,1,9,65.2,71.7,93.6,ISO 9001,55.2,0.544,0.22,0,0,8.9,40.0,3.34,5.96,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_288,Large,315,12,Other Food Products,Private Foreign,1,65.4665241457706,China,Greenfield,1,2.7,1.88,3.07,4.27,0.491,0,3.02,1.41,8.73,18.13,19.7,50.44,89.5,4604.8,9086.23,2322.66,5.2,2.3,1.9,3.4,3.2,1,12,56.1,59.9,100.0,ISO 22000,34.5,0.235,0.35,1,1,44.0,42.1,3.7,4.52,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_289,Large,1161,3,Fruit and Vegetable Processing,Private Foreign,1,85.6007649031599,India,Joint Venture,3,4.83,3.39,3.39,2.93,0.7,1,3.32,2.2,19.81,17.9,7.51,15.92,89.8,9401.59,14029.9,1496.73,5.7,1.9,3.2,3.5,3.58,1,4,48.7,68.2,77.5,None,40.3,0.337,0.595,1,0,23.4,30.9,4.87,8.73,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_290,Large,1048,30,Beverages,Joint Venture,1,17.483614439005716,China,Greenfield,16,2.35,2.38,3.33,2.57,0.66,1,4.5,1.93,22.54,16.11,7.19,21.59,67.4,4965.19,6084.95,1071.98,5.7,3.3,5.7,2.3,4.25,0,9,69.2,75.7,85.7,ISO 22000,71.7,0.384,0.511,1,0,36.5,72.9,4.15,9.8,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_291,Large,1214,15,Meat Processing,Private Nigerian,0,0.0,None,None,0,2.96,2.83,2.89,2.32,0.188,1,1.35,1.46,7.02,15.03,20.65,11.35,58.8,3003.94,4419.05,340.95,5.2,4.8,4.0,1.9,3.98,1,9,67.2,57.4,100.0,HACCP,32.1,0.471,0.46,1,0,10.8,51.2,3.27,8.24,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_292,Large,1882,20,Meat Processing,Government-owned,1,11.36431704401445,Netherlands,Greenfield,10,3.51,3.5,3.43,4.14,0.674,0,3.39,1.76,25.3,12.08,2.85,2.08,95.0,1249.07,1964.76,25.98,3.9,4.9,1.0,3.1,3.22,1,9,79.7,81.5,82.3,HACCP,62.2,0.312,0.471,1,0,24.8,39.1,2.09,5.63,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,1
FIRM_293,Large,1721,40,Other Food Products,Private Nigerian,1,21.11888047593677,China,Joint Venture,18,4.04,2.78,3.21,3.27,0.626,1,3.21,1.94,23.53,12.59,8.29,43.47,65.7,1478.68,1912.45,642.78,5.8,4.2,2.3,3.6,3.98,0,5,48.3,84.7,80.9,ISO 9001,25.6,0.201,0.376,0,1,55.6,64.0,3.2,10.01,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,1,0
FIRM_294,Large,1544,44,Bakery Products,Private Nigerian,0,0.0,None,None,0,4.27,3.13,2.43,2.59,0.106,0,0.71,2.05,7.17,14.28,1.74,3.03,73.0,5025.1,6356.64,152.26,5.5,2.1,5.9,5.4,4.72,1,12,46.7,50.1,71.0,ISO 9001,31.0,0.435,0.223,1,1,31.8,74.6,3.67,10.63,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,1
FIRM_295,Large,1987,2,Fruit and Vegetable Processing,Private Nigerian,1,34.51132177347342,USA,Joint Venture,2,2.41,3.19,3.8,3.49,0.599,0,3.12,1.63,11.35,21.35,6.16,4.75,66.5,4033.01,4987.91,191.57,5.2,3.7,3.2,4.0,4.03,0,3,76.8,75.0,80.5,HACCP,35.4,0.442,0.319,1,0,27.0,38.9,2.62,10.58,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_296,Large,522,3,Meat Processing,Private Nigerian,1,26.356203680767184,Netherlands,Joint Venture,3,3.47,3.17,4.09,4.05,0.408,0,2.84,2.46,10.72,15.61,11.43,10.11,64.9,4126.24,6962.12,417.16,5.6,3.5,1.3,6.3,4.18,0,5,85.4,55.7,83.2,HACCP,43.7,0.389,0.315,1,1,41.9,82.9,3.36,7.42,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,1
FIRM_297,Large,628,10,Meat Processing,Joint Venture,1,21.36612424878298,South Africa,Joint Venture,10,2.9,3.03,3.56,4.19,0.21,0,0.85,1.86,17.52,14.75,5.39,35.78,74.4,5468.1,8266.43,1956.49,5.2,4.3,5.5,7.0,5.5,1,10,62.6,84.5,69.5,HACCP,33.4,0.233,0.52,1,0,30.1,82.8,2.6,8.16,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,1,0
FIRM_298,Large,876,27,Fruit and Vegetable Processing,Government-owned,1,38.46654123790218,India,M&A,14,3.56,2.88,5.0,4.19,0.694,0,1.86,1.3,19.54,20.8,18.04,50.06,73.1,1261.97,2746.56,631.74,4.2,1.4,5.5,3.6,3.68,1,3,67.2,84.3,100.0,None,10.8,0.505,0.309,1,0,44.1,61.6,4.32,10.5,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,0,0,0
FIRM_299,Large,1593,8,Meat Processing,Private Nigerian,1,21.403713128341185,USA,Joint Venture,3,3.23,3.94,3.75,3.43,0.559,0,3.7,2.36,12.96,15.86,9.46,0.62,70.6,5867.5,13764.67,36.38,3.6,4.3,5.5,3.5,4.22,1,4,43.1,52.6,81.1,ISO 9001,29.8,0.419,0.207,1,1,44.3,41.9,1.95,11.08,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,0,1
FIRM_300,Large,884,13,Sugar and Confectionery,Private Nigerian,1,22.163715842372557,China,M&A,13,3.17,3.61,4.5,3.09,0.525,1,2.76,2.37,27.69,10.2,22.11,36.85,81.3,2245.52,4187.74,827.47,3.6,4.9,3.1,3.1,3.68,0,10,85.8,50.0,84.7,None,75.4,0.212,0.214,0,0,69.0,73.4,4.46,10.5,2024,Q3,766.98,24.3,-0.82,17.2,3.22,2.75,16.72,628.2244315241086,15.5,127,5384.91,54.6,3.4,1.45,1,1,0
