longitude,latitude,factor_of_safety,landslide_hazard_level
-122.36000000000013,37.715000000000266,3.0,Low
-122.35500000000013,37.715000000000266,3.0,Low
-122.35000000000014,37.715000000000266,3.0,Low
-122.34500000000014,37.715000000000266,3.0,Low
-122.34000000000015,37.715000000000266,3.0,Low
-122.33500000000015,37.715000000000266,3.0,Low
-122.33000000000015,37.715000000000266,3.0,Low
-122.32500000000016,37.715000000000266,3.0,Low
-122.32000000000016,37.715000000000266,3.0,Low
-122.31500000000017,37.715000000000266,3.0,Low
-122.31000000000017,37.715000000000266,0.9089418125989447,Very High
-122.30500000000018,37.715000000000266,3.0,Low
-122.30000000000018,37.715000000000266,3.0,Low
-122.29500000000019,37.715000000000266,0.8333555339921623,Very High
-122.29000000000019,37.715000000000266,3.0,Low
-122.2850000000002,37.715000000000266,5.0,Low
-122.2800000000002,37.715000000000266,3.0,Low
-122.2750000000002,37.715000000000266,5.0,Low
-122.27000000000021,37.715000000000266,1.399276961698773,High
-122.26500000000021,37.715000000000266,1.2203603174947817,High
-122.26000000000022,37.715000000000266,3.9170271818148454,Low
-122.25500000000022,37.715000000000266,3.0,Low
-122.25000000000023,37.715000000000266,4.933492767220509,Low
-122.24500000000023,37.715000000000266,5.0,Low
-122.24000000000024,37.715000000000266,5.0,Low
-122.23500000000024,37.715000000000266,5.0,Low
-122.23000000000025,37.715000000000266,5.0,Low
-122.22500000000025,37.715000000000266,4.099959306869198,Low
-122.22000000000025,37.715000000000266,5.0,Low
-122.21500000000026,37.715000000000266,5.0,Low
-122.21000000000026,37.715000000000266,5.0,Low
-122.20500000000027,37.715000000000266,5.0,Low
-122.20000000000027,37.715000000000266,5.0,Low
-122.19500000000028,37.715000000000266,5.0,Low
-122.19000000000028,37.715000000000266,5.0,Low
-122.18500000000029,37.715000000000266,5.0,Low
-122.18000000000029,37.715000000000266,5.0,Low
-122.1750000000003,37.715000000000266,5.0,Low
-122.1700000000003,37.715000000000266,5.0,Low
-122.1650000000003,37.715000000000266,5.0,Low
-122.16000000000031,37.715000000000266,5.0,Low
-122.15500000000031,37.715000000000266,5.0,Low
-122.15000000000032,37.715000000000266,5.0,Low
-122.14500000000032,37.715000000000266,5.0,Low
-122.14000000000033,37.715000000000266,4.712921021298254,Low
-122.13500000000033,37.715000000000266,5.0,Low
-122.13000000000034,37.715000000000266,3.0,Low
-122.12500000000034,37.715000000000266,5.0,Low
-122.12000000000035,37.715000000000266,5.0,Low
-122.11500000000035,37.715000000000266,5.0,Low
-122.11000000000035,37.715000000000266,3.0,Low
-122.10500000000036,37.715000000000266,5.0,Low
-122.10000000000036,37.715000000000266,3.0,Low
-122.09500000000037,37.715000000000266,5.0,Low
-122.09000000000037,37.715000000000266,3.0,Low
-122.08500000000038,37.715000000000266,5.0,Low
-122.08000000000038,37.715000000000266,5.0,Low
-122.07500000000039,37.715000000000266,5.0,Low
-122.07000000000039,37.715000000000266,3.0,Low
-122.0650000000004,37.715000000000266,3.0,Low
-122.0600000000004,37.715000000000266,3.0,Low
-122.0550000000004,37.715000000000266,3.0,Low
-122.05000000000041,37.715000000000266,3.0,Low
-122.04500000000041,37.715000000000266,3.470487498849806,Low
-122.04000000000042,37.715000000000266,3.0,Low
-122.03500000000042,37.715000000000266,5.0,Low
-122.03000000000043,37.715000000000266,3.0,Low
-122.02500000000043,37.715000000000266,3.0,Low
-122.02000000000044,37.715000000000266,3.0,Low
-122.01500000000044,37.715000000000266,3.0,Low
-122.01000000000045,37.715000000000266,3.0,Low
-122.00500000000045,37.715000000000266,3.0,Low
-122.00000000000045,37.715000000000266,3.458966394898661,Low
-121.99500000000046,37.715000000000266,5.0,Low
-121.99000000000046,37.715000000000266,3.0,Low
-121.98500000000047,37.715000000000266,3.0,Low
-121.98000000000047,37.715000000000266,3.0,Low
-121.97500000000048,37.715000000000266,1.6108709752173964,Moderate
-121.97000000000048,37.715000000000266,3.0,Low
-121.96500000000049,37.715000000000266,3.0,Low
-121.96000000000049,37.715000000000266,3.327571294427749,Low
-121.9550000000005,37.715000000000266,5.0,Low
-121.9500000000005,37.715000000000266,3.0,Low
-121.9450000000005,37.715000000000266,3.0,Low
-121.94000000000051,37.715000000000266,3.0,Low
-121.93500000000051,37.715000000000266,3.0,Low
-121.93000000000052,37.715000000000266,3.0,Low
-121.92500000000052,37.715000000000266,3.0,Low
-121.92000000000053,37.715000000000266,3.0,Low
-121.91500000000053,37.715000000000266,3.0,Low
-121.91000000000054,37.715000000000266,3.0,Low
-121.90500000000054,37.715000000000266,3.0,Low
-121.90000000000055,37.715000000000266,3.0,Low
-121.89500000000055,37.715000000000266,3.0,Low
-121.89000000000055,37.715000000000266,3.0,Low
-121.88500000000056,37.715000000000266,3.0,Low
-121.88000000000056,37.715000000000266,3.0,Low
-121.87500000000057,37.715000000000266,3.0,Low
-121.87000000000057,37.715000000000266,3.0,Low
-121.86500000000058,37.715000000000266,3.0,Low
-121.86000000000058,37.715000000000266,1.5169442095989425,Moderate
-121.85500000000059,37.715000000000266,3.0,Low
-121.85000000000059,37.715000000000266,3.0,Low
-121.8450000000006,37.715000000000266,1.100447581540662,Very High
-121.8400000000006,37.715000000000266,3.0,Low
-121.8350000000006,37.715000000000266,3.0,Low
-121.83000000000061,37.715000000000266,3.0,Low
-121.82500000000061,37.715000000000266,3.0,Low
-121.82000000000062,37.715000000000266,3.0,Low
-121.81500000000062,37.715000000000266,3.0,Low
-121.81000000000063,37.715000000000266,3.0,Low
-121.80500000000063,37.715000000000266,3.0,Low
-121.80000000000064,37.715000000000266,5.0,Low
-122.5,37.72000000000027,3.0,Low
-122.495,37.72000000000027,3.0,Low
-122.49000000000001,37.72000000000027,1.7775323512855692,Moderate
-122.48500000000001,37.72000000000027,3.0,Low
-122.48000000000002,37.72000000000027,2.7707798498642897,Low
-122.47500000000002,37.72000000000027,3.0,Low
-122.47000000000003,37.72000000000027,3.0,Low
-122.46500000000003,37.72000000000027,0.7894694105453233,Very High
-122.46000000000004,37.72000000000027,1.620647202196149,Moderate
-122.45500000000004,37.72000000000027,1.2581421802985788,High
-122.45000000000005,37.72000000000027,0.7991450793983961,Very High
-122.44500000000005,37.72000000000027,3.0,Low
-122.44000000000005,37.72000000000027,1.0148982942982656,Very High
-122.43500000000006,37.72000000000027,3.0,Low
-122.43000000000006,37.72000000000027,3.0,Low
-122.42500000000007,37.72000000000027,0.5496151857821636,Very High
-122.42000000000007,37.72000000000027,1.044866438464715,Very High
-122.41500000000008,37.72000000000027,3.0,Low
-122.41000000000008,37.72000000000027,3.0,Low
-122.40500000000009,37.72000000000027,3.0,Low
-122.40000000000009,37.72000000000027,1.8757925684974766,Moderate
-122.3950000000001,37.72000000000027,3.0,Low
-122.3900000000001,37.72000000000027,3.0,Low
-122.3850000000001,37.72000000000027,3.0,Low
-122.38000000000011,37.72000000000027,3.0,Low
-122.37500000000011,37.72000000000027,3.0,Low
-122.37000000000012,37.72000000000027,3.0,Low
-122.36500000000012,37.72000000000027,3.0,Low
-122.36000000000013,37.72000000000027,3.0,Low
-122.35500000000013,37.72000000000027,3.0,Low
-122.35000000000014,37.72000000000027,3.0,Low
-122.34500000000014,37.72000000000027,3.0,Low
-122.34000000000015,37.72000000000027,3.0,Low
-122.33500000000015,37.72000000000027,3.0,Low
-122.33000000000015,37.72000000000027,3.0,Low
-122.32500000000016,37.72000000000027,3.0,Low
-122.32000000000016,37.72000000000027,3.0,Low
-122.31500000000017,37.72000000000027,3.0,Low
-122.31000000000017,37.72000000000027,3.0,Low
-122.30500000000018,37.72000000000027,3.0,Low
-122.30000000000018,37.72000000000027,1.1674208508544708,Very High
-122.29500000000019,37.72000000000027,3.0,Low
-122.29000000000019,37.72000000000027,3.0,Low
-122.2850000000002,37.72000000000027,3.0,Low
-122.2800000000002,37.72000000000027,3.0,Low
-122.2750000000002,37.72000000000027,3.0,Low
-122.27000000000021,37.72000000000027,1.4419633912798946,High
-122.26500000000021,37.72000000000027,1.4371135500941612,High
-122.26000000000022,37.72000000000027,3.0,Low
-122.25500000000022,37.72000000000027,3.0,Low
-122.25000000000023,37.72000000000027,5.0,Low
-122.24500000000023,37.72000000000027,1.207556376107207,High
-122.24000000000024,37.72000000000027,5.0,Low
-122.23500000000024,37.72000000000027,5.0,Low
-122.23000000000025,37.72000000000027,5.0,Low
-122.22500000000025,37.72000000000027,5.0,Low
-122.22000000000025,37.72000000000027,5.0,Low
-122.21500000000026,37.72000000000027,3.0,Low
-122.21000000000026,37.72000000000027,5.0,Low
-122.20500000000027,37.72000000000027,5.0,Low
-122.20000000000027,37.72000000000027,5.0,Low
-122.19500000000028,37.72000000000027,3.0,Low
-122.19000000000028,37.72000000000027,5.0,Low
-122.18500000000029,37.72000000000027,5.0,Low
-122.18000000000029,37.72000000000027,5.0,Low
-122.1750000000003,37.72000000000027,5.0,Low
-122.1700000000003,37.72000000000027,5.0,Low
-122.1650000000003,37.72000000000027,5.0,Low
-122.16000000000031,37.72000000000027,5.0,Low
-122.15500000000031,37.72000000000027,5.0,Low
-122.15000000000032,37.72000000000027,5.0,Low
-122.14500000000032,37.72000000000027,5.0,Low
-122.14000000000033,37.72000000000027,5.0,Low
-122.13500000000033,37.72000000000027,5.0,Low
-122.13000000000034,37.72000000000027,5.0,Low
-122.12500000000034,37.72000000000027,5.0,Low
-122.12000000000035,37.72000000000027,5.0,Low
-122.11500000000035,37.72000000000027,3.0,Low
-122.11000000000035,37.72000000000027,5.0,Low
-122.10500000000036,37.72000000000027,3.0,Low
-122.10000000000036,37.72000000000027,5.0,Low
-122.09500000000037,37.72000000000027,3.0,Low
-122.09000000000037,37.72000000000027,3.0,Low
-122.08500000000038,37.72000000000027,5.0,Low
-122.08000000000038,37.72000000000027,5.0,Low
-122.07500000000039,37.72000000000027,5.0,Low
-122.07000000000039,37.72000000000027,3.0,Low
-122.0650000000004,37.72000000000027,5.0,Low
-122.0600000000004,37.72000000000027,3.0,Low
-122.0550000000004,37.72000000000027,5.0,Low
-122.05000000000041,37.72000000000027,3.0,Low
-122.04500000000041,37.72000000000027,3.0,Low
-122.04000000000042,37.72000000000027,3.0,Low
-122.03500000000042,37.72000000000027,5.0,Low
-122.03000000000043,37.72000000000027,1.9443824861196561,Moderate
-122.02500000000043,37.72000000000027,3.0,Low
-122.02000000000044,37.72000000000027,5.0,Low
-122.01500000000044,37.72000000000027,3.0,Low
-122.01000000000045,37.72000000000027,3.747005092295146,Low
-122.00500000000045,37.72000000000027,5.0,Low
-122.00000000000045,37.72000000000027,3.0,Low
-121.99500000000046,37.72000000000027,1.5079724061955058,Moderate
-121.99000000000046,37.72000000000027,3.0,Low
-121.98500000000047,37.72000000000027,3.0,Low
-121.98000000000047,37.72000000000027,5.0,Low
-121.97500000000048,37.72000000000027,1.3975308484613647,High
-121.97000000000048,37.72000000000027,5.0,Low
-121.96500000000049,37.72000000000027,3.0,Low
-121.96000000000049,37.72000000000027,3.0,Low
-121.9550000000005,37.72000000000027,3.0,Low
-121.9500000000005,37.72000000000027,3.0,Low
-121.9450000000005,37.72000000000027,3.0,Low
-121.94000000000051,37.72000000000027,3.0,Low
-121.93500000000051,37.72000000000027,4.01000225469696,Low
-121.93000000000052,37.72000000000027,3.0,Low
-121.92500000000052,37.72000000000027,3.0,Low
-121.92000000000053,37.72000000000027,3.0,Low
-121.91500000000053,37.72000000000027,3.0,Low
-121.91000000000054,37.72000000000027,3.0,Low
-121.90500000000054,37.72000000000027,3.0,Low
-121.90000000000055,37.72000000000027,3.0,Low
-121.89500000000055,37.72000000000027,3.0,Low
-121.89000000000055,37.72000000000027,3.0,Low
-121.88500000000056,37.72000000000027,3.0,Low
-121.88000000000056,37.72000000000027,3.0,Low
-121.87500000000057,37.72000000000027,3.0,Low
-121.87000000000057,37.72000000000027,3.0,Low
-121.86500000000058,37.72000000000027,3.0,Low
-121.86000000000058,37.72000000000027,3.0,Low
-121.85500000000059,37.72000000000027,3.0,Low
-121.85000000000059,37.72000000000027,3.0,Low
-121.8450000000006,37.72000000000027,3.0,Low
-121.8400000000006,37.72000000000027,3.0,Low
-121.8350000000006,37.72000000000027,3.0,Low
-121.83000000000061,37.72000000000027,2.3407950566303,Low
-121.82500000000061,37.72000000000027,1.1743923548505797,Very High
-121.82000000000062,37.72000000000027,3.0,Low
-121.81500000000062,37.72000000000027,3.0,Low
-121.81000000000063,37.72000000000027,0.8717814273711507,Very High
-121.80500000000063,37.72000000000027,1.3399756718172897,High
-121.80000000000064,37.72000000000027,3.0,Low
-122.5,37.72500000000027,0.8167834966225872,Very High
-122.495,37.72500000000027,2.444867566953834,Low
-122.49000000000001,37.72500000000027,0.9924564069948446,Very High
-122.48500000000001,37.72500000000027,0.7126475000765686,Very High
-122.48000000000002,37.72500000000027,3.0,Low
-122.47500000000002,37.72500000000027,3.0968419077425,Low
-122.47000000000003,37.72500000000027,3.144846871175107,Low
-122.46500000000003,37.72500000000027,5.0,Low
-122.46000000000004,37.72500000000027,0.8178183375877316,Very High
-122.45500000000004,37.72500000000027,3.0,Low
-122.45000000000005,37.72500000000027,3.0,Low
-122.44500000000005,37.72500000000027,1.194999762611681,Very High
-122.44000000000005,37.72500000000027,1.0838888563239226,Very High
-122.43500000000006,37.72500000000027,3.0,Low
-122.43000000000006,37.72500000000027,3.0,Low
-122.42500000000007,37.72500000000027,1.7476016381622783,Moderate
-122.42000000000007,37.72500000000027,3.0,Low
-122.41500000000008,37.72500000000027,3.0,Low
-122.41000000000008,37.72500000000027,3.0,Low
-122.40500000000009,37.72500000000027,3.0,Low
-122.40000000000009,37.72500000000027,3.0,Low
-122.3950000000001,37.72500000000027,3.0,Low
-122.3900000000001,37.72500000000027,3.0,Low
-122.3850000000001,37.72500000000027,3.0,Low
-122.38000000000011,37.72500000000027,3.0,Low
-122.37500000000011,37.72500000000027,3.0,Low
-122.37000000000012,37.72500000000027,3.0,Low
-122.36500000000012,37.72500000000027,3.0,Low
-122.36000000000013,37.72500000000027,3.0,Low
-122.35500000000013,37.72500000000027,3.0,Low
-122.35000000000014,37.72500000000027,3.0,Low
-122.34500000000014,37.72500000000027,3.0,Low
-122.34000000000015,37.72500000000027,3.0,Low
-122.33500000000015,37.72500000000027,3.0,Low
-122.33000000000015,37.72500000000027,3.0,Low
-122.32500000000016,37.72500000000027,3.0,Low
-122.32000000000016,37.72500000000027,3.0,Low
-122.31500000000017,37.72500000000027,3.0,Low
-122.31000000000017,37.72500000000027,3.0,Low
-122.30500000000018,37.72500000000027,3.0,Low
-122.30000000000018,37.72500000000027,3.0,Low
-122.29500000000019,37.72500000000027,3.0,Low
-122.29000000000019,37.72500000000027,3.0,Low
-122.2850000000002,37.72500000000027,3.0,Low
-122.2800000000002,37.72500000000027,3.0,Low
-122.2750000000002,37.72500000000027,1.364240327871637,High
-122.27000000000021,37.72500000000027,2.5542110733992227,Low
-122.26500000000021,37.72500000000027,3.0,Low
-122.26000000000022,37.72500000000027,3.5453946388670015,Low
-122.25500000000022,37.72500000000027,4.483780397379001,Low
-122.25000000000023,37.72500000000027,5.0,Low
-122.24500000000023,37.72500000000027,2.7965687805245727,Low
-122.24000000000024,37.72500000000027,5.0,Low
-122.23500000000024,37.72500000000027,5.0,Low
-122.23000000000025,37.72500000000027,5.0,Low
-122.22500000000025,37.72500000000027,5.0,Low
-122.22000000000025,37.72500000000027,5.0,Low
-122.21500000000026,37.72500000000027,5.0,Low
-122.21000000000026,37.72500000000027,5.0,Low
-122.20500000000027,37.72500000000027,5.0,Low
-122.20000000000027,37.72500000000027,5.0,Low
-122.19500000000028,37.72500000000027,5.0,Low
-122.19000000000028,37.72500000000027,5.0,Low
-122.18500000000029,37.72500000000027,5.0,Low
-122.18000000000029,37.72500000000027,5.0,Low
-122.1750000000003,37.72500000000027,5.0,Low
-122.1700000000003,37.72500000000027,5.0,Low
-122.1650000000003,37.72500000000027,5.0,Low
-122.16000000000031,37.72500000000027,5.0,Low
-122.15500000000031,37.72500000000027,5.0,Low
-122.15000000000032,37.72500000000027,5.0,Low
-122.14500000000032,37.72500000000027,5.0,Low
-122.14000000000033,37.72500000000027,5.0,Low
-122.13500000000033,37.72500000000027,5.0,Low
-122.13000000000034,37.72500000000027,5.0,Low
-122.12500000000034,37.72500000000027,3.0,Low
-122.12000000000035,37.72500000000027,3.0,Low
-122.11500000000035,37.72500000000027,3.0,Low
-122.11000000000035,37.72500000000027,5.0,Low
-122.10500000000036,37.72500000000027,3.0,Low
-122.10000000000036,37.72500000000027,3.0,Low
-122.09500000000037,37.72500000000027,3.0,Low
-122.09000000000037,37.72500000000027,5.0,Low
-122.08500000000038,37.72500000000027,3.0,Low
-122.08000000000038,37.72500000000027,3.0,Low
-122.07500000000039,37.72500000000027,5.0,Low
-122.07000000000039,37.72500000000027,5.0,Low
-122.0650000000004,37.72500000000027,3.0,Low
-122.0600000000004,37.72500000000027,5.0,Low
-122.0550000000004,37.72500000000027,5.0,Low
-122.05000000000041,37.72500000000027,3.0,Low
-122.04500000000041,37.72500000000027,3.0,Low
-122.04000000000042,37.72500000000027,1.9768637101661164,Moderate
-122.03500000000042,37.72500000000027,5.0,Low
-122.03000000000043,37.72500000000027,3.0,Low
-122.02500000000043,37.72500000000027,1.759035412516996,Moderate
-122.02000000000044,37.72500000000027,3.0,Low
-122.01500000000044,37.72500000000027,3.0,Low
-122.01000000000045,37.72500000000027,4.149355156414727,Low
-122.00500000000045,37.72500000000027,5.0,Low
-122.00000000000045,37.72500000000027,3.0,Low
-121.99500000000046,37.72500000000027,2.3781223768224398,Low
