time_s,phase,current_density_A_cm2,voltage_V,temperature_C,degradation_factor
182670,OCV,0.0,0.9505,779.63,0.98173
182700,SOEC,-0.5,2.2424,779.66,0.98173
182730,SOEC,-0.5,2.2442,779.68,0.98173
182760,SOEC,-0.5,2.2378,779.7,0.98172
182790,SOEC,-0.5,2.2411,779.72,0.98172
182820,SOEC,-0.5,2.2422,779.74,0.98172
182850,SOEC,-0.5,2.2415,779.76,0.98172
182880,SOEC,-0.5,2.2397,779.78,0.98171
182910,SOEC,-0.5,2.2389,779.8,0.98171
182940,SOEC,-0.5,2.2432,779.82,0.98171
182970,SOEC,-0.5,2.24,779.83,0.9817
183000,SOEC,-0.5,2.238,779.85,0.9817
183030,SOEC,-0.5,2.2432,779.86,0.9817
183060,SOEC,-0.5,2.2424,779.88,0.98169
183090,SOEC,-0.5,2.2413,779.89,0.98169
183120,SOEC,-0.5,2.2397,779.9,0.98169
183150,SOEC,-0.5,2.2413,779.91,0.98169
183180,SOEC,-0.5,2.2439,779.93,0.98168
183210,SOEC,-0.5,2.2383,779.94,0.98168
183240,SOEC,-0.5,2.2384,779.95,0.98168
183270,SOEC,-0.5,2.2402,779.95,0.98167
183300,SOEC,-0.5,2.2414,779.96,0.98167
183330,SOEC,-0.5,2.2405,779.97,0.98167
183360,SOEC,-0.5,2.2427,779.98,0.98166
183390,SOEC,-0.5,2.2436,779.98,0.98166
183420,SOEC,-0.5,2.242,779.99,0.98166
183450,SOEC,-0.5,2.2426,779.99,0.98165
183480,SOEC,-0.5,2.242,779.99,0.98165
183510,SOEC,-0.5,2.2414,780.0,0.98165
183540,SOEC,-0.5,2.2388,780.0,0.98165
183570,SOEC,-0.5,2.2393,780.0,0.98164
183600,SOEC,-0.5,2.2387,780.0,0.98164
183630,SOEC,-0.5,2.2411,780.0,0.98164
183660,SOEC,-0.5,2.2418,780.0,0.98163
183690,SOEC,-0.5,2.2385,780.0,0.98163
183720,SOEC,-0.5,2.2415,779.99,0.98163
183750,SOEC,-0.5,2.2396,779.99,0.98162
183780,SOEC,-0.5,2.2392,779.99,0.98162
183810,SOEC,-0.5,2.2401,779.98,0.98162
183840,SOEC,-0.5,2.2391,779.98,0.98162
183870,SOEC,-0.5,2.2425,779.97,0.98161
183900,SOEC,-0.5,2.241,779.96,0.98161
183930,SOEC,-0.5,2.243,779.95,0.98161
183960,SOEC,-0.5,2.2404,779.95,0.9816
183990,SOEC,-0.5,2.2405,779.94,0.9816
184020,SOEC,-0.5,2.245,779.93,0.9816
184050,SOEC,-0.5,2.238,779.91,0.98159
184080,SOEC,-0.5,2.2439,779.9,0.98159
184110,SOEC,-0.5,2.2446,779.89,0.98159
184140,SOEC,-0.5,2.2428,779.88,0.98159
184170,SOEC,-0.5,2.2406,779.86,0.98158
184200,SOEC,-0.5,2.2441,779.85,0.98158
184230,SOEC,-0.5,2.2406,779.83,0.98158
184260,SOEC,-0.5,2.2398,779.82,0.98157
184290,SOEC,-0.5,2.2405,779.8,0.98157
184320,SOEC,-0.5,2.2401,779.78,0.98157
184350,SOEC,-0.5,2.2393,779.76,0.98157
184380,SOEC,-0.5,2.2434,779.74,0.98156
184410,SOEC,-0.5,2.2397,779.72,0.98156
184440,SOEC,-0.5,2.2411,779.7,0.98156
184470,SOEC,-0.5,2.2383,779.68,0.98155
184500,SOFC,0.5,-0.3076,779.66,0.98155
184530,SOFC,0.5,-0.3099,779.63,0.98155
184560,SOFC,0.5,-0.31,779.61,0.98154
184590,SOFC,0.5,-0.3078,779.59,0.98154
184620,SOFC,0.5,-0.3055,779.56,0.98154
184650,SOFC,0.5,-0.3067,779.53,0.98154
184680,SOFC,0.5,-0.3065,779.51,0.98153
184710,SOFC,0.5,-0.3078,779.48,0.98153
184740,SOFC,0.5,-0.3082,779.45,0.98153
184770,SOFC,0.5,-0.3059,779.42,0.98152
184800,SOFC,0.5,-0.3086,779.39,0.98152
184830,SOFC,0.5,-0.3058,779.36,0.98152
184860,SOFC,0.5,-0.305,779.33,0.98151
184890,SOFC,0.5,-0.3091,779.3,0.98151
184920,SOFC,0.5,-0.3088,779.27,0.98151
184950,SOFC,0.5,-0.3085,779.23,0.9815
184980,SOFC,0.5,-0.3103,779.2,0.9815
185010,SOFC,0.5,-0.3083,779.16,0.9815
185040,SOFC,0.5,-0.3047,779.13,0.9815
185070,SOFC,0.5,-0.3094,779.09,0.98149
185100,SOFC,0.5,-0.3046,779.05,0.98149
185130,SOFC,0.5,-0.3081,779.01,0.98149
185160,SOFC,0.5,-0.303,778.97,0.98148
185190,SOFC,0.5,-0.3086,778.94,0.98148
185220,SOFC,0.5,-0.3075,778.89,0.98148
185250,SOFC,0.5,-0.309,778.85,0.98147
185280,SOFC,0.5,-0.3085,778.81,0.98147
185310,SOFC,0.5,-0.3045,778.77,0.98147
185340,SOFC,0.5,-0.3062,778.73,0.98147
185370,SOFC,0.5,-0.305,778.68,0.98146
185400,SOFC,0.5,-0.3097,778.64,0.98146
185430,SOFC,0.5,-0.3057,778.59,0.98146
185460,SOFC,0.5,-0.309,778.55,0.98145
185490,SOFC,0.5,-0.3097,778.5,0.98145
185520,SOFC,0.5,-0.3065,778.45,0.98145
185550,SOFC,0.5,-0.3065,778.4,0.98145
185580,SOFC,0.5,-0.3068,778.35,0.98144
185610,SOFC,0.5,-0.3055,778.3,0.98144
185640,SOFC,0.5,-0.3051,778.25,0.98144
185670,SOFC,0.5,-0.3039,778.2,0.98143
185700,SOFC,0.5,-0.3092,778.15,0.98143
185730,SOFC,0.5,-0.3038,778.1,0.98143
185760,SOFC,0.5,-0.303,778.04,0.98142
185790,SOFC,0.5,-0.3075,777.99,0.98142
185820,SOFC,0.5,-0.31,777.93,0.98142
185850,SOFC,0.5,-0.3094,777.88,0.98142
185880,SOFC,0.5,-0.3076,777.82,0.98141
185910,SOFC,0.5,-0.3026,777.76,0.98141
185940,SOFC,0.5,-0.3065,777.71,0.98141
185970,SOFC,0.5,-0.3078,777.65,0.9814
186000,SOFC,0.5,-0.3079,777.59,0.9814
186030,SOFC,0.5,-0.3091,777.53,0.9814
186060,SOFC,0.5,-0.3047,777.47,0.98139
186090,SOFC,0.5,-0.3066,777.41,0.98139
186120,SOFC,0.5,-0.3022,777.34,0.98139
186150,SOFC,0.5,-0.3051,777.28,0.98138
186180,SOFC,0.5,-0.3047,777.22,0.98138
186210,SOFC,0.5,-0.3068,777.15,0.98138
186240,SOFC,0.5,-0.3084,777.09,0.98138
186270,SOFC,0.5,-0.308,777.02,0.98137
186300,OCV,0.0,0.9472,776.96,0.98137
186330,OCV,0.0,0.9518,776.89,0.98137
186360,OCV,0.0,0.9492,776.82,0.98136
186390,OCV,0.0,0.9519,776.75,0.98136
186420,OCV,0.0,0.9502,776.68,0.98136
186450,OCV,0.0,0.9494,776.61,0.98135
186480,OCV,0.0,0.9477,776.54,0.98135
186510,OCV,0.0,0.9506,776.47,0.98135
186540,OCV,0.0,0.9496,776.4,0.98135
186570,OCV,0.0,0.9519,776.33,0.98134
186600,OCV,0.0,0.9486,776.25,0.98134
186630,OCV,0.0,0.9513,776.18,0.98134
186660,OCV,0.0,0.9534,776.1,0.98133
186690,OCV,0.0,0.9507,776.03,0.98133
186720,OCV,0.0,0.9517,775.95,0.98133
186750,OCV,0.0,0.9513,775.87,0.98133
186780,OCV,0.0,0.954,775.8,0.98132
186810,OCV,0.0,0.9509,775.72,0.98132
186840,OCV,0.0,0.9516,775.64,0.98132
186870,OCV,0.0,0.9501,775.56,0.98131
186900,OCV,0.0,0.9487,775.48,0.98131
186930,OCV,0.0,0.9478,775.4,0.98131
186960,OCV,0.0,0.9528,775.32,0.9813
186990,OCV,0.0,0.9483,775.24,0.9813
187020,OCV,0.0,0.9518,775.15,0.9813
187050,OCV,0.0,0.9512,775.07,0.9813
187080,OCV,0.0,0.9522,774.98,0.98129
187110,OCV,0.0,0.9493,774.9,0.98129
187140,OCV,0.0,0.9488,774.81,0.98129
187170,OCV,0.0,0.9512,774.73,0.98128
187200,SOEC,-0.5,2.2398,774.64,0.98128
187230,SOEC,-0.5,2.238,774.55,0.98128
187260,SOEC,-0.5,2.2443,774.47,0.98127
187290,SOEC,-0.5,2.2388,774.38,0.98127
187320,SOEC,-0.5,2.2384,774.29,0.98127
187350,SOEC,-0.5,2.2399,774.2,0.98127
187380,SOEC,-0.5,2.2429,774.11,0.98126
187410,SOEC,-0.5,2.236,774.01,0.98126
187440,SOEC,-0.5,2.2427,773.92,0.98126
187470,SOEC,-0.5,2.2385,773.83,0.98125
187500,SOEC,-0.5,2.2409,773.74,0.98125
187530,SOEC,-0.5,2.239,773.64,0.98125
187560,SOEC,-0.5,2.2443,773.55,0.98124
187590,SOEC,-0.5,2.2406,773.45,0.98124
187620,SOEC,-0.5,2.2389,773.36,0.98124
187650,SOEC,-0.5,2.2397,773.26,0.98123
187680,SOEC,-0.5,2.2405,773.16,0.98123
187710,SOEC,-0.5,2.2407,773.06,0.98123
187740,SOEC,-0.5,2.2412,772.97,0.98123
187770,SOEC,-0.5,2.2403,772.87,0.98122
187800,SOEC,-0.5,2.2375,772.77,0.98122
187830,SOEC,-0.5,2.2396,772.67,0.98122
187860,SOEC,-0.5,2.2415,772.56,0.98121
187890,SOEC,-0.5,2.2389,772.46,0.98121
187920,SOEC,-0.5,2.2416,772.36,0.98121
187950,SOEC,-0.5,2.2403,772.26,0.9812
187980,SOEC,-0.5,2.2398,772.15,0.9812
188010,SOEC,-0.5,2.2426,772.05,0.9812
188040,SOEC,-0.5,2.2368,771.95,0.9812
188070,SOEC,-0.5,2.2389,771.84,0.98119
188100,SOEC,-0.5,2.2427,771.73,0.98119
188130,SOEC,-0.5,2.2439,771.63,0.98119
188160,SOEC,-0.5,2.2448,771.52,0.98118
188190,SOEC,-0.5,2.2403,771.41,0.98118
188220,SOEC,-0.5,2.2411,771.3,0.98118
188250,SOEC,-0.5,2.2419,771.2,0.98118
188280,SOEC,-0.5,2.2428,771.09,0.98117
188310,SOEC,-0.5,2.2408,770.98,0.98117
188340,SOEC,-0.5,2.2421,770.86,0.98117
188370,SOEC,-0.5,2.2411,770.75,0.98116
188400,SOEC,-0.5,2.2412,770.64,0.98116
188430,SOEC,-0.5,2.2384,770.53,0.98116
188460,SOEC,-0.5,2.2395,770.42,0.98115
188490,SOEC,-0.5,2.2391,770.3,0.98115
188520,SOEC,-0.5,2.2378,770.19,0.98115
188550,SOEC,-0.5,2.2369,770.07,0.98115
188580,SOEC,-0.5,2.2393,769.96,0.98114
188610,SOEC,-0.5,2.2396,769.84,0.98114
188640,SOEC,-0.5,2.2404,769.73,0.98114
188670,SOEC,-0.5,2.2413,769.61,0.98113
188700,SOEC,-0.5,2.2405,769.49,0.98113
188730,SOEC,-0.5,2.2396,769.37,0.98113
188760,SOEC,-0.5,2.2383,769.25,0.98112
188790,SOEC,-0.5,2.2419,769.13,0.98112
188820,SOEC,-0.5,2.2399,769.01,0.98112
188850,SOEC,-0.5,2.2393,768.89,0.98111
188880,SOEC,-0.5,2.2398,768.77,0.98111
188910,SOEC,-0.5,2.2387,768.65,0.98111
188940,SOEC,-0.5,2.2391,768.53,0.98111
188970,SOEC,-0.5,2.239,768.41,0.9811
189000,SOFC,0.5,-0.3026,768.28,0.9811
189030,SOFC,0.5,-0.3006,768.16,0.9811
189060,SOFC,0.5,-0.3011,768.04,0.98109
189090,SOFC,0.5,-0.2988,767.91,0.98109
189120,SOFC,0.5,-0.2994,767.79,0.98109
189150,SOFC,0.5,-0.2978,767.66,0.98108
189180,SOFC,0.5,-0.3006,767.53,0.98108
189210,SOFC,0.5,-0.3005,767.41,0.98108
189240,SOFC,0.5,-0.3025,767.28,0.98108
189270,SOFC,0.5,-0.2999,767.15,0.98107
189300,SOFC,0.5,-0.3028,767.02,0.98107
189330,SOFC,0.5,-0.3043,766.89,0.98107
189360,SOFC,0.5,-0.2983,766.77,0.98106
189390,SOFC,0.5,-0.3038,766.64,0.98106
189420,SOFC,0.5,-0.3004,766.5,0.98106
189450,SOFC,0.5,-0.3029,766.37,0.98106
189480,SOFC,0.5,-0.2989,766.24,0.98105
189510,SOFC,0.5,-0.2985,766.11,0.98105
189540,SOFC,0.5,-0.3,765.98,0.98105
189570,SOFC,0.5,-0.2985,765.84,0.98104
189600,SOFC,0.5,-0.3009,765.71,0.98104
189630,SOFC,0.5,-0.2964,765.58,0.98104
189660,SOFC,0.5,-0.2993,765.44,0.98103
189690,SOFC,0.5,-0.3025,765.31,0.98103
189720,SOFC,0.5,-0.3005,765.17,0.98103
189750,SOFC,0.5,-0.3009,765.04,0.98103
189780,SOFC,0.5,-0.3011,764.9,0.98102
189810,SOFC,0.5,-0.3038,764.76,0.98102
189840,SOFC,0.5,-0.2997,764.63,0.98102
189870,SOFC,0.5,-0.3032,764.49,0.98101
189900,SOFC,0.5,-0.3054,764.35,0.98101
189930,SOFC,0.5,-0.301,764.21,0.98101
189960,SOFC,0.5,-0.3017,764.07,0.981
189990,SOFC,0.5,-0.3019,763.93,0.981
190020,SOFC,0.5,-0.3063,763.79,0.981
190050,SOFC,0.5,-0.3018,763.65,0.98099
190080,SOFC,0.5,-0.3003,763.51,0.98099
190110,SOFC,0.5,-0.3012,763.37,0.98099
190140,SOFC,0.5,-0.2991,763.23,0.98099
190170,SOFC,0.5,-0.297,763.09,0.98098
190200,SOFC,0.5,-0.2987,762.94,0.98098
190230,SOFC,0.5,-0.2977,762.8,0.98098
190260,SOFC,0.5,-0.2974,762.66,0.98097
190290,SOFC,0.5,-0.3016,762.51,0.98097
190320,SOFC,0.5,-0.2987,762.37,0.98097
190350,SOFC,0.5,-0.2975,762.22,0.98096
190380,SOFC,0.5,-0.3003,762.08,0.98096
190410,SOFC,0.5,-0.301,761.93,0.98096
190440,SOFC,0.5,-0.2983,761.79,0.98096
190470,SOFC,0.5,-0.3022,761.64,0.98095
190500,SOFC,0.5,-0.3014,761.49,0.98095
190530,SOFC,0.5,-0.3005,761.34,0.98095
190560,SOFC,0.5,-0.2982,761.2,0.98094
190590,SOFC,0.5,-0.2986,761.05,0.98094
190620,SOFC,0.5,-0.2969,760.9,0.98094
190650,SOFC,0.5,-0.3008,760.75,0.98094
190680,SOFC,0.5,-0.3008,760.6,0.98093
190710,SOFC,0.5,-0.2978,760.45,0.98093
190740,SOFC,0.5,-0.3004,760.3,0.98093
190770,SOFC,0.5,-0.2999,760.15,0.98092
190800,OCV,0.0,0.9501,760.0,0.98092
190830,OCV,0.0,0.9545,759.85,0.98092
190860,OCV,0.0,0.957,759.7,0.98091
190890,OCV,0.0,0.9519,759.54,0.98091
190920,OCV,0.0,0.956,759.39,0.98091
190950,OCV,0.0,0.9539,759.24,0.98091
190980,OCV,0.0,0.9505,759.09,0.9809
191010,OCV,0.0,0.9523,758.93,0.9809
191040,OCV,0.0,0.9522,758.78,0.9809
191070,OCV,0.0,0.9535,758.62,0.98089
191100,OCV,0.0,0.955,758.47,0.98089
191130,OCV,0.0,0.9579,758.31,0.98089
191160,OCV,0.0,0.9514,758.16,0.98088
191190,OCV,0.0,0.9533,758.0,0.98088
191220,OCV,0.0,0.9526,757.85,0.98088
191250,OCV,0.0,0.9518,757.69,0.98088
191280,OCV,0.0,0.9546,757.53,0.98087
191310,OCV,0.0,0.9545,757.38,0.98087
191340,OCV,0.0,0.9509,757.22,0.98087
191370,OCV,0.0,0.9546,757.06,0.98086
191400,OCV,0.0,0.9522,756.9,0.98086
191430,OCV,0.0,0.9546,756.75,0.98086
191460,OCV,0.0,0.9572,756.59,0.98085
191490,OCV,0.0,0.9556,756.43,0.98085
191520,OCV,0.0,0.9551,756.27,0.98085
191550,OCV,0.0,0.9537,756.11,0.98084
191580,OCV,0.0,0.9549,755.95,0.98084
191610,OCV,0.0,0.956,755.79,0.98084
191640,OCV,0.0,0.9558,755.63,0.98084
191670,OCV,0.0,0.9547,755.47,0.98083
191700,SOEC,-0.5,2.2413,755.31,0.98083
191730,SOEC,-0.5,2.2382,755.15,0.98083
191760,SOEC,-0.5,2.2394,754.98,0.98082
191790,SOEC,-0.5,2.2423,754.82,0.98082
191820,SOEC,-0.5,2.2426,754.66,0.98082
191850,SOEC,-0.5,2.2411,754.5,0.98081
191880,SOEC,-0.5,2.2439,754.33,0.98081
191910,SOEC,-0.5,2.242,754.17,0.98081
191940,SOEC,-0.5,2.2406,754.01,0.98081
191970,SOEC,-0.5,2.2386,753.84,0.9808
192000,SOEC,-0.5,2.2439,753.68,0.9808
192030,SOEC,-0.5,2.2426,753.52,0.9808
192060,SOEC,-0.5,2.2447,753.35,0.98079
192090,SOEC,-0.5,2.2455,753.19,0.98079
192120,SOEC,-0.5,2.2386,753.02,0.98079
192150,SOEC,-0.5,2.2386,752.86,0.98079
192180,SOEC,-0.5,2.2355,752.69,0.98078
192210,SOEC,-0.5,2.2431,752.53,0.98078
192240,SOEC,-0.5,2.2426,752.36,0.98078
192270,SOEC,-0.5,2.2415,752.19,0.98077
192300,SOEC,-0.5,2.2389,752.03,0.98077
192330,SOEC,-0.5,2.2412,751.86,0.98077
192360,SOEC,-0.5,2.2417,751.69,0.98076
192390,SOEC,-0.5,2.2429,751.53,0.98076
192420,SOEC,-0.5,2.242,751.36,0.98076
192450,SOEC,-0.5,2.2428,751.19,0.98076
192480,SOEC,-0.5,2.2412,751.03,0.98075
192510,SOEC,-0.5,2.2439,750.86,0.98075
192540,SOEC,-0.5,2.2428,750.69,0.98075
192570,SOEC,-0.5,2.2392,750.52,0.98074
192600,SOEC,-0.5,2.2444,750.35,0.98074
192630,SOEC,-0.5,2.2441,750.18,0.98074
192660,SOEC,-0.5,2.2426,750.02,0.98073
192690,SOEC,-0.5,2.2422,749.85,0.98073
192720,SOEC,-0.5,2.245,749.68,0.98073
192750,SOEC,-0.5,2.2385,749.51,0.98072
192780,SOEC,-0.5,2.2442,749.34,0.98072
192810,SOEC,-0.5,2.2408,749.17,0.98072
192840,SOEC,-0.5,2.244,749.0,0.98072
192870,SOEC,-0.5,2.2421,748.83,0.98071
192900,SOEC,-0.5,2.2394,748.66,0.98071
192930,SOEC,-0.5,2.2409,748.49,0.98071
192960,SOEC,-0.5,2.244,748.32,0.9807
192990,SOEC,-0.5,2.2416,748.15,0.9807
193020,SOEC,-0.5,2.2408,747.97,0.9807
193050,SOEC,-0.5,2.2408,747.8,0.98069
193080,SOEC,-0.5,2.2434,747.63,0.98069
193110,SOEC,-0.5,2.2456,747.46,0.98069
193140,SOEC,-0.5,2.2379,747.29,0.98069
193170,SOEC,-0.5,2.2478,747.12,0.98068
193200,SOEC,-0.5,2.2426,746.95,0.98068
193230,SOEC,-0.5,2.2434,746.77,0.98068
193260,SOEC,-0.5,2.2414,746.6,0.98067
193290,SOEC,-0.5,2.2423,746.43,0.98067
193320,SOEC,-0.5,2.2428,746.26,0.98067
193350,SOEC,-0.5,2.2403,746.08,0.98067
193380,SOEC,-0.5,2.2408,745.91,0.98066
193410,SOEC,-0.5,2.2449,745.74,0.98066
193440,SOEC,-0.5,2.2394,745.57,0.98066
193470,SOEC,-0.5,2.2434,745.39,0.98065
193500,SOFC,0.5,-0.295,745.22,0.98065
193530,SOFC,0.5,-0.2962,745.05,0.98065
193560,SOFC,0.5,-0.2903,744.87,0.98064
193590,SOFC,0.5,-0.2961,744.7,0.98064
193620,SOFC,0.5,-0.2964,744.53,0.98064
193650,SOFC,0.5,-0.2945,744.35,0.98064
193680,SOFC,0.5,-0.2956,744.18,0.98063
193710,SOFC,0.5,-0.294,744.01,0.98063
193740,SOFC,0.5,-0.2937,743.83,0.98063
193770,SOFC,0.5,-0.2935,743.66,0.98062
193800,SOFC,0.5,-0.2942,743.49,0.98062
193830,SOFC,0.5,-0.2953,743.31,0.98062
193860,SOFC,0.5,-0.2926,743.14,0.98061
193890,SOFC,0.5,-0.294,742.96,0.98061
193920,SOFC,0.5,-0.2948,742.79,0.98061
193950,SOFC,0.5,-0.2908,742.62,0.9806
193980,SOFC,0.5,-0.294,742.44,0.9806
194010,SOFC,0.5,-0.2915,742.27,0.9806
194040,SOFC,0.5,-0.2912,742.09,0.9806
194070,SOFC,0.5,-0.291,741.92,0.98059
194100,SOFC,0.5,-0.2922,741.74,0.98059
194130,SOFC,0.5,-0.2936,741.57,0.98059
194160,SOFC,0.5,-0.2936,741.4,0.98058
194190,SOFC,0.5,-0.294,741.22,0.98058
194220,SOFC,0.5,-0.2978,741.05,0.98058
194250,SOFC,0.5,-0.292,740.87,0.98057
194280,SOFC,0.5,-0.2929,740.7,0.98057
194310,SOFC,0.5,-0.2917,740.52,0.98057
194340,SOFC,0.5,-0.2936,740.35,0.98057
194370,SOFC,0.5,-0.292,740.17,0.98056
194400,SOFC,0.5,-0.296,740.0,0.98056
194430,SOFC,0.5,-0.2956,739.83,0.98056
194460,SOFC,0.5,-0.2982,739.65,0.98055
194490,SOFC,0.5,-0.2935,739.48,0.98055
194520,SOFC,0.5,-0.2947,739.3,0.98055
194550,SOFC,0.5,-0.295,739.13,0.98054
194580,SOFC,0.5,-0.2925,738.95,0.98054
194610,SOFC,0.5,-0.2939,738.78,0.98054
194640,SOFC,0.5,-0.2959,738.6,0.98054
194670,SOFC,0.5,-0.288,738.43,0.98053
194700,SOFC,0.5,-0.2931,738.26,0.98053
194730,SOFC,0.5,-0.2952,738.08,0.98053
194760,SOFC,0.5,-0.2943,737.91,0.98052
194790,SOFC,0.5,-0.2933,737.73,0.98052
194820,SOFC,0.5,-0.2933,737.56,0.98052
194850,SOFC,0.5,-0.2903,737.38,0.98052
194880,SOFC,0.5,-0.293,737.21,0.98051
194910,SOFC,0.5,-0.2892,737.04,0.98051
194940,SOFC,0.5,-0.2937,736.86,0.98051
194970,SOFC,0.5,-0.292,736.69,0.9805
195000,SOFC,0.5,-0.2908,736.51,0.9805
195030,SOFC,0.5,-0.2904,736.34,0.9805
195060,SOFC,0.5,-0.2901,736.17,0.98049
195090,SOFC,0.5,-0.2933,735.99,0.98049
195120,SOFC,0.5,-0.2927,735.82,0.98049
195150,SOFC,0.5,-0.2977,735.65,0.98049
195180,SOFC,0.5,-0.2931,735.47,0.98048
195210,SOFC,0.5,-0.2905,735.3,0.98048
195240,SOFC,0.5,-0.2909,735.13,0.98048
195270,SOFC,0.5,-0.2928,734.95,0.98047
195300,OCV,0.0,0.9633,734.78,0.98047
195330,OCV,0.0,0.9591,734.61,0.98047
195360,OCV,0.0,0.9585,734.43,0.98046
195390,OCV,0.0,0.9591,734.26,0.98046
195420,OCV,0.0,0.9578,734.09,0.98046
195450,OCV,0.0,0.9613,733.92,0.98045
195480,OCV,0.0,0.9607,733.74,0.98045
195510,OCV,0.0,0.9614,733.57,0.98045
195540,OCV,0.0,0.9594,733.4,0.98045
195570,OCV,0.0,0.9601,733.23,0.98044
195600,OCV,0.0,0.9559,733.05,0.98044
195630,OCV,0.0,0.9611,732.88,0.98044
195660,OCV,0.0,0.9606,732.71,0.98043
195690,OCV,0.0,0.9582,732.54,0.98043
195720,OCV,0.0,0.9602,732.37,0.98043
195750,OCV,0.0,0.96,732.2,0.98042
195780,OCV,0.0,0.9641,732.03,0.98042
195810,OCV,0.0,0.9585,731.85,0.98042
195840,OCV,0.0,0.9613,731.68,0.98042
195870,OCV,0.0,0.9585,731.51,0.98041
195900,OCV,0.0,0.9596,731.34,0.98041
195930,OCV,0.0,0.9613,731.17,0.98041
195960,OCV,0.0,0.9604,731.0,0.9804
195990,OCV,0.0,0.9608,730.83,0.9804
196020,OCV,0.0,0.9615,730.66,0.9804
196050,OCV,0.0,0.9599,730.49,0.9804
196080,OCV,0.0,0.9627,730.32,0.98039
196110,OCV,0.0,0.9604,730.15,0.98039
196140,OCV,0.0,0.9608,729.98,0.98039
196170,OCV,0.0,0.9618,729.82,0.98038
196200,SOEC,-0.5,2.248,729.65,0.98038
196230,SOEC,-0.5,2.2489,729.48,0.98038
196260,SOEC,-0.5,2.2483,729.31,0.98037
196290,SOEC,-0.5,2.2487,729.14,0.98037
196320,SOEC,-0.5,2.2472,728.97,0.98037
196350,SOEC,-0.5,2.2458,728.81,0.98037
196380,SOEC,-0.5,2.2451,728.64,0.98036
196410,SOEC,-0.5,2.2447,728.47,0.98036
196440,SOEC,-0.5,2.2516,728.31,0.98036
196470,SOEC,-0.5,2.2438,728.14,0.98035
196500,SOEC,-0.5,2.2506,727.97,0.98035
196530,SOEC,-0.5,2.2467,727.81,0.98035
196560,SOEC,-0.5,2.2508,727.64,0.98034
196590,SOEC,-0.5,2.2441,727.47,0.98034
196620,SOEC,-0.5,2.2481,727.31,0.98034
196650,SOEC,-0.5,2.2515,727.14,0.98033
196680,SOEC,-0.5,2.2501,726.98,0.98033
196710,SOEC,-0.5,2.2481,726.81,0.98033
196740,SOEC,-0.5,2.245,726.65,0.98033
196770,SOEC,-0.5,2.2463,726.48,0.98032
196800,SOEC,-0.5,2.2518,726.32,0.98032
196830,SOEC,-0.5,2.2484,726.16,0.98032
196860,SOEC,-0.5,2.249,725.99,0.98031
196890,SOEC,-0.5,2.2498,725.83,0.98031
196920,SOEC,-0.5,2.2467,725.67,0.98031
196950,SOEC,-0.5,2.2502,725.5,0.9803
196980,SOEC,-0.5,2.2486,725.34,0.9803
197010,SOEC,-0.5,2.2501,725.18,0.9803
197040,SOEC,-0.5,2.2484,725.02,0.9803
197070,SOEC,-0.5,2.2465,724.85,0.98029
197100,SOEC,-0.5,2.2489,724.69,0.98029
197130,SOEC,-0.5,2.2511,724.53,0.98029
197160,SOEC,-0.5,2.2507,724.37,0.98028
197190,SOEC,-0.5,2.25,724.21,0.98028
197220,SOEC,-0.5,2.2519,724.05,0.98028
197250,SOEC,-0.5,2.2497,723.89,0.98028
197280,SOEC,-0.5,2.2503,723.73,0.98027
197310,SOEC,-0.5,2.2493,723.57,0.98027
197340,SOEC,-0.5,2.2523,723.41,0.98027
197370,SOEC,-0.5,2.251,723.25,0.98026
197400,SOEC,-0.5,2.2494,723.1,0.98026
197430,SOEC,-0.5,2.2476,722.94,0.98026
197460,SOEC,-0.5,2.2529,722.78,0.98025
197490,SOEC,-0.5,2.2493,722.62,0.98025
197520,SOEC,-0.5,2.251,722.47,0.98025
197550,SOEC,-0.5,2.2556,722.31,0.98025
197580,SOEC,-0.5,2.2526,722.15,0.98024
197610,SOEC,-0.5,2.2543,722.0,0.98024
197640,SOEC,-0.5,2.2501,721.84,0.98024
197670,SOEC,-0.5,2.2534,721.69,0.98023
197700,SOEC,-0.5,2.2514,721.53,0.98023
197730,SOEC,-0.5,2.2521,721.38,0.98023
197760,SOEC,-0.5,2.2555,721.22,0.98022
197790,SOEC,-0.5,2.251,721.07,0.98022
197820,SOEC,-0.5,2.2517,720.91,0.98022
197850,SOEC,-0.5,2.2499,720.76,0.98022
197880,SOEC,-0.5,2.2536,720.61,0.98021
197910,SOEC,-0.5,2.2508,720.46,0.98021
197940,SOEC,-0.5,2.254,720.3,0.98021
197970,SOEC,-0.5,2.2488,720.15,0.9802
198000,SOFC,0.5,-0.2915,720.0,0.9802
198030,SOFC,0.5,-0.2939,719.85,0.9802
198060,SOFC,0.5,-0.2912,719.7,0.98019
198090,SOFC,0.5,-0.2927,719.55,0.98019
198120,SOFC,0.5,-0.2937,719.4,0.98019
198150,SOFC,0.5,-0.2934,719.25,0.98018
198180,SOFC,0.5,-0.2944,719.1,0.98018
198210,SOFC,0.5,-0.291,718.95,0.98018
198240,SOFC,0.5,-0.2948,718.8,0.98018
198270,SOFC,0.5,-0.2933,718.66,0.98017
198300,SOFC,0.5,-0.2921,718.51,0.98017
198330,SOFC,0.5,-0.2895,718.36,0.98017
198360,SOFC,0.5,-0.2928,718.21,0.98016
198390,SOFC,0.5,-0.2933,718.07,0.98016
198420,SOFC,0.5,-0.2923,717.92,0.98016
