as_of,country,firm,vertical,revenue_usd,revenue_growth_pct,net_income_usd,burn_rate_usd,funding_stage,funding_total_usd,active_users,tx_volume_usd,tx_count,agents,cac_usd,churn_rate_pct,regulatory_sanction,distress_label
2023-11-01,South Africa,Yoco,Remittances,10572952.5,-21.28,1172512.78,-0.0,Private/Strategic,248472431.81,634897,610068242.94,1465644,0,3.52,1.908,0,0
2023-12-01,South Africa,Yoco,Remittances,9841372.29,-6.92,-424605.44,424605.44,Private/Strategic,248472431.81,671171,646921740.89,1546784,0,2.03,0.468,0,0
2024-01-01,South Africa,Yoco,Remittances,13517618.12,37.36,1482919.02,-0.0,Private/Strategic,248472431.81,707810,679103884.37,1566869,0,4.48,0.369,0,0
2024-02-01,South Africa,Yoco,Remittances,13195255.78,-2.38,-1761767.39,1761767.39,Private/Strategic,248472431.81,708196,741791373.95,1577335,0,2.31,0.778,0,0
2024-03-01,South Africa,Yoco,Remittances,16504255.65,25.08,-252419.8,252419.8,Private/Strategic,248472431.81,747040,860862023.3,1653517,0,1.54,0.797,0,0
2024-04-01,South Africa,Yoco,Remittances,17416417.3,5.53,-883337.72,883337.72,Private/Strategic,248472431.81,840238,1026085407.04,1780773,0,2.59,0.996,0,0
2024-05-01,South Africa,Yoco,Remittances,23608012.96,35.55,1938284.22,-0.0,Private/Strategic,248472431.81,882416,1120193981.15,1855156,0,3.7,0.2,0,0
2024-06-01,South Africa,Yoco,Remittances,24951395.37,5.69,-182732.42,182732.42,Private/Strategic,248472431.81,943505,1164766145.6,1929188,0,1.94,1.248,0,0
2024-07-01,South Africa,Yoco,Remittances,23842555.52,-4.44,2398556.5,-0.0,Private/Strategic,248472431.81,962610,1114566824.09,1934195,0,3.47,0.601,0,0
2024-08-01,South Africa,Yoco,Remittances,22230960.97,-6.76,1782136.84,-0.0,Private/Strategic,248472431.81,966466,1022653531.18,1903272,0,3.32,2.052,0,0
2024-09-01,South Africa,Yoco,Remittances,14362622.9,-35.39,-1820804.37,1820804.37,Private/Strategic,248472431.81,1018870,977792391.45,1916553,0,1.94,1.354,0,1
2024-10-01,South Africa,Yoco,Remittances,17175071.44,19.58,-1057907.7,1057907.7,Private/Strategic,248472431.81,1074492,968573911.5,1992579,0,1.42,0.876,0,0
2024-11-01,South Africa,Yoco,Remittances,14638745.85,-14.77,244280.9,-0.0,Private/Strategic,248472431.81,1124900,990992618.87,2028237,0,4.3,0.717,0,0
2024-12-01,South Africa,Yoco,Remittances,14110482.13,-3.61,406135.74,-0.0,Private/Strategic,248472431.81,1181808,998447000.58,2032595,0,4.37,1.863,0,0
2019-01-01,South Africa,TymeBank,Agent Networks,3265594.72,16.44,-1193923.49,1193923.49,Series B,159035369.39,550285,125325085.24,6289073,157101,3.64,1.089,0,0
2019-02-01,South Africa,TymeBank,Agent Networks,3421703.81,4.78,-568359.81,568359.81,Series B,159035369.39,577687,142540837.98,6483477,161131,3.07,2.037,0,0
2019-03-01,South Africa,TymeBank,Agent Networks,3259921.02,-4.73,245803.78,-0.0,Series B,159035369.39,584114,154317102.16,6401952,161612,1.87,0.593,0,0
2019-04-01,South Africa,TymeBank,Agent Networks,3778390.22,15.9,-976660.21,976660.21,Series B,159035369.39,616874,181522574.52,6884657,165751,1.92,0.285,0,0
2019-05-01,South Africa,TymeBank,Agent Networks,4858329.91,28.58,-887258.29,887258.29,Series B,159035369.39,611139,184834310.02,6731742,166951,1.52,1.905,0,0
2019-06-01,South Africa,TymeBank,Agent Networks,4778931.91,-1.63,-1117212.26,1117212.26,Series B,159035369.39,638096,199197073.27,7068405,170468,1.39,1.401,0,1
2019-07-01,South Africa,TymeBank,Agent Networks,3803817.33,-20.4,-734079.67,734079.67,Series B,159035369.39,638170,193736490.16,6929606,172020,4.8,2.515,0,1
2019-08-01,South Africa,TymeBank,Agent Networks,3705782.25,-2.58,-214574.1,214574.1,Series B,159035369.39,634585,183017050.75,6880277,172148,3.67,1.229,0,0
2019-09-01,South Africa,TymeBank,Agent Networks,3657576.48,-1.3,-837728.17,837728.17,Series B,159035369.39,648883,171736121.09,6871266,174057,5.95,2.462,0,1
2019-10-01,South Africa,TymeBank,Agent Networks,3397939.16,-7.1,-1335964.61,1335964.61,Series B,159035369.39,675652,164165453.86,7058625,173005,3.91,1.519,0,1
2019-11-01,South Africa,TymeBank,Agent Networks,3926426.13,15.55,-443076.48,443076.48,Series B,159035369.39,712477,163868826.97,7275326,174145,2.29,0.61,0,0
2019-12-01,South Africa,TymeBank,Agent Networks,3266604.78,-16.8,-849201.68,849201.68,Series B,159035369.39,700134,162670317.78,7184382,175592,3.03,2.231,0,1
2020-01-01,South Africa,TymeBank,Agent Networks,3421364.92,4.74,-708101.34,708101.34,Series B,159035369.39,734938,182018580.96,7597789,177699,4.47,0.68,0,1
2020-02-01,South Africa,TymeBank,Agent Networks,4164610.86,21.72,-1364989.0,1364989.0,Series B,159035369.39,700410,195202591.55,7309202,179454,0.92,0.734,0,1
2020-03-01,South Africa,TymeBank,Agent Networks,5569112.65,33.72,-1489274.83,1489274.83,Series B,159035369.39,754712,224801130.85,7602205,180851,3.3,1.623,0,1
2020-04-01,South Africa,TymeBank,Agent Networks,4832641.96,-13.22,-1336785.34,1336785.34,Series B,159035369.39,807567,254926393.84,7800445,178838,2.37,1.233,0,1
2020-05-01,South Africa,TymeBank,Agent Networks,4950074.94,2.43,-1181135.47,1181135.47,Series B,159035369.39,812876,273319144.24,7929998,178004,3.76,0.543,0,1
2020-06-01,South Africa,TymeBank,Agent Networks,4914479.7,-0.72,-5303.47,5303.47,Series B,159035369.39,824859,281447596.17,7993131,179193,3.85,0.502,0,0
2020-07-01,South Africa,TymeBank,Agent Networks,5052243.74,2.8,-1829445.16,1829445.16,Series B,193279816.69,866710,271605798.38,8253234,180017,2.42,0.7,0,0
2020-08-01,South Africa,TymeBank,Agent Networks,4090003.22,-19.05,-1126801.48,1126801.48,Series B,193279816.69,700381,201333126.42,6517749,179502,6.1,0.332,1,1
2020-09-01,South Africa,TymeBank,Agent Networks,3604234.59,-11.88,-1170887.64,1170887.64,Series B,193279816.69,713237,195477944.5,6790812,181712,1.17,0.473,0,0
2020-10-01,South Africa,TymeBank,Agent Networks,2873395.95,-20.28,-554581.96,554581.96,Series B,193279816.69,738004,187419961.28,7007277,185745,5.31,2.199,0,0
2020-11-01,South Africa,TymeBank,Agent Networks,3600065.88,25.29,-230784.35,230784.35,Series B,193279816.69,758306,178217962.08,7121420,188907,4.33,0.42,0,0
2020-12-01,South Africa,TymeBank,Agent Networks,3837186.75,6.59,-443452.72,443452.72,Series B,193279816.69,795300,182762116.91,7375680,188765,5.13,1.527,0,0
2021-01-01,South Africa,TymeBank,Agent Networks,3949174.75,2.92,-1405425.71,1405425.71,Series B,193279816.69,779140,191044094.3,7426289,192542,3.27,0.86,0,0
2021-02-01,South Africa,TymeBank,Agent Networks,4616442.27,16.9,-2181303.72,2181303.72,Series B,193279816.69,827406,212631929.05,7684015,195351,2.77,2.09,0,0
2021-03-01,South Africa,TymeBank,Agent Networks,5534899.01,19.9,-789985.61,789985.61,Series B,193279816.69,822077,218950047.16,7340015,194099,3.75,2.581,0,0
2021-04-01,South Africa,TymeBank,Agent Networks,5493344.44,-0.75,-1702954.84,1702954.84,Series B,193279816.69,815181,236897758.39,7302033,200095,5.23,2.034,0,0
2021-05-01,South Africa,TymeBank,Agent Networks,4845442.2,-11.79,-1769411.08,1769411.08,Series B,193279816.69,799007,247917995.64,7198780,200604,2.93,1.538,0,0
2021-06-01,South Africa,TymeBank,Agent Networks,6071877.47,25.31,285232.26,-0.0,Series B,193279816.69,897582,278741708.31,7828893,203226,1.47,2.234,0,0
2021-07-01,South Africa,TymeBank,Agent Networks,5218503.02,-14.05,-1590308.44,1590308.44,Series B,193279816.69,922734,269217496.75,7817677,205047,3.84,0.284,0,0
2021-08-01,South Africa,TymeBank,Agent Networks,5982679.8,14.64,272989.83,-0.0,Series B,193279816.69,940119,261229880.65,7988699,205889,3.74,0.2,0,0
2021-09-01,South Africa,TymeBank,Agent Networks,6590096.17,10.15,-1419894.6,1419894.6,Series B,193279816.69,1035901,256360329.57,8419728,204095,4.14,0.792,0,0
2021-10-01,South Africa,TymeBank,Agent Networks,5322033.43,-19.24,-558938.06,558938.06,Series B,193279816.69,1055126,238881438.21,8531363,203914,4.32,1.866,0,0
2021-11-01,South Africa,TymeBank,Agent Networks,4442034.37,-16.54,-1971877.24,1971877.24,Series B,193279816.69,1051170,232552354.61,8486975,204654,3.84,1.515,0,0
2021-12-01,South Africa,TymeBank,Agent Networks,4550433.6,2.44,282909.58,-0.0,Series B,193279816.69,1081075,242924357.15,8775098,208762,4.04,2.41,0,0
2022-01-01,South Africa,TymeBank,Agent Networks,5294315.92,16.35,-582591.4,582591.4,Series B,193279816.69,1088814,254876248.08,8749927,213828,2.65,2.454,0,0
2022-02-01,South Africa,TymeBank,Agent Networks,5920627.38,11.83,-1512222.35,1512222.35,Series B,193279816.69,1103804,280997666.82,8493879,216232,2.73,2.312,0,0
2022-03-01,South Africa,TymeBank,Agent Networks,6448306.94,8.91,-2166116.33,2166116.33,Series B,193279816.69,1113977,320572764.6,8569919,220570,2.03,1.543,0,0
2022-04-01,South Africa,TymeBank,Agent Networks,6855624.84,6.32,-829807.5,829807.5,Series B,193279816.69,1102223,351027847.39,8353561,224073,3.02,1.365,0,0
2022-05-01,South Africa,TymeBank,Agent Networks,7022304.18,2.43,-829367.89,829367.89,Series B,193279816.69,1146305,372093831.9,8437506,225316,1.89,1.098,0,0
2022-06-01,South Africa,TymeBank,Agent Networks,6533652.42,-6.96,-578031.88,578031.88,Series B,193279816.69,1148191,378657541.85,8152413,226754,4.51,1.183,0,0
2022-07-01,South Africa,TymeBank,Agent Networks,7266320.83,11.21,-964129.96,964129.96,Series B,193279816.69,1211997,385042580.85,8699899,227431,3.18,0.597,0,0
2022-08-01,South Africa,TymeBank,Agent Networks,6146553.09,-15.41,-1752014.66,1752014.66,Series C,210966218.11,1266342,378005639.24,9075641,227227,4.92,1.009,0,0
2022-09-01,South Africa,TymeBank,Agent Networks,6580111.56,7.05,203767.0,-0.0,Series C,210966218.11,1316816,368739116.59,9116593,227487,4.04,1.094,0,0
2022-10-01,South Africa,TymeBank,Agent Networks,5942546.33,-9.69,-1087587.26,1087587.26,Series C,210966218.11,1407917,365255619.59,9301582,229309,3.11,1.538,0,0
2022-11-01,South Africa,TymeBank,Agent Networks,5389910.08,-9.3,-196477.77,196477.77,Series C,210966218.11,1402028,346886076.64,9191501,232292,3.85,1.183,0,0
2022-12-01,South Africa,TymeBank,Agent Networks,6675376.3,23.85,-918739.51,918739.51,Series C,210966218.11,1465554,372149521.66,9581324,229918,3.41,0.2,0,0
2023-01-01,South Africa,TymeBank,Agent Networks,7647790.87,14.57,-455752.18,455752.18,Series C,210966218.11,1523894,397621349.64,10204948,232893,4.15,0.2,0,0
2023-02-01,South Africa,TymeBank,Agent Networks,8574284.7,12.11,511355.29,-0.0,Series C,210966218.11,1590086,431199276.99,10594664,236797,4.02,1.157,0,0
2023-03-01,South Africa,TymeBank,Agent Networks,10470182.16,22.11,-1347370.1,1347370.1,Series C,210966218.11,1533967,435714230.11,9935418,240682,5.0,0.77,0,0
2023-04-01,South Africa,TymeBank,Agent Networks,11014404.82,5.2,-1400035.0,1400035.0,Series C,210966218.11,1492253,457362944.88,9717935,244901,5.21,0.315,0,0
2023-05-01,South Africa,TymeBank,Agent Networks,11610227.34,5.41,-1128597.25,1128597.25,Series C,210966218.11,1501524,475266846.48,9764043,246095,2.38,1.157,0,0
2023-06-01,South Africa,TymeBank,Agent Networks,11369030.89,-2.08,-1479942.04,1479942.04,Series C,210966218.11,1499882,497275683.47,9682629,248594,3.39,1.467,0,0
2023-07-01,South Africa,TymeBank,Agent Networks,10541955.38,-7.27,184091.84,-0.0,Series C,210966218.11,1471928,481996240.12,9395716,248025,3.31,1.807,0,0
2023-08-01,South Africa,TymeBank,Agent Networks,10135410.37,-3.86,1133213.93,-0.0,Series C,210966218.11,1595082,472356579.47,9892437,249610,4.6,1.799,0,0
2023-09-01,South Africa,TymeBank,Agent Networks,11095472.79,9.47,1272772.79,-0.0,Series C,210966218.11,1718344,464637713.23,10578363,249604,3.38,1.157,0,0
2023-10-01,South Africa,TymeBank,Agent Networks,8601044.1,-22.48,-1083195.33,1083195.33,Series C,210966218.11,1709338,427842291.33,10614794,252120,2.65,0.74,0,0
2023-11-01,South Africa,TymeBank,Agent Networks,6615366.7,-23.09,-515236.11,515236.11,Series C,210966218.11,1758329,424011943.06,11109516,255386,3.39,0.591,0,0
2023-12-01,South Africa,TymeBank,Agent Networks,9744002.34,47.29,143165.99,-0.0,Series C,210966218.11,1851624,435476544.76,11689003,256476,1.32,1.045,0,0
2024-01-01,South Africa,TymeBank,Agent Networks,8517390.37,-12.59,-283932.54,283932.54,Series C,210966218.11,1905966,463441201.3,11929609,256355,4.52,0.938,0,0
2024-02-01,South Africa,TymeBank,Agent Networks,9994187.94,17.34,-419463.38,419463.38,Series C,210966218.11,1790717,477593351.38,11269423,256465,5.35,0.945,0,0
2024-03-01,South Africa,TymeBank,Agent Networks,10374936.82,3.81,-1089131.42,1089131.42,Series C,210966218.11,1886797,549660339.74,11678208,257486,3.93,1.648,0,0
2024-04-01,South Africa,TymeBank,Agent Networks,10721410.54,3.34,-835042.57,835042.57,Series C,210966218.11,1989500,626786662.8,12179618,260131,1.99,1.941,0,0
2024-05-01,South Africa,TymeBank,Agent Networks,11542385.3,7.66,-1955968.9,1955968.9,Series C,210966218.11,1983901,656975404.72,11782574,256778,3.51,1.931,0,0
2024-06-01,South Africa,TymeBank,Agent Networks,15217506.84,31.84,1832179.19,-0.0,Series C,210966218.11,1976648,659316524.57,11664896,262739,3.26,1.599,0,0
2024-07-01,South Africa,TymeBank,Agent Networks,16383733.43,7.66,356058.87,-0.0,Series C,210966218.11,2011143,649995054.71,11438253,263923,2.3,1.225,0,0
2024-08-01,South Africa,TymeBank,Agent Networks,16494993.87,0.68,-3120347.2,3120347.2,Series C,210966218.11,2169870,644474720.52,11852108,264073,2.18,1.217,0,0
2024-09-01,South Africa,TymeBank,Agent Networks,10816367.1,-34.43,572697.84,-0.0,Series C,210966218.11,2101508,578946014.06,11588677,260815,0.51,1.319,0,1
2024-10-01,South Africa,TymeBank,Agent Networks,9276288.35,-14.24,1287445.92,-0.0,Series C,210966218.11,2152345,558764908.87,12011315,257026,2.46,1.876,0,0
2024-11-01,South Africa,TymeBank,Agent Networks,10392225.15,12.03,-932432.85,932432.85,Series C,210966218.11,2143248,551729325.18,11739843,257259,4.07,1.306,0,0
2024-12-01,South Africa,TymeBank,Agent Networks,10581401.64,1.82,-1784399.27,1784399.27,Series C,210966218.11,2316860,577074286.77,12536558,262355,3.01,2.508,0,0
2019-01-01,South Africa,Ozow,Remittances,3052143.43,49.16,-690061.61,690061.61,Private/Strategic,454519653.9,263690,190834755.62,496728,5,0.62,1.22,0,0
2019-02-01,South Africa,Ozow,Remittances,3602946.29,18.05,-828064.19,828064.19,Private/Strategic,454519653.9,269686,202188449.59,504825,4,3.12,0.675,0,0
2019-03-01,South Africa,Ozow,Remittances,4417615.7,22.61,-776455.91,776455.91,Private/Strategic,454519653.9,293860,234879227.86,536246,4,1.72,0.948,0,0
2019-04-01,South Africa,Ozow,Remittances,4469180.51,1.17,147516.25,-0.0,Private/Strategic,454519653.9,302075,253812044.6,559169,4,2.39,0.796,0,0
2019-05-01,South Africa,Ozow,Remittances,4786566.63,7.1,681084.65,-0.0,Private/Strategic,454519653.9,309417,265327327.6,559501,4,0.77,1.092,0,0
2019-06-01,South Africa,Ozow,Remittances,6048381.19,26.36,1023645.3,-0.0,Private/Strategic,454519653.9,329546,284578272.25,575105,3,1.32,1.115,0,0
2019-07-01,South Africa,Ozow,Remittances,4741783.48,-21.6,26336.62,-0.0,Private/Strategic,454519653.9,333896,263163107.46,568727,3,2.09,1.127,0,0
2019-08-01,South Africa,Ozow,Remittances,3793128.92,-20.01,-672715.39,672715.39,Private/Strategic,454519653.9,357634,251523366.44,582945,2,3.03,0.673,0,0
2019-09-01,South Africa,Ozow,Remittances,3949791.69,4.13,351889.49,-0.0,Private/Strategic,454519653.9,369547,240683127.37,595906,1,2.76,0.991,0,0
2019-10-01,South Africa,Ozow,Remittances,3057053.57,-22.6,662082.72,-0.0,Private/Strategic,454519653.9,369133,231637587.82,595620,1,2.26,1.211,0,0
2019-11-01,South Africa,Ozow,Remittances,3397056.73,11.12,-797976.25,797976.25,Private/Strategic,454519653.9,389316,235502018.72,631759,0,2.35,0.287,0,0
2019-12-01,South Africa,Ozow,Remittances,5131274.34,51.05,621127.77,-0.0,Private/Strategic,454519653.9,382058,234374407.82,617183,0,1.64,1.06,0,0
2020-01-01,South Africa,Ozow,Remittances,5255555.52,2.42,-421848.94,421848.94,Private/Strategic,454519653.9,388309,253867215.96,636337,0,3.06,0.857,0,0
2020-02-01,South Africa,Ozow,Remittances,6062465.99,15.35,-331474.6,331474.6,Private/Strategic,454519653.9,421503,299839284.14,666747,0,2.92,0.737,0,0
2020-03-01,South Africa,Ozow,Remittances,7814008.16,28.89,1638850.39,-0.0,Private/Strategic,454519653.9,440088,328997514.05,688327,0,1.53,0.755,0,0
2020-04-01,South Africa,Ozow,Remittances,7915580.54,1.3,82726.75,-0.0,Private/Strategic,454519653.9,466995,360945763.35,718158,0,2.61,0.649,0,0
2020-05-01,South Africa,Ozow,Remittances,8242289.67,4.13,491603.43,-0.0,Private/Strategic,454519653.9,463561,373177890.95,724814,0,2.05,1.072,0,0
2020-06-01,South Africa,Ozow,Remittances,7672704.04,-6.91,-159598.44,159598.44,Private/Strategic,454519653.9,455858,366944664.4,696188,0,2.33,1.642,0,0
2020-07-01,South Africa,Ozow,Remittances,8530459.49,11.18,2705597.0,-0.0,Private/Strategic,454519653.9,463162,376141261.18,715602,0,2.5,1.026,0,0
2020-08-01,South Africa,Ozow,Remittances,7774578.48,-8.86,981228.37,-0.0,Private/Strategic,454519653.9,496199,373659532.71,742727,0,2.41,0.987,0,0
2020-09-01,South Africa,Ozow,Remittances,6185088.56,-20.44,253986.24,-0.0,Private/Strategic,454519653.9,511437,352063006.55,761878,0,1.63,1.051,0,0
2020-10-01,South Africa,Ozow,Remittances,5615119.89,-9.22,428162.81,-0.0,Private/Strategic,454519653.9,518575,323238639.02,760687,0,2.24,0.802,0,0
2020-11-01,South Africa,Ozow,Remittances,5994590.49,6.76,632143.11,-0.0,Private/Strategic,454519653.9,525948,307431885.44,764939,0,1.29,0.276,0,0
2020-12-01,South Africa,Ozow,Remittances,5436367.85,-9.31,390285.15,-0.0,Private/Strategic,454519653.9,537313,311294499.78,776556,0,2.8,0.505,0,0
2021-01-01,South Africa,Ozow,Remittances,6354561.61,16.89,1645440.26,-0.0,Private/Strategic,454519653.9,551552,333382702.53,783780,0,2.37,1.459,0,0
2021-02-01,South Africa,Ozow,Remittances,8172514.5,28.61,1606972.4,-0.0,Private/Strategic,468031886.56,559300,380158138.92,805965,0,2.5,0.549,0,0
2021-03-01,South Africa,Ozow,Remittances,8065046.89,-1.31,1317695.05,-0.0,Private/Strategic,468031886.56,544698,394492219.98,781604,0,2.71,0.254,0,0
2021-04-01,South Africa,Ozow,Remittances,8224559.91,1.98,901472.49,-0.0,Private/Strategic,468031886.56,558578,431393864.93,786961,0,3.15,0.992,0,0
2021-05-01,South Africa,Ozow,Remittances,7945162.2,-3.4,770673.73,-0.0,Private/Strategic,468031886.56,558081,455972301.16,758267,0,1.99,1.348,0,0
2021-06-01,South Africa,Ozow,Remittances,9844833.71,23.91,1462284.46,-0.0,Private/Strategic,468031886.56,564437,471986743.64,769943,0,1.6,1.157,0,0
2021-07-01,South Africa,Ozow,Remittances,8535619.86,-13.3,1988313.21,-0.0,Private/Strategic,468031886.56,553865,450984249.83,738468,0,2.83,0.312,0,0
2021-08-01,South Africa,Ozow,Remittances,7700012.16,-9.79,1993258.84,-0.0,Private/Strategic,468031886.56,572704,428173580.34,743386,0,1.89,0.709,0,0
2021-09-01,South Africa,Ozow,Remittances,7609391.82,-1.18,349718.23,-0.0,Private/Strategic,468031886.56,566674,386624047.39,756630,0,2.47,1.748,0,0
2021-10-01,South Africa,Ozow,Remittances,7402233.36,-2.72,3219505.99,-0.0,Private/Strategic,468031886.56,587793,373219545.05,789366,0,1.4,0.613,0,0
2021-11-01,South Africa,Ozow,Remittances,8206970.68,10.87,1707239.22,-0.0,Private/Strategic,468031886.56,590314,355719419.7,775479,0,2.49,1.794,0,0
2021-12-01,South Africa,Ozow,Remittances,8525312.34,3.88,1472107.06,-0.0,Private/Strategic,468031886.56,611307,369149125.95,798655,0,2.45,0.79,0,0
2022-01-01,South Africa,Ozow,Remittances,9192137.41,7.82,931856.31,-0.0,Private/Strategic,468031886.56,596870,386410375.45,803308,0,2.95,1.579,0,0
2022-02-01,South Africa,Ozow,Remittances,11007375.15,19.75,2637301.76,-0.0,Private/Strategic,468031886.56,629472,448102267.74,830818,0,2.26,0.785,0,0
2022-03-01,South Africa,Ozow,Remittances,10532145.64,-4.32,2959657.36,-0.0,Private/Strategic,468031886.56,648602,514077161.96,842555,0,3.17,0.2,0,0
2022-04-01,South Africa,Ozow,Remittances,11306700.24,7.35,3000804.75,-0.0,Private/Strategic,468031886.56,656171,552407018.9,859311,0,2.17,1.042,0,0
2022-05-01,South Africa,Ozow,Remittances,9914003.36,-12.32,2120469.96,-0.0,Private/Strategic,468031886.56,663776,599712740.57,864356,0,1.35,1.564,0,0
2022-06-01,South Africa,Ozow,Remittances,9494026.6,-4.24,2021644.28,-0.0,Private/Strategic,468031886.56,695370,661604272.33,931044,0,2.88,1.04,0,0
2022-07-01,South Africa,Ozow,Remittances,13440663.54,41.57,3438425.38,-0.0,Private/Strategic,468031886.56,733479,660199777.07,959307,0,1.73,0.2,0,0
2022-08-01,South Africa,Ozow,Remittances,10873151.73,-19.1,1104472.77,-0.0,Private/Strategic,468031886.56,752001,616433869.66,968448,0,0.5,0.265,0,0
2022-09-01,South Africa,Ozow,Remittances,9481270.92,-12.8,2787660.91,-0.0,Private/Strategic,468031886.56,794491,575156416.58,982296,0,2.6,0.547,0,0
2022-10-01,South Africa,Ozow,Remittances,8991053.63,-5.17,988974.82,-0.0,Private/Strategic,468031886.56,771694,523198326.57,942196,0,2.66,0.662,0,0
2022-11-01,South Africa,Ozow,Remittances,9949838.79,10.66,1053060.41,-0.0,Private/Strategic,468031886.56,800552,536634814.14,975709,0,2.64,1.23,0,0
2022-12-01,South Africa,Ozow,Remittances,8658133.32,-12.98,558045.68,-0.0,Private/Strategic,468031886.56,831992,552306841.42,990247,0,2.14,0.862,0,0
2023-01-01,South Africa,Ozow,Remittances,9266570.91,7.03,2454235.73,-0.0,Private/Strategic,468031886.56,855763,597081928.55,989773,0,1.65,0.904,0,0
2023-02-01,South Africa,Ozow,Remittances,12175382.35,31.39,2000687.48,-0.0,Private/Strategic,468031886.56,894211,654847274.24,1020804,0,2.55,1.116,0,0
2023-03-01,South Africa,Ozow,Remittances,13895593.53,14.13,3072136.0,-0.0,Private/Strategic,468031886.56,931249,747790951.86,1030289,0,2.38,0.564,0,0
2023-04-01,South Africa,Ozow,Remittances,17066609.58,22.82,4715516.48,-0.0,Private/Strategic,468031886.56,920411,810918856.21,990124,0,1.03,0.932,0,0
2023-05-01,South Africa,Ozow,Remittances,19604323.57,14.87,2817716.86,-0.0,Private/Strategic,468031886.56,915173,853416927.3,964935,0,1.99,1.38,0,0
