Mix_ID,Temperature_C,Data_Type,Property_Type,Thermal_Conductivity_W_mK,Thermal_Conductivity_Std,Specific_Heat_J_kgK,Specific_Heat_Std,Density_kg_m3,Density_Std,Compressive_Strength_MPa,Compressive_Strength_Std,Tensile_Strength_MPa,Tensile_Strength_Std,Elastic_Modulus_MPa,Elastic_Modulus_Std,Poisson_Ratio,Poisson_Ratio_Std,Fracture_Energy_N_m,Fracture_Energy_Std,Gas_Permeability_m2,Gas_Permeability_Std,Moisture_Diffusivity_m2_s,Moisture_Diffusivity_Std,Porosity,Porosity_Std,Thermal_Strain,Thermal_Strain_Std,Creep_Coefficient,Creep_Coefficient_Std,Shrinkage_Strain,Shrinkage_Strain_Std
R10S,520,Validation,Mechanical,,,,,,,25.428,3.051,1.999,0.3,10818.4,1081.8,0.2871,0.023,82.9,12.43,,,,,,,,,,,,
R10S,540,Validation,Mechanical,,,,,,,24.115,2.894,1.866,0.28,9799.2,979.9,0.2891,0.0231,80.23,12.04,,,,,,,,,,,,
R10S,560,Validation,Mechanical,,,,,,,22.796,2.736,1.735,0.26,8781.0,878.1,0.291,0.0233,77.57,11.64,,,,,,,,,,,,
R10S,580,Validation,Mechanical,,,,,,,21.472,2.577,1.605,0.241,7763.8,776.4,0.2928,0.0234,74.91,11.24,,,,,,,,,,,,
R10S,600,Validation,Mechanical,,,,,,,20.144,2.417,1.477,0.222,6747.7,674.8,0.2945,0.0236,72.25,10.84,,,,,,,,,,,,
R10S,620,Validation,Mechanical,,,,,,,18.812,2.257,1.351,0.203,6238.4,623.8,0.2962,0.0237,69.59,10.44,,,,,,,,,,,,
R10S,640,Validation,Mechanical,,,,,,,17.477,2.097,1.228,0.184,5729.6,573.0,0.2977,0.0238,66.93,10.04,,,,,,,,,,,,
R10S,660,Validation,Mechanical,,,,,,,16.14,1.937,1.107,0.166,5221.4,522.1,0.2992,0.0239,64.26,9.64,,,,,,,,,,,,
R10S,680,Validation,Mechanical,,,,,,,14.8,1.776,0.989,0.148,4713.7,471.4,0.3006,0.024,61.6,9.24,,,,,,,,,,,,
R10S,700,Validation,Mechanical,,,,,,,13.459,1.615,0.874,0.131,4206.5,420.6,0.3019,0.0242,58.94,8.84,,,,,,,,,,,,
R10S,720,Validation,Mechanical,,,,,,,12.116,1.454,0.763,0.114,3699.8,370.0,0.3032,0.0243,56.28,8.44,,,,,,,,,,,,
R10S,740,Validation,Mechanical,,,,,,,10.772,1.293,0.655,0.098,3193.6,319.4,0.3044,0.0244,53.62,8.04,,,,,,,,,,,,
R10S,760,Validation,Mechanical,,,,,,,9.427,1.131,0.55,0.083,2688.0,268.8,0.3056,0.0244,50.95,7.64,,,,,,,,,,,,
R10S,780,Validation,Mechanical,,,,,,,8.081,0.97,0.451,0.068,2182.9,218.3,0.3067,0.0245,48.29,7.24,,,,,,,,,,,,
R10S,800,Validation,Mechanical,,,,,,,6.735,0.808,0.356,0.053,1678.3,167.8,0.3077,0.0246,45.63,6.84,,,,,,,,,,,,
R15S,20,Calibration,Mechanical,,,,,,,40.473,4.857,3.681,0.552,33156.9,3315.7,0.1843,0.0147,171.94,25.79,,,,,,,,,,,,
R15S,40,Calibration,Mechanical,,,,,,,40.768,4.892,3.716,0.557,32883.2,3288.3,0.1913,0.0153,168.88,25.33,,,,,,,,,,,,
R15S,60,Calibration,Mechanical,,,,,,,41.013,4.922,3.745,0.562,32609.8,3261.0,0.1979,0.0158,165.81,24.87,,,,,,,,,,,,
R15S,80,Calibration,Mechanical,,,,,,,41.218,4.946,3.769,0.565,32336.8,3233.7,0.2042,0.0163,162.75,24.41,,,,,,,,,,,,
R15S,100,Calibration,Mechanical,,,,,,,41.39,4.967,3.79,0.568,32064.2,3206.4,0.2102,0.0168,159.69,23.95,,,,,,,,,,,,
R15S,120,Calibration,Mechanical,,,,,,,41.122,4.935,3.758,0.564,31246.9,3124.7,0.2159,0.0173,156.62,23.49,,,,,,,,,,,,
R15S,140,Calibration,Mechanical,,,,,,,40.832,4.9,3.724,0.559,30430.9,3043.1,0.2213,0.0177,153.56,23.03,,,,,,,,,,,,
R15S,160,Calibration,Mechanical,,,,,,,40.526,4.863,3.687,0.553,29616.1,2961.6,0.2265,0.0181,150.5,22.57,,,,,,,,,,,,
R15S,180,Calibration,Mechanical,,,,,,,40.206,4.825,3.649,0.547,28802.5,2880.2,0.2314,0.0185,147.44,22.12,,,,,,,,,,,,
R15S,200,Calibration,Mechanical,,,,,,,39.878,4.785,3.611,0.542,27990.1,2799.0,0.236,0.0189,144.38,21.66,,,,,,,,,,,,
R15S,220,Calibration,Mechanical,,,,,,,39.123,4.695,3.522,0.528,26817.0,2681.7,0.2405,0.0192,141.31,21.2,,,,,,,,,,,,
R15S,240,Calibration,Mechanical,,,,,,,38.363,4.604,3.433,0.515,25645.6,2564.6,0.2447,0.0196,138.25,20.74,,,,,,,,,,,,
R15S,260,Calibration,Mechanical,,,,,,,37.599,4.512,3.345,0.502,24476.0,2447.6,0.2487,0.0199,135.19,20.28,,,,,,,,,,,,
R15S,280,Calibration,Mechanical,,,,,,,36.834,4.42,3.257,0.488,23308.2,2330.8,0.2525,0.0202,132.12,19.82,,,,,,,,,,,,
R15S,300,Calibration,Mechanical,,,,,,,36.067,4.328,3.169,0.475,22142.2,2214.2,0.2561,0.0205,129.06,19.36,,,,,,,,,,,,
R15S,320,Calibration,Mechanical,,,,,,,35.298,4.236,3.081,0.462,20977.9,2097.8,0.2596,0.0208,126.0,18.9,,,,,,,,,,,,
R15S,340,Calibration,Mechanical,,,,,,,34.529,4.143,2.994,0.449,19815.4,1981.5,0.2629,0.021,122.94,18.44,,,,,,,,,,,,
R15S,360,Calibration,Mechanical,,,,,,,33.757,4.051,2.908,0.436,18654.6,1865.5,0.266,0.0213,119.88,17.98,,,,,,,,,,,,
R15S,380,Calibration,Mechanical,,,,,,,32.983,3.958,2.821,0.423,17495.6,1749.6,0.269,0.0215,116.81,17.52,,,,,,,,,,,,
R15S,400,Calibration,Mechanical,,,,,,,32.204,3.865,2.735,0.41,16338.4,1633.8,0.2718,0.0217,113.75,17.06,,,,,,,,,,,,
R15S,420,Calibration,Mechanical,,,,,,,30.99,3.719,2.602,0.39,15346.3,1534.6,0.2745,0.022,110.69,16.6,,,,,,,,,,,,
R15S,440,Calibration,Mechanical,,,,,,,29.768,3.572,2.469,0.37,14355.6,1435.6,0.2771,0.0222,107.62,16.14,,,,,,,,,,,,
R15S,460,Calibration,Mechanical,,,,,,,28.536,3.424,2.337,0.351,13366.4,1336.6,0.2795,0.0224,104.56,15.68,,,,,,,,,,,,
R15S,480,Calibration,Mechanical,,,,,,,27.295,3.275,2.206,0.331,12378.8,1237.9,0.2818,0.0225,101.5,15.23,,,,,,,,,,,,
R15S,500,Calibration,Mechanical,,,,,,,26.045,3.125,2.075,0.311,11392.7,1139.3,0.284,0.0227,98.44,14.77,,,,,,,,,,,,
R15S,520,Calibration,Mechanical,,,,,,,24.785,2.974,1.946,0.292,10408.1,1040.8,0.2861,0.0229,95.37,14.31,,,,,,,,,,,,
R15S,540,Calibration,Mechanical,,,,,,,23.517,2.822,1.817,0.273,9425.0,942.5,0.2881,0.023,92.31,13.85,,,,,,,,,,,,
R15S,560,Calibration,Mechanical,,,,,,,22.241,2.669,1.69,0.254,8443.4,844.3,0.29,0.0232,89.25,13.39,,,,,,,,,,,,
R15S,580,Calibration,Mechanical,,,,,,,20.958,2.515,1.565,0.235,7463.4,746.3,0.2918,0.0233,86.19,12.93,,,,,,,,,,,,
R15S,600,Calibration,Mechanical,,,,,,,19.668,2.36,1.441,0.216,6484.8,648.5,0.2935,0.0235,83.12,12.47,,,,,,,,,,,,
R15S,620,Calibration,Mechanical,,,,,,,18.373,2.205,1.318,0.198,5993.8,599.4,0.2952,0.0236,80.06,12.01,,,,,,,,,,,,
R15S,640,Calibration,Mechanical,,,,,,,17.073,2.049,1.199,0.18,5503.5,550.4,0.2967,0.0237,77.0,11.55,,,,,,,,,,,,
R15S,660,Calibration,Mechanical,,,,,,,15.77,1.892,1.081,0.162,5014.0,501.4,0.2982,0.0239,73.94,11.09,,,,,,,,,,,,
R15S,680,Calibration,Mechanical,,,,,,,14.464,1.736,0.966,0.145,4525.2,452.5,0.2996,0.024,70.88,10.63,,,,,,,,,,,,
R15S,700,Calibration,Mechanical,,,,,,,13.155,1.579,0.854,0.128,4037.2,403.7,0.3009,0.0241,67.81,10.17,,,,,,,,,,,,
R15S,720,Calibration,Mechanical,,,,,,,11.843,1.421,0.745,0.112,3550.0,355.0,0.3022,0.0242,64.75,9.71,,,,,,,,,,,,
R15S,740,Calibration,Mechanical,,,,,,,10.531,1.264,0.64,0.096,3063.5,306.3,0.3034,0.0243,61.69,9.25,,,,,,,,,,,,
R15S,760,Calibration,Mechanical,,,,,,,9.217,1.106,0.538,0.081,2577.8,257.8,0.3046,0.0244,58.62,8.79,,,,,,,,,,,,
R15S,780,Calibration,Mechanical,,,,,,,7.902,0.948,0.44,0.066,2092.8,209.3,0.3057,0.0245,55.56,8.33,,,,,,,,,,,,
R15S,800,Calibration,Mechanical,,,,,,,6.586,0.79,0.347,0.052,1608.6,160.9,0.3067,0.0245,52.5,7.88,,,,,,,,,,,,
R15S,20,Validation,Mechanical,,,,,,,39.555,4.747,3.597,0.54,32404.3,3240.4,0.1843,0.0147,168.03,25.21,,,,,,,,,,,,
R15S,40,Validation,Mechanical,,,,,,,39.843,4.781,3.632,0.545,32136.8,3213.7,0.1913,0.0153,165.04,24.76,,,,,,,,,,,,
R15S,60,Validation,Mechanical,,,,,,,40.082,4.81,3.66,0.549,31869.6,3187.0,0.1979,0.0158,162.05,24.31,,,,,,,,,,,,
R15S,80,Validation,Mechanical,,,,,,,40.282,4.834,3.684,0.553,31602.8,3160.3,0.2042,0.0163,159.06,23.86,,,,,,,,,,,,
R15S,100,Validation,Mechanical,,,,,,,40.451,4.854,3.704,0.556,31336.4,3133.6,0.2102,0.0168,156.06,23.41,,,,,,,,,,,,
R15S,120,Validation,Mechanical,,,,,,,40.189,4.823,3.673,0.551,30537.7,3053.8,0.2159,0.0173,153.07,22.96,,,,,,,,,,,,
R15S,140,Validation,Mechanical,,,,,,,39.906,4.789,3.639,0.546,29740.2,2974.0,0.2213,0.0177,150.08,22.51,,,,,,,,,,,,
R15S,160,Validation,Mechanical,,,,,,,39.606,4.753,3.604,0.541,28943.9,2894.4,0.2265,0.0181,147.08,22.06,,,,,,,,,,,,
R15S,180,Validation,Mechanical,,,,,,,39.294,4.715,3.567,0.535,28148.7,2814.9,0.2314,0.0185,144.09,21.61,,,,,,,,,,,,
R15S,200,Validation,Mechanical,,,,,,,38.973,4.677,3.529,0.529,27354.8,2735.5,0.236,0.0189,141.1,21.16,,,,,,,,,,,,
R15S,220,Validation,Mechanical,,,,,,,38.235,4.588,3.442,0.516,26208.3,2620.8,0.2405,0.0192,138.11,20.72,,,,,,,,,,,,
R15S,240,Validation,Mechanical,,,,,,,37.492,4.499,3.356,0.503,25063.5,2506.4,0.2447,0.0196,135.11,20.27,,,,,,,,,,,,
R15S,260,Validation,Mechanical,,,,,,,36.746,4.41,3.269,0.49,23920.5,2392.0,0.2487,0.0199,132.12,19.82,,,,,,,,,,,,
R15S,280,Validation,Mechanical,,,,,,,35.998,4.32,3.183,0.477,22779.2,2277.9,0.2525,0.0202,129.13,19.37,,,,,,,,,,,,
R15S,300,Validation,Mechanical,,,,,,,35.248,4.23,3.097,0.465,21639.6,2164.0,0.2561,0.0205,126.13,18.92,,,,,,,,,,,,
R15S,320,Validation,Mechanical,,,,,,,34.497,4.14,3.011,0.452,20501.7,2050.2,0.2596,0.0208,123.14,18.47,,,,,,,,,,,,
R15S,340,Validation,Mechanical,,,,,,,33.745,4.049,2.926,0.439,19365.6,1936.6,0.2629,0.021,120.15,18.02,,,,,,,,,,,,
R15S,360,Validation,Mechanical,,,,,,,32.991,3.959,2.842,0.426,18231.2,1823.1,0.266,0.0213,117.15,17.57,,,,,,,,,,,,
R15S,380,Validation,Mechanical,,,,,,,32.234,3.868,2.757,0.414,17098.5,1709.9,0.269,0.0215,114.16,17.12,,,,,,,,,,,,
R15S,400,Validation,Mechanical,,,,,,,31.473,3.777,2.673,0.401,15967.6,1596.8,0.2718,0.0217,111.17,16.68,,,,,,,,,,,,
R15S,420,Validation,Mechanical,,,,,,,30.287,3.634,2.543,0.381,14997.9,1499.8,0.2745,0.022,108.18,16.23,,,,,,,,,,,,
R15S,440,Validation,Mechanical,,,,,,,29.092,3.491,2.413,0.362,14029.8,1403.0,0.2771,0.0222,105.18,15.78,,,,,,,,,,,,
R15S,460,Validation,Mechanical,,,,,,,27.889,3.347,2.284,0.343,13063.1,1306.3,0.2795,0.0224,102.19,15.33,,,,,,,,,,,,
R15S,480,Validation,Mechanical,,,,,,,26.676,3.201,2.156,0.323,12097.8,1209.8,0.2818,0.0225,99.2,14.88,,,,,,,,,,,,
R15S,500,Validation,Mechanical,,,,,,,25.454,3.054,2.028,0.304,11134.1,1113.4,0.284,0.0227,96.2,14.43,,,,,,,,,,,,
R15S,520,Validation,Mechanical,,,,,,,24.223,2.907,1.902,0.285,10171.9,1017.2,0.2861,0.0229,93.21,13.98,,,,,,,,,,,,
R15S,540,Validation,Mechanical,,,,,,,22.983,2.758,1.776,0.266,9211.1,921.1,0.2881,0.023,90.22,13.53,,,,,,,,,,,,
R15S,560,Validation,Mechanical,,,,,,,21.736,2.608,1.652,0.248,8251.8,825.2,0.29,0.0232,87.22,13.08,,,,,,,,,,,,
R15S,580,Validation,Mechanical,,,,,,,20.482,2.458,1.529,0.229,7294.0,729.4,0.2918,0.0233,84.23,12.63,,,,,,,,,,,,
R15S,600,Validation,Mechanical,,,,,,,19.221,2.307,1.408,0.211,6337.7,633.8,0.2935,0.0235,81.24,12.19,,,,,,,,,,,,
R15S,620,Validation,Mechanical,,,,,,,17.956,2.155,1.289,0.193,5857.8,585.8,0.2952,0.0236,78.25,11.74,,,,,,,,,,,,
R15S,640,Validation,Mechanical,,,,,,,16.686,2.002,1.171,0.176,5378.6,537.9,0.2967,0.0237,75.25,11.29,,,,,,,,,,,,
R15S,660,Validation,Mechanical,,,,,,,15.412,1.849,1.056,0.158,4900.2,490.0,0.2982,0.0239,72.26,10.84,,,,,,,,,,,,
R15S,680,Validation,Mechanical,,,,,,,14.135,1.696,0.944,0.142,4422.5,442.3,0.2996,0.024,69.27,10.39,,,,,,,,,,,,
R15S,700,Validation,Mechanical,,,,,,,12.856,1.543,0.835,0.125,3945.6,394.6,0.3009,0.0241,66.27,9.94,,,,,,,,,,,,
R15S,720,Validation,Mechanical,,,,,,,11.575,1.389,0.728,0.109,3469.4,346.9,0.3022,0.0242,63.28,9.49,,,,,,,,,,,,
R15S,740,Validation,Mechanical,,,,,,,10.292,1.235,0.625,0.094,2994.0,299.4,0.3034,0.0243,60.29,9.04,,,,,,,,,,,,
R15S,760,Validation,Mechanical,,,,,,,9.008,1.081,0.526,0.079,2519.3,251.9,0.3046,0.0244,57.29,8.59,,,,,,,,,,,,
R15S,780,Validation,Mechanical,,,,,,,7.722,0.927,0.43,0.065,2045.3,204.5,0.3057,0.0245,54.3,8.15,,,,,,,,,,,,
R15S,800,Validation,Mechanical,,,,,,,6.436,0.772,0.34,0.051,1572.1,157.2,0.3067,0.0245,51.31,7.7,,,,,,,,,,,,
R20S,20,Calibration,Mechanical,,,,,,,39.032,4.684,3.518,0.528,32551.8,3255.2,0.1833,0.0147,196.5,29.47,,,,,,,,,,,,
R20S,40,Calibration,Mechanical,,,,,,,39.416,4.73,3.563,0.535,32274.6,3227.5,0.1903,0.0152,193.0,28.95,,,,,,,,,,,,
R20S,60,Calibration,Mechanical,,,,,,,39.735,4.768,3.601,0.54,31998.0,3199.8,0.1969,0.0158,189.5,28.43,,,,,,,,,,,,
R20S,80,Calibration,Mechanical,,,,,,,40.002,4.8,3.632,0.545,31721.8,3172.2,0.2032,0.0163,186.0,27.9,,,,,,,,,,,,
R20S,100,Calibration,Mechanical,,,,,,,40.227,4.827,3.659,0.549,31446.2,3144.6,0.2092,0.0167,182.5,27.38,,,,,,,,,,,,
R20S,120,Calibration,Mechanical,,,,,,,40.015,4.802,3.634,0.545,30636.7,3063.7,0.2149,0.0172,179.0,26.85,,,,,,,,,,,,
R20S,140,Calibration,Mechanical,,,,,,,39.774,4.773,3.606,0.541,29828.8,2982.9,0.2203,0.0176,175.5,26.32,,,,,,,,,,,,
R20S,160,Calibration,Mechanical,,,,,,,39.512,4.741,3.575,0.536,29022.5,2902.2,0.2255,0.018,172.0,25.8,,,,,,,,,,,,
R20S,180,Calibration,Mechanical,,,,,,,39.233,4.708,3.542,0.531,28217.7,2821.8,0.2304,0.0184,168.5,25.27,,,,,,,,,,,,
R20S,200,Calibration,Mechanical,,,,,,,38.942,4.673,3.508,0.526,27414.6,2741.5,0.235,0.0188,165.0,24.75,,,,,,,,,,,,
R20S,220,Calibration,Mechanical,,,,,,,38.233,4.588,3.425,0.514,26258.7,2625.9,0.2395,0.0192,161.5,24.22,,,,,,,,,,,,
R20S,240,Calibration,Mechanical,,,,,,,37.517,4.502,3.342,0.501,25105.1,2510.5,0.2437,0.0195,158.0,23.7,,,,,,,,,,,,
R20S,260,Calibration,Mechanical,,,,,,,36.797,4.416,3.259,0.489,23953.8,2395.4,0.2477,0.0198,154.5,23.18,,,,,,,,,,,,
R20S,280,Calibration,Mechanical,,,,,,,36.074,4.329,3.176,0.476,22804.8,2280.5,0.2515,0.0201,151.0,22.65,,,,,,,,,,,,
R20S,300,Calibration,Mechanical,,,,,,,35.349,4.242,3.093,0.464,21658.2,2165.8,0.2551,0.0204,147.5,22.12,,,,,,,,,,,,
R20S,320,Calibration,Mechanical,,,,,,,34.622,4.155,3.011,0.452,20513.9,2051.4,0.2586,0.0207,144.0,21.6,,,,,,,,,,,,
R20S,340,Calibration,Mechanical,,,,,,,33.894,4.067,2.929,0.439,19371.9,1937.2,0.2619,0.021,140.5,21.07,,,,,,,,,,,,
R20S,360,Calibration,Mechanical,,,,,,,33.164,3.98,2.847,0.427,18232.3,1823.2,0.265,0.0212,137.0,20.55,,,,,,,,,,,,
R20S,380,Calibration,Mechanical,,,,,,,32.429,3.892,2.765,0.415,17095.0,1709.5,0.268,0.0214,133.5,20.02,,,,,,,,,,,,
R20S,400,Calibration,Mechanical,,,,,,,31.69,3.803,2.683,0.403,15960.0,1596.0,0.2708,0.0217,130.0,19.5,,,,,,,,,,,,
R20S,420,Calibration,Mechanical,,,,,,,30.519,3.662,2.555,0.383,14986.8,1498.7,0.2735,0.0219,126.5,18.98,,,,,,,,,,,,
R20S,440,Calibration,Mechanical,,,,,,,29.338,3.521,2.427,0.364,14015.5,1401.6,0.2761,0.0221,123.0,18.45,,,,,,,,,,,,
R20S,460,Calibration,Mechanical,,,,,,,28.145,3.377,2.3,0.345,13046.3,1304.6,0.2785,0.0223,119.5,17.92,,,,,,,,,,,,
R20S,480,Calibration,Mechanical,,,,,,,26.939,3.233,2.173,0.326,12079.1,1207.9,0.2808,0.0225,116.0,17.4,,,,,,,,,,,,
R20S,500,Calibration,Mechanical,,,,,,,25.721,3.087,2.046,0.307,11113.8,1111.4,0.283,0.0226,112.5,16.88,,,,,,,,,,,,
R20S,520,Calibration,Mechanical,,,,,,,24.491,2.939,1.92,0.288,10150.6,1015.1,0.2851,0.0228,109.0,16.35,,,,,,,,,,,,
R20S,540,Calibration,Mechanical,,,,,,,23.25,2.79,1.794,0.269,9189.3,918.9,0.2871,0.023,105.5,15.83,,,,,,,,,,,,
R20S,560,Calibration,Mechanical,,,,,,,21.998,2.64,1.669,0.25,8230.0,823.0,0.289,0.0231,102.0,15.3,,,,,,,,,,,,
R20S,580,Calibration,Mechanical,,,,,,,20.736,2.488,1.546,0.232,7272.8,727.3,0.2908,0.0233,98.5,14.78,,,,,,,,,,,,
R20S,600,Calibration,Mechanical,,,,,,,19.467,2.336,1.424,0.214,6317.5,631.8,0.2925,0.0234,95.0,14.25,,,,,,,,,,,,
R20S,620,Calibration,Mechanical,,,,,,,18.19,2.183,1.304,0.196,5837.5,583.8,0.2942,0.0235,91.5,13.72,,,,,,,,,,,,
R20S,640,Calibration,Mechanical,,,,,,,16.908,2.029,1.186,0.178,5358.6,535.9,0.2957,0.0237,88.0,13.2,,,,,,,,,,,,
R20S,660,Calibration,Mechanical,,,,,,,15.62,1.874,1.07,0.16,4880.6,488.1,0.2972,0.0238,84.5,12.68,,,,,,,,,,,,
R20S,680,Calibration,Mechanical,,,,,,,14.329,1.719,0.956,0.143,4403.6,440.4,0.2986,0.0239,81.0,12.15,,,,,,,,,,,,
R20S,700,Calibration,Mechanical,,,,,,,13.034,1.564,0.845,0.127,3927.7,392.8,0.2999,0.024,77.5,11.63,,,,,,,,,,,,
R20S,720,Calibration,Mechanical,,,,,,,11.736,1.408,0.738,0.111,3452.7,345.3,0.3012,0.0241,74.0,11.1,,,,,,,,,,,,
R20S,740,Calibration,Mechanical,,,,,,,10.436,1.252,0.633,0.095,2978.7,297.9,0.3024,0.0242,70.5,10.57,,,,,,,,,,,,
R20S,760,Calibration,Mechanical,,,,,,,9.135,1.096,0.533,0.08,2505.7,250.6,0.3036,0.0243,67.0,10.05,,,,,,,,,,,,
R20S,780,Calibration,Mechanical,,,,,,,7.832,0.94,0.436,0.065,2033.7,203.4,0.3047,0.0244,63.5,9.53,,,,,,,,,,,,
R20S,800,Calibration,Mechanical,,,,,,,6.528,0.783,0.344,0.052,1562.8,156.3,0.3057,0.0245,60.0,9.0,,,,,,,,,,,,
R20S,20,Validation,Mechanical,,,,,,,34.292,4.115,3.091,0.464,28598.8,2859.9,0.1833,0.0147,172.64,25.9,,,,,,,,,,,,
R20S,40,Validation,Mechanical,,,,,,,34.629,4.156,3.131,0.47,28355.3,2835.5,0.1903,0.0152,169.56,25.43,,,,,,,,,,,,
R20S,60,Validation,Mechanical,,,,,,,34.91,4.189,3.164,0.475,28112.2,2811.2,0.1969,0.0158,166.49,24.97,,,,,,,,,,,,
R20S,80,Validation,Mechanical,,,,,,,35.144,4.217,3.191,0.479,27869.6,2787.0,0.2032,0.0163,163.41,24.51,,,,,,,,,,,,
R20S,100,Validation,Mechanical,,,,,,,35.342,4.241,3.215,0.482,27627.4,2762.7,0.2092,0.0167,160.34,24.05,,,,,,,,,,,,
R20S,120,Validation,Mechanical,,,,,,,35.156,4.219,3.193,0.479,26916.2,2691.6,0.2149,0.0172,157.26,23.59,,,,,,,,,,,,
R20S,140,Validation,Mechanical,,,,,,,34.944,4.193,3.168,0.475,26206.4,2620.6,0.2203,0.0176,154.19,23.13,,,,,,,,,,,,
R20S,160,Validation,Mechanical,,,,,,,34.713,4.166,3.141,0.471,25498.1,2549.8,0.2255,0.018,151.11,22.67,,,,,,,,,,,,
R20S,180,Validation,Mechanical,,,,,,,34.468,4.136,3.112,0.467,24791.1,2479.1,0.2304,0.0184,148.04,22.21,,,,,,,,,,,,
R20S,200,Validation,Mechanical,,,,,,,34.213,4.106,3.082,0.462,24085.5,2408.5,0.235,0.0188,144.96,21.74,,,,,,,,,,,,
R20S,220,Validation,Mechanical,,,,,,,33.59,4.031,3.009,0.451,23069.9,2307.0,0.2395,0.0192,141.89,21.28,,,,,,,,,,,,
R20S,240,Validation,Mechanical,,,,,,,32.961,3.955,2.936,0.44,22056.4,2205.6,0.2437,0.0195,138.81,20.82,,,,,,,,,,,,
R20S,260,Validation,Mechanical,,,,,,,32.328,3.879,2.863,0.429,21044.9,2104.5,0.2477,0.0198,135.74,20.36,,,,,,,,,,,,
R20S,280,Validation,Mechanical,,,,,,,31.693,3.803,2.79,0.419,20035.5,2003.5,0.2515,0.0201,132.66,19.9,,,,,,,,,,,,
R20S,300,Validation,Mechanical,,,,,,,31.056,3.727,2.717,0.408,19028.1,1902.8,0.2551,0.0204,129.59,19.44,,,,,,,,,,,,
R20S,320,Validation,Mechanical,,,,,,,30.418,3.65,2.645,0.397,18022.8,1802.3,0.2586,0.0207,126.51,18.98,,,,,,,,,,,,
R20S,340,Validation,Mechanical,,,,,,,29.778,3.573,2.573,0.386,17019.5,1701.9,0.2619,0.021,123.44,18.52,,,,,,,,,,,,
R20S,360,Validation,Mechanical,,,,,,,29.136,3.496,2.501,0.375,16018.2,1601.8,0.265,0.0212,120.36,18.05,,,,,,,,,,,,
R20S,380,Validation,Mechanical,,,,,,,28.491,3.419,2.429,0.364,15019.0,1501.9,0.268,0.0214,117.29,17.59,,,,,,,,,,,,
R20S,400,Validation,Mechanical,,,,,,,27.841,3.341,2.358,0.354,14021.9,1402.2,0.2708,0.0217,114.21,17.13,,,,,,,,,,,,
R20S,420,Validation,Mechanical,,,,,,,26.813,3.218,2.245,0.337,13166.8,1316.7,0.2735,0.0219,111.14,16.67,,,,,,,,,,,,
R20S,440,Validation,Mechanical,,,,,,,25.775,3.093,2.133,0.32,12313.5,1231.4,0.2761,0.0221,108.06,16.21,,,,,,,,,,,,
R20S,460,Validation,Mechanical,,,,,,,24.727,2.967,2.021,0.303,11462.0,1146.2,0.2785,0.0223,104.99,15.75,,,,,,,,,,,,
R20S,480,Validation,Mechanical,,,,,,,23.668,2.84,1.909,0.286,10612.2,1061.2,0.2808,0.0225,101.91,15.29,,,,,,,,,,,,
R20S,500,Validation,Mechanical,,,,,,,22.598,2.712,1.797,0.27,9764.2,976.4,0.283,0.0226,98.84,14.83,,,,,,,,,,,,
R20S,520,Validation,Mechanical,,,,,,,21.517,2.582,1.686,0.253,8917.9,891.8,0.2851,0.0228,95.76,14.36,,,,,,,,,,,,
R20S,540,Validation,Mechanical,,,,,,,20.426,2.451,1.576,0.236,8073.4,807.3,0.2871,0.023,92.69,13.9,,,,,,,,,,,,
R20S,560,Validation,Mechanical,,,,,,,19.326,2.319,1.467,0.22,7230.6,723.1,0.289,0.0231,89.61,13.44,,,,,,,,,,,,
R20S,580,Validation,Mechanical,,,,,,,18.218,2.186,1.358,0.204,6389.6,639.0,0.2908,0.0233,86.54,12.98,,,,,,,,,,,,
R20S,600,Validation,Mechanical,,,,,,,17.103,2.052,1.251,0.188,5550.3,555.0,0.2925,0.0234,83.46,12.52,,,,,,,,,,,,
R20S,620,Validation,Mechanical,,,,,,,15.981,1.918,1.146,0.172,5128.6,512.9,0.2942,0.0235,80.39,12.06,,,,,,,,,,,,
R20S,640,Validation,Mechanical,,,,,,,14.855,1.783,1.042,0.156,4707.8,470.8,0.2957,0.0237,77.31,11.6,,,,,,,,,,,,
R20S,660,Validation,Mechanical,,,,,,,13.723,1.647,0.94,0.141,4287.9,428.8,0.2972,0.0238,74.24,11.14,,,,,,,,,,,,
R20S,680,Validation,Mechanical,,,,,,,12.589,1.511,0.84,0.126,3868.9,386.9,0.2986,0.0239,71.16,10.67,,,,,,,,,,,,
R20S,700,Validation,Mechanical,,,,,,,11.451,1.374,0.743,0.111,3450.7,345.1,0.2999,0.024,68.09,10.21,,,,,,,,,,,,
R20S,720,Validation,Mechanical,,,,,,,10.311,1.237,0.648,0.097,3033.4,303.3,0.3012,0.0241,65.01,9.75,,,,,,,,,,,,
R20S,740,Validation,Mechanical,,,,,,,9.169,1.1,0.556,0.083,2617.0,261.7,0.3024,0.0242,61.94,9.29,,,,,,,,,,,,
R20S,760,Validation,Mechanical,,,,,,,8.026,0.963,0.468,0.07,2201.4,220.1,0.3036,0.0243,58.86,8.83,,,,,,,,,,,,
R20S,780,Validation,Mechanical,,,,,,,6.881,0.826,0.383,0.057,1786.8,178.7,0.3047,0.0244,55.79,8.37,,,,,,,,,,,,
R20S,800,Validation,Mechanical,,,,,,,5.736,0.688,0.302,0.045,1373.0,137.3,0.3057,0.0245,52.71,7.91,,,,,,,,,,,,
