measure_id,building_type,climate_zone,applicability_score
ME_RE_BAT_50KWH,Warehouse,5A,0.85
ME_RE_BAT_50KWH,Warehouse,5B,0.86
ME_RE_BAT_50KWH,Warehouse,5C,0.88
ME_RE_BAT_50KWH,Warehouse,6A,0.85
ME_RE_BAT_50KWH,Warehouse,6B,0.86
ME_RE_BAT_50KWH,Warehouse,6C,0.93
ME_RE_BAT_50KWH,Warehouse,7A,0.75
ME_RE_BAT_50KWH,Warehouse,7B,0.76
ME_RE_BAT_50KWH,Warehouse,7C,0.75
ME_DHW_HPWH,Office,1A,0.89
ME_DHW_HPWH,Office,1B,0.92
ME_DHW_HPWH,Office,1C,0.86
ME_DHW_HPWH,Office,2A,0.9
ME_DHW_HPWH,Office,2B,0.91
ME_DHW_HPWH,Office,2C,0.88
ME_DHW_HPWH,Office,3A,0.88
ME_DHW_HPWH,Office,3B,0.9
ME_DHW_HPWH,Office,3C,0.87
ME_DHW_HPWH,Office,4A,0.93
ME_DHW_HPWH,Office,4B,0.9
ME_DHW_HPWH,Office,4C,0.89
ME_DHW_HPWH,Office,5A,0.91
ME_DHW_HPWH,Office,5B,0.93
ME_DHW_HPWH,Office,5C,0.92
ME_DHW_HPWH,Office,6A,0.86
ME_DHW_HPWH,Office,6B,0.92
ME_DHW_HPWH,Office,6C,0.92
ME_DHW_HPWH,Office,7A,0.93
ME_DHW_HPWH,Office,7B,0.86
ME_DHW_HPWH,Office,7C,0.86
ME_DHW_HPWH,School,1A,0.89
ME_DHW_HPWH,School,1B,0.9
ME_DHW_HPWH,School,1C,0.91
ME_DHW_HPWH,School,2A,0.88
ME_DHW_HPWH,School,2B,0.92
ME_DHW_HPWH,School,2C,0.92
ME_DHW_HPWH,School,3A,0.86
ME_DHW_HPWH,School,3B,0.92
ME_DHW_HPWH,School,3C,0.92
ME_DHW_HPWH,School,4A,0.87
ME_DHW_HPWH,School,4B,0.95
ME_DHW_HPWH,School,4C,0.9
ME_DHW_HPWH,School,5A,0.93
ME_DHW_HPWH,School,5B,0.92
ME_DHW_HPWH,School,5C,0.87
ME_DHW_HPWH,School,6A,0.86
ME_DHW_HPWH,School,6B,0.93
ME_DHW_HPWH,School,6C,0.88
ME_DHW_HPWH,School,7A,0.94
ME_DHW_HPWH,School,7B,0.93
ME_DHW_HPWH,School,7C,0.85
ME_DHW_HPWH,Residential,1A,0.93
ME_DHW_HPWH,Residential,1B,0.88
ME_DHW_HPWH,Residential,1C,0.86
ME_DHW_HPWH,Residential,2A,0.92
ME_DHW_HPWH,Residential,2B,0.91
ME_DHW_HPWH,Residential,2C,0.86
ME_DHW_HPWH,Residential,3A,0.9
ME_DHW_HPWH,Residential,3B,0.89
ME_DHW_HPWH,Residential,3C,0.9
ME_DHW_HPWH,Residential,4A,0.91
ME_DHW_HPWH,Residential,4B,0.89
ME_DHW_HPWH,Residential,4C,0.88
ME_DHW_HPWH,Residential,5A,0.86
ME_DHW_HPWH,Residential,5B,0.91
ME_DHW_HPWH,Residential,5C,0.92
ME_DHW_HPWH,Residential,6A,0.87
ME_DHW_HPWH,Residential,6B,0.9
ME_DHW_HPWH,Residential,6C,0.85
ME_DHW_HPWH,Residential,7A,0.94
ME_DHW_HPWH,Residential,7B,0.87
ME_DHW_HPWH,Residential,7C,0.9
ME_DHW_HPWH,Hospital,1A,0.89
ME_DHW_HPWH,Hospital,1B,0.87
ME_DHW_HPWH,Hospital,1C,0.94
ME_DHW_HPWH,Hospital,2A,0.94
ME_DHW_HPWH,Hospital,2B,0.91
ME_DHW_HPWH,Hospital,2C,0.94
ME_DHW_HPWH,Hospital,3A,0.92
ME_DHW_HPWH,Hospital,3B,0.89
ME_DHW_HPWH,Hospital,3C,0.88
ME_DHW_HPWH,Hospital,4A,0.89
ME_DHW_HPWH,Hospital,4B,0.92
ME_DHW_HPWH,Hospital,4C,0.88
ME_DHW_HPWH,Hospital,5A,0.86
ME_DHW_HPWH,Hospital,5B,0.89
ME_DHW_HPWH,Hospital,5C,0.9
ME_DHW_HPWH,Hospital,6A,0.94
ME_DHW_HPWH,Hospital,6B,0.87
ME_DHW_HPWH,Hospital,6C,0.93
ME_DHW_HPWH,Hospital,7A,0.95
ME_DHW_HPWH,Hospital,7B,0.95
ME_DHW_HPWH,Hospital,7C,0.86
ME_DHW_HPWH,Retail,1A,0.9
ME_DHW_HPWH,Retail,1B,0.88
ME_DHW_HPWH,Retail,1C,0.93
ME_DHW_HPWH,Retail,2A,0.88
ME_DHW_HPWH,Retail,2B,0.91
ME_DHW_HPWH,Retail,2C,0.85
ME_DHW_HPWH,Retail,3A,0.87
ME_DHW_HPWH,Retail,3B,0.91
ME_DHW_HPWH,Retail,3C,0.88
ME_DHW_HPWH,Retail,4A,0.91
ME_DHW_HPWH,Retail,4B,0.9
ME_DHW_HPWH,Retail,4C,0.91
ME_DHW_HPWH,Retail,5A,0.9
ME_DHW_HPWH,Retail,5B,0.93
ME_DHW_HPWH,Retail,5C,0.87
ME_DHW_HPWH,Retail,6A,0.94
ME_DHW_HPWH,Retail,6B,0.93
ME_DHW_HPWH,Retail,6C,0.87
ME_DHW_HPWH,Retail,7A,0.85
ME_DHW_HPWH,Retail,7B,0.89
ME_DHW_HPWH,Retail,7C,0.87
ME_DHW_HPWH,Warehouse,1A,0.88
ME_DHW_HPWH,Warehouse,1B,0.93
ME_DHW_HPWH,Warehouse,1C,0.94
ME_DHW_HPWH,Warehouse,2A,0.95
ME_DHW_HPWH,Warehouse,2B,0.85
ME_DHW_HPWH,Warehouse,2C,0.92
ME_DHW_HPWH,Warehouse,3A,0.93
ME_DHW_HPWH,Warehouse,3B,0.92
ME_DHW_HPWH,Warehouse,3C,0.86
ME_DHW_HPWH,Warehouse,4A,0.9
ME_DHW_HPWH,Warehouse,4B,0.87
ME_DHW_HPWH,Warehouse,4C,0.9
ME_DHW_HPWH,Warehouse,5A,0.86
ME_DHW_HPWH,Warehouse,5B,0.95
ME_DHW_HPWH,Warehouse,5C,0.92
ME_DHW_HPWH,Warehouse,6A,0.86
ME_DHW_HPWH,Warehouse,6B,0.94
ME_DHW_HPWH,Warehouse,6C,0.94
ME_DHW_HPWH,Warehouse,7A,0.9
ME_DHW_HPWH,Warehouse,7B,0.92
ME_DHW_HPWH,Warehouse,7C,0.89
ME_DHW_HIGHEFF_GAS,Office,1A,0.95
ME_DHW_HIGHEFF_GAS,Office,1B,0.86
ME_DHW_HIGHEFF_GAS,Office,1C,0.86
ME_DHW_HIGHEFF_GAS,Office,2A,0.86
ME_DHW_HIGHEFF_GAS,Office,2B,0.93
ME_DHW_HIGHEFF_GAS,Office,2C,0.86
ME_DHW_HIGHEFF_GAS,Office,3A,0.91
ME_DHW_HIGHEFF_GAS,Office,3B,0.89
ME_DHW_HIGHEFF_GAS,Office,3C,0.95
ME_DHW_HIGHEFF_GAS,Office,4A,0.87
ME_DHW_HIGHEFF_GAS,Office,4B,0.88
ME_DHW_HIGHEFF_GAS,Office,4C,0.88
ME_DHW_HIGHEFF_GAS,Office,5A,0.93
ME_DHW_HIGHEFF_GAS,Office,5B,0.92
ME_DHW_HIGHEFF_GAS,Office,5C,0.92
ME_DHW_HIGHEFF_GAS,Office,6A,0.88
ME_DHW_HIGHEFF_GAS,Office,6B,0.88
ME_DHW_HIGHEFF_GAS,Office,6C,0.86
ME_DHW_HIGHEFF_GAS,Office,7A,0.87
ME_DHW_HIGHEFF_GAS,Office,7B,0.93
ME_DHW_HIGHEFF_GAS,Office,7C,0.91
ME_DHW_HIGHEFF_GAS,School,1A,0.87
ME_DHW_HIGHEFF_GAS,School,1B,0.87
ME_DHW_HIGHEFF_GAS,School,1C,0.9
ME_DHW_HIGHEFF_GAS,School,2A,0.89
ME_DHW_HIGHEFF_GAS,School,2B,0.9
ME_DHW_HIGHEFF_GAS,School,2C,0.95
ME_DHW_HIGHEFF_GAS,School,3A,0.87
ME_DHW_HIGHEFF_GAS,School,3B,0.88
ME_DHW_HIGHEFF_GAS,School,3C,0.88
ME_DHW_HIGHEFF_GAS,School,4A,0.86
ME_DHW_HIGHEFF_GAS,School,4B,0.87
ME_DHW_HIGHEFF_GAS,School,4C,0.92
ME_DHW_HIGHEFF_GAS,School,5A,0.93
ME_DHW_HIGHEFF_GAS,School,5B,0.92
ME_DHW_HIGHEFF_GAS,School,5C,0.85
ME_DHW_HIGHEFF_GAS,School,6A,0.93
ME_DHW_HIGHEFF_GAS,School,6B,0.88
ME_DHW_HIGHEFF_GAS,School,6C,0.86
ME_DHW_HIGHEFF_GAS,School,7A,0.87
ME_DHW_HIGHEFF_GAS,School,7B,0.89
ME_DHW_HIGHEFF_GAS,School,7C,0.9
ME_DHW_HIGHEFF_GAS,Residential,1A,0.92
ME_DHW_HIGHEFF_GAS,Residential,1B,0.88
ME_DHW_HIGHEFF_GAS,Residential,1C,0.95
ME_DHW_HIGHEFF_GAS,Residential,2A,0.85
ME_DHW_HIGHEFF_GAS,Residential,2B,0.89
ME_DHW_HIGHEFF_GAS,Residential,2C,0.9
ME_DHW_HIGHEFF_GAS,Residential,3A,0.92
ME_DHW_HIGHEFF_GAS,Residential,3B,0.87
ME_DHW_HIGHEFF_GAS,Residential,3C,0.9
ME_DHW_HIGHEFF_GAS,Residential,4A,0.93
ME_DHW_HIGHEFF_GAS,Residential,4B,0.86
ME_DHW_HIGHEFF_GAS,Residential,4C,0.85
ME_DHW_HIGHEFF_GAS,Residential,5A,0.93
ME_DHW_HIGHEFF_GAS,Residential,5B,0.95
ME_DHW_HIGHEFF_GAS,Residential,5C,0.86
ME_DHW_HIGHEFF_GAS,Residential,6A,0.93
ME_DHW_HIGHEFF_GAS,Residential,6B,0.89
ME_DHW_HIGHEFF_GAS,Residential,6C,0.91
ME_DHW_HIGHEFF_GAS,Residential,7A,0.91
ME_DHW_HIGHEFF_GAS,Residential,7B,0.91
ME_DHW_HIGHEFF_GAS,Residential,7C,0.88
ME_DHW_HIGHEFF_GAS,Hospital,1A,0.93
ME_DHW_HIGHEFF_GAS,Hospital,1B,0.85
ME_DHW_HIGHEFF_GAS,Hospital,1C,0.86
ME_DHW_HIGHEFF_GAS,Hospital,2A,0.94
ME_DHW_HIGHEFF_GAS,Hospital,2B,0.89
ME_DHW_HIGHEFF_GAS,Hospital,2C,0.86
ME_DHW_HIGHEFF_GAS,Hospital,3A,0.94
ME_DHW_HIGHEFF_GAS,Hospital,3B,0.93
ME_DHW_HIGHEFF_GAS,Hospital,3C,0.88
ME_DHW_HIGHEFF_GAS,Hospital,4A,0.85
ME_DHW_HIGHEFF_GAS,Hospital,4B,0.9
ME_DHW_HIGHEFF_GAS,Hospital,4C,0.87
ME_DHW_HIGHEFF_GAS,Hospital,5A,0.91
ME_DHW_HIGHEFF_GAS,Hospital,5B,0.93
ME_DHW_HIGHEFF_GAS,Hospital,5C,0.89
ME_DHW_HIGHEFF_GAS,Hospital,6A,0.85
ME_DHW_HIGHEFF_GAS,Hospital,6B,0.92
ME_DHW_HIGHEFF_GAS,Hospital,6C,0.87
ME_DHW_HIGHEFF_GAS,Hospital,7A,0.87
ME_DHW_HIGHEFF_GAS,Hospital,7B,0.87
ME_DHW_HIGHEFF_GAS,Hospital,7C,0.88
ME_DHW_HIGHEFF_GAS,Retail,1A,0.94
ME_DHW_HIGHEFF_GAS,Retail,1B,0.85
ME_DHW_HIGHEFF_GAS,Retail,1C,0.91
ME_DHW_HIGHEFF_GAS,Retail,2A,0.87
ME_DHW_HIGHEFF_GAS,Retail,2B,0.88
ME_DHW_HIGHEFF_GAS,Retail,2C,0.89
ME_DHW_HIGHEFF_GAS,Retail,3A,0.91
ME_DHW_HIGHEFF_GAS,Retail,3B,0.86
ME_DHW_HIGHEFF_GAS,Retail,3C,0.88
ME_DHW_HIGHEFF_GAS,Retail,4A,0.86
ME_DHW_HIGHEFF_GAS,Retail,4B,0.87
ME_DHW_HIGHEFF_GAS,Retail,4C,0.94
ME_DHW_HIGHEFF_GAS,Retail,5A,0.9
ME_DHW_HIGHEFF_GAS,Retail,5B,0.91
ME_DHW_HIGHEFF_GAS,Retail,5C,0.93
ME_DHW_HIGHEFF_GAS,Retail,6A,0.93
ME_DHW_HIGHEFF_GAS,Retail,6B,0.95
ME_DHW_HIGHEFF_GAS,Retail,6C,0.93
ME_DHW_HIGHEFF_GAS,Retail,7A,0.89
ME_DHW_HIGHEFF_GAS,Retail,7B,0.9
ME_DHW_HIGHEFF_GAS,Retail,7C,0.9
ME_DHW_HIGHEFF_GAS,Warehouse,1A,0.94
ME_DHW_HIGHEFF_GAS,Warehouse,1B,0.9
ME_DHW_HIGHEFF_GAS,Warehouse,1C,0.89
ME_DHW_HIGHEFF_GAS,Warehouse,2A,0.87
ME_DHW_HIGHEFF_GAS,Warehouse,2B,0.88
ME_DHW_HIGHEFF_GAS,Warehouse,2C,0.87
ME_DHW_HIGHEFF_GAS,Warehouse,3A,0.94
ME_DHW_HIGHEFF_GAS,Warehouse,3B,0.93
ME_DHW_HIGHEFF_GAS,Warehouse,3C,0.86
ME_DHW_HIGHEFF_GAS,Warehouse,4A,0.95
ME_DHW_HIGHEFF_GAS,Warehouse,4B,0.9
ME_DHW_HIGHEFF_GAS,Warehouse,4C,0.93
ME_DHW_HIGHEFF_GAS,Warehouse,5A,0.95
ME_DHW_HIGHEFF_GAS,Warehouse,5B,0.95
ME_DHW_HIGHEFF_GAS,Warehouse,5C,0.86
ME_DHW_HIGHEFF_GAS,Warehouse,6A,0.92
ME_DHW_HIGHEFF_GAS,Warehouse,6B,0.88
ME_DHW_HIGHEFF_GAS,Warehouse,6C,0.93
ME_DHW_HIGHEFF_GAS,Warehouse,7A,0.94
ME_DHW_HIGHEFF_GAS,Warehouse,7B,0.86
ME_DHW_HIGHEFF_GAS,Warehouse,7C,0.95
ME_CTRL_BMS,Office,1A,0.87
ME_CTRL_BMS,Office,1B,0.93
ME_CTRL_BMS,Office,1C,0.93
ME_CTRL_BMS,Office,2A,0.89
ME_CTRL_BMS,Office,2B,0.93
ME_CTRL_BMS,Office,2C,0.93
ME_CTRL_BMS,Office,3A,0.87
ME_CTRL_BMS,Office,3B,0.91
ME_CTRL_BMS,Office,3C,0.93
ME_CTRL_BMS,Office,4A,0.92
ME_CTRL_BMS,Office,4B,0.94
ME_CTRL_BMS,Office,4C,0.85
ME_CTRL_BMS,Office,5A,0.92
ME_CTRL_BMS,Office,5B,0.94
ME_CTRL_BMS,Office,5C,0.91
ME_CTRL_BMS,Office,6A,0.91
ME_CTRL_BMS,Office,6B,0.87
ME_CTRL_BMS,Office,6C,0.95
ME_CTRL_BMS,Office,7A,0.94
ME_CTRL_BMS,Office,7B,0.9
ME_CTRL_BMS,Office,7C,0.88
ME_CTRL_BMS,School,1A,0.9
ME_CTRL_BMS,School,1B,0.86
ME_CTRL_BMS,School,1C,0.87
ME_CTRL_BMS,School,2A,0.87
ME_CTRL_BMS,School,2B,0.9
ME_CTRL_BMS,School,2C,0.85
ME_CTRL_BMS,School,3A,0.94
ME_CTRL_BMS,School,3B,0.87
ME_CTRL_BMS,School,3C,0.86
ME_CTRL_BMS,School,4A,0.92
ME_CTRL_BMS,School,4B,0.94
ME_CTRL_BMS,School,4C,0.93
ME_CTRL_BMS,School,5A,0.88
ME_CTRL_BMS,School,5B,0.85
ME_CTRL_BMS,School,5C,0.91
ME_CTRL_BMS,School,6A,0.94
ME_CTRL_BMS,School,6B,0.93
ME_CTRL_BMS,School,6C,0.93
ME_CTRL_BMS,School,7A,0.94
ME_CTRL_BMS,School,7B,0.95
ME_CTRL_BMS,School,7C,0.89
ME_CTRL_BMS,Residential,1A,0.94
ME_CTRL_BMS,Residential,1B,0.89
ME_CTRL_BMS,Residential,1C,0.86
ME_CTRL_BMS,Residential,2A,0.88
ME_CTRL_BMS,Residential,2B,0.86
ME_CTRL_BMS,Residential,2C,0.87
ME_CTRL_BMS,Residential,3A,0.94
ME_CTRL_BMS,Residential,3B,0.93
ME_CTRL_BMS,Residential,3C,0.95
ME_CTRL_BMS,Residential,4A,0.91
ME_CTRL_BMS,Residential,4B,0.87
ME_CTRL_BMS,Residential,4C,0.95
ME_CTRL_BMS,Residential,5A,0.92
ME_CTRL_BMS,Residential,5B,0.94
ME_CTRL_BMS,Residential,5C,0.93
ME_CTRL_BMS,Residential,6A,0.87
ME_CTRL_BMS,Residential,6B,0.91
ME_CTRL_BMS,Residential,6C,0.87
ME_CTRL_BMS,Residential,7A,0.88
ME_CTRL_BMS,Residential,7B,0.92
ME_CTRL_BMS,Residential,7C,0.86
ME_CTRL_BMS,Hospital,1A,0.92
ME_CTRL_BMS,Hospital,1B,0.94
ME_CTRL_BMS,Hospital,1C,0.94
ME_CTRL_BMS,Hospital,2A,0.89
ME_CTRL_BMS,Hospital,2B,0.95
ME_CTRL_BMS,Hospital,2C,0.95
ME_CTRL_BMS,Hospital,3A,0.85
ME_CTRL_BMS,Hospital,3B,0.91
ME_CTRL_BMS,Hospital,3C,0.94
ME_CTRL_BMS,Hospital,4A,0.95
ME_CTRL_BMS,Hospital,4B,0.87
ME_CTRL_BMS,Hospital,4C,0.91
ME_CTRL_BMS,Hospital,5A,0.94
ME_CTRL_BMS,Hospital,5B,0.86
ME_CTRL_BMS,Hospital,5C,0.92
ME_CTRL_BMS,Hospital,6A,0.87
ME_CTRL_BMS,Hospital,6B,0.95
ME_CTRL_BMS,Hospital,6C,0.87
ME_CTRL_BMS,Hospital,7A,0.94
ME_CTRL_BMS,Hospital,7B,0.86
ME_CTRL_BMS,Hospital,7C,0.92
ME_CTRL_BMS,Retail,1A,0.91
ME_CTRL_BMS,Retail,1B,0.94
ME_CTRL_BMS,Retail,1C,0.89
ME_CTRL_BMS,Retail,2A,0.88
ME_CTRL_BMS,Retail,2B,0.87
ME_CTRL_BMS,Retail,2C,0.86
ME_CTRL_BMS,Retail,3A,0.88
ME_CTRL_BMS,Retail,3B,0.86
ME_CTRL_BMS,Retail,3C,0.85
ME_CTRL_BMS,Retail,4A,0.89
ME_CTRL_BMS,Retail,4B,0.92
ME_CTRL_BMS,Retail,4C,0.95
ME_CTRL_BMS,Retail,5A,0.94
ME_CTRL_BMS,Retail,5B,0.9
ME_CTRL_BMS,Retail,5C,0.89
ME_CTRL_BMS,Retail,6A,0.9
ME_CTRL_BMS,Retail,6B,0.86
ME_CTRL_BMS,Retail,6C,0.9
ME_CTRL_BMS,Retail,7A,0.94
ME_CTRL_BMS,Retail,7B,0.92
ME_CTRL_BMS,Retail,7C,0.92
ME_CTRL_BMS,Warehouse,1A,0.87
ME_CTRL_BMS,Warehouse,1B,0.86
ME_CTRL_BMS,Warehouse,1C,0.93
ME_CTRL_BMS,Warehouse,2A,0.88
ME_CTRL_BMS,Warehouse,2B,0.88
ME_CTRL_BMS,Warehouse,2C,0.95
ME_CTRL_BMS,Warehouse,3A,0.86
ME_CTRL_BMS,Warehouse,3B,0.87
ME_CTRL_BMS,Warehouse,3C,0.89
ME_CTRL_BMS,Warehouse,4A,0.92
ME_CTRL_BMS,Warehouse,4B,0.9
ME_CTRL_BMS,Warehouse,4C,0.94
ME_CTRL_BMS,Warehouse,5A,0.86
ME_CTRL_BMS,Warehouse,5B,0.91
ME_CTRL_BMS,Warehouse,5C,0.91
ME_CTRL_BMS,Warehouse,6A,0.9
ME_CTRL_BMS,Warehouse,6B,0.85
ME_CTRL_BMS,Warehouse,6C,0.94
ME_CTRL_BMS,Warehouse,7A,0.87
ME_CTRL_BMS,Warehouse,7B,0.94
ME_CTRL_BMS,Warehouse,7C,0.87
ME_CTRL_ADV_SEQ,Office,1A,0.86
ME_CTRL_ADV_SEQ,Office,1B,0.87
ME_CTRL_ADV_SEQ,Office,1C,0.87
ME_CTRL_ADV_SEQ,Office,2A,0.92
ME_CTRL_ADV_SEQ,Office,2B,0.92
ME_CTRL_ADV_SEQ,Office,2C,0.92
ME_CTRL_ADV_SEQ,Office,3A,0.88
ME_CTRL_ADV_SEQ,Office,3B,0.88
ME_CTRL_ADV_SEQ,Office,3C,0.87
ME_CTRL_ADV_SEQ,Office,4A,0.85
ME_CTRL_ADV_SEQ,Office,4B,0.91
ME_CTRL_ADV_SEQ,Office,4C,0.93
ME_CTRL_ADV_SEQ,Office,5A,0.87
ME_CTRL_ADV_SEQ,Office,5B,0.89
ME_CTRL_ADV_SEQ,Office,5C,0.89
ME_CTRL_ADV_SEQ,Office,6A,0.88
ME_CTRL_ADV_SEQ,Office,6B,0.92
ME_CTRL_ADV_SEQ,Office,6C,0.91
ME_CTRL_ADV_SEQ,Office,7A,0.87
ME_CTRL_ADV_SEQ,Office,7B,0.85
ME_CTRL_ADV_SEQ,Office,7C,0.87
ME_CTRL_ADV_SEQ,School,1A,0.88
ME_CTRL_ADV_SEQ,School,1B,0.86
ME_CTRL_ADV_SEQ,School,1C,0.93
ME_CTRL_ADV_SEQ,School,2A,0.88
ME_CTRL_ADV_SEQ,School,2B,0.89
ME_CTRL_ADV_SEQ,School,2C,0.9
ME_CTRL_ADV_SEQ,School,3A,0.92
ME_CTRL_ADV_SEQ,School,3B,0.86
ME_CTRL_ADV_SEQ,School,3C,0.9
ME_CTRL_ADV_SEQ,School,4A,0.87
ME_CTRL_ADV_SEQ,School,4B,0.94
ME_CTRL_ADV_SEQ,School,4C,0.89
ME_CTRL_ADV_SEQ,School,5A,0.89
ME_CTRL_ADV_SEQ,School,5B,0.88
ME_CTRL_ADV_SEQ,School,5C,0.9
ME_CTRL_ADV_SEQ,School,6A,0.87
ME_CTRL_ADV_SEQ,School,6B,0.88
ME_CTRL_ADV_SEQ,School,6C,0.86
ME_CTRL_ADV_SEQ,School,7A,0.93
ME_CTRL_ADV_SEQ,School,7B,0.92
ME_CTRL_ADV_SEQ,School,7C,0.86
ME_CTRL_ADV_SEQ,Residential,1A,0.88
ME_CTRL_ADV_SEQ,Residential,1B,0.9
ME_CTRL_ADV_SEQ,Residential,1C,0.95
ME_CTRL_ADV_SEQ,Residential,2A,0.91
ME_CTRL_ADV_SEQ,Residential,2B,0.91
ME_CTRL_ADV_SEQ,Residential,2C,0.93
ME_CTRL_ADV_SEQ,Residential,3A,0.93
ME_CTRL_ADV_SEQ,Residential,3B,0.89
ME_CTRL_ADV_SEQ,Residential,3C,0.9
ME_CTRL_ADV_SEQ,Residential,4A,0.94
ME_CTRL_ADV_SEQ,Residential,4B,0.9
ME_CTRL_ADV_SEQ,Residential,4C,0.94
ME_CTRL_ADV_SEQ,Residential,5A,0.9
ME_CTRL_ADV_SEQ,Residential,5B,0.86
ME_CTRL_ADV_SEQ,Residential,5C,0.94
ME_CTRL_ADV_SEQ,Residential,6A,0.92
ME_CTRL_ADV_SEQ,Residential,6B,0.9
ME_CTRL_ADV_SEQ,Residential,6C,0.94
ME_CTRL_ADV_SEQ,Residential,7A,0.93
ME_CTRL_ADV_SEQ,Residential,7B,0.92
ME_CTRL_ADV_SEQ,Residential,7C,0.91
ME_CTRL_ADV_SEQ,Hospital,1A,0.86
ME_CTRL_ADV_SEQ,Hospital,1B,0.93
ME_CTRL_ADV_SEQ,Hospital,1C,0.87
ME_CTRL_ADV_SEQ,Hospital,2A,0.95
ME_CTRL_ADV_SEQ,Hospital,2B,0.95
ME_CTRL_ADV_SEQ,Hospital,2C,0.93
ME_CTRL_ADV_SEQ,Hospital,3A,0.86
ME_CTRL_ADV_SEQ,Hospital,3B,0.89
ME_CTRL_ADV_SEQ,Hospital,3C,0.95
ME_CTRL_ADV_SEQ,Hospital,4A,0.89
ME_CTRL_ADV_SEQ,Hospital,4B,0.95
ME_CTRL_ADV_SEQ,Hospital,4C,0.91
ME_CTRL_ADV_SEQ,Hospital,5A,0.93
ME_CTRL_ADV_SEQ,Hospital,5B,0.88
ME_CTRL_ADV_SEQ,Hospital,5C,0.94
ME_CTRL_ADV_SEQ,Hospital,6A,0.94
ME_CTRL_ADV_SEQ,Hospital,6B,0.86
ME_CTRL_ADV_SEQ,Hospital,6C,0.89
ME_CTRL_ADV_SEQ,Hospital,7A,0.89
ME_CTRL_ADV_SEQ,Hospital,7B,0.88
ME_CTRL_ADV_SEQ,Hospital,7C,0.88
ME_CTRL_ADV_SEQ,Retail,1A,0.9
ME_CTRL_ADV_SEQ,Retail,1B,0.94
ME_CTRL_ADV_SEQ,Retail,1C,0.93
ME_CTRL_ADV_SEQ,Retail,2A,0.91
ME_CTRL_ADV_SEQ,Retail,2B,0.9
ME_CTRL_ADV_SEQ,Retail,2C,0.89
ME_CTRL_ADV_SEQ,Retail,3A,0.89
ME_CTRL_ADV_SEQ,Retail,3B,0.86
ME_CTRL_ADV_SEQ,Retail,3C,0.91
ME_CTRL_ADV_SEQ,Retail,4A,0.93
ME_CTRL_ADV_SEQ,Retail,4B,0.94
ME_CTRL_ADV_SEQ,Retail,4C,0.94
ME_CTRL_ADV_SEQ,Retail,5A,0.91
ME_CTRL_ADV_SEQ,Retail,5B,0.86
ME_CTRL_ADV_SEQ,Retail,5C,0.88
ME_CTRL_ADV_SEQ,Retail,6A,0.9
ME_CTRL_ADV_SEQ,Retail,6B,0.88
ME_CTRL_ADV_SEQ,Retail,6C,0.89
ME_CTRL_ADV_SEQ,Retail,7A,0.89
ME_CTRL_ADV_SEQ,Retail,7B,0.9
ME_CTRL_ADV_SEQ,Retail,7C,0.91
ME_CTRL_ADV_SEQ,Warehouse,1A,0.85
ME_CTRL_ADV_SEQ,Warehouse,1B,0.88
ME_CTRL_ADV_SEQ,Warehouse,1C,0.86
ME_CTRL_ADV_SEQ,Warehouse,2A,0.91
ME_CTRL_ADV_SEQ,Warehouse,2B,0.92
ME_CTRL_ADV_SEQ,Warehouse,2C,0.85
ME_CTRL_ADV_SEQ,Warehouse,3A,0.94
ME_CTRL_ADV_SEQ,Warehouse,3B,0.88
ME_CTRL_ADV_SEQ,Warehouse,3C,0.87
ME_CTRL_ADV_SEQ,Warehouse,4A,0.92
ME_CTRL_ADV_SEQ,Warehouse,4B,0.94
ME_CTRL_ADV_SEQ,Warehouse,4C,0.94
ME_CTRL_ADV_SEQ,Warehouse,5A,0.85
ME_CTRL_ADV_SEQ,Warehouse,5B,0.93
ME_CTRL_ADV_SEQ,Warehouse,5C,0.88
ME_CTRL_ADV_SEQ,Warehouse,6A,0.88
ME_CTRL_ADV_SEQ,Warehouse,6B,0.9
ME_CTRL_ADV_SEQ,Warehouse,6C,0.92
ME_CTRL_ADV_SEQ,Warehouse,7A,0.86
ME_CTRL_ADV_SEQ,Warehouse,7B,0.94
ME_CTRL_ADV_SEQ,Warehouse,7C,0.86
