x_cm,y_cm,z_cm,t_hours,j_density_A_cm2,pH2O_pH2_ratio,T_inlet_C,T_field_C,sigma_xx_MPa,sigma_yy_MPa,sigma_zz_MPa,sigma_xy_MPa,sigma_xz_MPa,sigma_yz_MPa,damage_index_D
1.7665,2.5398,0.16214,3341.49,0.392,0.415,635.1,650.32,22.463,16.968,-5.435,-0.881,0.03,0.149,0.00546
2.2159,3.9416,0.04624,3108.75,0.256,0.506,752.1,756.73,28.389,24.731,-2.151,-1.712,-0.542,0.059,0.0025
1.8731,3.5195,0.09565,3268.29,0.066,0.514,689.7,696.48,17.787,20.425,-4.156,-1.738,0.099,-0.136,0.00079
2.973,0.3193,0.15814,5265.43,0.353,0.448,806.6,825.83,34.514,29.918,-5.549,1.032,0.031,-0.105,0.00779
3.4314,1.238,0.14772,2755.64,0.428,0.523,749.4,767.75,29.828,25.168,-3.435,-0.288,0.133,0.113,0.00589
2.2878,3.4092,0.07523,302.95,0.064,0.75,832.7,842.03,29.585,28.029,-3.645,-2.066,0.055,0.344,0.00124
2.8899,3.1896,0.0635,428.46,0.982,0.59,831.5,853.16,44.077,36.867,-3.104,-2.187,-0.282,-0.292,0.00612
0.5267,3.9862,0.08497,524.74,0.607,0.656,825.6,841.09,42.0,35.139,-3.526,-1.302,0.018,0.479,0.00221
1.8032,0.0907,0.12589,7957.25,0.632,0.619,789.1,807.97,38.517,31.214,-2.746,2.105,0.265,-0.197,0.03235
0.6917,0.686,0.27413,2043.78,0.555,0.541,612.6,642.41,23.011,20.754,-4.509,0.674,0.093,0.419,0.00531
0.6612,3.5941,0.04549,3458.8,0.466,0.745,638.9,647.88,21.121,21.439,-2.88,-0.595,-0.474,-0.281,0.00738
3.3954,0.6556,0.22728,3271.26,0.886,0.846,655.6,694.05,34.69,29.706,-3.501,0.925,0.824,-0.322,0.02775
2.9513,1.9513,0.22142,365.24,0.484,0.597,747.5,771.31,30.398,28.29,-4.708,-0.827,0.835,0.022,0.00234
0.4177,0.0128,0.14927,915.96,0.962,0.78,822.8,852.06,42.739,40.422,-2.709,-0.251,-0.078,0.092,0.01
1.3269,3.9852,0.20886,2732.25,0.438,0.684,768.7,791.38,33.626,30.385,-4.089,-0.895,-0.264,0.58,0.00453
1.2824,0.9663,0.18695,2297.89,0.293,0.609,808.0,826.98,34.308,27.905,-6.054,1.446,0.196,0.175,0.00356
2.5801,1.2275,0.01113,119.05,0.684,0.137,602.6,608.28,21.586,20.676,-4.172,1.726,-0.735,-0.072,0.00017
0.4111,0.3411,0.22532,7227.11,0.968,0.898,683.4,716.9,37.223,30.942,-4.747,0.149,0.291,0.016,0.06805
0.8722,3.1293,0.05174,2753.18,0.154,0.835,828.8,834.79,32.971,24.846,-3.009,-1.522,-0.193,-0.137,0.00011
1.9327,1.7003,0.14036,4447.7,0.357,0.765,799.2,816.6,33.274,30.02,-3.081,-0.13,-0.247,-0.248,0.00624
2.7559,1.6759,0.12344,2223.92,0.597,0.626,744.9,762.63,29.41,31.691,-3.754,0.257,-0.384,-0.718,0.00827
3.1947,1.9052,0.17226,4783.12,0.205,0.286,845.5,863.64,31.092,26.766,-2.35,0.365,0.381,-0.029,0.00219
0.6645,1.3649,0.1954,5067.8,0.88,0.573,818.9,850.6,45.764,38.379,-4.314,-0.06,0.266,0.956,0.03886
0.5685,1.1077,0.01424,63.21,0.966,0.898,842.7,856.81,42.738,34.855,-4.361,0.526,-1.116,-0.141,0.00083
3.7899,0.3133,0.08848,2858.73,0.627,0.137,668.1,684.7,28.841,28.669,-3.386,-0.741,0.278,-0.423,0.01167
1.8564,1.1106,0.29854,6126.07,0.664,0.19,750.8,790.58,34.876,31.131,-5.723,2.052,0.35,0.902,0.02807
1.3762,2.3124,0.16191,3159.87,0.173,0.216,698.7,714.14,25.579,19.524,-4.782,-0.387,-0.268,0.021,0.00265
1.9602,0.0757,0.18501,7925.62,0.798,0.109,802.3,828.98,41.288,34.275,-5.549,1.943,0.315,-0.295,0.05253
3.7811,0.5623,0.18922,3089.18,0.502,0.818,645.1,665.35,27.484,19.774,-3.591,-0.501,-0.038,0.071,0.00867
1.6692,1.3613,0.20106,3542.92,0.503,0.278,839.2,862.43,39.816,33.936,-3.882,0.961,0.329,-0.01,0.00986
2.9949,2.3939,0.10361,1020.35,0.091,0.126,810.6,822.6,31.861,24.829,-6.2,-0.509,0.251,-0.595,0.0
0.539,3.0933,0.1443,1048.25,0.565,0.669,660.2,676.16,26.187,22.539,-4.988,-0.495,-0.482,-0.144,0.0044
3.9984,3.0916,0.24063,1840.2,0.243,0.368,625.5,648.75,20.556,16.365,-5.891,-0.109,0.386,0.033,0.00143
3.5175,1.0043,0.04117,189.81,0.975,0.665,606.0,626.22,31.382,24.85,-2.917,0.61,-0.515,-0.72,0.00271
0.9603,2.4504,0.12434,2814.59,0.161,0.132,715.2,729.38,24.876,22.933,-3.549,0.295,0.067,-0.327,0.00036
0.261,0.8801,0.23364,2157.94,0.386,0.378,772.5,798.14,36.246,27.151,-3.526,0.064,0.115,0.029,0.00234
0.7141,1.2993,0.17388,4921.21,0.253,0.545,732.5,748.35,26.212,24.718,-4.803,0.674,0.099,0.246,0.0019
2.2719,2.2234,0.22252,2842.61,0.118,0.805,759.8,779.18,27.132,21.684,-5.181,-0.366,-0.047,-0.284,0.00144
3.8258,0.7784,0.27091,7203.83,0.954,0.862,804.0,844.44,44.213,34.646,-5.558,0.907,0.754,0.384,0.06483
3.4574,0.7887,0.07164,2667.59,0.877,0.648,849.6,868.7,47.712,34.91,-3.811,0.901,-0.426,-0.549,0.02157
0.9319,1.4455,0.07751,3514.73,0.838,0.634,804.6,822.59,39.134,31.581,-3.064,0.163,-0.544,-0.261,0.02677
3.2733,2.2977,0.18594,3079.62,0.645,0.286,692.7,721.19,30.722,27.585,-6.653,-0.277,0.277,-0.069,0.01315
2.4259,3.4839,0.29643,7446.27,0.596,0.768,719.4,756.96,31.219,25.318,-3.297,-2.081,0.865,-0.253,0.02626
1.2963,2.9526,0.00717,3752.12,0.717,0.364,612.3,623.23,27.456,21.264,-2.159,-1.302,-0.507,-0.249,0.01955
0.0971,3.3105,0.15665,5147.67,0.296,0.16,672.9,694.25,22.167,22.724,-2.223,-0.592,-0.033,0.483,0.00623
3.1526,1.7758,0.02053,6114.11,0.044,0.384,715.6,717.96,23.9,22.711,-4.414,0.193,-0.203,0.397,0.00047
2.5018,3.1011,0.1931,7378.55,0.754,0.882,816.0,845.51,43.641,30.615,-4.201,-1.972,0.13,0.283,0.0426
1.6589,2.9948,0.10113,3800.76,0.414,0.33,698.2,709.69,28.726,21.944,-3.023,-2.019,-0.291,-0.23,0.00659
2.7666,0.8682,0.2177,2558.79,0.053,0.528,675.5,696.1,15.731,16.986,-5.56,1.4,-0.143,-0.133,0.00019
2.3746,2.4085,0.10966,4794.53,0.508,0.842,742.2,757.15,29.57,26.15,-4.859,-0.197,0.158,-0.249,0.01125
3.5121,1.2631,0.0747,1491.3,0.809,0.397,650.7,667.8,30.744,25.846,-3.793,0.264,-0.144,-0.142,0.01065
0.7206,3.6917,0.0756,3029.15,0.053,0.765,744.0,750.97,21.522,20.224,-5.052,-0.715,0.212,-0.457,0.0
0.9532,2.3984,0.20495,4714.29,0.059,0.294,727.7,747.79,26.161,21.333,-6.56,-0.8,-0.089,0.467,0.0
0.2721,0.5586,0.22887,7068.87,0.259,0.3,624.1,649.06,17.792,19.591,-4.383,0.431,0.202,-0.086,0.00386
3.5462,3.5448,0.01136,6003.31,0.263,0.479,682.0,686.12,24.44,19.649,-5.069,-0.151,-0.014,0.056,0.00326
2.6836,0.588,0.24288,3309.88,0.823,0.405,610.3,646.07,28.183,23.821,-5.299,1.915,-0.101,-0.006,0.02186
1.4476,0.7782,0.07541,3513.27,0.008,0.461,760.1,765.73,27.188,22.118,-4.585,1.75,-0.162,-0.337,0.0
1.8634,0.9683,0.17354,1707.65,0.966,0.218,654.2,686.6,33.684,31.498,-4.479,1.56,-0.575,-0.109,0.0154
3.842,2.0704,0.11315,609.89,0.705,0.653,844.4,863.38,41.154,34.683,-4.155,0.097,0.14,-0.327,0.00305
1.5537,2.8032,0.2428,511.99,0.034,0.271,751.2,776.07,21.649,23.141,-3.624,-0.354,-0.244,0.244,0.00114
3.8673,1.0148,0.05632,2003.42,0.343,0.461,689.7,695.19,24.017,20.479,-5.215,-0.28,-0.229,0.462,0.00324
2.1406,0.992,0.09412,4380.87,0.834,0.741,672.1,693.75,31.248,23.912,-3.991,1.854,-0.632,-0.17,0.02983
0.873,1.0796,0.04568,1093.57,0.662,0.25,701.2,712.13,28.185,27.313,-3.106,1.081,-0.683,-0.509,0.00446
0.2839,1.4836,0.12826,949.93,0.804,0.631,607.7,629.73,24.237,22.624,-3.232,0.366,-0.388,-0.152,0.00594
3.5075,1.7541,0.18059,6052.68,0.339,0.355,608.3,628.61,19.334,20.171,-4.795,-0.219,0.017,0.017,0.00584
1.3303,1.7127,0.2839,5439.34,0.891,0.668,615.5,654.85,30.363,28.409,-4.509,0.946,0.376,0.07,0.04278
3.5291,0.4467,0.25665,6115.59,0.911,0.25,795.2,834.98,45.477,41.514,-5.487,0.514,0.369,0.363,0.05037
1.9563,2.9844,0.25079,510.62,0.627,0.333,625.9,656.61,26.699,21.355,-1.37,-1.487,0.478,0.236,0.00169
2.3213,1.7896,0.05378,599.66,0.101,0.393,658.2,662.84,18.906,16.909,-1.983,0.737,-0.126,-0.265,0.00072
0.3453,0.7979,0.11701,1901.67,0.246,0.715,792.5,807.6,33.026,24.669,-5.833,0.413,-0.015,0.041,0.00152
1.6553,0.9156,0.21373,6900.22,0.151,0.832,797.1,820.16,31.35,21.938,-5.844,2.599,0.121,-0.479,0.00245
0.0204,1.0748,0.17249,7646.3,0.049,0.134,708.5,724.04,25.995,22.623,-3.769,0.14,-0.311,-0.199,0.00149
2.4637,2.9711,0.20445,5073.4,0.161,0.823,712.8,734.38,20.655,22.038,-4.612,-0.748,-0.197,0.521,0.00065
3.7942,3.7144,0.1582,1635.25,0.432,0.442,728.6,745.2,32.774,25.748,-4.205,0.367,0.608,0.014,0.00489
1.2177,2.2832,0.29063,6679.2,0.542,0.676,742.7,777.56,33.484,27.719,-5.986,0.391,0.129,0.197,0.01893
0.0828,3.9106,0.08755,182.04,0.304,0.22,737.6,747.1,28.386,22.811,-4.645,0.086,-0.501,-0.159,0.00045
1.4143,2.1004,0.04203,5296.64,0.626,0.799,742.5,752.95,36.065,31.563,-2.65,-0.243,-0.146,-0.298,0.01905
3.5415,0.2579,0.01053,1347.04,0.269,0.48,605.3,607.29,19.552,14.257,-3.072,0.754,-0.078,-0.169,0.0
0.4424,1.1235,0.07082,4714.04,0.535,0.38,806.4,816.19,35.096,31.583,-3.966,0.439,-0.7,-0.517,0.01466
2.2162,1.7321,0.26505,7776.35,0.781,0.789,730.0,770.38,35.257,29.876,-4.02,0.192,-0.169,0.16,0.04684
1.4681,3.9035,0.00487,7332.99,0.451,0.255,850.0,853.41,34.772,32.575,-4.81,-1.227,0.032,0.122,0.01523
3.0461,0.1969,0.07492,649.11,0.255,0.712,782.0,792.5,33.933,26.281,-2.998,0.959,-0.217,-0.072,0.00085
0.4112,1.3951,0.0896,6115.19,0.56,0.34,742.4,756.52,31.827,24.849,-2.78,0.932,0.096,0.132,0.01913
0.3946,0.2117,0.10464,6066.41,0.452,0.803,618.5,633.62,23.283,17.593,-4.649,0.082,0.005,0.031,0.01247
1.2588,2.2864,0.28133,2046.57,0.784,0.216,798.0,834.7,39.051,38.239,-4.305,-0.063,0.351,0.482,0.01223
1.7522,3.5703,0.2508,4487.08,0.224,0.42,774.8,799.77,28.598,23.886,-4.313,-1.802,0.109,0.096,0.00257
1.9798,2.5794,0.17786,3759.58,0.518,0.562,699.9,721.88,29.402,24.722,-5.576,-0.21,0.36,-0.186,0.00742
3.8838,2.695,0.29582,2492.86,0.808,0.844,736.1,775.16,39.348,33.008,-7.3,0.726,0.766,0.506,0.01754
2.3744,1.201,0.02974,1150.1,0.128,0.464,845.6,849.8,29.95,25.868,-4.94,1.388,0.346,-0.008,0.00104
2.0565,3.2346,0.21689,25.12,0.236,0.723,814.3,835.22,32.653,29.728,-4.604,-1.972,0.156,-0.004,9e-05
1.3419,2.2024,0.17762,5940.49,0.682,0.298,681.8,707.02,30.402,28.061,-4.276,-0.838,0.207,0.219,0.02671
1.2009,0.5514,0.2134,5124.13,0.575,0.539,633.5,659.01,24.341,21.232,-5.078,2.225,0.156,-0.011,0.01892
3.9588,2.7232,0.0346,1717.63,0.861,0.177,826.3,846.06,42.384,37.919,-2.513,-0.075,-0.489,-0.961,0.01298
1.1013,3.1811,0.10307,3065.58,0.412,0.443,764.2,775.41,30.606,28.615,-4.513,-1.42,-0.218,0.577,0.00529
0.3397,0.7714,0.06249,6456.73,0.773,0.571,814.5,831.36,43.896,36.07,-3.295,0.919,-0.537,-0.157,0.04097
3.0202,1.1183,0.16428,4637.48,0.766,0.418,754.5,778.33,35.494,31.371,-3.617,1.242,-0.56,0.303,0.02832
0.3465,0.8283,0.02611,525.28,0.557,0.703,808.8,812.64,33.84,26.416,-4.704,0.907,-0.156,-0.008,0.0026
1.0242,0.9433,0.01409,229.93,0.721,0.692,762.9,770.02,32.648,30.243,-2.851,1.321,-0.669,-0.006,0.00073
0.9111,1.0159,0.12537,6554.04,0.322,0.433,662.5,675.36,24.428,21.198,-2.729,0.256,0.097,0.083,0.00729
1.0403,0.4923,0.28745,4302.3,0.043,0.301,604.9,632.43,12.616,15.918,-4.027,0.555,-0.455,0.564,0.00066
0.8174,1.6794,0.24524,6432.22,0.818,0.26,766.6,804.2,42.893,35.596,-3.448,0.4,-0.197,-0.023,0.04301
3.0834,2.0686,0.29555,7689.37,0.577,0.727,670.3,701.73,27.374,25.395,-5.635,-0.142,0.689,0.629,0.02579
0.5931,3.3083,0.25459,5808.34,0.808,0.74,777.2,812.93,37.496,35.226,-6.643,-1.009,0.346,0.011,0.03803
1.654,1.1989,0.17153,5859.35,0.744,0.19,721.3,745.62,34.489,28.95,-3.608,1.215,0.026,0.324,0.03333
1.9112,2.1712,0.2723,3728.71,0.492,0.613,793.4,825.23,33.307,32.724,-4.503,0.507,0.361,-0.133,0.00841
2.711,2.6073,0.22871,5868.04,0.736,0.512,787.9,817.59,35.998,33.404,-6.071,-0.793,0.593,0.198,0.03159
0.7565,1.6149,0.28967,6689.29,0.561,0.508,819.0,856.81,38.68,29.912,-3.689,0.37,0.54,0.276,0.02137
2.3357,1.2604,0.20916,2034.22,0.178,0.696,623.9,645.77,20.262,11.994,-4.429,1.062,0.578,0.299,0.00061
1.4603,2.5002,0.20889,1099.33,0.531,0.462,757.2,780.53,35.371,26.026,-3.728,-1.726,0.399,0.016,0.00181
0.9349,3.8706,0.13832,1435.94,0.955,0.86,732.3,759.59,34.466,34.882,-3.683,-1.489,0.395,0.325,0.01462
0.1766,2.7358,0.24116,907.59,0.678,0.15,822.9,850.96,41.894,35.846,-2.936,-0.68,0.547,0.31,0.00474
3.8643,1.6238,0.07048,4562.22,0.314,0.203,734.9,742.42,27.751,26.114,-4.594,0.611,-0.329,0.17,0.00618
1.0628,1.0471,0.10264,808.22,0.986,0.876,668.1,690.35,33.623,28.384,-4.349,1.153,-0.495,-0.482,0.00618
1.553,1.598,0.1346,2457.53,0.608,0.215,745.0,764.34,33.181,30.307,-5.937,0.513,0.017,0.411,0.00989
0.1259,1.5248,0.07131,3302.2,0.298,0.465,754.1,758.36,30.179,24.582,-4.118,0.296,-0.318,-0.091,0.00529
2.9157,1.5243,0.17925,1025.56,0.679,0.867,679.6,700.29,28.723,24.457,-3.523,0.596,0.122,-0.117,0.00562
1.6943,0.3647,0.1043,3640.84,0.537,0.495,650.9,664.87,27.546,26.614,-3.892,1.423,-0.14,0.004,0.00963
3.2458,3.1302,0.00533,5191.18,0.365,0.528,641.6,647.35,18.06,18.29,-2.321,-1.696,-0.371,0.246,0.00642
1.9641,3.0321,0.242,6256.91,0.862,0.46,842.1,879.73,47.202,35.527,-4.98,-0.952,0.404,1.058,0.04768
0.2426,2.9388,0.25227,5150.7,0.286,0.177,607.4,634.6,21.667,18.272,-5.729,-0.298,0.272,-0.055,0.0028
3.5902,3.8393,0.15405,2125.4,0.186,0.491,747.0,762.52,29.185,19.489,-4.616,-0.084,-0.567,-0.157,0.00157
2.3268,2.7692,0.16144,3660.86,0.401,0.771,780.4,797.97,32.494,29.161,-2.891,-1.192,-0.373,0.117,0.00724
0.8409,0.1167,0.002,986.79,0.416,0.148,829.2,833.07,35.456,32.451,-3.657,1.472,-0.518,0.302,0.00132
2.5195,1.9293,0.13433,2062.43,0.908,0.843,649.5,676.22,30.191,26.159,-2.031,-0.287,-0.017,0.639,0.01631
0.6737,2.3897,0.25379,6529.27,0.684,0.186,615.3,649.69,24.611,22.512,-5.024,0.013,0.406,0.024,0.03088
3.3129,0.878,0.03843,6729.09,0.667,0.213,625.5,638.12,22.541,27.627,-4.818,0.526,-0.258,-0.723,0.03118
2.9141,1.5167,0.01195,3590.64,0.664,0.779,674.2,679.32,29.297,23.135,-3.715,0.464,-0.497,-0.216,0.01551
1.6176,2.3323,0.15222,6269.3,0.983,0.708,794.3,826.51,44.726,34.3,-1.899,-0.599,-0.048,0.05,0.06024
2.864,1.3225,0.16075,3490.81,0.346,0.62,649.0,665.61,20.466,19.778,-4.331,0.907,-0.052,-0.508,0.00414
2.6063,2.2797,0.11594,4193.0,0.196,0.247,667.4,678.97,22.833,17.215,-6.46,-0.383,-0.06,-0.01,0.0006
1.0002,3.0545,0.2151,1959.15,0.881,0.379,834.2,867.42,45.538,36.921,-5.273,-0.901,0.05,0.762,0.01623
1.2507,0.1594,0.12552,2360.04,0.509,0.558,747.3,760.72,31.306,28.981,-3.853,1.419,-0.241,-0.316,0.00691
2.6134,0.0344,0.16425,6237.21,0.929,0.702,613.1,641.68,27.967,29.74,-2.913,2.434,0.717,-0.055,0.05326
3.1398,0.2014,0.08099,4194.29,0.759,0.886,708.4,724.04,30.621,28.167,-2.432,1.051,-0.348,-0.123,0.02411
2.8759,3.2781,0.09241,472.89,0.769,0.131,662.3,681.57,31.791,27.945,-2.805,-1.693,-0.016,-0.222,0.00297
1.8916,1.7518,0.24726,7938.29,0.788,0.204,639.8,675.15,23.374,26.085,-4.836,0.935,0.814,0.136,0.04906
3.6827,3.472,0.27596,5832.45,0.275,0.452,763.9,794.19,30.366,29.397,-3.576,-1.006,-0.256,-0.477,0.00432
3.115,2.7726,0.10331,396.24,0.181,0.181,647.1,657.98,19.613,19.283,-5.806,-0.888,0.124,-0.568,0.00034
0.0191,2.7266,0.29793,1624.91,0.293,0.724,838.6,867.73,32.819,29.456,-4.813,0.554,0.128,-0.111,0.00221
2.4285,2.0025,0.05014,5460.91,0.68,0.367,843.7,855.87,41.179,35.595,-4.576,-0.743,-0.339,-0.701,0.02758
3.6746,3.0094,0.26523,358.28,0.2,0.754,833.9,859.58,35.723,30.375,-5.083,1.241,0.345,-0.273,0.00126
1.6411,1.2543,0.03376,4895.03,0.72,0.182,651.8,662.81,28.86,25.465,-2.812,1.431,-0.108,-0.346,0.02449
1.5586,0.1848,0.2146,2786.2,0.951,0.575,634.1,669.87,31.328,29.289,-4.056,1.678,0.373,-0.098,0.02449
0.2519,1.8179,0.12394,7982.94,0.182,0.694,776.9,791.89,28.528,25.848,-2.952,-0.393,0.068,0.364,0.00284
0.2457,0.4063,0.19763,2938.15,0.132,0.887,628.7,651.07,16.668,17.396,-5.05,0.099,0.868,-0.178,0.0
0.9386,1.9624,0.12205,4041.0,0.988,0.794,834.6,860.11,45.772,38.171,-2.556,-0.004,0.127,-0.164,0.04002
3.6721,1.2853,0.11483,1755.07,0.736,0.503,818.0,832.69,40.385,34.905,-4.847,0.852,-0.083,-0.041,0.01077
1.9273,0.5336,0.16698,7152.73,0.133,0.649,839.5,853.76,35.456,27.101,-3.499,1.524,-0.209,-0.055,0.00204
2.0884,0.5826,0.29743,1008.2,0.573,0.508,788.4,821.96,38.32,33.919,-4.673,1.798,0.839,-0.035,0.00196
3.4123,1.854,0.1573,4180.92,0.874,0.158,667.4,694.55,37.622,29.933,-4.984,0.27,-0.207,0.487,0.03103
0.4419,2.0781,0.22668,7131.97,0.394,0.656,821.8,845.93,34.152,31.981,-5.4,-0.208,0.316,0.087,0.01175
2.7113,0.5839,0.14218,1844.91,0.949,0.733,761.7,791.57,41.098,32.676,-3.641,1.393,0.11,0.033,0.01579
2.6866,3.7713,0.29904,55.26,0.853,0.192,802.3,843.1,41.101,37.398,-3.529,-1.9,0.75,-0.589,0.00274
2.1908,1.448,0.17182,6951.68,0.072,0.434,635.3,650.63,17.412,16.104,-5.207,1.027,-0.345,-0.206,0.0
2.2429,0.5041,0.17504,4577.12,0.535,0.666,839.8,860.66,38.257,35.479,-4.914,1.469,0.193,-0.001,0.01379
1.5327,1.3033,0.04415,5974.3,0.385,0.488,849.8,855.35,40.121,32.007,-5.301,0.674,-0.072,-0.52,0.00887
2.1835,0.5864,0.28701,2042.2,0.907,0.377,846.9,885.38,45.821,36.898,-3.615,1.371,0.325,-0.072,0.01631
3.3294,0.3388,0.24155,7517.42,0.544,0.304,727.9,755.37,34.494,27.672,-5.098,1.23,0.293,-0.292,0.02358
1.8474,2.9755,0.23726,4195.11,0.986,0.464,828.9,864.87,45.547,36.638,-5.771,-1.332,0.183,-0.076,0.04095
2.5458,3.3184,0.01322,6934.72,0.504,0.829,728.2,736.67,33.187,21.613,-3.267,-1.755,-0.639,0.44,0.01767
3.2385,0.6841,0.05836,4583.45,0.922,0.254,769.2,788.41,39.436,36.059,-3.531,0.806,-0.2,-0.343,0.0395
3.2042,2.9315,0.11717,5243.85,0.815,0.261,745.5,767.45,38.793,32.003,-3.679,-1.351,-0.417,-0.592,0.03442
0.6758,3.3455,0.2807,7359.79,0.202,0.16,650.9,680.84,18.419,25.302,-4.292,-1.3,0.736,-0.6,0.00344
0.0149,0.1236,0.28581,898.39,0.94,0.448,827.2,868.93,44.519,36.921,-4.389,0.29,0.837,0.18,0.00775
0.4225,1.6855,0.23548,4938.48,0.383,0.39,792.6,823.54,34.293,27.422,-3.331,-0.148,0.287,0.12,0.00824
1.125,3.8243,0.28164,7883.1,0.366,0.685,733.5,763.65,27.832,27.165,-6.18,-1.047,0.693,-0.227,0.01049
0.0414,0.1314,0.20016,3878.54,0.959,0.321,682.2,716.02,36.691,31.185,-3.448,0.096,0.763,-0.497,0.03633
2.2566,0.9996,0.28936,3483.75,0.459,0.367,826.7,856.71,38.381,29.605,-4.827,2.057,-0.054,0.443,0.00692
0.176,2.4816,0.0877,3448.26,0.046,0.401,778.4,790.65,27.291,23.962,-5.452,-0.55,0.383,0.156,0.00155
2.6645,1.9561,0.03193,1545.76,0.697,0.354,607.0,616.22,21.961,19.495,-3.775,0.196,-0.341,-0.343,0.00756
3.6209,1.2453,0.20488,4975.44,0.651,0.663,724.7,748.16,34.505,29.223,-4.097,1.428,0.248,0.056,0.0194
3.8811,2.3866,0.13093,2366.5,0.327,0.769,607.1,620.77,16.74,14.637,-2.466,0.212,-0.282,0.09,0.00206
1.7192,3.4779,0.1184,1003.92,0.362,0.43,784.8,797.39,32.241,25.913,-5.836,-2.886,-0.608,-0.173,0.0024
3.3143,0.1836,0.07823,2639.89,0.523,0.644,765.7,779.31,35.542,27.817,-4.128,0.279,0.41,0.395,0.00687
2.528,1.0813,0.27543,1424.57,0.552,0.209,763.9,799.61,33.731,25.635,-5.795,0.702,-0.353,0.55,0.00484
3.42,1.3544,0.20423,5799.35,0.447,0.228,725.6,749.27,28.725,22.214,-3.662,0.93,0.066,0.529,0.01213
0.746,1.8661,0.05155,6124.96,0.27,0.884,811.1,819.76,29.328,32.638,-4.716,0.098,-0.637,-0.045,0.00596
2.7141,2.2524,0.13509,1639.23,0.886,0.504,784.7,811.05,41.29,33.02,-4.717,-0.407,-0.221,-0.067,0.01389
0.1629,2.2645,0.03685,543.54,0.854,0.372,843.9,858.47,45.102,37.37,-3.336,-0.129,-0.441,-0.008,0.0039
3.66,0.1627,0.05176,3238.81,0.917,0.249,834.6,850.78,44.609,37.193,-2.062,-0.47,-0.365,-0.213,0.02798
0.0616,0.3874,0.15876,5152.9,0.854,0.105,682.7,709.58,29.467,27.512,-4.585,-0.147,0.291,0.052,0.03797
3.4386,3.316,0.24329,3809.0,0.731,0.177,699.8,735.76,31.095,30.087,-4.502,-0.344,0.312,0.158,0.02043
1.157,0.6215,0.12945,1285.16,0.825,0.554,754.5,779.33,38.202,34.946,-4.539,0.412,-0.427,-0.269,0.00852
1.9738,2.6804,0.2908,6091.11,0.124,0.289,749.2,778.42,25.77,23.02,-4.233,-1.944,0.214,0.305,0.0
2.484,0.8385,0.00931,1396.36,0.963,0.462,800.0,817.09,41.112,39.103,-2.432,1.948,-1.001,-0.855,0.01531
1.5926,2.0987,0.15127,4037.46,0.809,0.161,747.0,774.65,35.751,35.879,-2.893,-1.038,0.184,0.07,0.02621
2.6483,3.3733,0.24934,2660.99,0.02,0.407,815.2,840.33,30.351,23.647,-6.206,-1.588,-0.412,-0.402,0.00031
1.6982,3.8737,0.26402,3010.4,0.097,0.636,699.3,728.76,21.831,20.555,-4.934,-1.799,-0.312,0.036,0.00102
3.7295,0.2614,0.292,3562.76,0.638,0.215,622.2,657.41,27.702,23.294,-5.106,0.038,0.912,-0.065,0.01496
3.4444,1.6653,0.19336,159.22,0.504,0.519,766.9,794.79,36.463,27.495,-5.143,-0.085,-0.134,-0.092,0.00051
2.2641,0.9561,0.13317,1486.83,0.034,0.837,711.7,724.54,21.129,18.063,-4.203,1.86,-0.001,-0.057,0.0
0.4962,1.8735,0.25904,5395.47,0.207,0.162,788.3,816.92,28.464,27.802,-3.556,-0.587,0.039,-0.445,0.0041
2.6894,2.7527,0.0292,3285.15,0.499,0.224,602.0,609.63,18.688,19.16,-3.584,-1.174,-0.588,-0.837,0.00634
3.0826,0.7046,0.13293,6708.08,0.709,0.313,648.5,669.35,26.843,24.855,-3.894,0.964,-0.199,-0.083,0.03351
2.3504,0.5591,0.23615,3934.62,0.021,0.492,718.4,742.01,22.391,15.564,-3.103,2.014,-0.35,0.208,0.0
2.4553,2.81,0.16286,4058.99,0.063,0.5,656.8,671.41,22.311,19.933,-3.141,-2.137,-0.089,-0.253,0.0
0.0353,3.3764,0.11159,7853.39,0.995,0.47,720.4,747.43,40.55,30.582,-1.738,-0.222,-0.176,0.094,0.07864
0.3083,3.5047,0.01893,4596.0,0.998,0.546,820.0,837.65,47.66,38.037,-2.202,0.695,-0.655,0.147,0.04893
2.0782,1.842,0.26673,3424.61,0.084,0.814,644.7,671.36,19.097,19.138,-4.945,0.213,0.009,-0.189,0.00048
0.9931,3.1783,0.01073,4846.94,0.403,0.658,675.0,679.15,24.656,19.555,-5.566,-0.647,-0.153,0.193,0.00782
0.2976,1.1107,0.0392,2700.42,0.449,0.675,718.5,723.45,29.229,22.404,-5.256,-0.367,-0.589,-0.375,0.00588
1.2703,0.3118,0.2501,1987.27,0.014,0.154,624.3,645.6,13.06,14.655,-4.065,1.99,0.09,0.166,0.0
1.1501,1.7362,0.0703,1798.2,0.055,0.39,604.4,610.66,16.07,12.363,-3.497,0.094,-0.262,0.125,0.00075
1.5463,1.002,0.25078,2878.69,0.713,0.364,680.6,714.06,29.012,25.688,-6.73,1.624,-0.234,0.337,0.01689
3.2675,3.8997,0.07444,6209.62,0.423,0.563,689.2,699.87,25.36,21.74,-4.666,-0.095,-0.213,0.076,0.01137
0.2112,2.2427,0.24418,7515.17,0.636,0.191,728.5,760.85,32.353,28.894,-6.594,0.366,0.39,-0.441,0.03049
