Tunnel_ID,Soil_Type,Tunnel_Depth_m,Tunnel_Diameter_m,H_D_Ratio,Lining_Thickness_m,Undrained_Shear_Strength_kPa,Friction_Angle_deg,K0,Groundwater_Level_m,Volume_Loss_pct,Surface_Settlement_mm,Lateral_Displacement_mm,Pore_Water_Pressure_kPa,Crown_Convergence_mm,Risk_Score,Failure_Label
TUN-0947,Sand,10.7,10.4,1.03,0.492,2.7,39.2,0.597,2.4,5.841,4415.49,1021.37,41.2,0.0,0.7187,1
TUN-0948,Mixed_Clay_Sand,26.2,11.23,2.34,0.374,31.7,28.0,0.505,8.0,1.607,581.11,117.16,77.2,1.23,0.6421,1
TUN-0949,Clay,32.5,10.37,3.14,0.296,165.3,26.0,0.934,23.3,0.982,245.98,109.97,230.0,1.89,0.5275,0
TUN-0950,Sand,28.0,10.48,2.67,0.487,7.9,38.9,0.578,7.3,6.293,1848.91,694.98,57.2,0.0,0.8287,1
TUN-0951,Mixed_Clay_Sand,5.9,7.1,0.84,0.254,16.5,26.9,1.066,1.6,1.178,751.85,257.89,8.3,0.0,0.482,0
TUN-0952,Sand,10.4,10.64,0.98,0.442,4.4,41.1,0.543,4.9,4.332,3538.36,1105.31,55.8,0.0,0.6814,1
TUN-0953,Clay,19.4,7.45,2.61,0.326,98.2,24.5,1.861,9.7,1.017,217.39,54.03,99.0,0.07,0.4831,0
TUN-0954,Mixed_Clay_Sand,16.4,8.86,1.85,0.424,41.2,24.9,0.807,7.2,1.083,388.61,228.48,76.2,0.0,0.5225,0
TUN-0955,Clay,28.8,6.79,4.23,0.163,39.9,20.4,1.478,20.6,1.979,241.46,110.65,204.1,0.45,0.6577,1
TUN-0956,Mixed_Clay_Sand,13.3,5.28,2.52,0.16,16.7,28.5,0.729,6.1,2.038,322.79,102.99,32.2,0.51,0.5813,1
TUN-0957,Clay,32.1,3.99,8.04,0.197,130.2,18.7,1.882,14.7,1.391,49.94,20.49,153.6,0.69,0.5495,0
TUN-0958,Clay,18.8,9.08,2.06,0.343,166.2,26.7,0.976,13.0,0.826,272.25,80.39,131.2,0.44,0.4229,0
TUN-0959,Clay,13.0,4.48,2.9,0.181,137.1,23.5,0.843,9.1,0.824,95.09,32.96,96.8,0.0,0.3908,0
TUN-0960,Sand,28.1,5.99,4.69,0.201,3.6,30.4,0.582,12.7,8.0,763.96,412.18,123.0,1.56,0.8571,1
TUN-0961,Clay,13.2,8.6,1.54,0.34,70.7,20.0,1.162,8.9,0.845,355.3,131.27,74.6,0.0,0.4596,0
TUN-0962,Clay,17.0,4.5,3.77,0.173,89.5,27.9,1.513,5.7,1.065,97.38,53.24,54.6,1.2,0.4948,0
TUN-0963,Clay,10.0,11.67,0.86,0.674,49.3,20.5,1.871,5.2,1.158,1181.18,584.16,63.6,0.6,0.4843,0
TUN-0964,Clay,20.7,7.7,2.69,0.354,72.5,24.4,0.969,15.5,0.997,214.32,102.29,149.8,0.0,0.5153,0
TUN-0965,Mixed_Clay_Sand,10.8,9.51,1.14,0.26,73.4,31.6,1.153,6.9,0.438,271.38,78.32,69.7,0.09,0.4222,0
TUN-0966,Sand,31.0,3.21,9.67,0.095,4.8,40.1,0.424,9.0,8.0,196.07,94.02,79.8,1.53,0.8682,1
TUN-0967,Mixed_Clay_Sand,32.0,7.86,4.07,0.216,25.6,29.7,1.143,14.9,3.043,440.46,103.3,147.6,1.32,0.7464,1
TUN-0968,Sand,8.1,3.38,2.39,0.076,3.5,31.3,0.465,2.8,4.15,445.09,209.98,19.5,0.0,0.6578,1
TUN-0969,Clay,7.1,5.89,1.21,0.165,70.1,25.1,1.986,5.4,0.385,142.4,82.3,60.7,0.16,0.3989,0
TUN-0970,Sand,14.2,3.03,4.68,0.103,3.2,38.3,0.565,8.2,7.679,373.74,194.25,79.6,0.46,0.7481,1
TUN-0971,Clay,6.0,7.78,0.77,0.338,64.1,27.4,1.533,2.3,0.562,424.42,165.23,41.0,0.05,0.4049,0
TUN-0972,Sand,28.4,8.94,3.18,0.181,6.3,41.2,0.526,15.3,8.0,1685.72,553.5,137.1,1.87,0.8612,1
TUN-0973,Mixed_Clay_Sand,32.0,5.89,5.43,0.14,55.2,34.3,0.856,13.7,1.215,98.48,46.52,145.2,0.57,0.614,1
TUN-0974,Clay,7.7,10.97,0.7,0.299,34.6,23.8,1.455,4.5,0.506,594.18,123.81,42.8,0.0,0.4417,0
TUN-0975,Sand,24.6,6.39,3.84,0.331,2.1,33.1,0.584,5.7,8.0,994.89,386.49,69.7,0.52,0.8195,1
TUN-0976,Sand,24.5,9.63,2.55,0.5,1.2,28.5,0.572,8.2,8.0,2270.17,917.18,85.3,0.0,0.8123,1
TUN-0977,Clay,32.2,4.91,6.55,0.144,104.0,24.4,0.801,17.0,1.237,71.55,38.34,164.0,1.32,0.5777,1
TUN-0978,Clay,15.2,9.15,1.66,0.521,128.4,20.1,1.934,10.4,0.844,350.3,162.42,109.5,0.06,0.4163,0
TUN-0979,Mixed_Clay_Sand,21.7,8.69,2.5,0.257,14.0,31.8,0.547,12.2,3.83,1000.08,282.33,121.8,1.85,0.7501,1
TUN-0980,Clay,27.2,6.5,4.18,0.164,85.0,19.0,1.866,14.4,1.376,159.71,78.24,134.9,0.56,0.5733,1
TUN-0981,Clay,19.3,9.94,1.94,0.406,28.2,22.8,1.174,12.4,1.647,634.22,278.59,121.6,0.65,0.5924,1
TUN-0982,Clay,23.9,6.0,3.99,0.292,61.7,21.7,1.5,14.7,1.943,221.56,72.52,154.5,0.0,0.5949,1
TUN-0983,Clay,19.4,8.57,2.27,0.384,111.4,27.9,1.832,8.1,1.118,318.07,72.59,95.2,1.56,0.4974,0
TUN-0984,Clay,32.9,9.42,3.49,0.538,40.4,23.8,1.565,11.9,2.517,506.78,300.92,110.9,0.0,0.6855,1
TUN-0985,Sand,24.8,6.13,4.05,0.366,6.5,33.6,0.515,11.3,7.27,825.62,437.92,110.2,0.02,0.8091,1
TUN-0986,Clay,10.4,3.84,2.71,0.221,157.0,18.9,1.614,4.4,0.848,89.15,29.38,42.8,0.0,0.3618,0
TUN-0987,Sand,31.6,3.26,9.72,0.167,3.1,35.6,0.408,12.3,8.0,199.38,67.25,127.3,0.0,0.8469,1
TUN-0988,Clay,18.6,5.62,3.3,0.18,119.6,22.8,1.612,13.3,1.276,165.21,90.34,149.1,0.71,0.4784,0
TUN-0989,Sand,11.0,5.49,2.0,0.242,1.1,30.6,0.578,6.3,8.0,1647.25,625.23,69.5,0.0,0.7221,1
TUN-0990,Sand,14.7,7.71,1.91,0.403,1.5,37.3,0.575,8.1,8.0,2424.85,1229.59,89.1,0.0,0.7465,1
TUN-0991,Clay,13.6,3.34,4.06,0.138,72.9,19.9,0.946,6.4,0.3,18.6,7.86,72.4,0.34,0.2807,0
TUN-0992,Sand,9.5,11.85,0.8,0.671,7.9,33.0,0.556,2.5,2.427,2684.71,649.06,23.9,0.47,0.5839,1
TUN-0993,Sand,28.2,10.65,2.65,0.617,1.6,34.2,0.581,9.3,8.0,2412.84,1191.63,91.3,0.0,0.8365,1
TUN-0994,Mixed_Clay_Sand,5.3,5.89,0.89,0.341,44.9,30.1,0.873,2.1,0.954,473.38,163.68,27.8,0.0,0.4379,0
TUN-0995,Sand,27.4,8.27,3.32,0.456,2.3,34.9,0.372,12.3,8.0,1497.55,376.42,95.8,1.18,0.8483,1
TUN-0996,Sand,33.8,9.92,3.41,0.337,7.8,32.2,0.494,15.2,7.585,1652.95,449.52,135.0,0.84,0.8548,1
TUN-0997,Clay,6.2,6.72,0.92,0.275,31.5,18.9,0.917,3.9,1.006,554.08,127.15,20.6,0.0,0.46,0
TUN-0998,Mixed_Clay_Sand,29.8,11.89,2.51,0.59,41.0,24.0,0.534,19.2,2.114,755.59,301.13,184.6,0.77,0.6749,1
TUN-0999,Clay,27.6,5.4,5.1,0.275,172.0,27.3,0.95,9.0,0.974,78.75,21.3,98.1,1.08,0.4987,0
TUN-1000,Sand,7.0,11.92,0.58,0.408,3.0,29.2,0.392,1.6,4.071,6231.29,2701.01,25.9,0.0,0.6469,1
TUN-1001,Sand,24.3,3.12,7.8,0.144,5.8,41.8,0.497,10.8,7.234,216.88,107.11,106.5,0.06,0.8074,1
TUN-1002,Sand,12.0,7.84,1.53,0.245,0.8,31.5,0.46,4.2,8.0,3064.27,1666.22,32.3,0.42,0.7357,1
TUN-1003,Sand,22.4,4.93,4.55,0.295,6.0,31.3,0.418,9.5,7.21,583.67,299.06,79.7,0.83,0.8061,1
TUN-1004,Mixed_Clay_Sand,8.7,4.3,2.03,0.248,24.2,22.3,1.108,3.0,0.88,137.84,78.17,21.8,0.4,0.4839,0
TUN-1005,Sand,9.3,11.33,0.82,0.567,2.2,41.3,0.584,4.0,6.677,6910.75,3294.19,43.9,0.22,0.7131,1
TUN-1006,Mixed_Clay_Sand,9.3,8.7,1.07,0.196,12.6,30.2,0.901,3.4,2.116,1295.9,593.38,34.6,0.52,0.563,1
TUN-1007,Sand,25.1,10.63,2.36,0.458,7.5,41.7,0.538,7.0,6.245,2108.72,545.43,65.7,0.0,0.8098,1
TUN-1008,Mixed_Clay_Sand,26.2,7.81,3.36,0.259,57.4,31.5,0.998,7.8,1.552,272.41,147.11,93.6,0.28,0.5993,1
TUN-1009,Clay,27.3,9.66,2.83,0.279,80.0,18.2,1.198,8.6,1.282,329.13,193.42,92.1,1.06,0.5821,1
TUN-1010,Sand,31.5,5.69,5.54,0.165,3.3,28.7,0.425,4.5,8.0,615.68,297.54,37.4,0.7,0.8573,1
TUN-1011,Clay,8.3,8.85,0.94,0.47,43.1,18.7,1.287,3.8,0.897,631.43,206.33,30.1,0.8,0.4693,0
TUN-1012,Clay,8.3,5.63,1.48,0.258,161.9,20.3,0.967,6.0,0.732,211.98,88.86,51.7,0.46,0.3491,0
TUN-1013,Sand,13.6,11.12,1.23,0.225,3.2,32.2,0.364,1.9,6.666,4538.49,1420.81,5.8,0.43,0.7441,1
TUN-1014,Sand,11.3,3.38,3.34,0.103,6.7,29.2,0.436,1.2,3.628,276.36,97.76,13.1,0.0,0.6501,1
TUN-1015,Mixed_Clay_Sand,27.1,3.4,7.97,0.083,42.9,30.2,0.703,14.6,2.399,73.45,31.8,162.1,1.03,0.6731,1
TUN-1016,Mixed_Clay_Sand,5.4,3.76,1.42,0.218,58.8,30.2,0.734,1.6,0.754,152.25,69.08,0.0,0.0,0.4146,0
TUN-1017,Sand,33.8,7.94,4.25,0.343,6.1,33.9,0.446,13.4,8.0,1121.7,307.85,143.4,0.94,0.8579,1
TUN-1018,Sand,15.2,7.7,1.97,0.361,3.7,34.3,0.55,7.3,6.155,1802.48,387.05,66.4,0.57,0.756,1
TUN-1019,Sand,11.4,9.37,1.22,0.321,6.9,30.8,0.404,6.6,3.57,2050.23,698.51,74.0,0.1,0.6494,1
TUN-1020,Clay,8.7,7.69,1.13,0.438,173.4,28.0,1.368,6.0,0.911,467.6,244.32,79.3,0.52,0.3613,0
TUN-1021,Sand,28.2,8.39,3.36,0.35,1.7,39.9,0.571,16.5,8.0,1496.31,709.5,155.3,0.89,0.8497,1
TUN-1022,Sand,26.8,3.65,7.34,0.17,0.1,28.7,0.539,9.1,8.0,298.29,67.15,81.9,0.09,0.8298,1
TUN-1023,Clay,10.9,6.35,1.71,0.154,106.8,22.1,1.808,7.7,0.57,158.19,50.04,89.1,1.31,0.4138,0
TUN-1024,Sand,23.7,9.24,2.57,0.524,7.6,39.8,0.366,14.0,5.817,1572.92,329.12,148.3,1.57,0.8242,1
TUN-1025,Clay,7.5,7.79,0.96,0.295,31.8,23.2,0.929,3.8,0.844,512.87,133.74,32.7,0.0,0.4604,0
TUN-1026,Mixed_Clay_Sand,6.0,7.87,0.76,0.349,64.1,30.1,0.662,3.0,0.516,398.93,101.0,2.1,0.0,0.4015,0
TUN-1027,Clay,19.2,3.41,5.65,0.084,59.0,27.9,1.77,11.0,1.301,59.11,27.16,91.9,1.91,0.5629,1
TUN-1028,Sand,5.3,10.65,0.5,0.404,3.8,33.0,0.458,2.4,2.546,4100.15,2418.54,30.0,0.0,0.5588,1
TUN-1029,Sand,9.6,9.82,0.98,0.425,1.7,40.1,0.505,1.1,7.333,5508.91,1941.44,9.8,0.23,0.716,1
TUN-1030,Clay,22.8,3.92,5.82,0.205,122.3,27.6,1.628,7.4,0.974,54.31,30.78,53.5,1.42,0.4997,0
TUN-1031,Clay,12.3,7.94,1.55,0.38,92.5,22.3,1.107,8.0,0.339,129.65,26.11,76.5,0.05,0.4075,0
TUN-1032,Mixed_Clay_Sand,19.3,9.16,2.11,0.496,26.5,29.0,1.104,9.1,1.932,625.0,221.03,75.8,0.11,0.6007,1
TUN-1033,Sand,21.8,10.08,2.17,0.415,7.4,34.2,0.513,2.4,5.726,2000.47,869.18,17.6,1.27,0.8071,1
TUN-1034,Sand,14.9,3.42,4.35,0.187,3.4,37.6,0.388,7.7,7.27,428.7,201.0,88.3,1.64,0.7706,1
TUN-1035,Mixed_Clay_Sand,34.0,6.31,5.39,0.21,31.3,32.0,1.006,7.5,2.944,258.83,80.23,67.1,0.93,0.73,1
TUN-1036,Mixed_Clay_Sand,16.0,9.26,1.73,0.519,21.9,29.9,1.135,4.7,1.65,664.84,257.4,42.0,0.22,0.5706,1
TUN-1037,Sand,6.1,6.15,0.99,0.285,2.8,38.9,0.59,0.7,4.305,2015.49,1142.65,9.6,0.18,0.6556,1
TUN-1038,Sand,27.8,11.26,2.46,0.33,3.1,33.8,0.561,4.7,8.0,2738.92,1517.93,58.3,0.12,0.8338,1
TUN-1039,Sand,29.4,9.28,3.17,0.546,3.6,41.7,0.381,15.4,8.0,1754.49,690.9,145.5,0.72,0.8534,1
TUN-1040,Sand,31.9,10.97,2.9,0.23,7.0,35.4,0.56,6.1,8.0,2267.69,703.31,52.3,2.44,0.8796,1
TUN-1041,Sand,26.0,8.58,3.03,0.302,0.7,40.0,0.562,2.7,8.0,1701.7,566.91,28.4,1.6,0.8464,1
TUN-1042,Clay,29.8,11.48,2.59,0.667,39.2,27.2,1.481,19.8,1.731,575.16,220.11,199.4,1.5,0.6685,1
TUN-1043,Mixed_Clay_Sand,31.7,8.19,3.87,0.233,34.3,26.7,0.702,18.2,2.378,376.74,202.85,187.5,0.91,0.6982,1
TUN-1044,Sand,28.1,8.05,3.49,0.304,0.8,28.0,0.584,6.6,8.0,1385.31,730.5,66.0,0.86,0.8493,1
TUN-1045,Sand,14.9,9.21,1.62,0.488,2.3,40.2,0.37,5.4,8.0,3418.77,922.89,44.1,0.0,0.7469,1
TUN-1046,Mixed_Clay_Sand,9.0,9.51,0.94,0.459,20.0,29.4,0.848,4.5,1.248,943.86,236.45,46.2,0.83,0.5147,0
TUN-1047,Sand,20.1,5.86,3.43,0.279,2.3,34.4,0.564,2.9,8.0,1022.88,359.43,58.4,0.32,0.7864,1
TUN-1048,Sand,19.6,7.65,2.56,0.218,1.7,37.1,0.373,5.0,8.0,1795.91,460.93,44.7,0.98,0.7934,1
TUN-1049,Clay,8.3,5.09,1.63,0.124,177.5,20.4,1.437,4.3,0.3,70.14,34.43,69.9,0.15,0.3225,0
TUN-1050,Clay,34.5,10.79,3.2,0.373,163.7,24.7,1.325,25.4,1.121,285.56,104.83,254.7,0.73,0.517,0
TUN-1051,Sand,18.1,6.65,2.72,0.345,1.0,41.0,0.477,7.6,8.0,1470.72,711.74,62.9,0.98,0.7842,1
TUN-1052,Mixed_Clay_Sand,27.9,11.02,2.54,0.587,60.2,31.7,1.065,17.3,0.947,310.84,180.19,163.4,0.81,0.5856,1
TUN-1053,Mixed_Clay_Sand,17.5,7.46,2.35,0.246,20.3,24.8,0.594,7.1,2.259,537.72,290.63,57.6,1.18,0.627,1
TUN-1054,Mixed_Clay_Sand,6.2,10.15,0.61,0.283,34.2,26.0,0.574,1.8,1.224,1516.93,590.98,22.6,0.58,0.4772,0
TUN-1055,Clay,27.2,11.39,2.39,0.495,120.2,26.7,1.615,21.7,1.123,402.98,179.31,208.2,1.06,0.5333,0
TUN-1056,Mixed_Clay_Sand,6.7,11.33,0.59,0.319,24.4,22.5,1.146,3.9,0.941,1344.59,333.53,33.2,0.0,0.4676,0
TUN-1057,Clay,29.9,8.15,3.67,0.415,129.6,22.3,1.638,9.2,1.404,236.5,119.49,83.4,0.71,0.5506,1
TUN-1058,Mixed_Clay_Sand,21.7,7.5,2.9,0.209,64.5,31.0,0.823,5.3,1.431,276.02,150.25,48.0,1.52,0.5747,1
TUN-1059,Mixed_Clay_Sand,17.2,3.56,4.83,0.138,48.8,29.1,0.611,10.2,1.69,91.75,38.58,107.4,0.33,0.5553,1
TUN-1060,Mixed_Clay_Sand,29.0,4.36,6.65,0.168,31.3,27.2,0.878,13.0,1.763,86.5,22.53,123.6,0.0,0.6499,1
TUN-1061,Clay,35.0,6.07,5.76,0.277,160.5,27.2,1.292,27.5,1.165,93.31,44.54,286.4,0.26,0.5121,0
TUN-1062,Sand,14.8,9.92,1.49,0.298,6.4,30.1,0.404,7.1,3.95,1970.6,1012.0,62.6,0.38,0.6955,1
TUN-1063,Clay,27.6,10.62,2.6,0.375,50.5,18.8,1.059,21.8,1.532,471.27,195.07,226.6,1.69,0.6353,1
TUN-1064,Sand,17.7,5.11,3.47,0.274,1.3,35.5,0.523,7.4,8.0,885.93,487.49,84.2,1.02,0.7821,1
TUN-1065,Sand,22.7,11.13,2.04,0.514,3.4,39.8,0.472,8.3,8.0,3267.6,1597.91,89.5,0.13,0.7999,1
TUN-1066,Clay,16.6,10.25,1.62,0.218,97.5,20.5,1.85,8.4,1.217,574.01,190.5,96.5,1.38,0.4949,0
TUN-1067,Mixed_Clay_Sand,11.2,8.8,1.28,0.269,48.5,29.0,0.815,5.1,0.605,311.72,103.94,62.3,0.59,0.4656,0
TUN-1068,Sand,26.9,5.83,4.6,0.208,7.3,41.5,0.535,12.7,6.825,650.49,284.94,141.9,0.21,0.8249,1
TUN-1069,Mixed_Clay_Sand,20.6,11.49,1.79,0.558,12.8,29.0,1.125,4.7,3.647,1753.98,382.04,55.5,0.27,0.7109,1
TUN-1070,Clay,31.9,9.74,3.28,0.307,42.6,18.5,1.901,19.5,1.936,432.71,259.43,182.7,0.88,0.6673,1
TUN-1071,Mixed_Clay_Sand,27.3,3.8,7.2,0.217,71.9,29.7,0.856,8.6,1.681,66.06,28.52,96.3,0.24,0.5979,1
TUN-1072,Mixed_Clay_Sand,19.8,10.34,1.92,0.55,78.7,34.8,0.82,13.4,0.831,338.74,179.09,115.2,0.4,0.5009,0
TUN-1073,Sand,26.9,7.1,3.78,0.333,6.4,39.8,0.414,10.4,7.985,1122.82,581.99,98.3,0.35,0.8278,1
TUN-1074,Sand,15.8,4.61,3.43,0.167,1.2,38.1,0.393,5.4,8.0,808.73,187.06,53.8,1.09,0.7705,1
TUN-1075,Sand,18.9,9.61,1.97,0.326,1.4,28.5,0.431,5.9,8.0,2931.63,867.84,63.7,0.0,0.7746,1
TUN-1076,Mixed_Clay_Sand,24.4,9.1,2.68,0.375,29.7,24.6,0.96,16.1,2.078,529.11,217.85,144.3,1.14,0.6542,1
TUN-1077,Clay,25.7,5.45,4.72,0.252,71.5,18.8,0.953,18.5,1.745,150.5,47.42,173.2,0.63,0.5968,1
TUN-1078,Mixed_Clay_Sand,34.8,11.42,3.04,0.251,28.0,27.4,1.113,13.2,2.712,767.34,244.92,137.9,1.29,0.7269,1
TUN-1079,Sand,16.4,6.2,2.64,0.182,6.5,40.3,0.572,4.9,4.87,858.01,402.37,45.2,0.0,0.746,1
TUN-1080,Clay,21.6,4.46,4.86,0.261,138.6,18.5,1.168,7.0,0.534,35.26,17.18,59.4,0.62,0.368,0
TUN-1081,Sand,33.8,6.43,5.26,0.247,4.0,40.9,0.445,20.0,8.0,729.48,176.15,198.6,0.97,0.8605,1
TUN-1082,Sand,28.5,11.38,2.5,0.281,1.5,35.7,0.382,4.2,8.0,2733.03,1468.62,49.9,1.1,0.8547,1
TUN-1083,Mixed_Clay_Sand,6.1,10.83,0.57,0.356,74.5,24.9,1.019,2.5,0.911,1305.27,629.62,23.3,0.11,0.4136,0
TUN-1084,Clay,23.1,5.08,4.55,0.222,171.7,27.2,1.041,8.1,0.379,30.03,8.72,69.6,0.87,0.3364,0
TUN-1085,Sand,20.9,9.49,2.2,0.203,0.5,37.6,0.434,7.2,8.0,2593.08,1353.86,84.6,0.14,0.7908,1
TUN-1086,Clay,9.0,3.33,2.69,0.074,67.0,20.8,1.258,5.3,0.574,51.92,26.15,58.5,0.8,0.4334,0
TUN-1087,Clay,33.5,10.44,3.21,0.359,90.3,18.0,1.102,14.9,1.082,261.55,102.4,144.7,0.41,0.5699,1
TUN-1088,Clay,21.4,3.26,6.57,0.11,106.8,21.4,1.215,15.5,1.339,49.26,23.87,146.7,0.78,0.511,0
TUN-1089,Mixed_Clay_Sand,7.8,6.55,1.19,0.256,57.0,30.5,1.134,4.8,0.909,374.79,135.98,40.6,0.0,0.4404,0
TUN-1090,Sand,11.2,8.43,1.33,0.461,0.2,35.1,0.596,2.0,8.0,3809.37,2089.05,6.3,0.4,0.7305,1
TUN-1091,Clay,33.9,6.12,5.53,0.184,88.8,22.1,1.35,21.8,2.108,169.86,34.71,211.2,0.87,0.6296,1
TUN-1092,Clay,24.8,3.49,7.1,0.19,75.6,24.1,0.814,12.0,1.002,40.12,10.48,93.5,0.08,0.4914,0
TUN-1093,Clay,15.0,7.96,1.88,0.474,89.9,22.3,0.871,10.2,1.009,321.11,181.19,93.1,0.58,0.4693,0
TUN-1094,Sand,18.6,4.3,4.33,0.22,3.8,36.8,0.444,3.7,8.0,595.29,325.43,47.4,0.0,0.7702,1
TUN-1095,Clay,13.4,4.24,3.15,0.089,178.1,26.3,1.687,5.3,0.685,69.07,34.3,47.2,0.5,0.3809,0
TUN-1096,Clay,12.4,4.25,2.93,0.221,165.0,21.1,1.852,4.1,0.769,84.29,26.19,60.0,0.0,0.3713,0
TUN-1097,Sand,26.3,6.04,4.35,0.328,6.9,30.8,0.46,8.3,7.338,764.63,175.67,55.3,0.29,0.8227,1
TUN-1098,Clay,25.6,8.85,2.89,0.525,136.5,21.3,1.943,12.3,1.081,247.76,54.38,131.2,0.02,0.4882,0
TUN-1099,Clay,26.5,5.9,4.49,0.146,87.7,26.2,0.956,15.3,1.484,149.34,46.3,138.2,0.84,0.5756,1
TUN-1100,Mixed_Clay_Sand,29.6,3.02,9.79,0.11,55.9,33.1,0.534,15.2,0.658,14.28,4.03,155.9,1.08,0.4117,0
TUN-1101,Sand,17.7,3.19,5.56,0.135,2.8,30.6,0.475,4.8,8.0,345.26,185.18,61.4,0.09,0.7668,1
TUN-1102,Sand,6.8,10.95,0.62,0.434,2.6,34.7,0.431,1.7,4.011,5300.65,1978.93,0.0,0.91,0.6569,1
TUN-1103,Clay,29.3,5.06,5.8,0.152,117.9,27.8,0.821,18.7,1.068,71.1,14.5,200.7,0.52,0.5389,0
TUN-1104,Clay,25.9,9.3,2.78,0.517,25.5,21.8,0.815,12.5,2.527,640.13,219.16,113.4,0.17,0.6759,1
TUN-1105,Sand,29.0,4.57,6.35,0.15,4.2,38.7,0.456,4.0,8.0,431.27,180.62,56.4,0.69,0.8495,1
TUN-1106,Sand,7.1,7.75,0.92,0.411,4.3,33.2,0.571,4.0,3.188,2017.96,1196.99,17.6,0.0,0.6025,1
TUN-1107,Sand,8.0,5.45,1.47,0.228,1.8,37.6,0.437,1.2,5.91,1640.1,869.17,26.5,0.37,0.7072,1
TUN-1108,Mixed_Clay_Sand,5.5,10.83,0.51,0.309,44.0,28.6,0.542,1.4,0.724,1165.12,356.25,4.1,0.0,0.4287,0
TUN-1109,Sand,17.7,10.66,1.66,0.633,7.3,30.4,0.464,5.8,4.922,2366.83,993.69,67.5,0.0,0.757,1
TUN-1110,Sand,12.4,4.86,2.55,0.146,0.8,29.0,0.512,7.1,8.0,1139.94,380.76,80.7,0.96,0.7463,1
TUN-1111,Clay,19.1,7.49,2.54,0.429,108.1,25.8,0.905,8.8,0.886,198.93,110.22,96.5,0.0,0.4633,0
TUN-1112,Sand,26.3,10.06,2.62,0.581,1.5,37.3,0.4,6.8,8.0,2305.19,1303.81,61.7,0.42,0.8303,1
TUN-1113,Sand,20.2,5.08,3.98,0.286,4.7,41.0,0.562,10.9,7.043,674.14,376.55,115.8,0.77,0.7915,1
TUN-1114,Clay,5.7,9.25,0.61,0.288,34.1,20.9,1.805,3.0,1.103,1249.91,411.66,34.6,0.17,0.4615,0
TUN-1115,Sand,27.8,4.03,6.89,0.199,2.4,33.4,0.417,4.9,8.0,349.64,188.07,45.7,1.08,0.8493,1
TUN-1116,Clay,11.3,9.42,1.2,0.424,58.8,24.1,0.806,4.4,0.484,283.52,79.8,58.9,0.0,0.4409,0
TUN-1117,Sand,7.2,10.37,0.69,0.232,3.6,37.9,0.436,4.0,3.763,4231.85,1157.54,54.3,0.01,0.6325,1
TUN-1118,Clay,5.5,5.07,1.09,0.279,146.0,25.7,1.792,2.2,0.328,113.16,46.64,13.5,0.28,0.3116,0
TUN-1119,Clay,22.1,9.61,2.3,0.539,152.0,23.4,1.989,12.5,0.615,190.75,49.5,123.5,0.56,0.4361,0
TUN-1120,Sand,16.6,4.15,4.0,0.146,3.0,36.7,0.447,5.1,8.0,621.5,198.88,46.3,0.04,0.758,1
TUN-1121,Sand,13.4,8.54,1.57,0.391,3.6,34.3,0.495,3.1,6.235,2539.52,1397.51,54.4,0.0,0.7359,1
TUN-1122,Sand,33.9,9.63,3.52,0.543,0.9,29.7,0.389,15.3,8.0,1642.4,500.55,126.1,0.95,0.8633,1
TUN-1123,Clay,10.8,6.05,1.78,0.189,107.4,25.5,1.752,4.4,0.842,213.77,55.39,31.8,0.25,0.4103,0
TUN-1124,Clay,22.6,9.51,2.38,0.275,151.9,18.3,1.333,14.0,0.701,211.93,115.89,125.4,0.8,0.4479,0
TUN-1125,Clay,13.4,4.23,3.16,0.19,63.5,20.8,1.047,5.6,0.649,66.59,38.78,45.3,1.56,0.4815,0
TUN-1126,Mixed_Clay_Sand,19.3,5.72,3.37,0.332,73.4,24.9,0.992,10.1,0.945,122.2,57.39,103.7,0.94,0.5164,0
TUN-1127,Clay,25.4,9.31,2.72,0.511,179.7,23.6,1.381,15.2,0.8,207.57,64.86,159.0,0.0,0.4592,0
TUN-1128,Clay,23.3,10.87,2.14,0.618,105.2,25.7,1.655,9.7,0.869,331.66,135.86,77.1,0.66,0.5033,0
TUN-1129,Mixed_Clay_Sand,27.6,12.0,2.3,0.655,24.8,34.5,0.738,13.9,2.966,1162.36,355.5,139.5,1.23,0.7258,1
TUN-1130,Clay,31.7,4.89,6.47,0.208,41.3,19.9,1.503,19.5,1.842,103.29,43.36,188.1,0.54,0.6588,1
TUN-1131,Sand,16.6,11.49,1.44,0.268,0.3,29.7,0.546,9.3,8.0,4777.88,1065.63,99.6,0.42,0.7665,1
TUN-1132,Sand,10.4,11.04,0.94,0.51,3.8,34.4,0.556,2.6,5.523,4870.4,1132.14,22.8,1.24,0.7339,1
TUN-1133,Mixed_Clay_Sand,27.5,8.25,3.34,0.45,72.5,31.3,0.539,9.5,1.276,239.79,126.01,91.2,0.63,0.5843,1
TUN-1134,Clay,7.6,4.48,1.7,0.194,109.6,27.4,1.949,4.5,1.143,226.92,113.68,48.0,0.0,0.3982,0
TUN-1135,Clay,33.1,10.51,3.15,0.285,64.1,23.8,1.296,13.5,1.171,294.0,148.27,130.1,1.57,0.618,1
TUN-1136,Mixed_Clay_Sand,6.6,4.15,1.58,0.147,75.1,33.0,0.533,3.0,0.625,120.84,59.09,39.0,0.0,0.4,0
TUN-1137,Clay,33.5,11.15,3.01,0.63,167.2,19.8,1.875,13.6,0.657,182.92,54.14,145.9,0.0,0.4828,0
