Longitude,Latitude,Soil_Type,Shrink_Swell_Potential,Compressibility_Index,Collapse_Potential,Overall_Susceptibility,Risk_Category,Groundwater_Depth_m,Asset_Proximity_m,Pipe_Material,Pipe_Age_years
-1.20556,52.14692,Firm_Clay,0.564,0.126,0.124,0.301,Moderate,2.2,26.2,Concrete,92
0.85463,52.48402,Swelling_Clay,0.776,0.29,0.146,0.448,Moderate,5.8,98.6,Steel,94
-2.08569,51.66836,Running_Sand,0.029,0.201,0.839,0.292,Low,6.1,38.4,Cast_Iron,13
0.85092,52.61479,Swelling_Clay,0.704,0.288,0.121,0.413,Moderate,3.6,16.7,PVC,15
-1.889,53.46493,Dense_Sand,0.022,0.098,0.34,0.128,Low,9.1,77.4,PVC,44
-2.16829,51.12263,Dense_Sand,0.014,0.172,0.256,0.13,Low,3.3,25.9,Concrete,61
0.0671,53.21633,Swelling_Clay,0.853,0.218,0.14,0.452,Moderate,10.9,190.6,Cast_Iron,13
-0.61225,52.40571,Dense_Sand,0.021,0.156,0.291,0.136,Low,11.1,85.8,PVC,113
1.13156,51.63025,Dense_Sand,0.014,0.066,0.299,0.103,Low,4.2,3.0,Cast_Iron,85
-1.04724,53.38722,Compressible_Ground,0.446,0.644,0.502,0.529,High,0.6,5.8,Concrete,56
-1.35139,52.20839,Firm_Clay,0.325,0.269,0.132,0.257,Low,11.5,13.9,Steel,51
-0.49706,51.82923,Compressible_Ground,0.255,0.698,0.455,0.46,Moderate,11.2,5.0,Cast_Iron,80
-0.67622,51.45374,Firm_Clay,0.578,0.186,0.142,0.332,Moderate,14.9,37.4,Cast_Iron,99
-1.12229,51.61113,Compressible_Ground,0.381,0.939,0.556,0.62,High,3.5,74.4,Steel,83
0.27497,53.08212,Compressible_Ground,0.239,0.67,0.479,0.45,Moderate,3.3,22.7,PVC,13
0.53825,52.53603,Compressible_Ground,0.414,0.832,0.302,0.532,High,2.6,12.6,Cast_Iron,57
0.91194,53.28311,Swelling_Clay,0.644,0.323,0.061,0.386,Moderate,11.4,77.5,Cast_Iron,43
1.39143,51.57992,Firm_Clay,0.327,0.278,0.146,0.264,Low,3.4,61.0,Cast_Iron,99
-1.43338,51.30285,Compressible_Ground,0.362,0.713,0.444,0.505,High,7.9,25.6,Cast_Iron,58
0.36437,51.01522,Compressible_Ground,0.423,0.684,0.476,0.528,High,10.5,7.6,PVC,92
-0.92297,52.26966,Dense_Sand,0.046,0.135,0.154,0.104,Low,2.3,36.5,Steel,13
0.20833,53.49577,Running_Sand,0.04,0.289,0.527,0.249,Low,2.6,39.5,Concrete,100
-0.59607,52.73741,Running_Sand,0.089,0.143,0.77,0.278,Low,6.2,25.5,Cast_Iron,95
1.47509,51.77099,Dense_Sand,0.03,0.159,0.226,0.124,Low,9.1,71.5,Steel,35
0.41561,53.19215,Dense_Sand,0.035,0.168,0.337,0.157,Low,6.0,43.0,Cast_Iron,42
1.30997,52.95431,Swelling_Clay,0.708,0.324,0.175,0.44,Moderate,7.9,65.7,Concrete,98
0.83988,51.03854,Running_Sand,0.081,0.167,0.606,0.243,Low,1.9,38.2,Steel,105
1.1116,53.04215,Dense_Sand,0.024,0.075,0.309,0.113,Low,13.2,38.9,Steel,98
0.75768,51.75132,Compressible_Ground,0.397,0.89,0.537,0.605,High,11.0,22.2,Concrete,45
-0.66336,51.37418,Compressible_Ground,0.265,0.903,0.557,0.561,High,14.3,4.0,Concrete,13
-1.49285,51.56583,Swelling_Clay,0.795,0.413,0.147,0.499,Moderate,11.7,22.3,Cast_Iron,114
-1.01872,52.17145,Swelling_Clay,0.661,0.204,0.103,0.361,Moderate,1.8,19.4,Steel,41
-2.41906,52.06217,Firm_Clay,0.568,0.268,0.053,0.334,Moderate,2.4,10.7,Steel,102
-0.40403,51.72222,Firm_Clay,0.465,0.137,0.129,0.266,Low,6.2,114.7,PVC,43
-0.47977,51.43055,Dense_Sand,0.026,0.126,0.323,0.135,Low,13.1,42.7,Cast_Iron,53
-0.399,52.90558,Firm_Clay,0.421,0.295,0.099,0.296,Low,11.8,29.9,PVC,65
1.39612,53.47527,Swelling_Clay,0.729,0.411,0.178,0.48,Moderate,7.9,32.8,Cast_Iron,56
1.14582,52.94448,Swelling_Clay,0.653,0.482,0.097,0.454,Moderate,12.1,62.8,Cast_Iron,58
-1.85315,51.73984,Dense_Sand,0.047,0.144,0.324,0.15,Low,2.9,49.3,Steel,59
-1.02447,51.61202,Compressible_Ground,0.281,0.859,0.534,0.547,High,12.6,18.8,Steel,11
-0.80418,51.54416,Compressible_Ground,0.331,0.849,0.438,0.539,High,5.3,36.6,Cast_Iron,74
-1.05787,51.34174,Dense_Sand,0.049,0.124,0.303,0.139,Low,10.2,32.7,Steel,22
0.69398,52.37833,Running_Sand,0.041,0.132,0.805,0.264,Low,13.8,12.3,Cast_Iron,14
-0.40385,52.5135,Swelling_Clay,0.706,0.419,0.142,0.464,Moderate,1.7,50.8,Steel,57
-0.2116,52.76376,Dense_Sand,0.047,0.093,0.282,0.122,Low,11.1,12.5,PVC,65
0.91205,52.70053,Dense_Sand,0.018,0.062,0.282,0.099,Low,0.6,66.2,Concrete,12
0.72371,51.73083,Swelling_Clay,0.668,0.236,0.087,0.372,Moderate,12.1,7.1,Cast_Iron,7
-1.97115,51.82578,Dense_Sand,0.023,0.188,0.148,0.112,Low,3.2,41.7,Cast_Iron,28
0.35566,52.70379,Compressible_Ground,0.44,0.754,0.51,0.567,High,3.0,51.4,PVC,37
-0.75826,51.87362,Running_Sand,0.078,0.189,0.873,0.316,Moderate,14.4,101.3,Steel,99
-1.3214,51.53156,Dense_Sand,0.027,0.059,0.337,0.115,Low,14.3,0.9,Concrete,47
-2.29992,51.93584,Dense_Sand,0.046,0.077,0.221,0.101,Low,13.7,19.5,PVC,106
-0.551,51.68021,Compressible_Ground,0.229,0.916,0.434,0.521,High,1.6,105.8,Steel,33
-1.07825,51.22078,Swelling_Clay,0.607,0.241,0.149,0.364,Moderate,14.7,5.9,Concrete,46
-1.49395,53.07535,Swelling_Clay,0.654,0.424,0.068,0.427,Moderate,4.0,10.9,Cast_Iron,51
0.27869,53.13278,Running_Sand,0.089,0.253,0.523,0.255,Low,8.7,79.9,Cast_Iron,117
0.57794,51.54938,Swelling_Clay,0.622,0.256,0.162,0.379,Moderate,9.1,38.9,Cast_Iron,80
-1.52084,51.16193,Compressible_Ground,0.3,0.938,0.372,0.541,High,13.6,43.4,PVC,98
-2.30221,52.84707,Swelling_Clay,0.74,0.485,0.113,0.494,Moderate,13.0,14.8,Cast_Iron,105
0.89501,51.52882,Compressible_Ground,0.453,0.922,0.446,0.615,High,9.8,0.1,Concrete,60
-2.46016,51.98359,Swelling_Clay,0.684,0.228,0.092,0.376,Moderate,5.2,173.3,Steel,17
1.24845,51.16034,Firm_Clay,0.428,0.298,0.04,0.285,Low,7.4,52.1,Cast_Iron,39
0.01048,51.56567,Swelling_Clay,0.815,0.23,0.071,0.424,Moderate,2.8,132.2,Steel,5
-1.21261,52.98226,Compressible_Ground,0.397,0.794,0.388,0.534,High,9.5,26.4,Cast_Iron,110
-1.51409,53.01099,Dense_Sand,0.038,0.069,0.148,0.076,Low,12.4,54.0,Steel,60
-2.46398,51.51771,Firm_Clay,0.425,0.179,0.11,0.26,Low,11.2,35.7,Concrete,29
-1.55811,51.83978,Swelling_Clay,0.887,0.324,0.173,0.511,High,8.4,35.8,Steel,97
-1.94909,51.3356,Swelling_Clay,0.772,0.47,0.167,0.515,High,11.9,8.7,Concrete,96
-0.05134,51.18543,Firm_Clay,0.37,0.163,0.095,0.229,Low,5.8,41.1,PVC,61
-1.83382,53.48043,Compressible_Ground,0.219,0.664,0.446,0.432,Moderate,5.5,11.4,Cast_Iron,109
-0.38548,52.63898,Firm_Clay,0.497,0.212,0.13,0.305,Moderate,3.2,94.2,Cast_Iron,29
-0.13953,52.35524,Compressible_Ground,0.271,0.605,0.306,0.397,Moderate,9.4,1.1,Cast_Iron,75
-1.30783,52.91375,Compressible_Ground,0.255,0.849,0.347,0.486,Moderate,8.3,4.2,Steel,42
-2.35974,53.10019,Running_Sand,0.063,0.126,0.839,0.279,Low,8.4,127.3,PVC,24
-2.35098,53.01679,Firm_Clay,0.576,0.116,0.036,0.28,Low,14.8,33.4,PVC,16
-2.39461,51.04135,Dense_Sand,0.041,0.09,0.282,0.118,Low,12.6,76.7,PVC,8
0.4565,51.46702,Swelling_Clay,0.72,0.324,0.124,0.433,Moderate,2.9,30.1,PVC,45
-1.22796,52.63726,Running_Sand,0.058,0.346,0.707,0.321,Moderate,3.8,54.4,Cast_Iron,40
0.6852,51.9394,Swelling_Clay,0.696,0.394,0.072,0.434,Moderate,5.5,120.0,PVC,36
-0.77307,53.45621,Running_Sand,0.062,0.311,0.842,0.344,Moderate,14.4,33.7,Steel,63
-0.68801,52.66351,Dense_Sand,0.027,0.061,0.206,0.083,Low,12.0,81.7,Steel,11
-0.44847,53.39137,Compressible_Ground,0.215,0.785,0.332,0.444,Moderate,3.4,115.2,PVC,66
0.35213,51.50362,Dense_Sand,0.04,0.06,0.204,0.088,Low,10.3,7.2,Cast_Iron,60
-1.40599,53.15989,Firm_Clay,0.319,0.23,0.146,0.245,Low,12.5,183.7,Concrete,39
-2.01365,51.80338,Dense_Sand,0.044,0.137,0.23,0.123,Low,6.4,85.2,Concrete,89
-0.27577,53.47391,Firm_Clay,0.317,0.29,0.02,0.233,Low,14.7,65.3,PVC,55
-1.19209,51.39422,Swelling_Clay,0.809,0.445,0.087,0.501,High,11.7,81.6,Concrete,104
-0.73003,52.29085,Swelling_Clay,0.613,0.261,0.08,0.356,Moderate,1.4,64.7,Cast_Iron,80
0.08779,52.98211,Compressible_Ground,0.221,0.904,0.437,0.514,High,7.2,144.6,Cast_Iron,69
-0.5235,52.08161,Swelling_Clay,0.869,0.492,0.086,0.542,High,8.0,38.2,PVC,59
-0.01888,52.17021,Running_Sand,0.037,0.339,0.888,0.356,Moderate,12.7,119.9,Steel,71
-0.3232,53.46589,Running_Sand,0.091,0.149,0.785,0.285,Low,11.1,28.9,Concrete,100
0.45919,52.06327,Dense_Sand,0.035,0.058,0.196,0.083,Low,6.2,341.7,Steel,46
0.32375,52.51018,Compressible_Ground,0.446,0.619,0.459,0.51,High,8.3,49.5,PVC,64
-0.36324,51.13635,Firm_Clay,0.529,0.252,0.076,0.319,Moderate,11.0,33.8,PVC,79
0.21561,53.10553,Dense_Sand,0.046,0.184,0.181,0.128,Low,13.8,70.9,Cast_Iron,20
0.99424,52.62042,Dense_Sand,0.02,0.138,0.325,0.137,Low,7.4,97.4,Steel,99
-0.77091,52.01005,Swelling_Clay,0.628,0.229,0.121,0.361,Moderate,9.0,27.7,PVC,30
-0.84895,51.04042,Running_Sand,0.068,0.101,0.887,0.284,Low,3.9,124.5,Cast_Iron,64
0.55698,52.47917,Compressible_Ground,0.271,0.682,0.599,0.497,Moderate,0.6,51.0,PVC,115
-0.16978,51.03164,Compressible_Ground,0.402,0.727,0.587,0.562,High,13.5,28.5,Steel,64
-2.21597,51.00301,Compressible_Ground,0.49,0.944,0.435,0.635,High,12.8,18.0,Concrete,16
1.06845,52.54025,Firm_Clay,0.349,0.142,0.105,0.216,Low,7.9,13.1,Cast_Iron,34
-2.37687,51.47254,Running_Sand,0.044,0.396,0.841,0.366,Moderate,6.1,122.6,Steel,106
0.49359,51.47972,Running_Sand,0.061,0.198,0.664,0.26,Low,5.1,43.6,Concrete,111
0.53518,52.63318,Dense_Sand,0.049,0.118,0.334,0.145,Low,13.8,14.6,PVC,85
1.31244,51.13424,Swelling_Clay,0.793,0.355,0.064,0.458,Moderate,14.9,69.8,Cast_Iron,100
-2.28346,51.78351,Running_Sand,0.033,0.27,0.753,0.296,Low,15.0,36.0,PVC,105
-0.11257,51.37358,Firm_Clay,0.424,0.13,0.059,0.23,Low,4.1,80.8,Concrete,83
-0.78864,52.45044,Swelling_Clay,0.689,0.347,0.083,0.418,Moderate,3.2,98.3,Steel,34
-1.17747,52.65441,Firm_Clay,0.324,0.253,0.079,0.238,Low,6.1,58.5,Concrete,97
-2.13873,52.80284,Swelling_Clay,0.606,0.264,0.078,0.354,Moderate,1.0,19.4,PVC,91
-0.24938,51.63808,Dense_Sand,0.039,0.099,0.149,0.088,Low,3.8,110.9,Steel,117
-0.58384,51.22312,Compressible_Ground,0.464,0.756,0.58,0.595,High,6.4,9.8,Steel,16
-2.08178,51.19671,Compressible_Ground,0.376,0.822,0.423,0.544,High,1.2,49.3,Concrete,101
-0.05004,52.06538,Running_Sand,0.096,0.279,0.508,0.263,Low,2.0,89.8,Cast_Iron,79
0.45181,53.36461,Swelling_Clay,0.884,0.369,0.18,0.528,High,12.5,44.5,Steel,36
0.56911,51.54432,Compressible_Ground,0.238,0.824,0.586,0.53,High,2.8,68.1,PVC,81
1.12149,51.64185,Compressible_Ground,0.445,0.844,0.578,0.618,High,10.8,26.4,Cast_Iron,89
-0.86212,51.25222,Compressible_Ground,0.438,0.743,0.501,0.56,High,2.0,110.8,Steel,112
1.31229,52.51393,Running_Sand,0.093,0.312,0.549,0.283,Low,8.9,120.4,PVC,95
0.96172,52.69968,Running_Sand,0.048,0.387,0.607,0.306,Moderate,5.9,69.3,Concrete,88
-1.31399,52.60733,Running_Sand,0.048,0.186,0.691,0.257,Low,13.2,2.2,Concrete,30
-1.86287,53.15283,Firm_Clay,0.598,0.22,0.063,0.332,Moderate,3.7,16.2,Steel,41
-0.75844,52.21606,Compressible_Ground,0.343,0.62,0.516,0.483,Moderate,5.9,11.1,Cast_Iron,108
-0.89241,51.33614,Swelling_Clay,0.892,0.409,0.124,0.531,High,11.8,66.9,PVC,5
-0.19712,51.72351,Firm_Clay,0.361,0.272,0.059,0.254,Low,14.1,16.5,Steel,105
-0.16646,52.65607,Dense_Sand,0.049,0.072,0.344,0.13,Low,1.7,12.3,Steel,21
0.49995,52.5328,Compressible_Ground,0.498,0.771,0.465,0.585,High,10.6,172.6,Steel,46
-0.46044,52.32751,Compressible_Ground,0.259,0.711,0.453,0.466,Moderate,2.3,18.0,Cast_Iron,63
-2.08071,52.70741,Running_Sand,0.01,0.206,0.546,0.213,Low,6.7,10.9,Steel,39
0.93317,52.59348,Running_Sand,0.091,0.197,0.652,0.268,Low,11.9,71.1,Steel,65
-1.26094,53.20331,Firm_Clay,0.53,0.286,0.144,0.348,Moderate,10.2,26.4,Cast_Iron,11
1.38519,52.46504,Swelling_Clay,0.797,0.447,0.106,0.502,High,13.8,19.6,PVC,26
-2.02856,52.9465,Firm_Clay,0.588,0.288,0.11,0.364,Moderate,5.2,12.4,Cast_Iron,12
1.333,51.62177,Swelling_Clay,0.813,0.351,0.136,0.482,Moderate,7.3,33.0,Concrete,16
-2.13595,52.69546,Running_Sand,0.092,0.109,0.821,0.28,Low,6.2,68.3,PVC,30
-1.57586,53.25549,Firm_Clay,0.392,0.118,0.05,0.211,Low,3.7,67.7,PVC,17
-2.31368,51.96433,Running_Sand,0.015,0.308,0.723,0.294,Low,6.6,42.8,Steel,65
0.32045,52.94776,Swelling_Clay,0.631,0.366,0.174,0.424,Moderate,5.8,72.0,Steel,88
0.90119,52.81197,Dense_Sand,0.043,0.148,0.279,0.139,Low,11.9,66.2,Cast_Iron,39
-0.76372,51.14882,Dense_Sand,0.016,0.096,0.152,0.078,Low,5.7,33.6,Concrete,33
1.21409,52.45377,Firm_Clay,0.433,0.254,0.101,0.288,Low,5.0,24.4,Concrete,6
-0.1388,51.32547,Compressible_Ground,0.36,0.643,0.543,0.505,High,2.7,24.2,PVC,19
0.02003,53.4183,Swelling_Clay,0.757,0.379,0.16,0.476,Moderate,5.4,44.6,Steel,23
0.88168,53.02852,Dense_Sand,0.04,0.095,0.117,0.079,Low,1.0,73.1,Steel,25
-1.3128,51.27431,Running_Sand,0.022,0.155,0.806,0.265,Low,9.2,34.8,Steel,104
-1.08294,51.30438,Dense_Sand,0.015,0.098,0.194,0.089,Low,5.1,99.9,Steel,111
1.12381,52.48618,Compressible_Ground,0.419,0.683,0.379,0.501,High,3.8,58.2,Concrete,109
1.10385,51.86222,Compressible_Ground,0.322,0.848,0.592,0.573,High,2.8,3.2,Steel,55
1.40593,51.08726,Dense_Sand,0.039,0.079,0.246,0.105,Low,9.1,17.4,PVC,93
1.10735,52.3541,Running_Sand,0.046,0.156,0.574,0.216,Low,8.1,55.9,Steel,62
-1.99051,51.96961,Swelling_Clay,0.773,0.274,0.151,0.443,Moderate,12.2,82.3,Cast_Iron,79
0.7949,51.25269,Swelling_Clay,0.77,0.438,0.059,0.476,Moderate,9.3,90.6,Steel,47
-0.86065,53.0048,Running_Sand,0.051,0.31,0.527,0.261,Low,6.1,17.5,Concrete,76
1.46321,53.28769,Swelling_Clay,0.659,0.319,0.08,0.395,Moderate,9.2,29.8,Steel,107
-0.61088,52.89148,Running_Sand,0.035,0.106,0.643,0.212,Low,4.3,58.3,Concrete,112
-0.28466,53.05606,Compressible_Ground,0.313,0.854,0.444,0.535,High,8.6,92.1,Cast_Iron,70
-0.3809,51.54123,Firm_Clay,0.597,0.28,0.057,0.351,Moderate,13.4,70.1,PVC,51
-1.21305,51.65893,Compressible_Ground,0.407,0.836,0.301,0.531,High,7.4,11.2,Concrete,19
-2.19991,51.52132,Dense_Sand,0.049,0.063,0.281,0.112,Low,3.0,0.4,Steel,79
1.0826,52.91266,Swelling_Clay,0.648,0.49,0.081,0.451,Moderate,3.3,1.6,Cast_Iron,112
0.7107,53.36979,Running_Sand,0.012,0.25,0.702,0.268,Low,1.3,13.7,Concrete,99
-1.94189,52.79209,Swelling_Clay,0.739,0.33,0.155,0.45,Moderate,10.9,71.8,Cast_Iron,63
0.60707,53.20367,Firm_Clay,0.37,0.113,0.069,0.205,Low,12.9,4.1,PVC,41
0.00339,52.59675,Dense_Sand,0.038,0.122,0.164,0.099,Low,5.2,3.7,Concrete,101
-0.86342,51.96915,Firm_Clay,0.313,0.245,0.137,0.245,Low,9.7,53.5,PVC,99
-1.48392,52.0644,Running_Sand,0.024,0.102,0.638,0.205,Low,11.4,161.5,Concrete,86
0.93892,51.1883,Running_Sand,0.043,0.234,0.671,0.267,Low,9.6,66.2,Cast_Iron,93
0.30075,51.07864,Firm_Clay,0.495,0.188,0.144,0.299,Low,10.8,27.8,Steel,93
-0.30904,52.73869,Dense_Sand,0.043,0.116,0.229,0.115,Low,4.7,91.3,PVC,108
-0.06173,52.09607,Dense_Sand,0.032,0.182,0.33,0.159,Low,12.5,3.4,Concrete,54
-2.13574,52.38054,Compressible_Ground,0.303,0.675,0.573,0.501,High,13.4,31.3,PVC,50
-0.60432,52.39415,Dense_Sand,0.011,0.116,0.11,0.072,Low,9.3,46.9,Concrete,83
-1.7252,51.69344,Swelling_Clay,0.657,0.311,0.179,0.417,Moderate,7.4,3.1,Cast_Iron,103
-1.66647,52.18973,Compressible_Ground,0.444,0.86,0.563,0.619,High,2.2,71.4,Concrete,14
0.14522,52.1769,Swelling_Clay,0.67,0.492,0.136,0.474,Moderate,13.6,98.0,Steel,76
1.14502,51.97107,Compressible_Ground,0.361,0.751,0.513,0.535,High,9.0,76.8,PVC,91
-0.88497,53.05169,Firm_Clay,0.506,0.164,0.049,0.272,Low,12.1,4.7,Steel,8
-1.669,52.12791,Dense_Sand,0.018,0.113,0.181,0.092,Low,10.9,60.1,Steel,96
0.09499,52.50911,Firm_Clay,0.431,0.142,0.107,0.249,Low,6.2,7.1,Steel,5
0.98475,53.2388,Firm_Clay,0.397,0.249,0.023,0.252,Low,4.2,8.9,Cast_Iron,36
0.49328,53.16558,Running_Sand,0.073,0.17,0.583,0.235,Low,12.9,10.6,Steel,39
0.97503,53.22606,Firm_Clay,0.385,0.117,0.11,0.222,Low,9.3,431.7,PVC,49
-0.35378,51.67501,Compressible_Ground,0.329,0.837,0.545,0.561,High,7.9,15.9,PVC,63
0.5075,51.08746,Firm_Clay,0.389,0.27,0.069,0.267,Low,4.7,82.0,Cast_Iron,24
-1.93974,51.65267,Firm_Clay,0.478,0.275,0.073,0.306,Moderate,4.4,33.8,PVC,111
-1.1069,51.69677,Firm_Clay,0.455,0.102,0.03,0.225,Low,11.0,25.5,Cast_Iron,56
-0.9418,53.2734,Running_Sand,0.068,0.274,0.861,0.339,Moderate,0.8,8.4,PVC,98
-0.45482,52.62311,Dense_Sand,0.044,0.07,0.109,0.069,Low,6.2,194.2,Concrete,108
1.21631,51.20426,Compressible_Ground,0.231,0.863,0.394,0.493,Moderate,10.9,11.2,Concrete,84
0.99719,51.33845,Compressible_Ground,0.28,0.758,0.531,0.51,High,11.5,36.3,PVC,112
-1.9619,51.38919,Firm_Clay,0.379,0.148,0.1,0.228,Low,9.5,2.4,PVC,107
-1.80884,52.57605,Running_Sand,0.044,0.324,0.823,0.337,Moderate,8.5,0.1,PVC,50
-1.06944,52.83854,Dense_Sand,0.04,0.087,0.216,0.101,Low,14.5,17.7,Cast_Iron,87
-1.33702,53.14911,Compressible_Ground,0.263,0.796,0.585,0.53,High,9.3,18.1,PVC,73
-0.04092,53.35159,Compressible_Ground,0.387,0.809,0.348,0.525,High,9.7,28.1,Cast_Iron,106
1.1111,51.50426,Dense_Sand,0.032,0.198,0.187,0.129,Low,14.5,5.1,Steel,7
1.34917,51.77443,Running_Sand,0.02,0.182,0.728,0.254,Low,9.1,74.6,Steel,50
0.11441,51.60081,Running_Sand,0.063,0.374,0.681,0.326,Moderate,3.8,8.8,Steel,57
0.85264,51.8969,Compressible_Ground,0.414,0.615,0.339,0.465,Moderate,2.0,44.0,Cast_Iron,103
-0.39919,53.28666,Compressible_Ground,0.25,0.807,0.528,0.515,High,5.3,43.2,PVC,70
-1.66669,52.43778,Firm_Clay,0.581,0.167,0.15,0.328,Moderate,14.7,75.4,Cast_Iron,81
-0.40125,52.84548,Swelling_Clay,0.763,0.226,0.184,0.43,Moderate,11.9,179.4,Cast_Iron,100
-0.27967,52.2253,Dense_Sand,0.031,0.128,0.197,0.106,Low,7.3,50.4,Steel,116
0.46983,51.07214,Firm_Clay,0.479,0.271,0.132,0.32,Moderate,8.0,21.3,Cast_Iron,68
-1.62047,51.16049,Swelling_Clay,0.734,0.224,0.107,0.399,Moderate,14.9,2.5,Steel,72
-1.02676,52.34481,Firm_Clay,0.552,0.23,0.094,0.325,Moderate,10.8,28.0,Steel,86
-1.04389,52.79697,Firm_Clay,0.589,0.186,0.107,0.327,Moderate,8.2,2.8,Concrete,28
1.33776,51.53833,Swelling_Clay,0.838,0.245,0.197,0.47,Moderate,11.2,32.0,PVC,20
-0.72422,52.80477,Compressible_Ground,0.232,0.796,0.322,0.452,Moderate,8.4,40.2,Cast_Iron,110
0.52038,53.02666,Compressible_Ground,0.418,0.687,0.567,0.549,High,8.8,46.6,Steel,106
0.50325,52.02974,Firm_Clay,0.557,0.286,0.121,0.353,Moderate,14.1,18.0,Steel,95
-1.43782,52.86605,Firm_Clay,0.561,0.212,0.135,0.332,Moderate,6.5,21.1,PVC,67
-0.21252,52.01007,Running_Sand,0.016,0.146,0.588,0.204,Low,12.3,66.2,Cast_Iron,10
1.07721,52.69588,Firm_Clay,0.383,0.289,0.031,0.262,Low,8.4,36.9,PVC,55
-0.59921,52.90999,Firm_Clay,0.378,0.287,0.073,0.27,Low,4.6,20.5,PVC,44
1.28047,53.47982,Firm_Clay,0.36,0.286,0.043,0.255,Low,13.3,26.0,PVC,80
-1.64217,51.86349,Firm_Clay,0.36,0.201,0.107,0.241,Low,13.5,52.8,Cast_Iron,102
-2.20336,52.0276,Compressible_Ground,0.21,0.92,0.571,0.549,High,6.0,1.5,PVC,34
1.06582,51.41405,Dense_Sand,0.042,0.131,0.201,0.113,Low,12.8,10.7,Concrete,107
0.89072,51.51018,Firm_Clay,0.307,0.133,0.142,0.205,Low,8.9,81.9,Concrete,87
1.47036,52.73349,Firm_Clay,0.55,0.208,0.021,0.298,Low,13.5,8.0,PVC,46
0.21757,53.29261,Running_Sand,0.047,0.2,0.723,0.27,Low,5.5,26.9,PVC,35
1.24675,51.98651,Swelling_Clay,0.649,0.386,0.126,0.426,Moderate,4.9,65.0,PVC,17
0.8078,51.44961,Running_Sand,0.053,0.3,0.821,0.332,Moderate,14.6,49.6,Cast_Iron,81
0.87771,51.71275,Compressible_Ground,0.2,0.786,0.364,0.446,Moderate,1.9,38.0,PVC,74
-0.22343,52.13763,Firm_Clay,0.424,0.234,0.084,0.272,Low,6.8,17.1,Concrete,81
-0.97054,51.72663,Running_Sand,0.041,0.294,0.546,0.256,Low,1.8,53.9,Concrete,118
1.23823,51.58395,Firm_Clay,0.429,0.13,0.073,0.236,Low,12.0,110.2,PVC,22
-0.77153,52.83996,Firm_Clay,0.318,0.234,0.051,0.222,Low,5.1,10.9,PVC,8
-0.34472,51.01961,Firm_Clay,0.495,0.222,0.107,0.302,Moderate,3.9,29.4,Concrete,73
-0.71554,52.34808,Swelling_Clay,0.791,0.438,0.093,0.493,Moderate,11.7,29.0,Concrete,41
-0.24073,52.98442,Dense_Sand,0.028,0.192,0.145,0.115,Low,10.3,43.0,PVC,8
-0.61798,51.66557,Firm_Clay,0.428,0.146,0.055,0.236,Low,3.7,39.0,Cast_Iron,71
-2.30813,52.50823,Firm_Clay,0.532,0.259,0.078,0.323,Moderate,5.2,70.8,Steel,46
1.02819,52.67225,Compressible_Ground,0.409,0.611,0.477,0.497,Moderate,5.5,10.9,Steel,93
-0.72242,52.63756,Running_Sand,0.034,0.374,0.619,0.299,Low,8.6,87.9,Cast_Iron,92
-0.14423,52.11462,Swelling_Clay,0.849,0.417,0.188,0.532,High,5.2,5.5,PVC,13
-1.94325,51.86644,Running_Sand,0.081,0.235,0.605,0.266,Low,0.9,18.8,Concrete,86
-2.48645,53.08981,Swelling_Clay,0.644,0.302,0.053,0.377,Moderate,11.0,106.3,PVC,42
-1.51884,52.89611,Running_Sand,0.012,0.165,0.675,0.232,Low,9.0,34.3,Steel,76
0.31834,51.80314,Firm_Clay,0.582,0.121,0.038,0.285,Low,5.7,27.3,Cast_Iron,30
-2.10322,51.25755,Compressible_Ground,0.432,0.648,0.541,0.535,High,9.3,197.9,Concrete,79
1.13555,51.17952,Running_Sand,0.083,0.26,0.818,0.328,Moderate,4.5,35.5,Steel,87
-1.63991,51.23569,Dense_Sand,0.014,0.058,0.18,0.071,Low,14.9,21.4,PVC,91
-1.68163,52.45717,Swelling_Clay,0.64,0.336,0.078,0.393,Moderate,3.3,5.3,Cast_Iron,95
-1.77397,51.12916,Firm_Clay,0.323,0.282,0.078,0.247,Low,12.7,194.3,PVC,47
-2.44407,51.84232,Swelling_Clay,0.87,0.241,0.174,0.476,Moderate,4.4,32.0,Concrete,56
0.58722,52.883,Swelling_Clay,0.871,0.473,0.064,0.53,High,5.8,78.8,PVC,44
1.00014,51.73587,Swelling_Clay,0.689,0.439,0.105,0.456,Moderate,2.8,25.9,Cast_Iron,37
-0.04335,52.90827,Firm_Clay,0.309,0.226,0.071,0.22,Low,0.6,56.0,Cast_Iron,26
-1.7472,52.86367,Compressible_Ground,0.389,0.72,0.459,0.522,High,6.1,60.3,PVC,44
-1.35889,51.61457,Dense_Sand,0.013,0.146,0.272,0.125,Low,5.9,104.3,Steel,50
-0.59629,52.82206,Running_Sand,0.026,0.371,0.676,0.309,Moderate,11.0,84.1,Steel,19
1.31738,52.86944,Swelling_Clay,0.875,0.269,0.089,0.466,Moderate,5.7,98.1,Cast_Iron,21
-1.51059,51.99363,Firm_Clay,0.504,0.2,0.096,0.296,Low,12.7,150.8,PVC,92
0.42658,51.52605,Swelling_Clay,0.654,0.392,0.061,0.414,Moderate,9.7,82.7,Cast_Iron,107
-0.74221,52.30318,Firm_Clay,0.321,0.238,0.064,0.228,Low,4.1,58.4,Steel,104
