Test_ID,G_Level,Soil_Type,Moisture_Content_pct,Loading_Rate_mm_min,Time_s,Scale_Factor_N,Settlement_mm_model,Settlement_mm_prototype,Lateral_Displacement_mm,Pore_Water_Pressure_kPa,PIV_Displacement_X_mm,PIV_Displacement_Y_mm,Shear_Strain,Shear_Band_Detected
CEN-025,60,Sand,15,0.1,300,60,0.0,0.0,0.0,2.87,-0.0,0.0,2e-05,0
CEN-025,60,Sand,15,0.1,360,60,0.067,4.0,0.011,0.0,0.01,0.067,0.00091,0
CEN-025,60,Sand,15,0.1,420,60,0.002,0.1,0.0,5.27,0.0,0.002,3e-05,0
CEN-025,60,Sand,15,0.1,480,60,0.148,8.9,0.031,0.0,0.031,0.148,0.00201,0
CEN-025,60,Sand,15,0.1,540,60,0.224,13.4,0.045,3.64,0.049,0.224,0.00306,0
CEN-025,60,Sand,15,0.1,600,60,0.156,9.4,0.031,0.45,0.026,0.156,0.00211,0
CEN-025,60,Sand,15,0.1,660,60,0.23,13.8,0.062,0.53,0.052,0.23,0.00315,0
CEN-025,60,Sand,15,0.1,720,60,0.24,14.4,0.069,4.04,0.06,0.24,0.0033,0
CEN-025,60,Sand,15,0.1,780,60,0.32,19.2,0.064,3.78,0.054,0.32,0.00432,0
CEN-025,60,Sand,15,0.1,840,60,0.531,31.9,0.138,5.69,0.115,0.531,0.00725,0
CEN-025,60,Sand,15,0.1,900,60,0.337,20.2,0.112,7.14,0.122,0.337,0.00478,0
CEN-025,60,Sand,15,0.1,960,60,0.476,28.5,0.088,3.22,0.077,0.476,0.00642,0
CEN-025,60,Sand,15,0.1,1020,60,0.604,36.2,0.153,3.87,0.174,0.604,0.00838,0
CEN-025,60,Sand,15,0.1,1080,60,0.666,40.0,0.171,4.78,0.141,0.666,0.00908,0
CEN-025,60,Sand,15,0.1,1140,60,0.623,37.4,0.179,5.02,0.19,0.623,0.00869,0
CEN-025,60,Sand,15,0.1,1200,60,0.76,45.6,0.152,8.91,0.176,0.76,0.0104,0
CEN-025,60,Sand,15,0.1,1260,60,0.843,50.6,0.153,0.51,0.149,0.843,0.01142,0
CEN-025,60,Sand,15,0.1,1320,60,0.765,45.9,0.143,6.06,0.142,0.765,0.01038,0
CEN-025,60,Sand,15,0.1,1380,60,0.781,46.8,0.197,4.31,0.184,0.781,0.01069,0
CEN-025,60,Sand,15,0.1,1440,60,0.999,60.0,0.212,6.43,0.209,0.999,0.01361,0
CEN-025,60,Sand,15,0.1,1500,60,1.293,77.6,0.367,7.72,0.354,1.293,0.01787,0
CEN-025,60,Sand,15,0.1,1560,60,1.053,63.2,0.346,2.85,0.34,1.053,0.01476,0
CEN-025,60,Sand,15,0.1,1620,60,1.375,82.5,0.398,7.08,0.39,1.375,0.01906,0
CEN-025,60,Sand,15,0.1,1680,60,1.164,69.8,0.308,4.94,0.305,1.164,0.01604,0
CEN-025,60,Sand,15,0.1,1740,60,1.014,60.8,0.2,4.48,0.163,1.014,0.01369,0
CEN-025,60,Sand,15,0.1,1800,60,1.144,68.6,0.21,7.13,0.194,1.144,0.01546,0
CEN-025,60,Sand,15,0.1,1860,60,1.593,95.6,0.414,6.2,0.44,1.593,0.02203,0
CEN-025,60,Sand,15,0.1,1920,60,1.493,89.6,0.261,4.57,0.279,1.493,0.02025,0
CEN-025,60,Sand,15,0.1,1980,60,1.356,81.4,0.273,8.23,0.316,1.356,0.01857,0
CEN-025,60,Sand,15,0.1,2040,60,1.538,92.3,0.489,7.67,0.439,1.538,0.02133,0
CEN-025,60,Sand,15,0.1,2100,60,1.903,114.2,0.639,6.69,0.67,1.903,0.02691,0
CEN-025,60,Sand,15,0.1,2160,60,1.536,92.1,0.521,3.19,0.556,1.536,0.02178,0
CEN-025,60,Sand,15,0.1,2220,60,1.511,90.7,0.279,5.17,0.29,1.511,0.02051,0
CEN-025,60,Sand,15,0.1,2280,60,1.813,108.8,0.556,4.6,0.474,1.813,0.02499,0
CEN-025,60,Sand,15,0.1,2340,60,1.69,101.4,0.462,8.43,0.548,1.69,0.02369,0
CEN-025,60,Sand,15,0.1,2400,60,1.994,119.6,0.691,6.21,0.771,1.994,0.02851,0
CEN-025,60,Sand,15,0.1,2460,60,1.818,109.1,0.512,5.71,0.497,1.818,0.02513,0
CEN-025,60,Sand,15,0.1,2520,60,2.262,135.7,0.351,10.18,0.314,2.262,0.03045,0
CEN-025,60,Sand,15,0.1,2580,60,2.06,123.6,0.665,6.59,0.606,2.06,0.02863,0
CEN-025,60,Sand,15,0.1,2640,60,2.347,140.8,0.454,7.18,0.468,2.347,0.03191,0
CEN-025,60,Sand,15,0.1,2700,60,2.299,137.9,0.731,9.78,0.751,2.299,0.03224,0
CEN-025,60,Sand,15,0.1,2760,60,2.479,148.7,0.657,4.79,0.763,2.479,0.03458,0
CEN-025,60,Sand,15,0.1,2820,60,2.717,163.0,0.877,7.96,0.846,2.717,0.03794,0
CEN-025,60,Sand,15,0.1,2880,60,2.649,158.9,0.838,6.74,0.827,2.649,0.037,0
CEN-025,60,Sand,15,0.1,2940,60,2.423,145.4,0.659,3.53,0.56,2.423,0.03316,0
CEN-026,60,Sand,15,0.5,0,60,0.0,0.0,0.0,1.78,-0.017,0.0,0.00111,0
CEN-026,60,Sand,15,0.5,60,60,0.017,1.0,0.003,2.65,0.003,0.017,0.00023,0
CEN-026,60,Sand,15,0.5,120,60,0.075,4.5,0.025,0.12,0.029,0.075,0.00107,0
CEN-026,60,Sand,15,0.5,180,60,0.191,11.5,0.051,4.02,0.057,0.191,0.00266,0
CEN-026,60,Sand,15,0.5,240,60,0.191,11.5,0.055,2.04,0.064,0.191,0.00269,0
CEN-026,60,Sand,15,0.5,300,60,0.37,22.2,0.11,2.54,0.11,0.37,0.00515,0
CEN-026,60,Sand,15,0.5,360,60,0.363,21.8,0.073,1.42,0.085,0.363,0.00497,0
CEN-026,60,Sand,15,0.5,420,60,0.791,47.4,0.231,1.19,0.209,0.791,0.0109,0
CEN-026,60,Sand,15,0.5,480,60,0.66,39.6,0.144,3.71,0.15,0.66,0.00903,0
CEN-026,60,Sand,15,0.5,540,60,0.962,57.7,0.289,2.97,0.289,0.962,0.01339,0
CEN-026,60,Sand,15,0.5,600,60,0.799,47.9,0.232,0.0,0.208,0.799,0.01101,0
CEN-026,60,Sand,15,0.5,660,60,1.346,80.8,0.271,3.46,0.266,1.346,0.0183,0
CEN-026,60,Sand,15,0.5,720,60,1.419,85.2,0.463,3.93,0.521,1.419,0.02016,0
CEN-026,60,Sand,15,0.5,780,60,1.854,111.2,0.601,3.6,0.544,1.854,0.02576,0
CEN-026,60,Sand,15,0.5,840,60,2.28,136.8,0.701,1.28,0.609,2.28,0.03146,0
CEN-026,60,Sand,15,0.5,900,60,2.058,123.5,0.567,2.37,0.614,2.058,0.02864,0
CEN-026,60,Sand,15,0.5,960,60,2.177,130.6,0.672,5.6,0.553,2.177,0.02995,0
CEN-026,60,Sand,15,0.5,1020,60,2.625,157.5,0.911,0.49,1.066,2.625,0.03778,0
CEN-026,60,Sand,15,0.5,1080,60,2.795,167.7,0.493,1.46,0.478,2.795,0.03781,0
CEN-026,60,Sand,15,0.5,1140,60,2.919,175.1,0.933,4.88,1.117,2.919,0.04167,0
CEN-026,60,Sand,15,0.5,1200,60,3.862,231.7,1.231,2.4,1.256,3.862,0.05415,0
CEN-026,60,Sand,15,0.5,1260,60,4.019,241.1,0.775,6.7,0.677,4.019,0.05434,1
CEN-026,60,Sand,15,0.5,1320,60,3.779,226.7,0.635,6.35,0.557,3.779,0.05093,1
CEN-026,60,Sand,15,0.5,1380,60,4.493,269.6,1.018,5.29,0.869,4.493,0.06101,1
CEN-026,60,Sand,15,0.5,1440,60,4.883,293.0,1.105,6.44,0.953,4.883,0.06633,1
CEN-026,60,Sand,15,0.5,1500,60,5.432,325.9,0.883,6.93,0.727,5.432,0.07308,1
CEN-026,60,Sand,15,0.5,1560,60,5.901,354.1,2.036,3.81,1.773,5.901,0.08216,1
CEN-026,60,Sand,15,0.5,1620,60,5.086,305.1,1.606,7.18,1.623,5.086,0.07118,1
CEN-026,60,Sand,15,0.5,1680,60,5.522,331.3,0.944,5.65,0.869,5.522,0.07453,1
CEN-026,60,Sand,15,0.5,1740,60,6.521,391.3,1.617,12.28,1.615,6.521,0.08958,1
CEN-026,60,Sand,15,0.5,1800,60,6.569,394.2,1.723,3.35,1.837,6.569,0.09095,1
CEN-026,60,Sand,15,0.5,1860,60,6.728,403.7,2.075,6.14,1.712,6.728,0.09256,1
CEN-026,60,Sand,15,0.5,1920,60,7.155,429.3,2.197,5.85,2.349,7.155,0.10041,1
CEN-026,60,Sand,15,0.5,1980,60,7.428,445.7,2.191,3.76,2.11,7.428,0.10296,1
CEN-026,60,Sand,15,0.5,2040,60,7.091,425.4,1.32,6.15,1.314,7.091,0.09615,1
CEN-026,60,Sand,15,0.5,2100,60,8.105,486.3,2.76,8.95,2.448,8.105,0.11289,1
CEN-026,60,Sand,15,0.5,2160,60,8.717,523.0,2.185,6.5,1.951,8.717,0.1191,1
CEN-026,60,Sand,15,0.5,2220,60,9.039,542.3,1.96,8.03,2.328,9.039,0.12445,1
CEN-026,60,Sand,15,0.5,2280,60,8.552,513.1,1.762,6.21,1.521,8.552,0.11581,1
CEN-026,60,Sand,15,0.5,2340,60,9.425,565.5,2.656,5.68,2.396,9.425,0.12967,1
CEN-026,60,Sand,15,0.5,2400,60,9.16,549.6,1.432,6.1,1.547,9.16,0.12387,1
CEN-026,60,Sand,15,0.5,2460,60,10.35,621.0,2.837,5.45,2.98,10.35,0.14361,1
CEN-026,60,Sand,15,0.5,2520,60,10.192,611.5,3.118,8.48,3.425,10.192,0.14336,1
CEN-026,60,Sand,15,0.5,2580,60,11.923,715.4,2.369,4.83,2.534,11.923,0.16253,1
CEN-026,60,Sand,15,0.5,2640,60,12.02,721.2,2.463,4.94,2.329,12.02,0.16325,1
CEN-026,60,Sand,15,0.5,2700,60,11.692,701.5,3.552,3.12,3.118,11.692,0.16134,1
CEN-026,60,Sand,15,0.5,2760,60,11.464,687.8,2.655,2.05,3.084,11.464,0.15829,1
CEN-026,60,Sand,15,0.5,2820,60,12.807,768.4,1.931,9.06,2.233,12.807,0.17334,1
CEN-026,60,Sand,15,0.5,2880,60,11.846,710.7,2.626,7.73,2.312,11.846,0.16092,1
CEN-026,60,Sand,15,0.5,2940,60,13.89,833.4,3.975,7.67,4.557,13.89,0.19491,1
CEN-027,60,Sand,15,1.0,0,60,0.0,0.0,0.0,0.0,-0.016,0.0,0.00095,0
CEN-027,60,Sand,15,1.0,60,60,0.02,1.2,0.004,0.0,0.004,0.02,0.00027,0
CEN-027,60,Sand,15,1.0,120,60,0.279,16.7,0.07,2.55,0.068,0.279,0.00383,0
CEN-027,60,Sand,15,1.0,180,60,0.345,20.7,0.061,0.0,0.072,0.345,0.0047,0
CEN-027,60,Sand,15,1.0,240,60,0.371,22.2,0.126,0.31,0.12,0.371,0.00519,0
CEN-027,60,Sand,15,1.0,300,60,0.617,37.0,0.203,3.18,0.177,0.617,0.00855,0
CEN-027,60,Sand,15,1.0,360,60,0.664,39.8,0.209,2.27,0.22,0.664,0.00933,0
CEN-027,60,Sand,15,1.0,420,60,1.299,78.0,0.293,1.63,0.322,1.299,0.01785,0
CEN-027,60,Sand,15,1.0,480,60,1.808,108.5,0.621,2.4,0.74,1.808,0.02605,0
CEN-027,60,Sand,15,1.0,540,60,2.088,125.3,0.567,2.72,0.639,2.088,0.02911,0
CEN-027,60,Sand,15,1.0,600,60,2.167,130.0,0.383,3.81,0.345,2.167,0.02926,0
CEN-027,60,Sand,15,1.0,660,60,2.672,160.3,0.713,4.73,0.736,2.672,0.03695,0
CEN-027,60,Sand,15,1.0,720,60,2.858,171.5,0.673,5.95,0.644,2.858,0.03907,0
CEN-027,60,Sand,15,1.0,780,60,3.492,209.5,1.117,2.38,1.042,3.492,0.04859,0
CEN-027,60,Sand,15,1.0,840,60,3.787,227.2,0.635,2.08,0.537,3.787,0.051,0
CEN-027,60,Sand,15,1.0,900,60,3.533,212.0,0.832,4.27,0.835,3.533,0.0484,0
CEN-027,60,Sand,15,1.0,960,60,4.873,292.4,1.659,1.31,1.552,4.873,0.06818,0
CEN-027,60,Sand,15,1.0,1020,60,5.002,300.1,1.019,2.6,0.932,5.002,0.06784,0
CEN-027,60,Sand,15,1.0,1080,60,6.377,382.6,1.016,4.53,1.009,6.377,0.08608,0
CEN-027,60,Sand,15,1.0,1140,60,5.758,345.5,0.965,2.29,0.939,5.758,0.07779,0
CEN-027,60,Sand,15,1.0,1200,60,7.148,428.9,1.198,3.3,1.259,7.148,0.09678,0
CEN-027,60,Sand,15,1.0,1260,60,7.733,464.0,2.254,2.41,1.858,7.733,0.10604,1
CEN-027,60,Sand,15,1.0,1320,60,9.543,572.6,1.453,7.05,1.539,9.543,0.12889,1
CEN-027,60,Sand,15,1.0,1380,60,8.469,508.2,1.483,6.22,1.285,8.469,0.11422,1
CEN-027,60,Sand,15,1.0,1440,60,10.444,626.6,3.144,3.9,3.315,10.444,0.1461,1
CEN-027,60,Sand,15,1.0,1500,60,10.411,624.6,2.349,3.93,2.378,10.411,0.14238,1
CEN-027,60,Sand,15,1.0,1560,60,11.246,674.7,2.839,4.51,3.23,11.246,0.156,1
CEN-027,60,Sand,15,1.0,1620,60,11.066,664.0,3.58,4.55,4.165,11.066,0.15766,1
CEN-027,60,Sand,15,1.0,1680,60,11.987,719.2,4.149,4.01,3.993,11.987,0.16845,1
CEN-027,60,Sand,15,1.0,1740,60,13.364,801.8,4.329,3.95,4.888,13.364,0.18973,1
CEN-027,60,Sand,15,1.0,1800,60,12.78,766.8,2.411,5.84,2.465,12.78,0.17354,1
CEN-027,60,Sand,15,1.0,1860,60,14.383,863.0,4.389,6.71,3.893,14.383,0.19867,1
CEN-027,60,Sand,15,1.0,1920,60,16.376,982.6,5.173,5.45,4.465,16.376,0.22632,1
CEN-027,60,Sand,15,1.0,1980,60,13.582,814.9,4.682,6.74,4.238,13.582,0.1897,1
CEN-027,60,Sand,15,1.0,2040,60,15.147,908.8,3.048,7.99,3.276,15.147,0.20663,1
CEN-027,60,Sand,15,1.0,2100,60,16.03,961.8,5.199,6.16,4.59,16.03,0.22232,1
CEN-027,60,Sand,15,1.0,2160,60,16.54,992.4,5.263,6.11,5.058,16.54,0.23062,1
CEN-027,60,Sand,15,1.0,2220,60,18.621,1117.2,5.748,6.59,6.683,18.621,0.26378,1
CEN-027,60,Sand,15,1.0,2280,60,18.767,1126.0,5.167,7.43,5.142,18.767,0.25946,1
CEN-027,60,Sand,15,1.0,2340,60,20.729,1243.7,5.824,9.24,6.836,20.729,0.29103,1
CEN-027,60,Sand,15,1.0,2400,60,19.926,1195.6,4.476,5.48,4.524,19.926,0.27244,1
CEN-027,60,Sand,15,1.0,2460,60,20.046,1202.8,3.534,7.84,3.849,20.046,0.27217,1
CEN-027,60,Sand,15,1.0,2520,60,21.551,1293.1,5.589,10.27,5.711,21.551,0.29726,1
CEN-027,60,Sand,15,1.0,2580,60,21.952,1317.1,6.587,6.2,5.56,21.952,0.30194,1
CEN-027,60,Sand,15,1.0,2640,60,23.161,1389.7,4.081,5.9,3.632,23.161,0.31259,1
CEN-027,60,Sand,15,1.0,2700,60,19.737,1184.2,4.748,5.28,5.192,19.737,0.27211,1
CEN-027,60,Sand,15,1.0,2760,60,22.592,1355.5,7.842,4.99,7.374,22.592,0.31686,1
CEN-027,60,Sand,15,1.0,2820,60,22.554,1353.2,4.39,5.34,5.106,22.554,0.30832,1
CEN-027,60,Sand,15,1.0,2880,60,24.155,1449.3,6.76,4.07,7.003,24.155,0.33533,1
CEN-027,60,Sand,15,1.0,2940,60,23.995,1439.7,6.945,4.54,6.364,23.995,0.331,1
CEN-028,60,Clay,20,0.1,0,60,0.0,0.0,0.0,16.36,-0.043,0.0,0.00177,0
CEN-028,60,Clay,20,0.1,60,60,0.0,0.0,0.0,16.77,-0.108,0.0,0.00327,0
CEN-028,60,Clay,20,0.1,120,60,0.042,2.5,0.024,16.62,0.024,0.042,0.00065,0
CEN-028,60,Clay,20,0.1,180,60,0.15,9.0,0.045,14.86,0.038,0.15,0.00206,0
CEN-028,60,Clay,20,0.1,240,60,0.061,3.6,0.033,14.86,0.03,0.061,0.0009,0
CEN-028,60,Clay,20,0.1,300,60,0.144,8.7,0.062,21.5,0.058,0.144,0.00207,0
CEN-028,60,Clay,20,0.1,360,60,0.267,16.0,0.13,17.86,0.141,0.267,0.00402,0
CEN-028,60,Clay,20,0.1,420,60,0.373,22.4,0.182,19.72,0.163,0.373,0.00542,0
CEN-028,60,Clay,20,0.1,480,60,0.275,16.5,0.134,20.88,0.12,0.275,0.004,0
CEN-028,60,Clay,20,0.1,540,60,0.635,38.1,0.275,21.58,0.316,0.635,0.00946,0
CEN-028,60,Clay,20,0.1,600,60,0.284,17.1,0.125,22.11,0.116,0.284,0.00409,0
CEN-028,60,Clay,20,0.1,660,60,0.387,23.2,0.185,21.61,0.182,0.387,0.00571,0
CEN-028,60,Clay,20,0.1,720,60,0.455,27.3,0.194,21.38,0.157,0.455,0.00642,0
CEN-028,60,Clay,20,0.1,780,60,0.657,39.4,0.386,21.64,0.407,0.657,0.0103,0
CEN-028,60,Clay,20,0.1,840,60,0.581,34.9,0.33,23.76,0.366,0.581,0.00916,0
CEN-028,60,Clay,20,0.1,900,60,0.757,45.4,0.276,23.85,0.247,0.757,0.01062,0
CEN-028,60,Clay,20,0.1,960,60,0.933,56.0,0.316,23.84,0.274,0.933,0.01297,0
CEN-028,60,Clay,20,0.1,1020,60,0.921,55.3,0.345,21.36,0.368,0.921,0.01323,0
CEN-028,60,Clay,20,0.1,1080,60,0.878,52.7,0.302,18.91,0.254,0.878,0.01219,0
CEN-028,60,Clay,20,0.1,1140,60,0.809,48.5,0.383,21.65,0.375,0.809,0.01189,0
CEN-028,60,Clay,20,0.1,1200,60,0.977,58.6,0.466,23.08,0.429,0.977,0.01422,0
CEN-028,60,Clay,20,0.1,1260,60,0.905,54.3,0.342,22.41,0.325,0.905,0.01282,0
CEN-028,60,Clay,20,0.1,1320,60,1.352,81.1,0.735,22.31,0.603,1.352,0.01974,0
CEN-028,60,Clay,20,0.1,1380,60,1.29,77.4,0.596,24.27,0.641,1.29,0.0192,0
CEN-028,60,Clay,20,0.1,1440,60,1.528,91.7,0.755,22.77,0.741,1.528,0.02264,0
CEN-028,60,Clay,20,0.1,1500,60,1.152,69.1,0.503,22.74,0.526,1.152,0.01688,0
CEN-028,60,Clay,20,0.1,1560,60,1.487,89.2,0.846,21.8,0.787,1.487,0.02244,0
CEN-028,60,Clay,20,0.1,1620,60,1.585,95.1,0.623,24.56,0.743,1.585,0.02334,0
CEN-028,60,Clay,20,0.1,1680,60,1.323,79.4,0.463,21.89,0.544,1.323,0.01908,0
CEN-028,60,Clay,20,0.1,1740,60,1.436,86.2,0.701,24.73,0.819,1.436,0.02205,0
CEN-028,60,Clay,20,0.1,1800,60,1.578,94.7,0.664,22.52,0.589,1.578,0.02245,0
CEN-028,60,Clay,20,0.1,1860,60,1.585,95.1,0.571,23.73,0.477,1.585,0.02207,0
CEN-028,60,Clay,20,0.1,1920,60,1.824,109.5,0.774,21.88,0.928,1.824,0.02729,0
CEN-028,60,Clay,20,0.1,1980,60,2.03,121.8,0.638,24.5,0.76,2.03,0.0289,0
CEN-028,60,Clay,20,0.1,2040,60,1.89,113.4,1.108,23.77,1.089,1.89,0.02909,0
CEN-028,60,Clay,20,0.1,2100,60,2.296,137.8,0.691,27.01,0.771,2.296,0.0323,0
CEN-028,60,Clay,20,0.1,2160,60,2.346,140.8,0.933,23.69,0.882,2.346,0.03342,0
CEN-028,60,Clay,20,0.1,2220,60,1.98,118.8,1.041,23.07,1.017,1.98,0.02968,0
CEN-028,60,Clay,20,0.1,2280,60,2.195,131.7,1.072,22.95,1.046,2.195,0.03242,0
CEN-028,60,Clay,20,0.1,2340,60,2.278,136.7,1.341,22.89,1.274,2.278,0.0348,0
CEN-028,60,Clay,20,0.1,2400,60,2.567,154.0,1.236,22.92,1.215,2.567,0.03787,0
CEN-028,60,Clay,20,0.1,2460,60,2.621,157.3,0.914,26.89,1.036,2.621,0.03758,0
CEN-028,60,Clay,20,0.1,2520,60,2.726,163.5,1.417,25.05,1.323,2.726,0.0404,0
CEN-028,60,Clay,20,0.1,2580,60,2.582,154.9,1.422,24.14,1.466,2.582,0.03959,0
CEN-028,60,Clay,20,0.1,2640,60,2.347,140.8,0.728,24.57,0.639,2.347,0.03242,0
CEN-028,60,Clay,20,0.1,2700,60,3.04,182.4,1.059,23.49,1.033,3.04,0.04281,0
CEN-028,60,Clay,20,0.1,2760,60,2.955,177.3,1.366,23.65,1.36,2.955,0.04338,0
CEN-028,60,Clay,20,0.1,2820,60,2.888,173.3,1.161,23.97,1.148,2.888,0.04143,0
CEN-028,60,Clay,20,0.1,2880,60,2.944,176.6,1.001,22.4,1.15,2.944,0.04214,0
CEN-028,60,Clay,20,0.1,2940,60,2.918,175.1,1.249,25.6,1.045,2.918,0.04133,0
CEN-029,60,Clay,20,0.5,0,60,0.061,3.7,0.033,18.92,0.03,0.061,0.00091,0
CEN-029,60,Clay,20,0.5,60,60,0.102,6.1,0.031,14.64,0.03,0.102,0.00142,0
CEN-029,60,Clay,20,0.5,120,60,0.118,7.1,0.039,16.92,0.042,0.118,0.00168,0
CEN-029,60,Clay,20,0.5,180,60,0.23,13.8,0.118,18.82,0.097,0.23,0.00333,0
CEN-029,60,Clay,20,0.5,240,60,0.4,24.0,0.191,21.6,0.212,0.4,0.00603,0
CEN-029,60,Clay,20,0.5,300,60,0.569,34.1,0.306,21.27,0.32,0.569,0.00871,0
CEN-029,60,Clay,20,0.5,360,60,0.984,59.0,0.438,18.11,0.368,0.984,0.014,0
CEN-029,60,Clay,20,0.5,420,60,1.305,78.3,0.427,20.24,0.368,1.305,0.01807,0
CEN-029,60,Clay,20,0.5,480,60,1.496,89.8,0.722,17.81,0.787,1.496,0.02254,0
CEN-029,60,Clay,20,0.5,540,60,1.458,87.5,0.477,19.38,0.44,1.458,0.02031,0
CEN-029,60,Clay,20,0.5,600,60,1.676,100.6,0.812,21.95,0.95,1.676,0.02569,0
CEN-029,60,Clay,20,0.5,660,60,2.076,124.5,1.143,23.65,1.141,2.076,0.03158,0
CEN-029,60,Clay,20,0.5,720,60,2.398,143.9,0.913,19.73,0.771,2.398,0.03358,0
CEN-029,60,Clay,20,0.5,780,60,3.0,180.0,1.534,19.59,1.768,3.0,0.04643,0
CEN-029,60,Clay,20,0.5,840,60,2.82,169.2,0.961,20.6,1.112,2.82,0.04041,0
CEN-029,60,Clay,20,0.5,900,60,3.769,226.1,1.628,18.97,1.848,3.769,0.05597,0
CEN-029,60,Clay,20,0.5,960,60,3.158,189.5,0.957,20.19,1.104,3.158,0.04461,0
CEN-029,60,Clay,20,0.5,1020,60,4.215,252.9,1.74,24.75,1.895,4.215,0.06162,0
CEN-029,60,Clay,20,0.5,1080,60,4.03,241.8,1.975,24.43,1.623,4.03,0.05793,0
CEN-029,60,Clay,20,0.5,1140,60,4.123,247.4,2.419,18.78,2.768,4.123,0.06622,0
CEN-029,60,Clay,20,0.5,1200,60,4.822,289.3,1.916,20.68,2.0,4.822,0.0696,0
CEN-029,60,Clay,20,0.5,1260,60,5.459,327.5,1.892,21.81,1.785,5.459,0.07658,1
CEN-029,60,Clay,20,0.5,1320,60,5.777,346.6,2.559,23.86,2.813,5.777,0.08567,1
CEN-029,60,Clay,20,0.5,1380,60,6.443,386.6,2.404,21.72,1.942,6.443,0.08972,1
CEN-029,60,Clay,20,0.5,1440,60,5.755,345.3,3.161,21.82,3.631,5.755,0.09073,1
CEN-029,60,Clay,20,0.5,1500,60,6.58,394.8,3.884,20.5,3.75,6.58,0.10098,1
CEN-029,60,Clay,20,0.5,1560,60,7.614,456.8,2.869,21.4,2.333,7.614,0.10618,1
CEN-029,60,Clay,20,0.5,1620,60,7.989,479.4,2.507,20.32,2.175,7.989,0.1104,1
CEN-029,60,Clay,20,0.5,1680,60,8.109,486.6,3.777,22.72,3.314,8.109,0.1168,1
CEN-029,60,Clay,20,0.5,1740,60,7.973,478.4,4.252,24.77,3.66,7.973,0.11697,1
CEN-029,60,Clay,20,0.5,1800,60,8.448,506.9,4.254,23.1,3.884,8.448,0.12398,1
CEN-029,60,Clay,20,0.5,1860,60,8.844,530.6,5.171,27.85,6.149,8.844,0.14362,1
CEN-029,60,Clay,20,0.5,1920,60,9.468,568.1,4.875,25.2,5.189,9.468,0.14396,1
CEN-029,60,Clay,20,0.5,1980,60,9.657,579.4,5.597,27.45,5.892,9.657,0.15083,1
CEN-029,60,Clay,20,0.5,2040,60,9.848,590.9,4.587,25.19,4.165,9.848,0.14256,1
CEN-029,60,Clay,20,0.5,2100,60,10.08,604.8,3.506,24.74,3.174,10.08,0.14091,1
CEN-029,60,Clay,20,0.5,2160,60,11.755,705.3,6.596,23.42,5.317,11.755,0.17202,1
CEN-029,60,Clay,20,0.5,2220,60,10.907,654.4,6.292,21.41,6.461,10.907,0.16902,1
CEN-029,60,Clay,20,0.5,2280,60,11.076,664.6,4.944,26.01,4.721,11.076,0.16054,1
CEN-029,60,Clay,20,0.5,2340,60,11.024,661.4,4.513,27.05,4.581,11.024,0.15917,1
CEN-029,60,Clay,20,0.5,2400,60,11.191,671.4,5.892,23.79,6.741,11.191,0.17419,1
CEN-029,60,Clay,20,0.5,2460,60,11.698,701.9,3.52,26.87,3.357,11.698,0.16227,1
CEN-029,60,Clay,20,0.5,2520,60,13.323,799.4,7.529,25.74,6.62,13.323,0.19836,1
CEN-029,60,Clay,20,0.5,2580,60,14.438,866.3,7.234,25.5,7.45,14.438,0.21662,1
CEN-029,60,Clay,20,0.5,2640,60,14.287,857.2,7.349,26.72,7.757,14.287,0.21675,1
CEN-029,60,Clay,20,0.5,2700,60,14.582,874.9,5.569,24.81,5.272,14.582,0.20674,1
CEN-029,60,Clay,20,0.5,2760,60,16.126,967.6,6.434,26.08,5.551,16.126,0.22739,1
CEN-029,60,Clay,20,0.5,2820,60,16.152,969.1,5.529,25.09,5.119,16.152,0.22591,1
CEN-029,60,Clay,20,0.5,2880,60,14.855,891.3,4.547,26.7,4.088,14.855,0.20543,1
CEN-029,60,Clay,20,0.5,2940,60,15.246,914.8,7.472,28.22,7.758,15.246,0.22808,1
CEN-030,60,Clay,20,1.0,0,60,0.0,0.0,0.0,15.2,-0.089,0.0,0.00306,0
CEN-030,60,Clay,20,1.0,60,60,0.044,2.6,0.016,17.31,0.014,0.044,0.00061,0
CEN-030,60,Clay,20,1.0,120,60,0.417,25.0,0.192,18.02,0.196,0.417,0.00614,0
CEN-030,60,Clay,20,1.0,180,60,0.725,43.5,0.432,16.01,0.404,0.725,0.01107,0
CEN-030,60,Clay,20,1.0,240,60,0.912,54.7,0.479,17.58,0.507,0.912,0.01391,0
CEN-030,60,Clay,20,1.0,300,60,1.414,84.8,0.519,16.94,0.505,1.414,0.02002,0
CEN-030,60,Clay,20,1.0,360,60,2.121,127.3,0.76,20.55,0.634,2.121,0.02952,0
CEN-030,60,Clay,20,1.0,420,60,2.553,153.2,1.047,23.04,1.223,2.553,0.03775,0
CEN-030,60,Clay,20,1.0,480,60,2.919,175.1,0.992,20.15,0.987,2.919,0.04108,0
CEN-030,60,Clay,20,1.0,540,60,2.899,173.9,1.735,18.04,2.057,2.899,0.04739,0
CEN-030,60,Clay,20,1.0,600,60,3.69,221.4,1.763,18.96,1.471,3.69,0.05296,0
CEN-030,60,Clay,20,1.0,660,60,4.143,248.6,1.935,20.81,2.233,4.143,0.06276,0
