Date,Temperature_C,Precipitation_mm,Relative_Humidity_pct,Wind_Speed_m_s,Cumulative_Precip_30d_mm,Evapotranspiration_mm,Water_Balance_mm,Soil_Suction_kPa,Shrinkage_Strain,Embankment_Deterioration_Index,Soil_Type
2021-07-15,22.8,0.76,57.7,4.6,28.4,3.9,-3.13,52.5,0.03087,0.4627,Clay
2021-07-16,13.6,4.58,47.5,3.0,28.4,2.98,1.6,42.7,0.02462,0.3422,Clay
2021-07-17,13.3,0.04,64.3,3.5,27.8,2.24,-2.2,56.3,0.03136,0.3932,Clay
2021-07-18,12.4,0.63,63.6,4.0,24.3,2.08,-1.45,59.0,0.03016,0.3817,Clay
2021-07-19,14.7,0.5,60.1,6.0,24.6,2.64,-2.15,52.4,0.03172,0.4384,Clay
2021-07-20,19.8,0.42,55.5,4.2,23.5,3.48,-3.06,54.2,0.03034,0.4279,Clay
2021-07-21,20.9,0.41,62.6,4.1,23.7,3.48,-3.07,59.3,0.0348,0.4614,Clay
2021-07-22,10.6,2.27,52.9,3.1,25.6,1.85,0.42,49.1,0.02886,0.3509,Clay
2021-07-23,13.1,0.02,49.3,4.5,23.7,2.58,-2.56,58.5,0.03117,0.399,Clay
2021-07-24,12.5,1.5,64.6,2.8,24.6,2.81,-1.32,44.5,0.02802,0.3494,Clay
2021-07-25,14.0,0.29,57.6,2.9,24.9,3.1,-2.81,50.4,0.02677,0.3513,Clay
2021-07-26,15.9,0.48,49.5,5.9,24.7,2.79,-2.31,54.3,0.02912,0.4255,Clay
2021-07-27,15.3,0.55,51.7,3.4,25.0,2.47,-1.92,56.1,0.03242,0.404,Clay
2021-07-28,17.9,0.36,49.1,1.3,23.9,3.11,-2.74,54.8,0.0356,0.4052,Clay
2021-07-29,10.5,0.1,71.2,3.4,23.8,2.59,-2.49,55.4,0.03059,0.3626,Clay
2021-07-30,14.6,0.12,55.0,5.0,21.8,3.0,-2.88,58.8,0.03567,0.4437,Clay
2021-07-31,20.2,0.35,56.3,6.3,21.7,3.65,-3.29,50.4,0.02758,0.4424,Clay
2021-08-01,20.2,1.73,60.8,8.6,22.9,3.4,-1.66,56.4,0.03315,0.5183,Clay
2021-08-02,20.9,0.15,45.3,5.8,22.7,3.91,-3.77,62.8,0.03736,0.5045,Clay
2021-08-03,17.0,1.37,63.9,3.8,22.9,3.73,-2.36,53.0,0.02849,0.3917,Clay
2021-08-04,13.8,0.34,50.3,3.1,23.1,2.52,-2.18,50.1,0.02529,0.3404,Clay
2021-08-05,16.2,2.18,69.8,2.0,24.6,2.33,-0.15,54.7,0.03132,0.3794,Clay
2021-08-06,23.1,0.57,52.7,5.0,24.7,3.66,-3.09,64.8,0.04304,0.5458,Clay
2021-08-07,13.9,0.19,63.5,4.3,22.5,2.6,-2.4,55.5,0.03206,0.4042,Clay
2021-08-08,20.8,4.38,35.3,5.3,26.8,3.58,0.8,44.0,0.02521,0.4223,Clay
2021-08-09,7.9,0.2,45.9,2.8,25.1,2.1,-1.9,53.8,0.02494,0.3024,Clay
2021-08-10,16.9,0.87,53.0,3.3,25.8,2.85,-1.98,49.8,0.02835,0.3856,Clay
2021-08-11,17.0,0.88,39.2,3.1,26.6,2.99,-2.11,57.8,0.03293,0.4155,Clay
2021-08-12,16.0,0.49,60.3,6.2,26.8,2.71,-2.22,54.2,0.03221,0.4564,Clay
2021-08-13,16.1,3.2,58.1,2.3,29.9,3.15,0.05,45.3,0.02577,0.3566,Clay
2021-08-14,16.3,1.98,47.7,4.9,31.1,2.68,-0.7,52.4,0.03173,0.4405,Clay
2021-08-15,16.3,1.9,55.6,1.3,28.5,2.87,-0.97,48.7,0.02984,0.3654,Clay
2021-08-16,13.5,3.95,62.3,4.5,32.4,2.07,1.89,39.6,0.02236,0.3583,Clay
2021-08-17,13.5,0.67,39.1,1.5,32.4,2.37,-1.71,57.2,0.03237,0.3761,Clay
2021-08-18,10.2,0.11,45.8,2.4,32.0,2.52,-2.41,56.3,0.03109,0.3624,Clay
2021-08-19,16.3,1.61,53.4,1.9,33.2,3.48,-1.87,51.4,0.02641,0.3608,Clay
2021-08-20,17.9,0.54,56.4,3.4,33.4,3.39,-2.85,62.1,0.03803,0.4722,Clay
2021-08-21,19.1,0.24,55.8,3.4,31.3,3.5,-3.26,52.8,0.03484,0.4538,Clay
2021-08-22,11.3,0.75,63.5,6.5,32.1,2.01,-1.25,50.3,0.02813,0.4156,Clay
2021-08-23,8.5,2.99,60.3,2.7,33.6,1.83,1.16,49.6,0.02531,0.3219,Clay
2021-08-24,14.7,0.22,62.2,1.7,33.5,2.75,-2.53,59.4,0.03406,0.3992,Clay
2021-08-25,9.9,2.22,45.6,4.8,35.2,2.0,0.22,51.5,0.02744,0.3823,Clay
2021-08-26,15.0,0.64,58.0,5.4,35.3,2.99,-2.35,51.9,0.02988,0.4363,Clay
2021-08-27,6.5,0.18,54.5,3.1,35.1,1.2,-1.02,50.9,0.02646,0.328,Clay
2021-08-28,16.3,2.29,68.8,4.8,37.3,3.71,-1.43,49.6,0.02455,0.4029,Clay
2021-08-29,13.4,4.28,58.6,6.0,41.5,2.99,1.29,45.8,0.02612,0.4234,Clay
2021-08-30,7.0,0.43,52.0,3.4,41.5,1.31,-0.88,50.5,0.03145,0.3805,Clay
2021-08-31,13.5,0.45,64.4,4.4,40.3,2.56,-2.11,56.3,0.02929,0.417,Clay
2021-09-01,12.8,0.63,62.2,2.2,40.7,2.24,-1.61,49.8,0.03026,0.3841,Clay
2021-09-02,13.9,2.16,51.3,0.9,41.5,2.78,-0.62,56.0,0.03272,0.3882,Clay
2021-09-03,14.6,0.01,55.2,9.4,41.2,2.67,-2.66,55.2,0.0298,0.5098,Clay
2021-09-04,4.9,0.33,55.5,3.1,39.4,0.66,-0.33,46.4,0.02164,0.2942,Clay
2021-09-05,10.6,1.63,68.1,3.0,40.4,1.81,-0.18,52.3,0.02944,0.379,Clay
2021-09-06,11.6,0.7,60.1,9.0,40.9,2.63,-1.93,53.3,0.03044,0.4895,Clay
2021-09-07,10.8,0.55,64.4,5.6,37.1,2.06,-1.51,50.7,0.02509,0.3882,Clay
2021-09-08,10.5,2.84,54.8,4.7,39.7,2.01,0.83,55.4,0.03248,0.4257,Clay
2021-09-09,14.6,3.48,61.6,5.4,42.3,2.89,0.59,47.3,0.02609,0.4226,Clay
2021-09-10,6.1,4.18,69.6,5.5,45.6,1.7,2.48,42.8,0.02367,0.365,Clay
2021-09-11,10.3,0.46,56.4,5.9,45.6,2.02,-1.56,57.9,0.03335,0.4601,Clay
2021-09-12,10.4,3.53,60.4,1.5,45.9,1.41,2.13,48.3,0.02843,0.3564,Clay
2021-09-13,10.6,1.96,48.8,3.8,45.9,1.84,0.12,53.5,0.02762,0.3888,Clay
2021-09-14,7.8,0.25,53.8,3.1,44.3,1.03,-0.78,48.7,0.0303,0.3775,Clay
2021-09-15,17.0,1.42,57.4,1.5,41.7,2.64,-1.22,53.5,0.02949,0.3945,Clay
2021-09-16,13.4,0.04,51.8,3.8,41.1,2.54,-2.49,48.1,0.02904,0.406,Clay
2021-09-17,17.0,1.91,71.0,4.9,42.9,3.06,-1.15,42.7,0.02398,0.4144,Clay
2021-09-18,12.1,2.07,54.0,2.4,43.4,2.7,-0.63,48.3,0.02718,0.368,Clay
2021-09-19,12.4,2.47,67.2,3.2,45.3,2.34,0.13,50.0,0.02783,0.3896,Clay
2021-09-20,9.9,0.3,62.6,5.0,45.4,1.72,-1.42,64.8,0.03657,0.4651,Clay
2021-09-21,14.5,1.61,61.5,4.7,46.2,3.03,-1.42,59.1,0.03592,0.4825,Clay
2021-09-22,11.4,0.33,73.4,6.9,43.6,2.73,-2.4,49.3,0.02625,0.4311,Clay
2021-09-23,8.9,4.9,43.6,6.1,48.2,2.12,2.78,48.8,0.02484,0.4038,Clay
2021-09-24,14.9,1.9,60.4,8.7,47.9,2.72,-0.82,44.9,0.02168,0.4578,Clay
2021-09-25,5.3,0.17,53.5,4.8,47.5,1.21,-1.04,59.7,0.03182,0.4067,Clay
2021-09-26,6.9,0.36,46.7,5.4,47.6,1.18,-0.82,49.1,0.02591,0.3869,Clay
2021-09-27,17.4,1.92,53.0,6.8,47.3,2.87,-0.96,49.0,0.02901,0.4893,Clay
2021-09-28,10.8,1.15,63.0,6.6,44.1,1.99,-0.84,56.8,0.03126,0.4578,Clay
2021-09-29,0.8,2.41,57.2,5.6,46.1,0.22,2.18,42.8,0.02311,0.3327,Clay
2021-09-30,11.6,0.6,70.4,4.2,46.3,2.14,-1.54,61.8,0.03349,0.4426,Clay
2021-10-01,5.4,1.99,61.8,3.0,47.6,1.22,0.77,45.6,0.02473,0.33,Clay
2021-10-02,6.6,0.37,61.1,7.0,45.8,1.87,-1.5,57.4,0.03054,0.4383,Clay
2021-10-03,15.8,1.49,61.4,6.0,47.3,2.39,-0.9,52.4,0.0284,0.4633,Clay
2021-10-04,13.0,6.08,63.4,6.6,53.1,2.5,3.58,46.2,0.02474,0.4419,Clay
2021-10-05,13.9,1.92,61.1,2.1,53.4,2.17,-0.25,45.5,0.02773,0.3952,Clay
2021-10-06,5.9,0.1,57.9,3.2,52.8,0.8,-0.7,42.2,0.02402,0.3417,Clay
2021-10-07,6.8,8.95,72.9,3.8,61.2,1.36,7.58,30.1,0.01756,0.328,Clay
2021-10-08,8.2,0.34,60.2,6.6,58.7,1.73,-1.38,50.7,0.0271,0.4402,Clay
2021-10-09,10.0,2.59,62.4,7.2,57.8,2.38,0.21,48.6,0.02223,0.4267,Clay
2021-10-10,6.2,1.57,69.1,3.0,55.2,1.35,0.22,47.1,0.0217,0.3292,Clay
2021-10-11,12.7,0.73,68.5,5.3,55.4,2.25,-1.52,42.4,0.02335,0.4156,Clay
2021-10-12,8.5,0.41,59.0,1.6,52.3,1.56,-1.14,49.1,0.02359,0.326,Clay
2021-10-13,11.3,0.42,72.5,3.7,50.8,2.04,-1.62,53.4,0.03204,0.4312,Clay
2021-10-14,4.4,4.24,71.0,4.2,54.8,0.1,4.13,40.5,0.01953,0.3217,Clay
2021-10-15,5.3,4.52,68.3,5.9,57.9,1.06,3.47,41.2,0.02115,0.3723,Clay
2021-10-16,7.2,1.39,63.7,7.2,59.2,1.82,-0.43,48.6,0.02951,0.4621,Clay
2021-10-17,5.0,0.25,64.2,3.3,57.5,0.51,-0.26,50.8,0.02873,0.3784,Clay
2021-10-18,9.4,4.89,66.1,4.4,60.4,1.78,3.11,38.5,0.02177,0.379,Clay
2021-10-19,9.3,1.53,58.1,5.1,59.4,1.81,-0.28,49.3,0.02741,0.4262,Clay
2021-10-20,5.3,1.34,67.9,3.3,60.5,1.51,-0.17,48.3,0.02391,0.3522,Clay
2021-10-21,7.8,1.23,75.6,9.6,60.1,1.71,-0.48,44.7,0.02564,0.4811,Clay
2021-10-22,11.9,1.08,75.7,7.0,60.8,2.41,-1.33,51.8,0.02938,0.4874,Clay
2021-10-23,8.8,1.79,65.9,3.1,57.7,1.59,0.2,39.7,0.02131,0.3468,Clay
2021-10-24,7.5,2.25,77.7,4.3,58.1,1.09,1.15,44.3,0.02509,0.3844,Clay
2021-10-25,9.3,1.54,84.7,2.7,59.4,1.74,-0.2,52.1,0.02978,0.4034,Clay
2021-10-26,10.3,5.62,67.2,4.3,64.7,2.01,3.61,44.8,0.0228,0.3979,Clay
2021-10-27,9.7,0.96,75.5,5.3,63.7,2.31,-1.35,52.8,0.03079,0.4628,Clay
2021-10-28,4.9,2.18,52.2,1.7,64.8,0.8,1.38,48.4,0.02519,0.3396,Clay
2021-10-29,7.7,0.91,60.5,6.9,63.3,2.28,-1.37,55.8,0.03023,0.4723,Clay
2021-10-30,4.0,3.61,71.5,4.8,66.3,1.15,2.46,45.6,0.02107,0.3602,Clay
2021-10-31,4.6,0.28,63.0,10.0,64.6,0.96,-0.68,57.2,0.02737,0.4876,Clay
2021-11-01,6.1,0.55,87.6,1.0,64.7,1.17,-0.62,40.6,0.01864,0.2911,Clay
2021-11-02,0.2,4.29,76.3,6.5,67.5,0.48,3.81,46.5,0.02809,0.4162,Clay
2021-11-03,5.6,0.54,79.5,6.1,62.0,1.31,-0.77,40.7,0.026,0.417,Clay
2021-11-04,2.3,2.66,71.8,2.1,62.7,0.85,1.81,43.2,0.01871,0.2843,Clay
2021-11-05,0.7,9.6,64.3,3.3,72.2,0.8,8.8,36.0,0.01512,0.2888,Clay
2021-11-06,6.5,2.04,68.4,7.1,65.3,1.28,0.76,51.6,0.02646,0.4472,Clay
2021-11-07,3.3,0.58,74.9,4.3,65.6,1.03,-0.45,46.0,0.02599,0.3809,Clay
2021-11-08,4.6,1.09,68.0,3.7,64.1,1.1,-0.01,49.8,0.02729,0.3842,Clay
2021-11-09,3.2,4.91,78.7,7.4,67.4,1.47,3.44,40.1,0.02504,0.4269,Clay
2021-11-10,2.0,1.24,79.3,1.7,67.9,0.25,0.99,52.3,0.02603,0.3355,Clay
2021-11-11,4.1,3.71,73.9,4.1,71.2,1.75,1.95,45.7,0.02239,0.3672,Clay
2021-11-12,-0.5,4.37,59.5,5.1,75.2,0.17,4.2,38.4,0.0192,0.3467,Clay
2021-11-13,3.3,2.04,88.0,4.9,73.0,0.66,1.38,49.2,0.02503,0.396,Clay
2021-11-14,9.4,4.52,72.9,2.9,73.0,1.82,2.7,47.5,0.02593,0.4057,Clay
2021-11-15,-0.2,1.14,96.5,4.6,72.7,0.53,0.6,47.8,0.02407,0.3662,Clay
2021-11-16,7.6,2.18,80.3,5.5,74.6,1.53,0.65,52.0,0.03219,0.4823,Clay
2021-11-17,9.5,3.52,73.6,4.7,73.3,2.1,1.41,55.0,0.03034,0.4656,Clay
2021-11-18,0.8,0.56,79.1,5.3,72.3,0.49,0.08,39.4,0.01776,0.3399,Clay
2021-11-19,4.1,0.98,59.6,2.9,71.9,0.92,0.07,55.9,0.02851,0.3899,Clay
2021-11-20,-0.9,3.27,84.2,6.5,74.0,0.09,3.18,50.8,0.02663,0.4169,Clay
2021-11-21,-1.4,3.33,96.8,4.0,76.2,0.67,2.66,46.9,0.02434,0.364,Clay
2021-11-22,3.4,2.14,59.8,9.8,76.6,1.12,1.02,46.4,0.02508,0.4836,Clay
2021-11-23,4.1,5.04,74.4,0.9,79.4,0.76,4.27,33.7,0.01411,0.2747,Clay
2021-11-24,1.1,2.1,76.1,3.6,79.9,0.53,1.58,47.1,0.02066,0.3459,Clay
2021-11-25,-0.7,6.86,84.2,2.4,81.2,0.0,6.86,34.3,0.01676,0.2967,Clay
2021-11-26,0.3,4.31,94.3,4.5,84.5,1.36,2.95,37.1,0.01952,0.3579,Clay
2021-11-27,5.3,1.23,80.7,2.8,83.6,1.35,-0.11,46.9,0.02305,0.3798,Clay
2021-11-28,5.2,1.65,95.0,5.7,84.3,0.69,0.96,47.9,0.02818,0.4628,Clay
2021-11-29,4.4,3.64,79.4,7.1,84.4,0.76,2.89,45.6,0.02488,0.458,Clay
2021-11-30,1.3,7.48,81.9,2.6,91.6,0.32,7.16,30.5,0.01444,0.3104,Clay
2021-12-01,-0.8,0.66,81.1,2.3,91.7,0.47,0.19,37.7,0.02426,0.3636,Clay
2021-12-02,6.3,2.44,88.5,7.0,89.8,0.94,1.5,45.7,0.02337,0.4671,Clay
2021-12-03,7.3,0.43,75.5,3.5,89.7,1.18,-0.75,46.9,0.02442,0.4222,Clay
2021-12-04,0.7,1.12,85.7,3.9,88.2,0.53,0.59,46.6,0.02266,0.3769,Clay
2021-12-05,1.8,3.98,69.5,2.7,82.6,0.74,3.23,33.3,0.01703,0.3154,Clay
2021-12-06,-2.2,0.28,77.3,3.8,80.8,0.01,0.27,47.9,0.02126,0.3493,Clay
2021-12-07,3.8,3.77,74.6,2.7,84.0,0.94,2.83,46.2,0.02546,0.387,Clay
2021-12-08,8.4,8.07,80.6,5.2,91.0,1.33,6.74,34.3,0.02034,0.432,Clay
2021-12-09,5.0,12.24,77.6,4.2,98.3,1.38,10.86,28.8,0.01645,0.3834,Clay
2021-12-10,8.7,0.86,89.4,6.1,97.9,1.21,-0.35,49.2,0.02586,0.498,Clay
2021-12-11,0.9,4.9,73.5,3.2,99.1,0.59,4.32,31.5,0.015,0.3354,Clay
2021-12-12,-1.9,9.31,66.8,4.3,104.1,0.76,8.55,33.3,0.01757,0.3734,Clay
2021-12-13,6.6,0.34,70.0,2.9,102.4,1.38,-1.03,48.1,0.02608,0.4427,Clay
2021-12-14,2.6,1.93,89.0,7.9,99.8,0.46,1.46,40.5,0.01914,0.4499,Clay
2021-12-15,-0.7,9.12,73.4,4.4,107.8,0.37,8.75,35.9,0.01378,0.3561,Clay
2021-12-16,7.6,0.82,84.6,2.4,106.4,1.55,-0.73,52.8,0.02763,0.4575,Clay
2021-12-17,0.2,9.92,79.2,3.0,112.8,0.58,9.34,28.3,0.01521,0.3533,Clay
2021-12-18,-1.4,2.75,88.3,1.6,115.0,0.35,2.4,44.4,0.0229,0.386,Clay
2021-12-19,3.8,0.39,80.0,1.0,114.4,1.36,-0.97,52.7,0.02435,0.4057,Clay
2021-12-20,-1.9,2.21,100.0,4.4,113.3,0.06,2.15,37.2,0.01992,0.4076,Clay
2021-12-21,5.1,1.47,97.4,3.3,111.5,1.01,0.46,43.4,0.02649,0.4604,Clay
2021-12-22,-1.5,1.24,79.8,8.6,110.6,0.04,1.2,42.1,0.02006,0.4728,Clay
2021-12-23,2.8,2.92,78.9,2.3,108.5,0.72,2.2,48.1,0.0243,0.4108,Clay
2021-12-24,3.0,2.49,100.0,6.2,108.8,1.03,1.45,54.9,0.02723,0.4945,Clay
2021-12-25,2.8,2.48,74.1,3.2,104.5,0.51,1.97,49.0,0.02449,0.4197,Clay
2021-12-26,-1.8,0.35,82.4,2.7,100.5,0.0,0.35,49.9,0.02691,0.4038,Clay
2021-12-27,1.5,6.16,83.2,8.8,105.4,0.74,5.43,34.0,0.01569,0.4461,Clay
2021-12-28,6.2,2.5,83.1,6.2,106.3,1.79,0.71,52.3,0.02824,0.5164,Clay
2021-12-29,1.5,6.58,69.4,5.0,109.2,0.46,6.12,35.9,0.01769,0.4038,Clay
2021-12-30,-1.3,6.68,87.4,5.4,108.4,0.41,6.28,32.4,0.01636,0.3919,Clay
2021-12-31,0.8,1.47,75.7,10.2,109.2,0.56,0.91,51.8,0.02554,0.5367,Clay
2022-01-01,-1.6,0.02,95.1,4.8,106.8,0.41,-0.39,57.4,0.0299,0.4691,Clay
2022-01-02,-4.3,9.38,72.1,1.8,115.7,0.0,9.38,34.9,0.0188,0.3626,Clay
2022-01-03,1.7,5.55,84.3,1.5,120.2,0.76,4.79,52.3,0.02736,0.432,Clay
2022-01-04,2.6,0.44,66.2,5.2,116.6,1.65,-1.21,48.6,0.02451,0.4727,Clay
2022-01-05,4.4,4.72,66.8,5.2,121.1,2.04,2.68,42.3,0.02365,0.4844,Clay
2022-01-06,3.8,0.08,77.4,5.8,117.4,0.98,-0.9,47.4,0.02309,0.4805,Clay
2022-01-07,4.2,0.11,78.6,1.9,109.4,0.86,-0.75,47.1,0.02539,0.4207,Clay
2022-01-08,2.3,2.93,96.0,8.1,100.1,0.92,2.01,53.0,0.02607,0.4992,Clay
2022-01-09,8.9,0.4,84.0,4.5,99.7,2.01,-1.61,47.7,0.02639,0.4795,Clay
2022-01-10,0.0,13.14,94.8,5.1,107.9,0.9,12.24,22.8,0.00947,0.3398,Clay
2022-01-11,1.6,8.86,81.4,1.1,107.4,0.07,8.78,38.7,0.02205,0.3672,Clay
2022-01-12,7.6,4.15,89.4,8.5,111.2,1.52,2.63,46.7,0.0226,0.533,Clay
2022-01-13,1.5,0.26,78.8,4.6,109.6,0.58,-0.31,45.5,0.02286,0.4327,Clay
2022-01-14,2.4,1.56,78.3,4.6,102.0,0.62,0.94,47.7,0.02148,0.4151,Clay
2022-01-15,4.0,1.85,70.2,8.1,103.0,0.65,1.19,39.1,0.02267,0.4909,Clay
2022-01-16,6.4,2.61,87.5,7.8,95.7,1.39,1.22,46.6,0.02787,0.5213,Clay
2022-01-17,3.4,0.74,86.9,2.7,93.7,1.21,-0.48,51.3,0.02415,0.392,Clay
2022-01-18,0.3,3.43,91.1,7.8,96.8,0.18,3.26,44.2,0.02282,0.4554,Clay
2022-01-19,1.8,2.28,86.6,5.7,96.8,0.8,1.48,56.4,0.02814,0.4652,Clay
2022-01-20,4.7,11.75,100.0,0.8,107.1,1.34,10.41,32.9,0.01826,0.3546,Clay
2022-01-21,2.3,10.99,86.3,2.8,116.9,1.34,9.65,24.8,0.01586,0.3739,Clay
2022-01-22,1.9,3.33,92.9,3.8,117.3,0.97,2.36,45.8,0.02411,0.4433,Clay
2022-01-23,0.6,4.13,82.4,4.7,118.9,0.56,3.58,42.5,0.01985,0.4256,Clay
2022-01-24,7.0,0.59,77.7,5.4,117.0,1.64,-1.05,61.4,0.03149,0.5493,Clay
2022-01-25,3.1,1.01,90.7,2.6,117.7,1.2,-0.19,48.2,0.02414,0.4326,Clay
2022-01-26,3.2,9.24,84.3,6.6,120.8,1.02,8.22,34.2,0.01621,0.45,Clay
2022-01-27,5.7,4.8,91.7,6.6,123.1,1.59,3.21,44.9,0.02526,0.5304,Clay
2022-01-28,-0.3,0.84,87.8,5.0,117.3,0.35,0.49,43.7,0.02346,0.4489,Clay
2022-01-29,4.0,3.38,78.6,7.6,114.0,1.46,1.92,38.5,0.02255,0.5023,Clay
2022-01-30,8.4,10.91,93.6,6.3,123.5,1.61,9.3,30.3,0.01557,0.4766,Clay
2022-01-31,3.8,1.69,78.0,2.7,125.1,0.87,0.82,51.7,0.02914,0.4846,Clay
2022-02-01,4.8,0.82,89.9,6.2,116.6,1.08,-0.26,43.9,0.02639,0.5137,Clay
2022-02-02,4.8,11.36,95.2,8.3,122.4,0.93,10.43,28.6,0.01235,0.4647,Clay
2022-02-03,7.5,2.47,81.8,2.1,124.4,1.85,0.62,45.4,0.02344,0.4567,Clay
2022-02-04,5.0,2.15,94.1,9.2,121.9,0.78,1.37,37.6,0.01951,0.5277,Clay
2022-02-05,11.9,1.24,88.0,0.9,123.0,2.16,-0.92,53.0,0.0313,0.5133,Clay
2022-02-06,5.3,8.83,91.6,4.4,131.7,1.39,7.44,37.2,0.02225,0.4861,Clay
2022-02-07,3.4,7.42,78.0,6.0,136.2,1.01,6.4,40.5,0.0175,0.478,Clay
2022-02-08,9.3,2.04,86.4,6.1,137.9,1.89,0.16,53.6,0.02797,0.5873,Clay
2022-02-09,4.3,0.12,73.3,5.7,124.8,1.1,-0.98,51.5,0.02912,0.5357,Clay
2022-02-10,3.2,2.34,98.2,4.4,118.3,1.03,1.31,49.4,0.02379,0.4612,Clay
2022-02-11,1.6,0.79,68.3,5.1,115.0,0.43,0.35,50.2,0.02711,0.4797,Clay
2022-02-12,6.7,0.61,81.5,5.4,115.3,1.36,-0.75,38.6,0.02176,0.4789,Clay
2022-02-13,4.0,1.96,76.9,4.2,115.7,1.02,0.94,40.6,0.02267,0.4502,Clay
2022-02-14,3.1,0.41,89.6,4.8,114.3,1.11,-0.7,47.7,0.02617,0.4757,Clay
2022-02-15,3.9,12.36,99.5,6.7,124.0,1.37,10.99,28.3,0.01383,0.4452,Clay
2022-02-16,4.6,0.19,89.3,3.2,123.5,1.15,-0.96,53.3,0.02733,0.4826,Clay
2022-02-17,8.3,2.0,100.0,4.4,122.1,1.97,0.03,53.2,0.02812,0.5254,Clay
2022-02-18,7.4,0.69,72.8,0.6,120.5,1.63,-0.94,55.3,0.03012,0.469,Clay
2022-02-19,5.6,4.53,73.4,5.4,113.2,1.32,3.2,44.5,0.01925,0.451,Clay
2022-02-20,7.9,0.32,76.5,2.5,102.6,1.91,-1.6,55.7,0.03098,0.4767,Clay
2022-02-21,6.0,3.05,84.5,4.1,102.3,0.96,2.09,53.5,0.03179,0.4974,Clay
2022-02-22,7.0,5.7,75.2,2.6,103.9,1.69,4.01,44.0,0.02396,0.4289,Clay
2022-02-23,4.5,11.48,77.3,0.9,114.7,0.97,10.51,28.8,0.01482,0.3455,Clay
2022-02-24,4.7,4.58,88.2,4.1,118.3,1.51,3.07,46.2,0.02431,0.4689,Clay
2022-02-25,7.2,0.4,73.2,3.8,109.5,1.39,-0.99,56.1,0.03112,0.5081,Clay
2022-02-26,7.4,0.35,73.9,3.8,105.0,1.51,-1.16,60.1,0.03454,0.5238,Clay
2022-02-27,10.1,4.97,79.6,2.6,109.2,1.54,3.43,37.7,0.02059,0.433,Clay
2022-02-28,8.7,0.91,80.2,8.2,106.7,1.91,-1.0,43.8,0.02346,0.5307,Clay
2022-03-01,5.8,2.23,90.6,0.4,98.0,1.25,0.98,49.1,0.02322,0.3706,Clay
2022-03-02,3.6,14.05,75.2,7.2,110.4,0.88,13.17,16.4,0.00861,0.3927,Clay
2022-03-03,10.2,6.39,76.5,5.7,115.9,2.04,4.35,40.1,0.01967,0.4905,Clay
2022-03-04,8.7,6.95,86.8,2.3,111.5,1.3,5.65,47.8,0.02485,0.454,Clay
2022-03-05,10.7,7.28,88.4,4.1,116.3,1.9,5.38,39.3,0.02349,0.4934,Clay
2022-03-06,9.3,3.55,93.2,9.9,117.7,1.84,1.71,46.7,0.02754,0.6099,Clay
2022-03-07,13.5,4.99,85.4,5.1,121.5,2.97,2.02,43.9,0.02587,0.5506,Clay
2022-03-08,7.6,1.62,82.5,2.0,114.3,1.69,-0.07,57.7,0.03345,0.5049,Clay
2022-03-09,8.5,23.47,85.9,4.0,130.3,1.89,21.58,9.0,0.00156,0.3573,Clay
2022-03-10,10.9,1.18,79.0,4.1,129.5,2.15,-0.96,49.6,0.03074,0.5659,Clay
2022-03-11,11.2,3.2,78.7,6.2,132.6,3.21,-0.0,57.4,0.03022,0.6053,Clay
2022-03-12,9.7,1.19,66.6,7.6,131.4,2.23,-1.05,53.0,0.02969,0.6129,Clay
2022-03-13,4.1,0.42,87.7,1.6,131.0,0.51,-0.09,48.1,0.02371,0.4437,Clay
2022-03-14,3.7,2.97,82.1,3.2,133.4,1.13,1.84,35.9,0.01923,0.4412,Clay
2022-03-15,8.0,1.54,86.4,3.1,133.0,2.03,-0.49,51.7,0.02795,0.5219,Clay
2022-03-16,9.4,3.07,57.5,10.9,135.6,1.47,1.59,44.6,0.02664,0.6521,Clay
2022-03-17,3.8,2.85,79.5,4.6,126.1,1.11,1.74,44.9,0.02827,0.5115,Clay
2022-03-18,9.5,2.71,72.8,7.0,128.6,1.76,0.94,46.3,0.02709,0.5806,Clay
2022-03-19,11.7,0.45,91.4,3.8,127.1,2.0,-1.54,43.9,0.02429,0.5193,Clay
2022-03-20,9.7,1.99,84.1,5.6,128.4,2.35,-0.37,63.6,0.03792,0.6304,Clay
2022-03-21,10.9,5.69,80.9,3.1,129.5,1.93,3.75,39.0,0.01824,0.466,Clay
2022-03-22,11.9,1.28,75.4,7.5,130.5,2.09,-0.81,55.0,0.02959,0.6217,Clay
2022-03-23,5.5,1.97,81.8,4.0,129.4,1.05,0.92,47.1,0.02436,0.4911,Clay
2022-03-24,12.4,2.27,71.0,6.2,126.0,2.03,0.24,35.8,0.01957,0.529,Clay
2022-03-25,8.3,6.59,77.4,2.9,121.1,1.59,5.0,39.3,0.01979,0.4439,Clay
2022-03-26,10.0,3.51,73.3,5.4,120.0,1.82,1.7,47.2,0.02735,0.543,Clay
2022-03-27,8.8,0.35,95.9,3.7,120.0,1.47,-1.12,49.5,0.02695,0.5063,Clay
2022-03-28,14.2,6.52,89.3,1.0,126.2,2.62,3.9,49.5,0.02797,0.5113,Clay
2022-03-29,7.6,5.76,85.8,3.8,126.9,0.88,4.88,49.2,0.02928,0.5279,Clay
2022-03-30,15.4,4.49,65.1,4.5,130.5,2.84,1.66,48.1,0.02687,0.5751,Clay
