building_id,timestamp,total_consumption_kwh,heating_kwh,cooling_kwh,lighting_kwh,appliances_kwh,hvac_kwh,other_kwh
B_0098,2021-04-18,46.83,10.88,12.46,7.23,10.62,7.67,0.0
B_0099,2021-04-18,71.43,14.98,16.58,9.93,18.37,13.49,0.0
B_0100,2021-04-18,57.95,9.83,13.33,9.85,17.08,10.08,0.0
B_0001,2021-04-19,92.74,16.81,19.64,12.24,22.38,18.56,3.1
B_0002,2021-04-19,70.26,15.97,18.3,8.6,15.75,11.49,0.14
B_0003,2021-04-19,126.31,28.27,27.13,15.62,28.92,23.93,2.43
B_0004,2021-04-19,112.96,25.2,25.22,16.82,31.22,22.05,0.0
B_0005,2021-04-19,111.56,21.53,27.37,15.21,24.66,19.07,3.72
B_0006,2021-04-19,171.39,39.79,49.18,29.1,50.41,39.68,0.0
B_0007,2021-04-19,111.47,23.53,27.48,15.9,29.22,22.48,0.0
B_0008,2021-04-19,117.84,26.74,29.89,19.55,23.73,22.53,0.0
B_0009,2021-04-19,165.23,27.75,44.02,25.98,36.95,33.51,0.0
B_0010,2021-04-19,110.82,23.58,31.6,16.7,29.69,20.81,0.0
B_0011,2021-04-19,157.93,34.04,31.07,20.77,44.5,36.37,0.0
B_0012,2021-04-19,111.43,25.84,25.2,14.35,24.79,25.95,0.0
B_0013,2021-04-19,139.49,29.93,36.09,18.84,32.0,23.64,0.0
B_0014,2021-04-19,90.72,17.97,18.31,12.27,19.39,16.63,6.15
B_0015,2021-04-19,124.84,27.5,25.96,15.84,28.5,22.42,4.62
B_0016,2021-04-19,112.14,21.26,25.72,14.41,28.65,26.44,0.0
B_0017,2021-04-19,148.33,31.8,37.79,26.68,44.23,31.77,0.0
B_0018,2021-04-19,128.74,25.45,36.26,20.16,26.75,25.67,0.0
B_0019,2021-04-19,129.06,28.44,31.9,18.46,35.75,24.07,0.0
B_0020,2021-04-19,140.89,33.54,35.6,24.26,40.17,29.55,0.0
B_0021,2021-04-19,137.32,25.8,38.92,20.51,31.67,23.52,0.0
B_0022,2021-04-19,85.14,18.39,23.09,13.35,17.28,19.98,0.0
B_0023,2021-04-19,122.79,20.43,23.9,16.5,28.32,27.17,6.48
B_0024,2021-04-19,120.27,25.81,26.87,18.54,29.44,23.54,0.0
B_0025,2021-04-19,114.4,20.12,31.49,16.37,22.89,21.05,2.47
B_0026,2021-04-19,69.5,13.76,16.27,10.46,16.44,13.29,0.0
B_0027,2021-04-19,109.6,21.85,29.72,19.63,27.25,17.85,0.0
B_0028,2021-04-19,119.27,27.07,24.66,20.06,29.78,21.54,0.0
B_0029,2021-04-19,47.16,8.75,9.77,5.89,13.66,11.01,0.0
B_0030,2021-04-19,97.59,18.0,25.28,12.5,25.1,18.73,0.0
B_0031,2021-04-19,114.76,19.06,23.94,15.52,26.36,19.84,10.04
B_0032,2021-04-19,70.26,12.96,19.51,11.03,18.53,11.62,0.0
B_0033,2021-04-19,142.71,27.16,35.23,23.22,37.24,31.36,0.0
B_0034,2021-04-19,149.62,30.22,42.45,21.1,34.7,35.55,0.0
B_0035,2021-04-19,109.6,24.45,23.97,16.92,27.15,21.62,0.0
B_0036,2021-04-19,92.8,16.87,25.16,13.84,23.51,17.82,0.0
B_0037,2021-04-19,139.42,23.22,37.68,18.03,41.45,28.24,0.0
B_0038,2021-04-19,121.69,26.14,23.95,16.84,30.1,21.36,3.31
B_0039,2021-04-19,89.11,14.89,23.38,15.29,21.07,21.16,0.0
B_0040,2021-04-19,93.22,19.8,21.61,13.07,20.09,17.34,1.3
B_0041,2021-04-19,112.34,25.01,23.1,19.19,28.65,23.68,0.0
B_0042,2021-04-19,21.68,3.87,5.5,3.6,5.18,4.88,0.0
B_0043,2021-04-19,127.53,30.13,26.93,18.18,34.73,21.16,0.0
B_0044,2021-04-19,153.73,36.4,31.22,24.0,36.02,35.43,0.0
B_0045,2021-04-19,116.15,20.99,32.87,19.35,25.2,18.64,0.0
B_0046,2021-04-19,101.2,19.95,22.96,17.88,22.41,19.48,0.0
B_0047,2021-04-19,141.62,32.7,30.34,21.59,39.84,24.63,0.0
B_0048,2021-04-19,75.83,14.26,20.63,10.43,15.68,16.86,0.0
B_0049,2021-04-19,105.12,24.97,28.54,16.98,27.9,20.77,0.0
B_0050,2021-04-19,141.84,26.9,38.85,21.84,36.4,32.48,0.0
B_0051,2021-04-19,124.88,26.71,32.71,15.47,34.67,26.97,0.0
B_0052,2021-04-19,126.91,25.1,29.17,16.33,34.13,23.29,0.0
B_0053,2021-04-19,128.43,28.13,35.16,17.05,34.94,25.06,0.0
B_0054,2021-04-19,140.0,30.52,30.88,24.9,39.88,33.54,0.0
B_0055,2021-04-19,113.76,24.32,26.62,16.12,28.54,25.74,0.0
B_0056,2021-04-19,139.7,23.13,37.49,16.89,37.08,27.73,0.0
B_0057,2021-04-19,137.23,27.48,36.75,17.45,30.9,23.01,1.63
B_0058,2021-04-19,92.39,19.14,20.86,13.51,26.97,19.71,0.0
B_0059,2021-04-19,178.87,34.02,45.11,24.84,45.88,29.54,0.0
B_0060,2021-04-19,111.01,25.77,26.37,16.35,33.0,22.52,0.0
B_0061,2021-04-19,121.98,19.79,33.2,19.22,25.79,22.53,1.46
B_0062,2021-04-19,112.04,23.24,22.97,18.14,23.07,21.53,3.08
B_0063,2021-04-19,73.84,13.96,19.61,11.5,21.6,12.78,0.0
B_0064,2021-04-19,68.69,14.69,16.12,12.21,15.94,14.47,0.0
B_0065,2021-04-19,115.69,27.23,32.35,19.91,27.26,25.54,0.0
B_0066,2021-04-19,158.01,32.45,37.12,21.27,35.02,35.07,0.0
B_0067,2021-04-19,117.02,26.73,29.47,17.31,34.86,20.39,0.0
B_0068,2021-04-19,84.39,18.47,24.2,13.85,23.16,16.97,0.0
B_0069,2021-04-19,91.1,15.72,24.51,13.33,18.98,18.13,0.43
B_0070,2021-04-19,121.41,23.76,33.69,15.76,29.18,23.4,0.0
B_0071,2021-04-19,167.9,27.32,43.04,27.64,48.96,27.71,0.0
B_0072,2021-04-19,156.38,26.69,43.27,25.94,35.65,31.43,0.0
B_0073,2021-04-19,135.29,23.59,36.23,17.24,32.34,26.57,0.0
B_0074,2021-04-19,110.42,19.65,27.14,18.1,22.15,18.06,5.33
B_0075,2021-04-19,115.85,20.83,23.65,19.97,34.61,21.01,0.0
B_0076,2021-04-19,117.78,22.58,23.56,18.42,31.08,23.57,0.0
B_0077,2021-04-19,74.05,16.03,16.14,10.17,20.7,16.47,0.0
B_0078,2021-04-19,113.97,22.74,25.66,14.35,25.76,26.57,0.0
B_0079,2021-04-19,164.29,32.53,37.57,20.03,45.8,37.53,0.0
B_0080,2021-04-19,118.34,25.74,27.43,17.55,25.78,19.27,2.57
B_0081,2021-04-19,170.36,29.44,38.84,27.78,39.13,35.59,0.0
B_0082,2021-04-19,152.78,32.18,36.69,24.96,36.66,29.33,0.0
B_0083,2021-04-19,84.02,18.12,17.6,12.06,24.09,16.93,0.0
B_0084,2021-04-19,142.26,33.71,39.64,20.49,28.73,30.8,0.0
B_0085,2021-04-19,104.58,24.32,23.0,18.68,25.1,24.0,0.0
B_0086,2021-04-19,122.33,20.78,30.36,15.98,34.38,22.29,0.0
B_0087,2021-04-19,109.63,23.88,21.6,14.51,31.6,23.23,0.0
B_0088,2021-04-19,158.47,35.7,41.62,27.31,33.21,32.52,0.0
B_0089,2021-04-19,142.45,23.32,32.47,19.23,37.69,33.81,0.0
B_0090,2021-04-19,105.78,18.42,22.82,13.42,23.16,20.74,7.23
B_0091,2021-04-19,103.16,17.59,23.68,15.37,26.72,21.75,0.0
B_0092,2021-04-19,107.56,20.76,28.89,18.57,23.58,17.76,0.0
B_0093,2021-04-19,91.74,20.68,24.62,15.41,24.45,21.37,0.0
B_0094,2021-04-19,107.33,24.64,25.02,14.82,31.95,25.05,0.0
B_0095,2021-04-19,117.25,21.25,26.57,14.59,31.29,25.98,0.0
B_0096,2021-04-19,112.37,18.45,21.69,17.04,25.63,24.73,4.83
B_0097,2021-04-19,124.43,20.82,24.4,16.77,34.74,28.97,0.0
B_0098,2021-04-19,106.62,24.95,24.0,16.43,29.86,25.43,0.0
B_0099,2021-04-19,118.53,20.54,29.63,15.42,26.36,21.23,5.35
B_0100,2021-04-19,157.52,32.61,30.84,21.95,37.71,30.24,4.17
B_0001,2021-04-20,131.68,30.17,32.12,16.75,37.96,30.7,0.0
B_0002,2021-04-20,164.94,32.56,42.34,24.15,34.35,30.52,1.01
B_0003,2021-04-20,133.44,31.3,35.25,22.99,29.83,26.93,0.0
B_0004,2021-04-20,107.48,22.23,28.44,14.83,26.98,20.7,0.0
B_0005,2021-04-20,131.28,25.23,26.4,16.09,38.19,22.88,2.49
B_0006,2021-04-20,102.67,17.85,24.88,15.89,24.54,22.72,0.0
B_0007,2021-04-20,156.62,30.06,42.81,20.11,35.83,30.7,0.0
B_0008,2021-04-20,115.15,24.53,31.45,16.15,29.1,25.37,0.0
B_0009,2021-04-20,140.66,26.28,30.97,21.02,38.52,33.43,0.0
B_0010,2021-04-20,90.59,15.65,23.9,13.05,18.39,19.6,0.0
B_0011,2021-04-20,53.57,12.72,12.72,6.9,14.52,10.99,0.0
B_0012,2021-04-20,152.19,32.47,30.77,25.28,33.04,24.8,5.83
B_0013,2021-04-20,124.85,26.81,34.33,21.97,26.59,24.51,0.0
B_0014,2021-04-20,142.47,24.32,35.59,18.2,41.67,31.64,0.0
B_0015,2021-04-20,94.68,20.96,21.69,16.05,20.7,18.64,0.0
B_0016,2021-04-20,133.73,28.98,30.34,17.82,32.76,30.1,0.0
B_0017,2021-04-20,70.48,14.06,18.21,8.72,15.31,14.85,0.0
B_0018,2021-04-20,113.67,23.89,25.56,17.74,28.85,24.96,0.0
B_0019,2021-04-20,129.58,28.05,29.84,20.41,37.64,24.65,0.0
B_0020,2021-04-20,106.46,19.6,28.65,14.14,28.4,22.37,0.0
B_0021,2021-04-20,85.2,13.82,24.11,13.16,21.15,14.35,0.0
B_0022,2021-04-20,79.86,15.03,20.37,11.11,19.49,12.91,0.94
B_0023,2021-04-20,106.89,17.57,20.6,15.33,27.79,17.76,7.83
B_0024,2021-04-20,112.9,20.42,27.04,16.45,23.5,22.13,3.36
B_0025,2021-04-20,137.28,30.58,28.91,24.22,33.37,26.01,0.0
B_0026,2021-04-20,129.11,27.77,32.21,18.48,38.41,28.75,0.0
B_0027,2021-04-20,108.33,18.3,29.42,18.25,21.87,20.78,0.0
B_0028,2021-04-20,132.93,21.73,27.68,20.81,27.18,30.25,5.29
B_0029,2021-04-20,114.93,18.91,22.7,20.13,28.87,23.47,0.84
B_0030,2021-04-20,137.46,24.79,38.18,18.99,40.88,29.12,0.0
B_0031,2021-04-20,102.55,18.18,28.67,15.4,29.19,17.38,0.0
B_0032,2021-04-20,149.57,31.1,32.52,24.99,43.7,30.74,0.0
B_0033,2021-04-20,97.94,19.02,20.69,17.26,27.0,19.7,0.0
B_0034,2021-04-20,142.92,31.27,28.43,17.75,32.16,24.15,9.16
B_0035,2021-04-20,137.52,22.27,35.86,19.05,29.92,22.4,8.02
B_0036,2021-04-20,136.6,22.35,36.48,17.2,27.4,27.88,5.3
B_0037,2021-04-20,117.53,26.84,26.61,20.01,24.58,26.58,0.0
B_0038,2021-04-20,120.13,24.66,28.6,15.44,28.8,21.05,1.6
B_0039,2021-04-20,197.11,35.1,45.05,32.41,50.3,45.88,0.0
B_0040,2021-04-20,102.15,22.06,28.4,13.99,20.99,16.95,0.0
B_0041,2021-04-20,119.39,23.27,33.73,17.53,26.88,24.65,0.0
B_0042,2021-04-20,141.08,24.55,32.28,17.05,33.9,28.33,4.96
B_0043,2021-04-20,94.34,19.86,26.18,15.71,21.36,17.22,0.0
B_0044,2021-04-20,117.09,21.7,32.42,15.06,34.13,25.41,0.0
B_0045,2021-04-20,127.93,29.34,36.79,19.85,27.69,20.88,0.0
B_0046,2021-04-20,103.41,16.61,29.76,17.5,28.66,23.83,0.0
B_0047,2021-04-20,73.34,13.76,16.57,11.1,21.67,14.26,0.0
B_0048,2021-04-20,100.46,19.78,20.33,17.79,26.97,22.02,0.0
B_0049,2021-04-20,102.67,21.95,23.77,13.04,23.28,17.11,3.52
B_0050,2021-04-20,95.83,17.96,20.39,16.4,28.24,19.9,0.0
B_0051,2021-04-20,147.83,24.65,33.82,25.09,35.29,27.92,1.07
B_0052,2021-04-20,114.2,20.8,30.56,19.13,27.5,26.65,0.0
B_0053,2021-04-20,147.3,28.18,28.87,19.79,30.38,34.12,5.96
B_0054,2021-04-20,152.81,26.55,39.07,20.66,45.12,30.89,0.0
B_0055,2021-04-20,142.91,27.93,34.43,23.32,38.28,24.78,0.0
B_0056,2021-04-20,161.09,29.74,32.55,24.93,46.14,33.06,0.0
B_0057,2021-04-20,145.45,34.76,36.21,19.25,30.49,32.47,0.0
B_0058,2021-04-20,148.2,33.32,28.76,25.8,32.93,32.27,0.0
B_0059,2021-04-20,130.05,24.03,25.45,22.29,28.53,24.92,4.83
B_0060,2021-04-20,175.41,40.76,40.6,29.89,39.15,31.34,0.0
B_0061,2021-04-20,123.71,26.35,32.69,17.38,32.08,22.65,0.0
B_0062,2021-04-20,93.17,18.09,24.5,14.81,20.55,21.39,0.0
B_0063,2021-04-20,86.75,13.98,19.55,14.99,17.53,14.34,6.37
B_0064,2021-04-20,159.36,26.08,39.8,27.18,38.07,28.8,0.0
B_0065,2021-04-20,116.66,21.99,29.35,15.0,23.93,27.72,0.0
B_0066,2021-04-20,87.76,15.25,17.11,12.19,23.84,18.92,0.45
B_0067,2021-04-20,74.85,12.37,19.69,11.25,16.75,15.76,0.0
B_0068,2021-04-20,123.66,25.94,24.1,19.0,32.14,23.17,0.0
B_0069,2021-04-20,69.54,11.42,17.7,12.2,16.22,14.7,0.0
B_0070,2021-04-20,143.3,23.0,27.89,22.43,35.67,33.24,1.07
B_0071,2021-04-20,123.46,28.85,30.76,20.63,35.9,28.86,0.0
B_0072,2021-04-20,133.82,29.94,34.36,17.65,35.45,30.46,0.0
B_0073,2021-04-20,98.66,20.15,20.35,13.44,25.67,18.94,0.1
B_0074,2021-04-20,146.56,27.6,42.14,20.0,39.83,26.98,0.0
B_0075,2021-04-20,101.23,22.72,25.38,14.05,30.26,21.54,0.0
B_0076,2021-04-20,118.65,19.05,30.4,20.78,31.13,26.82,0.0
B_0077,2021-04-20,129.11,25.96,26.56,19.51,28.04,24.97,4.08
B_0078,2021-04-20,95.97,20.4,18.8,16.45,25.86,15.78,0.0
B_0079,2021-04-20,138.77,27.28,35.84,24.22,33.95,32.61,0.0
B_0080,2021-04-20,100.93,22.9,28.45,16.05,21.32,23.79,0.0
B_0081,2021-04-20,108.59,20.88,22.18,15.91,29.21,19.18,1.23
B_0082,2021-04-20,132.37,28.25,26.99,21.46,36.62,31.0,0.0
B_0083,2021-04-20,126.54,22.87,30.9,22.38,28.46,30.07,0.0
B_0084,2021-04-20,132.21,23.99,31.54,16.58,35.48,28.8,0.0
B_0085,2021-04-20,156.43,29.12,33.7,26.31,32.77,35.57,0.0
B_0086,2021-04-20,112.22,19.23,23.74,19.87,24.89,22.6,1.89
B_0087,2021-04-20,116.62,21.64,33.33,17.0,25.32,22.46,0.0
B_0088,2021-04-20,98.79,17.59,26.73,16.66,25.46,18.09,0.0
B_0089,2021-04-20,108.4,20.8,22.51,13.39,23.07,18.56,10.06
B_0090,2021-04-20,154.85,25.12,30.35,20.84,37.31,36.25,4.99
B_0091,2021-04-20,203.33,42.32,40.91,24.58,51.9,37.4,6.21
B_0092,2021-04-20,122.17,22.34,32.17,16.63,34.55,28.17,0.0
B_0093,2021-04-20,150.84,34.21,34.39,24.88,39.35,31.32,0.0
B_0094,2021-04-20,90.29,21.25,21.9,12.85,24.93,20.3,0.0
B_0095,2021-04-20,92.44,18.67,22.93,14.42,22.84,21.89,0.0
B_0096,2021-04-20,146.22,24.32,29.29,21.89,30.89,35.04,4.79
B_0097,2021-04-20,69.33,16.59,15.18,11.85,20.29,16.03,0.0
B_0098,2021-04-20,141.32,29.53,36.69,25.22,33.96,25.09,0.0
B_0099,2021-04-20,123.33,27.92,34.63,15.4,25.14,21.63,0.0
B_0100,2021-04-20,49.22,11.67,13.31,8.63,12.07,8.22,0.0
B_0001,2021-04-21,148.68,28.65,32.7,22.93,39.34,25.2,0.0
B_0002,2021-04-21,77.41,14.1,15.2,12.52,18.43,15.5,1.67
B_0003,2021-04-21,120.03,28.54,25.42,20.4,27.89,22.5,0.0
B_0004,2021-04-21,179.31,32.15,49.33,28.68,37.88,31.77,0.0
B_0005,2021-04-21,105.39,21.83,27.61,15.1,25.17,17.42,0.0
B_0006,2021-04-21,91.99,16.33,21.72,15.84,23.21,19.14,0.0
B_0007,2021-04-21,81.51,18.14,15.7,14.11,21.56,15.91,0.0
B_0008,2021-04-21,103.46,21.82,23.53,18.42,21.79,19.49,0.0
B_0009,2021-04-21,147.13,24.08,34.52,21.62,29.99,33.14,3.79
B_0010,2021-04-21,180.74,30.56,40.21,23.36,40.09,41.81,4.71
B_0011,2021-04-21,140.81,31.45,38.53,24.58,31.91,23.72,0.0
B_0012,2021-04-21,93.4,20.49,20.91,14.09,20.32,20.55,0.0
B_0013,2021-04-21,155.57,28.85,32.29,18.79,31.65,31.97,12.02
B_0014,2021-04-21,114.29,26.6,27.75,15.0,33.48,24.24,0.0
B_0015,2021-04-21,114.84,21.56,29.47,16.09,26.26,20.18,1.27
B_0016,2021-04-21,113.84,21.29,30.61,19.82,27.68,24.96,0.0
B_0017,2021-04-21,89.74,16.71,21.2,14.25,26.45,15.29,0.0
B_0018,2021-04-21,102.23,16.58,26.22,15.33,30.25,22.97,0.0
B_0019,2021-04-21,104.75,20.57,27.14,14.59,25.84,21.83,0.0
B_0020,2021-04-21,115.41,26.82,28.86,14.11,24.41,20.38,0.84
B_0021,2021-04-21,73.27,13.09,17.37,9.0,21.02,16.68,0.0
B_0022,2021-04-21,94.36,22.26,19.6,12.43,23.77,21.12,0.0
B_0023,2021-04-21,100.33,18.62,22.22,14.99,26.42,22.45,0.0
B_0024,2021-04-21,135.18,31.58,28.96,20.42,33.65,31.12,0.0
B_0025,2021-04-21,112.72,20.05,26.44,16.47,24.93,23.12,1.7
B_0026,2021-04-21,168.68,31.86,37.77,25.99,33.97,30.16,8.93
B_0027,2021-04-21,145.67,25.08,29.87,26.17,29.54,30.7,4.31
B_0028,2021-04-21,122.15,24.54,32.37,16.17,33.85,28.13,0.0
B_0029,2021-04-21,147.56,24.35,31.86,23.92,35.84,27.42,4.17
B_0030,2021-04-21,146.7,26.15,35.06,25.08,35.72,31.72,0.0
B_0031,2021-04-21,108.75,23.82,28.82,18.34,28.69,22.26,0.0
B_0032,2021-04-21,104.04,17.57,24.04,14.65,25.73,22.42,0.0
B_0033,2021-04-21,74.34,13.74,16.77,9.77,21.1,15.08,0.0
B_0034,2021-04-21,101.41,23.21,28.76,12.43,27.83,19.35,0.0
B_0035,2021-04-21,118.8,20.71,27.3,18.38,30.28,26.19,0.0
B_0036,2021-04-21,99.21,22.8,28.11,17.69,23.27,17.97,0.0
B_0037,2021-04-21,117.44,24.9,25.18,20.18,27.23,27.55,0.0
B_0038,2021-04-21,157.14,28.38,45.06,27.29,42.08,37.61,0.0
B_0039,2021-04-21,114.3,25.83,27.03,17.13,26.88,22.83,0.0
B_0040,2021-04-21,72.93,13.31,15.22,10.86,16.17,13.52,3.87
B_0041,2021-04-21,82.25,14.54,19.71,11.95,19.66,16.95,0.0
B_0042,2021-04-21,129.15,21.62,32.74,20.98,33.13,26.55,0.0
B_0043,2021-04-21,131.17,28.58,28.94,20.41,29.03,28.95,0.0
B_0044,2021-04-21,100.08,20.58,23.63,15.35,24.01,21.88,0.0
B_0045,2021-04-21,154.66,29.3,38.63,25.85,37.36,31.42,0.0
B_0046,2021-04-21,64.57,12.25,17.12,10.53,16.78,11.36,0.0
B_0047,2021-04-21,150.18,27.81,29.13,22.96,42.54,31.78,0.0
B_0048,2021-04-21,87.52,20.91,22.08,14.83,23.49,18.99,0.0
B_0049,2021-04-21,113.42,25.41,26.5,18.4,31.44,21.3,0.0
B_0050,2021-04-21,140.28,33.08,40.22,20.23,40.04,27.17,0.0
B_0051,2021-04-21,71.02,13.84,16.36,10.46,17.24,15.37,0.0
B_0052,2021-04-21,178.46,34.95,41.84,22.39,42.71,34.62,1.95
B_0053,2021-04-21,112.06,22.21,21.67,13.6,27.07,23.79,3.72
B_0054,2021-04-21,153.77,31.48,31.04,21.27,43.6,26.27,0.1
B_0055,2021-04-21,100.1,21.54,20.42,16.61,28.38,21.98,0.0
B_0056,2021-04-21,128.23,27.21,33.25,15.53,35.69,21.84,0.0
B_0057,2021-04-21,109.96,23.54,30.84,16.03,32.37,20.46,0.0
B_0058,2021-04-21,100.5,18.77,25.43,12.09,22.89,16.88,4.43
B_0059,2021-04-21,90.25,18.28,19.8,12.81,25.68,14.82,0.0
B_0060,2021-04-21,141.29,26.77,34.99,23.74,28.36,28.93,0.0
B_0061,2021-04-21,112.5,20.88,26.59,18.76,28.97,25.79,0.0
B_0062,2021-04-21,73.32,13.52,19.64,10.28,17.44,14.82,0.0
B_0063,2021-04-21,146.45,29.77,40.82,19.31,30.51,28.06,0.0
B_0064,2021-04-21,115.69,21.79,24.56,15.13,28.31,23.15,2.75
B_0065,2021-04-21,100.07,20.34,22.61,13.64,29.73,22.02,0.0
B_0066,2021-04-21,123.05,24.03,27.01,19.13,32.47,21.77,0.0
B_0067,2021-04-21,125.05,29.86,25.41,15.61,28.87,27.73,0.0
B_0068,2021-04-21,119.61,26.74,31.5,20.96,24.16,19.52,0.0
B_0069,2021-04-21,125.54,22.63,27.8,17.92,32.92,22.7,1.57
B_0070,2021-04-21,136.37,27.45,34.84,17.46,38.52,30.52,0.0
B_0071,2021-04-21,102.11,18.31,27.01,14.35,23.79,16.84,1.8
B_0072,2021-04-21,139.52,24.54,31.52,20.58,31.83,29.66,1.38
B_0073,2021-04-21,159.91,36.36,43.38,22.5,34.39,38.32,0.0
B_0074,2021-04-21,140.72,26.6,31.48,19.94,32.97,23.31,6.41
B_0075,2021-04-21,81.48,16.02,21.39,14.16,21.39,15.97,0.0
B_0076,2021-04-21,174.13,28.05,40.18,31.07,45.34,34.43,0.0
B_0077,2021-04-21,112.68,19.17,30.01,15.13,23.35,19.89,5.13
B_0078,2021-04-21,128.45,22.59,26.24,20.79,29.99,26.2,2.65
B_0079,2021-04-21,149.49,28.68,35.04,20.86,44.63,30.51,0.0
B_0080,2021-04-21,125.5,25.17,35.91,15.66,33.84,23.8,0.0
B_0081,2021-04-21,95.58,22.34,24.35,15.44,24.2,15.66,0.0
B_0082,2021-04-21,136.55,29.69,30.28,23.04,36.8,25.93,0.0
B_0083,2021-04-21,116.59,21.89,29.56,14.4,24.31,25.4,1.02
B_0084,2021-04-21,103.96,21.87,29.18,14.45,25.61,22.55,0.0
B_0085,2021-04-21,96.26,17.48,22.49,14.58,21.27,17.06,3.38
B_0086,2021-04-21,133.52,31.13,34.33,23.34,36.95,27.09,0.0
B_0087,2021-04-21,99.84,17.39,25.33,13.01,25.58,16.46,2.07
B_0088,2021-04-21,116.73,20.1,27.34,19.31,31.24,27.5,0.0
B_0089,2021-04-21,128.65,30.82,30.75,22.8,31.64,30.6,0.0
B_0090,2021-04-21,98.64,20.14,20.55,16.6,23.97,20.21,0.0
B_0091,2021-04-21,106.24,18.35,26.85,15.3,30.82,18.45,0.0
B_0092,2021-04-21,123.68,23.42,27.69,19.77,33.28,23.61,0.0
B_0093,2021-04-21,142.64,31.6,32.92,19.95,36.38,28.54,0.0
B_0094,2021-04-21,142.59,28.49,28.69,25.17,39.2,22.83,0.0
B_0095,2021-04-21,154.85,34.05,38.11,21.14,35.99,32.95,0.0
B_0096,2021-04-21,111.73,23.23,31.75,16.71,32.46,25.82,0.0
B_0097,2021-04-21,132.12,24.97,26.0,21.23,32.07,25.34,2.52
B_0098,2021-04-21,96.62,18.36,27.29,15.57,19.48,22.57,0.0
B_0099,2021-04-21,136.41,27.31,31.45,23.99,29.67,25.55,0.0
B_0100,2021-04-21,102.79,23.92,22.42,17.59,23.43,21.14,0.0
B_0001,2021-04-22,173.44,38.35,40.0,27.0,39.56,38.01,0.0
B_0002,2021-04-22,191.66,35.48,48.15,32.15,53.59,44.1,0.0
B_0003,2021-04-22,100.95,17.2,24.66,14.27,23.73,19.42,1.67
B_0004,2021-04-22,114.47,25.26,29.17,18.58,25.56,20.19,0.0
B_0005,2021-04-22,163.33,30.32,31.84,20.6,46.8,37.35,0.0
B_0006,2021-04-22,130.12,28.16,28.81,23.29,31.45,29.46,0.0
B_0007,2021-04-22,108.77,25.62,25.13,18.38,27.81,24.8,0.0
B_0008,2021-04-22,162.26,28.19,46.32,27.06,35.96,29.6,0.0
B_0009,2021-04-22,139.19,31.98,38.15,17.96,28.37,25.25,0.0
B_0010,2021-04-22,106.85,25.19,20.86,16.3,22.83,22.54,0.0
B_0011,2021-04-22,162.06,29.5,32.89,20.69,33.09,35.9,9.99
B_0012,2021-04-22,107.62,18.62,25.8,18.67,27.58,20.38,0.0
B_0013,2021-04-22,136.18,32.3,33.27,20.96,33.93,22.11,0.0
B_0014,2021-04-22,156.88,25.6,37.57,23.62,43.31,37.56,0.0
B_0015,2021-04-22,131.06,29.39,34.79,17.33,32.86,21.92,0.0
B_0016,2021-04-22,112.43,21.76,24.59,13.55,33.56,19.67,0.0
B_0017,2021-04-22,132.53,26.43,33.72,19.7,32.69,23.65,0.0
B_0018,2021-04-22,122.69,25.48,34.09,19.11,29.31,21.97,0.0
B_0019,2021-04-22,71.47,13.85,14.9,10.95,19.23,14.97,0.0
B_0020,2021-04-22,105.82,19.81,26.07,18.79,22.14,19.51,0.0
B_0021,2021-04-22,77.63,12.95,19.69,11.74,20.8,15.21,0.0
B_0022,2021-04-22,96.43,16.6,19.61,12.05,22.96,22.32,2.89
B_0023,2021-04-22,171.21,39.33,36.42,24.82,50.67,36.74,0.0
B_0024,2021-04-22,146.82,34.06,31.29,21.57,42.93,26.46,0.0
B_0025,2021-04-22,104.59,17.69,26.27,13.61,28.28,19.46,0.0
B_0026,2021-04-22,148.95,35.55,40.99,19.54,38.46,34.32,0.0
B_0027,2021-04-22,78.79,17.08,20.49,10.55,18.4,13.99,0.0
B_0028,2021-04-22,131.74,24.98,30.25,23.54,31.94,29.01,0.0
B_0029,2021-04-22,141.05,31.13,32.91,19.79,36.39,31.4,0.0
B_0030,2021-04-22,99.54,22.07,26.25,15.42,21.38,18.89,0.0
B_0031,2021-04-22,121.03,27.78,24.13,14.8,32.27,24.09,0.0
B_0032,2021-04-22,97.23,22.35,25.03,12.02,25.1,20.07,0.0
B_0033,2021-04-22,130.46,28.61,29.56,20.28,33.96,25.22,0.0
B_0034,2021-04-22,104.12,20.25,24.02,12.59,25.86,19.13,2.26
B_0035,2021-04-22,84.74,14.66,16.81,15.12,19.34,14.6,4.22
B_0036,2021-04-22,126.93,21.09,26.34,22.15,29.99,24.55,2.81
B_0037,2021-04-22,128.68,22.72,33.32,16.74,27.86,27.39,0.64
B_0038,2021-04-22,157.44,26.38,43.53,22.09,36.93,27.6,0.91
B_0039,2021-04-22,72.49,14.55,16.21,12.48,18.37,13.96,0.0
B_0040,2021-04-22,119.78,28.11,23.44,15.88,26.93,26.98,0.0
B_0041,2021-04-22,72.17,12.56,19.62,11.16,17.31,17.16,0.0
B_0042,2021-04-22,113.17,21.54,24.19,15.66,32.77,25.74,0.0
B_0043,2021-04-22,136.19,25.88,33.24,24.41,27.78,26.33,0.0
B_0044,2021-04-22,128.49,26.75,25.11,15.84,32.67,25.04,3.09
B_0045,2021-04-22,154.01,30.65,43.98,25.71,38.56,31.47,0.0
