building_id,year,month,total_energy_kwh,heating_energy_kwh,cooling_energy_kwh,lighting_energy_kwh,appliances_energy_kwh,energy_intensity_kwhm2
B_0023,2018,2,9106.7,3859.4,964.3,1776.5,2553.8,9.78
B_0023,2018,3,3616.9,1576.8,644.5,465.4,1167.9,1.85
B_0023,2018,4,6811.5,2162.3,772.2,1180.1,2308.4,4.24
B_0023,2018,5,5925.0,2055.8,1070.3,1095.7,2040.4,5.8
B_0023,2018,6,2959.7,1166.8,326.8,561.1,682.9,3.74
B_0023,2018,7,6629.0,2834.3,992.7,1083.1,2576.3,3.63
B_0023,2018,8,6458.6,3857.9,1120.5,1154.1,1742.5,7.49
B_0023,2018,9,4854.2,1612.6,1381.4,885.7,1399.3,3.68
B_0023,2018,10,4760.7,1970.7,1103.0,950.9,1242.8,2.62
B_0023,2018,11,2813.2,1202.0,324.5,414.2,972.7,1.71
B_0023,2018,12,6767.5,2472.9,724.7,742.3,2079.3,5.39
B_0023,2019,1,2978.6,1420.7,463.1,391.7,622.1,1.6
B_0023,2019,2,4768.4,1923.1,1080.2,619.7,1472.0,5.38
B_0023,2019,3,8565.4,2791.5,2324.7,1596.2,2120.9,4.82
B_0023,2019,4,7015.5,2164.3,1589.2,914.4,1488.6,3.55
B_0023,2019,5,7999.7,2598.6,1836.6,839.5,2912.8,8.3
B_0023,2019,6,4608.5,1596.5,1264.1,748.5,1193.5,9.02
B_0023,2019,7,4064.7,1629.6,631.0,598.8,815.1,2.55
B_0023,2019,8,8016.8,4492.6,1139.3,1264.7,2306.0,5.3
B_0023,2019,9,7547.2,2446.4,1592.8,1276.5,2418.8,4.83
B_0023,2019,10,7135.1,3990.9,2110.8,894.4,1883.7,6.98
B_0023,2019,11,5989.8,1856.0,1339.4,616.8,2182.7,11.39
B_0023,2019,12,11439.6,4641.2,1432.4,2194.9,3491.0,13.76
B_0023,2020,1,8842.5,2943.5,1913.0,1117.8,1816.7,5.18
B_0023,2020,2,8813.7,2891.7,2174.4,1631.1,2324.1,16.35
B_0023,2020,3,2796.6,1364.2,597.9,508.5,635.8,1.65
B_0023,2020,4,3910.1,1714.5,882.0,754.0,1176.5,4.42
B_0023,2020,5,6192.8,2797.0,1265.7,1181.7,1772.6,3.6
B_0023,2020,6,5164.9,2981.0,998.1,638.5,1919.8,3.03
B_0023,2020,7,3502.9,1955.5,799.7,643.9,750.1,2.59
B_0023,2020,8,5565.6,3281.4,1646.6,980.1,1558.1,6.5
B_0023,2020,9,5710.7,2028.5,1516.4,984.6,1253.7,6.06
B_0023,2020,10,3778.8,1675.7,1083.9,731.6,1332.9,3.6
B_0023,2020,11,2364.9,914.4,386.6,385.9,665.6,1.43
B_0023,2020,12,3138.4,1600.1,831.3,314.7,946.8,2.1
B_0023,2021,1,5711.2,2994.5,771.5,959.3,1941.4,3.4
B_0023,2021,2,10120.2,3790.0,1951.3,1793.9,3166.2,11.88
B_0023,2021,3,6118.4,3040.2,870.0,655.6,1821.7,4.08
B_0023,2021,4,3007.7,910.0,417.3,375.3,1055.8,2.65
B_0023,2021,5,2045.0,1066.9,305.7,303.8,603.0,1.4
B_0023,2021,6,3920.4,2280.1,1131.2,683.3,1154.9,2.56
B_0023,2021,7,3390.2,1681.5,824.4,576.6,779.7,5.27
B_0023,2021,8,3769.3,1990.5,758.4,481.4,1105.0,5.67
B_0023,2021,9,4519.6,2243.5,1165.8,499.3,1401.9,3.16
B_0023,2021,10,5937.4,3081.4,845.3,1091.1,2193.5,10.33
B_0023,2021,11,2372.3,926.5,661.3,291.2,815.8,1.27
B_0023,2021,12,6059.5,3224.9,862.8,922.9,1863.2,5.8
B_0023,2022,1,4783.8,1657.1,1017.5,660.1,1860.4,3.68
B_0023,2022,2,11031.1,5111.7,1842.6,1986.2,2439.2,11.37
B_0023,2022,3,8416.8,4785.7,1097.6,1352.8,3284.0,6.63
B_0023,2022,4,6434.7,2231.8,1495.4,683.4,1645.0,11.12
B_0023,2022,5,2544.5,823.6,270.3,437.8,681.4,1.8
B_0023,2022,6,9699.0,5177.0,1585.1,1540.9,2154.5,16.46
B_0023,2022,7,6180.0,3251.2,1559.3,1177.8,1813.4,7.17
B_0023,2022,8,6218.9,3687.3,1633.3,664.1,1936.3,9.25
B_0023,2022,9,3280.9,1089.3,963.7,522.6,935.5,2.81
B_0023,2022,10,7859.7,3659.2,858.0,905.0,1795.8,5.84
B_0023,2022,11,1962.6,594.7,438.7,233.4,639.3,1.02
B_0023,2022,12,7009.2,4085.6,1206.4,1334.7,1571.1,3.7
B_0024,2018,1,4194.0,2037.9,1136.6,809.4,974.7,2.68
B_0024,2018,2,7464.1,4367.1,1180.0,794.5,2737.1,4.27
B_0024,2018,3,4766.6,1691.1,989.9,553.6,1342.9,3.6
B_0024,2018,4,6540.3,3394.9,1021.0,989.1,2236.4,3.46
B_0024,2018,5,2385.8,1427.3,457.0,385.9,803.9,1.72
B_0024,2018,6,5211.6,2526.8,935.9,954.0,1622.8,5.93
B_0024,2018,7,6384.2,3611.3,1368.2,1139.7,2006.1,11.82
B_0024,2018,8,8336.2,4360.3,2367.9,1611.9,2071.7,5.81
B_0024,2018,9,6779.0,2428.7,1287.8,792.4,2272.4,6.42
B_0024,2018,10,2491.7,1231.9,733.9,258.5,922.9,1.46
B_0024,2018,11,5300.6,1881.7,965.3,682.5,1552.6,4.01
B_0024,2018,12,8195.0,4404.3,2093.9,1013.4,2806.9,7.51
B_0024,2019,1,4658.6,1999.2,805.6,486.6,1347.4,3.0
B_0024,2019,2,3390.3,1135.8,1012.2,655.3,769.2,1.84
B_0024,2019,3,8434.7,4931.1,1007.2,1137.0,2994.0,4.49
B_0024,2019,4,5609.1,2513.8,1214.5,916.1,1307.3,4.53
B_0024,2019,5,6614.0,2460.5,1238.6,997.1,1329.8,5.38
B_0024,2019,6,8253.9,3728.9,1024.0,861.2,2383.5,8.08
B_0024,2019,7,4498.9,2436.3,1025.8,463.9,1638.2,2.6
B_0024,2019,8,7880.7,3784.7,2011.0,901.7,2257.2,4.03
B_0024,2019,9,4664.1,1511.2,783.5,876.6,1105.8,3.26
B_0024,2019,10,5030.0,2821.5,987.1,637.8,1739.5,4.37
B_0024,2019,11,4216.3,1550.3,1194.7,749.4,1606.6,2.49
B_0024,2019,12,3664.4,1388.1,659.3,472.7,1182.6,3.58
B_0024,2020,1,4016.4,1545.6,623.2,438.6,1399.0,2.41
B_0024,2020,2,3094.4,1798.9,443.4,605.7,776.9,3.73
B_0024,2020,3,4188.3,1757.3,967.0,528.9,923.0,3.92
B_0024,2020,4,8100.2,3422.3,1933.6,890.5,1709.0,7.94
B_0024,2020,5,2010.5,823.0,577.5,332.0,508.7,4.01
B_0024,2020,6,3037.8,1294.1,818.8,425.9,695.7,1.9
B_0024,2020,7,6314.2,3262.6,949.5,1042.7,2178.6,3.46
B_0024,2020,8,3952.5,1343.4,877.1,417.6,952.7,4.77
B_0024,2020,9,6526.0,2748.4,1077.2,1233.7,1377.1,6.07
B_0024,2020,10,2532.1,1407.7,746.4,267.3,857.0,4.63
B_0024,2020,11,4124.0,2018.6,425.5,671.7,1128.0,3.02
B_0024,2020,12,6097.5,1970.8,873.3,890.2,1523.4,3.24
B_0024,2021,1,5077.2,2813.9,1199.6,569.9,1760.4,4.29
B_0024,2021,2,8072.4,2751.2,886.7,836.6,3158.8,4.06
B_0024,2021,3,2196.1,750.2,313.3,369.8,482.0,3.43
B_0024,2021,4,7935.9,2973.4,1436.8,999.6,2612.4,6.08
B_0024,2021,5,6514.0,2635.5,1283.1,951.4,1814.2,4.06
B_0024,2021,6,5406.8,2132.6,605.1,983.6,1781.8,3.66
B_0024,2021,7,5008.3,2145.1,848.2,581.7,1714.6,4.86
B_0024,2021,8,10233.3,3439.3,2408.2,1187.4,3169.3,7.63
B_0024,2021,9,3685.8,1284.8,600.0,462.4,1165.9,2.46
B_0024,2021,10,3394.6,1788.2,566.3,499.8,1055.8,6.42
B_0024,2021,11,6356.2,2043.7,1735.4,1023.8,1326.0,4.93
B_0024,2021,12,4977.9,1730.6,744.1,978.7,1934.0,8.64
B_0024,2022,1,10867.7,4099.2,1439.5,1159.2,4324.1,6.0
B_0024,2022,2,9075.6,5139.6,2524.3,1192.5,3609.6,4.88
B_0024,2022,3,4976.4,2387.7,934.8,535.0,1885.6,4.22
B_0024,2022,4,6864.5,3571.2,1015.5,1342.0,1914.7,5.31
B_0024,2022,5,3007.5,930.9,430.9,457.4,674.7,2.95
B_0024,2022,6,8373.4,4796.3,1726.6,1662.8,2994.7,6.68
B_0024,2022,7,3471.0,1388.3,701.2,440.2,1284.1,4.75
B_0024,2022,8,5960.5,2625.0,1242.6,897.1,2163.6,3.72
B_0024,2022,9,2522.6,1175.6,538.4,502.5,716.0,1.47
B_0024,2022,10,4271.5,1991.9,686.2,495.5,1003.9,2.2
B_0024,2022,11,3578.6,1975.5,947.3,667.8,935.9,2.66
B_0024,2022,12,2747.8,880.6,391.0,303.6,805.0,1.41
B_0025,2018,1,10978.6,4391.9,2579.3,1902.2,4016.4,9.79
B_0025,2018,2,12088.8,5765.2,3293.2,1754.1,2999.9,18.35
B_0025,2018,3,3980.1,2224.8,498.0,785.9,1106.1,2.46
B_0025,2018,4,5190.9,2763.1,711.2,700.5,1278.6,5.28
B_0025,2018,5,2015.0,618.5,323.8,280.8,630.7,3.16
B_0025,2018,6,8438.2,3674.2,1596.1,1650.2,3101.3,5.01
B_0025,2018,7,5651.3,1725.8,1686.9,904.5,1326.8,8.51
B_0025,2018,8,6022.3,3529.0,790.9,753.8,2003.5,4.66
B_0025,2018,9,6519.6,2292.9,806.9,1229.3,1728.0,3.96
B_0025,2018,10,8315.1,3765.1,1059.5,902.9,3212.3,4.59
B_0025,2018,11,8133.8,2760.7,2221.2,1085.8,2523.5,4.07
B_0025,2018,12,11355.6,5198.0,3378.4,2213.4,2518.8,9.03
B_0025,2019,1,8438.7,3602.1,2254.5,1434.1,3090.7,4.84
B_0025,2019,2,3303.9,1356.3,803.6,548.2,1020.4,2.42
B_0025,2019,3,8052.1,4788.4,1916.2,1520.3,3064.7,4.09
B_0025,2019,4,4281.1,2042.7,890.0,600.6,1043.9,5.01
B_0025,2019,5,7087.4,3758.7,1500.7,959.7,1908.0,8.24
B_0025,2019,6,4447.2,1873.2,904.6,717.2,1485.9,2.58
B_0025,2019,7,4203.8,1594.0,432.2,600.5,1065.7,6.22
B_0025,2019,8,6640.8,2927.1,1034.7,697.2,1479.8,5.19
B_0025,2019,9,2253.4,1195.3,493.6,355.4,735.1,1.56
B_0025,2019,10,2341.9,764.6,342.3,440.9,602.1,2.51
B_0025,2019,11,3328.9,1363.8,887.8,628.7,1089.0,1.84
B_0025,2019,12,3851.4,1504.9,652.0,389.3,1161.4,3.86
B_0025,2020,1,2310.6,781.2,444.9,419.9,682.5,2.89
B_0025,2020,2,9729.6,3409.8,1177.3,1136.9,3033.6,5.52
B_0025,2020,3,2670.8,996.8,716.3,363.6,783.8,1.46
B_0025,2020,4,6480.2,2324.7,1507.4,725.5,1704.2,11.55
B_0025,2020,5,7608.1,3759.7,2244.3,796.4,1654.5,5.17
B_0025,2020,6,7939.3,3988.0,864.4,1100.2,2412.4,13.13
B_0025,2020,7,3477.3,1092.6,570.7,567.8,1093.8,5.51
B_0025,2020,8,5439.2,2809.0,726.6,569.9,1271.5,8.34
B_0025,2020,9,5821.8,2338.1,1463.7,1117.7,1669.0,6.04
B_0025,2020,10,3422.9,1085.4,933.3,457.9,964.7,2.73
B_0025,2020,11,6705.5,2390.2,715.2,1016.6,2404.7,7.39
B_0025,2020,12,3093.4,1529.4,380.0,440.2,719.6,1.82
B_0025,2021,1,5821.9,2151.4,1457.8,687.8,1785.7,6.47
B_0025,2021,2,3018.3,1590.0,667.5,452.2,1092.5,1.99
B_0025,2021,3,7696.7,4549.8,2128.4,922.1,2201.7,9.13
B_0025,2021,4,3110.7,1588.6,388.5,474.6,932.4,3.63
B_0025,2021,5,2651.7,1270.1,564.4,356.3,676.4,3.76
B_0025,2021,6,7052.5,3267.0,1505.2,946.0,1868.2,4.77
B_0025,2021,7,8982.8,4178.2,2561.6,1399.6,2569.7,6.51
B_0025,2021,8,4036.4,1968.9,435.4,749.8,1041.8,2.36
B_0025,2021,9,8534.9,3668.7,1456.0,882.9,3329.6,13.35
B_0025,2021,10,1930.8,657.7,541.5,323.6,610.3,1.13
B_0025,2021,11,3114.9,1139.4,722.5,597.1,640.0,3.98
B_0025,2021,12,7697.7,3776.3,1027.1,1031.9,2157.0,5.91
B_0025,2022,1,6894.2,4051.3,1965.4,1160.1,2081.4,4.54
B_0025,2022,2,2407.2,869.8,250.0,339.8,563.3,1.67
B_0025,2022,3,7376.7,2996.4,975.0,1116.6,1571.3,5.88
B_0025,2022,4,3281.6,1673.1,706.7,645.3,842.5,5.28
B_0025,2022,5,4371.3,1738.1,1055.0,636.6,1587.3,2.39
B_0025,2022,6,10183.9,5336.5,1111.0,1625.9,2392.6,13.61
B_0025,2022,7,9522.1,5622.1,2356.5,1605.7,2892.3,16.09
B_0025,2022,8,6428.7,2991.6,703.1,833.3,2419.3,4.34
B_0025,2022,9,4188.4,2101.3,1119.4,452.4,1216.8,2.31
B_0025,2022,10,5136.4,2267.9,1249.9,937.6,2039.5,4.54
B_0025,2022,11,7936.7,4203.2,1953.0,1296.2,2814.7,9.14
B_0025,2022,12,2367.1,911.8,626.7,245.7,880.3,1.97
B_0026,2018,1,9401.1,4100.2,2085.7,1160.8,2787.1,8.56
B_0026,2018,2,5480.2,1742.1,972.3,571.7,1345.1,3.22
B_0026,2018,3,6152.4,2523.6,1660.3,1160.0,1814.4,7.96
B_0026,2018,4,4140.5,1950.7,1150.5,541.4,956.1,4.77
B_0026,2018,5,4033.0,2314.4,968.7,805.2,860.2,3.97
B_0026,2018,6,8945.2,4074.9,1969.8,1357.8,2246.7,8.27
B_0026,2018,7,3316.5,1192.6,964.9,629.4,1244.0,6.34
B_0026,2018,8,7397.7,3673.4,1417.7,944.8,1746.5,8.26
B_0026,2018,9,4172.2,1871.6,740.4,800.1,969.3,2.44
B_0026,2018,10,4145.1,1359.5,850.6,585.0,1632.2,2.37
B_0026,2018,11,7516.4,4230.9,928.0,914.8,2035.0,4.49
B_0026,2018,12,3011.1,1061.7,845.9,326.7,800.6,1.94
B_0026,2019,1,9445.0,3759.4,1215.7,1262.0,3665.8,5.16
B_0026,2019,2,6995.1,3480.9,1931.4,1129.2,2370.2,3.93
B_0026,2019,3,7070.4,2556.6,1460.4,1199.2,2143.7,8.68
B_0026,2019,4,8260.9,4834.3,1483.8,1645.0,1840.5,10.29
B_0026,2019,5,6177.1,3262.4,1333.4,663.6,2195.3,4.01
B_0026,2019,6,4835.5,1769.1,1174.4,513.0,1694.8,4.87
B_0026,2019,7,5465.1,1786.8,1310.5,793.1,1423.9,4.02
B_0026,2019,8,3174.3,1297.1,671.0,620.1,1194.4,2.91
B_0026,2019,9,3633.8,1123.4,569.1,384.6,1066.1,3.55
B_0026,2019,10,5887.6,3095.5,652.8,757.5,1336.7,4.4
B_0026,2019,11,5983.2,1811.7,1058.5,1105.4,1298.4,4.83
B_0026,2019,12,2708.1,1389.6,764.0,271.3,825.5,2.06
B_0026,2020,1,7313.7,3105.3,1876.0,849.5,2083.9,5.22
B_0026,2020,2,3998.5,1428.4,600.7,577.1,1466.3,4.96
B_0026,2020,3,5581.0,2558.3,980.5,1002.4,2037.0,6.07
B_0026,2020,4,3322.3,1885.3,696.5,338.4,1199.1,3.54
B_0026,2020,5,1844.6,846.1,518.3,232.5,712.4,2.4
B_0026,2020,6,4994.3,1705.8,1252.8,726.2,1532.1,5.64
B_0026,2020,7,5341.0,2987.1,1324.3,695.0,1952.6,3.05
B_0026,2020,8,6619.9,2026.3,888.9,911.2,2298.5,11.25
B_0026,2020,9,5380.1,2249.0,1281.0,996.8,2026.3,4.02
B_0026,2020,10,5904.1,2385.4,1720.4,666.0,1882.1,7.25
B_0026,2020,11,6804.5,2997.3,1809.0,686.3,1753.2,10.09
B_0026,2020,12,4817.3,1743.4,636.8,642.6,997.9,3.49
B_0026,2021,1,5266.2,1644.1,1533.0,1036.3,1967.9,3.02
B_0026,2021,2,9650.1,5324.1,2031.5,1676.5,1998.1,6.58
B_0026,2021,3,3158.2,1348.2,631.1,379.2,1226.3,1.73
B_0026,2021,4,5089.2,2014.7,1295.6,577.2,1231.0,4.29
B_0026,2021,5,3075.0,1006.9,654.6,472.2,871.2,3.52
B_0026,2021,6,6565.7,3120.7,1236.2,721.5,1385.6,4.04
B_0026,2021,7,3277.5,1766.0,594.3,406.8,765.0,2.74
B_0026,2021,8,6241.2,2762.2,1636.1,661.7,1753.7,9.0
B_0026,2021,9,6588.6,3906.7,1422.4,1231.3,2154.6,4.47
B_0026,2021,10,4916.0,1965.6,684.6,765.1,1176.5,2.49
B_0026,2021,11,4374.6,2311.7,976.7,448.2,1464.9,4.06
B_0026,2021,12,4543.0,1787.1,1344.1,541.9,1085.7,2.32
B_0026,2022,1,4729.8,2732.0,762.4,477.1,1038.4,5.31
B_0026,2022,2,4100.5,1809.1,591.0,421.4,1226.3,4.32
B_0026,2022,3,4914.2,2642.6,691.4,763.7,1680.4,3.4
B_0026,2022,4,4623.7,1587.8,533.8,884.6,1638.8,3.12
B_0026,2022,5,3553.9,1954.0,424.5,511.0,835.9,5.29
B_0026,2022,6,3711.0,1188.5,917.0,375.3,1181.8,1.97
B_0026,2022,7,3099.8,1193.4,881.4,432.4,653.0,2.86
B_0026,2022,8,4610.8,2164.3,1180.5,877.6,1310.0,4.83
B_0026,2022,9,4078.4,2203.7,714.1,504.1,1567.9,3.85
B_0026,2022,10,5555.8,2110.3,1538.7,938.9,1922.3,3.36
B_0026,2022,11,3972.1,2128.8,960.3,661.1,988.3,4.25
B_0026,2022,12,6444.4,2598.6,686.4,939.7,2505.8,5.29
B_0027,2018,1,2970.1,1649.9,682.1,421.7,1054.6,3.91
B_0027,2018,2,6324.2,2626.4,1485.1,970.5,2525.9,9.54
B_0027,2018,3,5272.0,2514.5,1372.6,817.7,1513.0,3.68
B_0027,2018,4,2098.3,800.5,512.1,302.0,511.5,1.17
B_0027,2018,5,2798.9,1199.6,661.9,375.0,1029.4,5.42
B_0027,2018,6,2811.5,1151.3,411.2,493.4,1002.8,1.57
B_0027,2018,7,3121.4,1060.6,457.2,601.7,1148.1,3.48
B_0027,2018,8,3954.4,1915.0,1142.7,430.4,1310.6,6.56
B_0027,2018,9,5223.2,1728.0,1372.7,921.8,2048.2,4.6
B_0027,2018,10,5784.7,1973.2,711.2,857.1,1892.5,7.21
B_0027,2018,11,2458.8,1038.7,726.6,270.7,692.9,1.45
B_0027,2018,12,5786.5,2883.4,1479.3,950.6,2256.5,4.03
B_0027,2019,1,9579.9,4340.8,2385.4,1900.1,3247.3,8.56
B_0027,2019,2,3306.9,1838.4,843.1,357.5,1239.3,2.29
B_0027,2019,3,2313.0,1090.5,490.1,320.6,737.0,1.36
B_0027,2019,4,3142.5,1320.3,910.5,530.6,1103.4,2.1
B_0027,2019,5,2503.6,1368.9,670.0,430.5,782.8,1.27
B_0027,2019,6,3435.2,1092.3,824.0,620.8,801.2,1.82
B_0027,2019,7,7143.0,3095.4,787.9,1285.8,1919.9,5.3
B_0027,2019,8,7646.2,3177.1,804.3,1095.8,1847.9,4.76
B_0027,2019,9,8523.1,3662.4,2104.4,1571.4,2925.3,10.33
B_0027,2019,10,7711.1,4109.9,1686.6,1465.7,2686.6,10.53
B_0027,2019,11,3952.9,1594.1,783.5,496.3,1407.6,2.97
B_0027,2019,12,12047.0,4599.3,2054.5,2348.9,2568.6,11.33
B_0027,2020,1,5682.6,3024.5,1183.5,1094.7,1632.7,4.23
B_0027,2020,2,4175.6,2250.9,1220.3,636.5,1319.8,6.3
B_0027,2020,3,4506.6,2702.1,1289.2,564.4,1765.3,3.02
B_0027,2020,4,2645.0,1463.2,612.3,520.1,965.3,2.11
B_0027,2020,5,4135.8,1896.0,615.0,493.3,1140.7,3.41
B_0027,2020,6,8772.6,2922.5,2060.4,1115.2,2680.3,8.74
B_0027,2020,7,7711.2,4065.3,1358.5,1295.9,2798.3,10.43
B_0027,2020,8,5589.3,2919.6,1181.0,772.0,1189.9,6.94
B_0027,2020,9,4860.9,2765.2,802.0,752.6,1822.2,3.33
B_0027,2020,10,5386.4,2550.9,1030.1,826.1,1493.6,4.05
B_0027,2020,11,6483.5,2999.7,1816.0,931.5,1544.9,9.69
B_0027,2020,12,3352.9,1113.1,647.0,444.7,988.2,1.84
B_0027,2021,1,7697.0,3030.5,2134.9,992.9,2317.8,4.21
B_0027,2021,2,5081.1,2737.9,1387.4,610.0,1753.4,4.9
B_0027,2021,3,4821.0,1784.6,913.2,932.1,1388.6,3.46
B_0027,2021,4,8950.4,2810.8,902.5,1041.8,2380.1,12.57
B_0027,2021,5,2711.5,1109.2,423.3,315.1,668.9,1.56
B_0027,2021,6,5992.4,2206.4,818.6,1176.2,1465.1,4.66
B_0027,2021,7,9135.0,3365.2,2284.6,1475.0,3336.0,5.75
B_0027,2021,8,4818.6,2020.8,1358.4,876.0,1447.6,5.15
B_0027,2021,9,6965.5,3572.4,1825.6,827.4,1492.6,4.61
B_0027,2021,10,6868.9,2523.6,1006.8,1371.8,2597.1,4.03
B_0027,2021,11,5759.6,3452.2,1656.4,827.4,1415.8,3.52
B_0027,2021,12,8380.8,4757.5,2394.7,943.2,2487.2,4.27
B_0027,2022,1,4176.4,2477.0,880.0,781.4,1000.9,2.13
B_0027,2022,2,6814.8,2822.7,1433.2,1361.5,1994.4,6.38
B_0027,2022,3,8664.8,4744.1,2220.4,1490.5,2947.8,16.99
B_0027,2022,4,4035.9,2409.5,1163.6,679.9,1406.3,2.27
B_0027,2022,5,3270.1,1507.1,791.8,397.0,691.1,2.74
B_0027,2022,6,5276.0,2466.5,1041.6,923.9,1434.9,5.41
B_0027,2022,7,4313.0,2294.3,961.3,511.7,1315.3,4.16
B_0027,2022,8,2997.4,1496.3,553.9,556.9,752.4,3.14
B_0027,2022,9,7685.2,2511.4,2212.9,1191.4,1624.6,4.55
B_0027,2022,10,3762.2,1349.8,669.5,492.7,873.6,2.43
B_0027,2022,11,4090.5,1382.3,954.1,809.4,1086.5,4.88
B_0027,2022,12,5402.5,3008.2,1617.8,956.9,1762.6,3.24
B_0028,2018,1,4377.0,1561.3,513.0,497.8,1326.6,7.35
B_0028,2018,2,6611.6,1985.9,1417.8,996.7,1641.0,4.77
B_0028,2018,3,4204.0,1681.0,1207.5,659.9,1393.5,4.03
B_0028,2018,4,6328.5,2291.9,844.2,752.5,1364.2,11.87
B_0028,2018,5,5353.1,1696.8,962.7,1062.1,1797.7,5.77
B_0028,2018,6,5106.2,1860.5,806.4,658.0,1581.8,4.89
B_0028,2018,7,7356.2,3183.3,1501.7,775.6,2701.1,10.6
B_0028,2018,8,4436.7,2135.1,929.5,721.3,1579.8,6.21
B_0028,2018,9,8519.5,4529.9,1547.1,1525.0,2926.8,6.37
B_0028,2018,10,2236.5,772.9,517.4,439.6,525.7,3.07
B_0028,2018,11,4366.0,1979.7,730.0,476.3,1452.4,4.29
B_0028,2018,12,2921.6,1091.7,781.1,357.8,947.0,1.68
B_0028,2019,1,10438.0,3426.2,2832.2,1560.9,3816.1,9.93
B_0028,2019,2,9502.1,4069.3,2020.3,1741.8,2489.1,5.35
B_0028,2019,3,7907.9,2688.1,1548.5,835.7,2119.0,4.87
B_0028,2019,4,8500.8,3775.2,1477.2,1467.8,2100.2,4.37
B_0028,2019,5,2746.7,1370.6,806.9,493.4,682.2,3.41
B_0028,2019,6,3323.1,1809.0,622.7,403.1,933.0,4.07
B_0028,2019,7,6878.7,2667.2,1728.6,1164.4,2146.4,4.43
B_0028,2019,8,5915.8,2419.3,829.5,678.0,1680.6,3.27
B_0028,2019,9,7392.6,2611.1,1107.4,908.8,2049.0,4.36
B_0028,2019,10,6576.8,2337.6,1172.1,1195.9,1525.9,5.92
B_0028,2019,11,8083.3,3895.2,1515.3,1577.6,2069.4,9.97
B_0028,2019,12,6054.3,2625.0,1772.9,834.8,1837.1,3.5
B_0028,2020,1,5190.1,2691.6,1124.6,828.0,1301.1,2.65
B_0028,2020,2,4670.9,1468.4,1224.6,492.1,1075.2,2.64
B_0028,2020,3,4613.5,1506.9,936.9,580.2,1016.1,2.41
B_0028,2020,4,3638.6,1217.6,676.0,617.2,1059.5,2.94
B_0028,2020,5,5168.7,2566.6,931.5,1025.3,1056.0,3.58
B_0028,2020,6,2738.1,824.8,454.9,463.3,814.5,1.75
B_0028,2020,7,4816.8,1469.0,781.1,940.0,1531.8,5.92
B_0028,2020,8,4964.5,2924.1,856.4,552.8,1202.4,4.33
B_0028,2020,9,2496.4,1450.6,349.5,364.6,579.8,2.84
B_0028,2020,10,6080.9,2841.0,893.4,909.1,1499.5,9.68
B_0028,2020,11,5020.4,2861.3,1362.6,788.8,1322.1,2.94
B_0028,2020,12,9847.1,5133.4,1880.1,1057.8,2133.1,18.27
B_0028,2021,1,2381.3,1293.4,417.7,453.9,707.4,1.82
B_0028,2021,2,11959.1,4292.1,3460.9,2164.9,2484.4,9.58
B_0028,2021,3,5139.7,1845.8,744.7,747.1,1048.3,2.98
B_0028,2021,4,2639.8,924.5,449.3,369.9,880.0,1.59
B_0028,2021,5,7055.3,3953.8,1322.1,1106.8,1513.3,8.24
B_0028,2021,6,2462.2,1326.3,434.5,380.9,818.4,2.93
B_0028,2021,7,3988.7,1307.6,637.2,665.9,1158.9,2.29
B_0028,2021,8,4349.0,1681.6,1269.9,620.7,1623.0,2.86
B_0028,2021,9,5923.0,1960.2,804.6,978.3,1998.3,3.44
B_0028,2021,10,7152.4,3170.7,1269.1,805.5,2799.8,10.95
B_0028,2021,11,6683.8,3284.7,951.7,1317.0,1909.8,7.45
B_0028,2021,12,10734.1,5649.1,1369.2,1619.9,3732.5,5.64
B_0028,2022,1,4168.7,1825.9,420.0,759.8,853.5,5.41
B_0028,2022,2,8540.9,4727.8,2512.7,1367.9,2972.0,7.0
B_0028,2022,3,6705.8,2318.6,1511.4,920.1,2331.0,4.18
B_0028,2022,4,3085.7,1123.9,520.2,469.3,1181.4,4.5
B_0028,2022,5,6351.8,2544.5,1374.9,978.0,1980.2,4.86
B_0028,2022,6,6795.8,3670.8,1864.0,901.2,1494.3,8.85
B_0028,2022,7,4178.5,2319.8,529.2,576.0,1149.6,4.11
B_0028,2022,8,8906.6,3762.7,1987.1,1703.2,3344.4,15.6
B_0028,2022,9,2592.1,836.4,707.6,391.2,811.2,2.62
B_0028,2022,10,2615.5,955.9,293.2,418.0,852.4,3.01
B_0028,2022,11,4343.4,1805.2,467.3,686.2,880.4,6.63
B_0028,2022,12,6528.3,2869.4,1524.0,1223.3,1608.1,4.35
B_0029,2018,1,9720.9,4294.0,2527.7,1307.4,2205.8,7.59
B_0029,2018,2,6541.3,3440.4,1197.7,666.8,2604.4,4.56
B_0029,2018,3,2542.6,1073.8,560.1,492.3,951.5,1.87
B_0029,2018,4,4423.8,2183.7,902.0,824.8,1721.2,4.57
B_0029,2018,5,2385.7,807.5,709.5,377.1,752.7,3.4
B_0029,2018,6,8783.4,4530.0,2121.7,1650.5,2349.8,7.94
B_0029,2018,7,5716.7,3276.0,1111.4,602.6,1355.3,8.55
B_0029,2018,8,4735.8,2430.2,1176.1,626.5,1104.2,5.79
B_0029,2018,9,5245.8,1979.7,1351.6,1026.9,1100.2,2.64
B_0029,2018,10,1896.1,874.3,248.8,251.9,621.9,1.42
B_0029,2018,11,7097.3,3056.6,1305.2,744.2,2057.4,8.03
B_0029,2018,12,3688.7,1649.5,740.6,465.0,1202.2,2.18
