building_id,timestamp,building_type,total_floor_area_m2,num_floors,building_age_years,epc_rating,envelope_avg_u_value,window_wall_ratio,outdoor_temperature,outdoor_humidity,solar_radiation,indoor_temperature,indoor_humidity,co2_level,occupancy_ratio,total_energy_consumption_kwh,day_of_week,month,day_of_year
BLD_017,2023-02-17 12:00:00,educational,2509.21,5,33,D,0.735,0.431,14.96,70.69,796.02,20.55,42.05,433.96,0.655,54.678,4,2,48
BLD_017,2023-02-18 12:00:00,educational,2509.21,5,33,D,0.735,0.431,15.8,73.8,669.11,21.4,41.37,379.61,0.012,45.403,5,2,49
BLD_017,2023-02-19 12:00:00,educational,2509.21,5,33,D,0.735,0.431,14.62,65.05,922.12,20.67,40.17,414.84,0.098,53.043,6,2,50
BLD_017,2023-02-20 12:00:00,educational,2509.21,5,33,D,0.735,0.431,14.03,70.16,814.77,21.16,46.85,447.44,0.828,57.299,0,2,51
BLD_017,2023-02-21 12:00:00,educational,2509.21,5,33,D,0.735,0.431,14.45,70.26,693.61,20.94,40.14,401.62,0.781,56.842,1,2,52
BLD_017,2023-02-22 12:00:00,educational,2509.21,5,33,D,0.735,0.431,13.78,68.44,762.1,21.08,39.78,462.87,0.894,60.446,2,2,53
BLD_017,2023-02-23 12:00:00,educational,2509.21,5,33,D,0.735,0.431,20.1,59.01,673.79,21.3,45.4,445.83,0.993,22.567,3,2,54
BLD_017,2023-02-24 12:00:00,educational,2509.21,5,33,D,0.735,0.431,13.01,66.7,738.64,21.4,45.82,419.03,0.697,61.622,4,2,55
BLD_017,2023-02-25 12:00:00,educational,2509.21,5,33,D,0.735,0.431,18.02,67.48,789.33,20.86,49.24,393.48,0.028,29.446,5,2,56
BLD_017,2023-02-26 12:00:00,educational,2509.21,5,33,D,0.735,0.431,14.92,70.37,802.78,20.84,45.35,397.31,0.056,46.261,6,2,57
BLD_017,2023-02-27 12:00:00,educational,2509.21,5,33,D,0.735,0.431,15.2,73.4,828.02,21.7,52.6,434.88,0.684,49.434,0,2,58
BLD_017,2023-02-28 12:00:00,educational,2509.21,5,33,D,0.735,0.431,16.38,64.01,667.66,20.78,47.94,423.67,0.743,42.056,1,2,59
BLD_017,2023-03-01 12:00:00,educational,2509.21,5,33,D,0.735,0.431,14.92,74.56,916.03,20.24,41.87,438.69,0.913,55.035,2,3,60
BLD_017,2023-03-02 12:00:00,educational,2509.21,5,33,D,0.735,0.431,17.47,64.79,950.56,20.68,39.18,416.82,0.789,37.821,3,3,61
BLD_017,2023-03-03 12:00:00,educational,2509.21,5,33,D,0.735,0.431,19.78,63.03,934.99,21.62,42.93,447.53,0.739,22.264,4,3,62
BLD_017,2023-03-04 12:00:00,educational,2509.21,5,33,D,0.735,0.431,17.17,76.87,944.36,19.07,55.1,404.9,0.006,36.035,5,3,63
BLD_017,2023-03-05 12:00:00,educational,2509.21,5,33,D,0.735,0.431,18.45,67.4,947.79,21.48,37.8,420.99,0.002,27.476,6,3,64
BLD_017,2023-03-06 12:00:00,educational,2509.21,5,33,D,0.735,0.431,17.17,66.8,750.78,20.77,50.67,434.35,0.972,37.576,0,3,65
BLD_017,2023-03-07 12:00:00,educational,2509.21,5,33,D,0.735,0.431,21.62,57.88,690.14,22.16,40.82,420.13,0.708,20.983,1,3,66
BLD_017,2023-03-08 12:00:00,educational,2509.21,5,33,D,0.735,0.431,19.73,62.76,665.27,21.27,48.93,383.49,0.616,23.924,2,3,67
BLD_017,2023-03-09 12:00:00,educational,2509.21,5,33,D,0.735,0.431,18.16,72.45,664.49,20.62,53.27,471.66,0.814,34.508,3,3,68
BLD_017,2023-03-10 12:00:00,educational,2509.21,5,33,D,0.735,0.431,13.22,76.39,721.22,20.53,52.17,415.85,0.896,62.328,4,3,69
BLD_017,2023-03-11 12:00:00,educational,2509.21,5,33,D,0.735,0.431,18.2,62.1,780.05,20.49,39.4,410.63,0.047,30.661,5,3,70
BLD_017,2023-03-12 12:00:00,educational,2509.21,5,33,D,0.735,0.431,17.16,75.01,919.51,20.48,48.57,426.33,0.045,34.578,6,3,71
BLD_017,2023-03-13 12:00:00,educational,2509.21,5,33,D,0.735,0.431,16.95,61.24,640.93,20.16,46.15,408.94,0.97,43.493,0,3,72
BLD_017,2023-03-14 12:00:00,educational,2509.21,5,33,D,0.735,0.431,17.52,70.71,919.53,20.67,44.17,444.47,0.962,35.465,1,3,73
BLD_017,2023-03-15 12:00:00,educational,2509.21,5,33,D,0.735,0.431,20.43,54.37,841.86,21.8,43.14,427.12,0.96,20.507,2,3,74
BLD_017,2023-03-16 12:00:00,educational,2509.21,5,33,D,0.735,0.431,22.14,59.16,838.62,21.46,40.1,411.6,0.662,21.184,3,3,75
BLD_017,2023-03-17 12:00:00,educational,2509.21,5,33,D,0.735,0.431,16.78,63.75,740.09,20.73,46.72,419.81,0.922,44.632,4,3,76
BLD_017,2023-03-18 12:00:00,educational,2509.21,5,33,D,0.735,0.431,22.63,65.36,741.22,20.35,39.34,398.87,0.001,22.922,5,3,77
BLD_017,2023-03-19 12:00:00,educational,2509.21,5,33,D,0.735,0.431,25.08,53.3,812.73,20.74,51.11,412.78,0.005,39.077,6,3,78
BLD_017,2023-03-20 12:00:00,educational,2509.21,5,33,D,0.735,0.431,20.29,56.11,836.89,20.82,40.41,446.2,0.698,18.077,0,3,79
BLD_017,2023-03-21 12:00:00,educational,2509.21,5,33,D,0.735,0.431,18.13,73.22,843.85,20.4,47.97,451.03,0.662,31.553,1,3,80
BLD_017,2023-03-22 12:00:00,educational,2509.21,5,33,D,0.735,0.431,19.45,73.14,690.5,20.22,45.54,414.64,0.747,27.53,2,3,81
BLD_017,2023-03-23 12:00:00,educational,2509.21,5,33,D,0.735,0.431,19.2,69.47,717.93,20.45,48.66,421.31,0.868,25.505,3,3,82
BLD_017,2023-03-24 12:00:00,educational,2509.21,5,33,D,0.735,0.431,23.11,54.86,772.03,21.91,43.88,427.18,0.761,27.126,4,3,83
BLD_017,2023-03-25 12:00:00,educational,2509.21,5,33,D,0.735,0.431,22.49,64.74,716.23,20.43,37.83,412.88,0.038,20.953,5,3,84
BLD_017,2023-03-26 12:00:00,educational,2509.21,5,33,D,0.735,0.431,21.09,66.48,942.71,20.21,45.2,432.44,0.059,13.648,6,3,85
BLD_017,2023-03-27 12:00:00,educational,2509.21,5,33,D,0.735,0.431,20.42,63.93,883.37,20.95,45.91,416.86,0.825,18.532,0,3,86
BLD_017,2023-03-28 12:00:00,educational,2509.21,5,33,D,0.735,0.431,23.41,64.28,802.45,21.17,51.54,432.13,0.776,33.177,1,3,87
BLD_017,2023-03-29 12:00:00,educational,2509.21,5,33,D,0.735,0.431,22.44,58.25,833.16,21.14,48.41,471.42,0.989,23.781,2,3,88
BLD_017,2023-03-30 12:00:00,educational,2509.21,5,33,D,0.735,0.431,23.37,66.72,836.71,20.05,49.65,428.06,0.731,27.706,3,3,89
BLD_017,2023-03-31 12:00:00,educational,2509.21,5,33,D,0.735,0.431,23.41,64.45,892.91,21.83,52.23,453.31,0.898,30.653,4,3,90
BLD_017,2023-04-01 12:00:00,educational,2509.21,5,33,D,0.735,0.431,21.85,54.97,868.68,20.94,50.22,398.87,0.023,18.154,5,4,91
BLD_017,2023-04-02 12:00:00,educational,2509.21,5,33,D,0.735,0.431,22.99,59.24,930.01,21.25,43.26,383.65,0.012,25.898,6,4,92
BLD_017,2023-04-03 12:00:00,educational,2509.21,5,33,D,0.735,0.431,22.13,56.6,765.47,19.71,48.34,417.99,0.943,21.525,0,4,93
BLD_017,2023-04-04 12:00:00,educational,2509.21,5,33,D,0.735,0.431,20.39,61.87,726.58,20.86,42.17,445.83,0.874,19.863,1,4,94
BLD_017,2023-04-05 12:00:00,educational,2509.21,5,33,D,0.735,0.431,23.19,59.35,641.66,19.96,40.98,430.51,0.729,29.258,2,4,95
BLD_017,2023-04-06 12:00:00,educational,2509.21,5,33,D,0.735,0.431,20.41,62.95,926.95,21.34,46.14,427.58,0.667,19.559,3,4,96
BLD_017,2023-04-07 12:00:00,educational,2509.21,5,33,D,0.735,0.431,20.43,61.28,919.2,21.06,49.87,491.85,0.895,19.635,4,4,97
BLD_017,2023-04-08 12:00:00,educational,2509.21,5,33,D,0.735,0.431,18.93,64.35,758.46,21.05,48.35,351.32,0.069,24.061,5,4,98
BLD_017,2023-04-09 12:00:00,educational,2509.21,5,33,D,0.735,0.431,20.35,61.52,736.82,21.07,46.82,392.61,0.085,16.583,6,4,99
BLD_017,2023-04-10 12:00:00,educational,2509.21,5,33,D,0.735,0.431,22.66,58.05,875.89,22.02,43.68,397.29,0.714,25.132,0,4,100
BLD_017,2023-04-11 12:00:00,educational,2509.21,5,33,D,0.735,0.431,25.89,58.82,716.08,20.79,40.92,443.76,0.781,47.363,1,4,101
BLD_017,2023-04-12 12:00:00,educational,2509.21,5,33,D,0.735,0.431,22.63,61.51,862.75,21.41,44.04,456.7,0.673,23.284,2,4,102
BLD_017,2023-04-13 12:00:00,educational,2509.21,5,33,D,0.735,0.431,24.74,61.97,711.34,21.12,39.36,426.92,0.789,40.972,3,4,103
BLD_017,2023-04-14 12:00:00,educational,2509.21,5,33,D,0.735,0.431,25.43,51.55,944.6,20.9,44.63,423.91,0.841,42.314,4,4,104
BLD_017,2023-04-15 12:00:00,educational,2509.21,5,33,D,0.735,0.431,25.65,59.31,865.21,20.75,44.97,387.3,0.063,38.188,5,4,105
BLD_017,2023-04-16 12:00:00,educational,2509.21,5,33,D,0.735,0.431,20.67,51.52,820.24,21.17,48.48,375.41,0.073,14.437,6,4,106
BLD_017,2023-04-17 12:00:00,educational,2509.21,5,33,D,0.735,0.431,21.15,56.94,735.68,21.71,43.66,393.48,0.956,18.104,0,4,107
BLD_017,2023-04-18 12:00:00,educational,2509.21,5,33,D,0.735,0.431,26.66,56.45,913.28,21.9,43.84,459.78,0.834,47.587,1,4,108
BLD_017,2023-04-19 12:00:00,educational,2509.21,5,33,D,0.735,0.431,24.74,62.8,856.41,21.62,41.19,431.85,0.735,35.49,2,4,109
BLD_017,2023-04-20 12:00:00,educational,2509.21,5,33,D,0.735,0.431,26.07,46.67,740.57,21.42,40.95,418.95,0.752,46.816,3,4,110
BLD_017,2023-04-21 12:00:00,educational,2509.21,5,33,D,0.735,0.431,26.6,47.72,770.26,21.03,54.58,433.31,0.659,50.804,4,4,111
BLD_017,2023-04-22 12:00:00,educational,2509.21,5,33,D,0.735,0.431,26.78,54.33,838.47,21.69,44.05,402.75,0.084,47.71,5,4,112
BLD_017,2023-04-23 12:00:00,educational,2509.21,5,33,D,0.735,0.431,27.02,51.32,817.46,21.44,37.46,365.36,0.013,51.415,6,4,113
BLD_017,2023-04-24 12:00:00,educational,2509.21,5,33,D,0.735,0.431,26.13,45.22,774.88,21.18,45.09,441.27,0.991,50.442,0,4,114
BLD_017,2023-04-25 12:00:00,educational,2509.21,5,33,D,0.735,0.431,26.11,55.36,650.8,21.16,42.03,430.71,0.661,47.34,1,4,115
BLD_017,2023-04-26 12:00:00,educational,2509.21,5,33,D,0.735,0.431,25.22,53.66,887.91,21.84,57.38,460.56,0.989,42.046,2,4,116
BLD_017,2023-04-27 12:00:00,educational,2509.21,5,33,D,0.735,0.431,29.61,45.06,716.08,22.54,41.98,417.33,0.875,75.888,3,4,117
BLD_017,2023-04-28 12:00:00,educational,2509.21,5,33,D,0.735,0.431,24.75,53.64,897.61,20.81,48.37,432.14,0.783,35.826,4,4,118
BLD_017,2023-04-29 12:00:00,educational,2509.21,5,33,D,0.735,0.431,27.56,53.07,650.97,21.47,41.83,413.88,0.003,54.722,5,4,119
BLD_017,2023-04-30 12:00:00,educational,2509.21,5,33,D,0.735,0.431,27.8,43.91,804.68,21.93,50.49,427.38,0.094,56.056,6,4,120
BLD_017,2023-05-01 12:00:00,educational,2509.21,5,33,D,0.735,0.431,24.84,54.71,768.78,22.47,38.62,417.27,0.764,38.28,0,5,121
BLD_017,2023-05-02 12:00:00,educational,2509.21,5,33,D,0.735,0.431,29.14,40.78,863.51,21.63,30.9,422.8,0.967,57.062,1,5,122
BLD_017,2023-05-03 12:00:00,educational,2509.21,5,33,D,0.735,0.431,26.11,47.43,754.06,21.6,43.72,434.91,0.616,42.597,2,5,123
BLD_017,2023-05-04 12:00:00,educational,2509.21,5,33,D,0.735,0.431,29.14,46.01,905.27,21.0,45.64,399.09,0.801,65.471,3,5,124
BLD_017,2023-05-05 12:00:00,educational,2509.21,5,33,D,0.735,0.431,30.28,50.64,873.84,21.8,47.56,417.07,0.618,65.913,4,5,125
BLD_017,2023-05-06 12:00:00,educational,2509.21,5,33,D,0.735,0.431,24.98,56.78,765.31,21.19,45.73,404.18,0.015,37.77,5,5,126
BLD_017,2023-05-07 12:00:00,educational,2509.21,5,33,D,0.735,0.431,28.23,49.1,816.62,21.4,49.32,421.28,0.073,56.008,6,5,127
BLD_017,2023-05-08 12:00:00,educational,2509.21,5,33,D,0.735,0.431,26.53,43.31,693.97,21.52,42.85,444.65,0.972,50.875,0,5,128
BLD_017,2023-05-09 12:00:00,educational,2509.21,5,33,D,0.735,0.431,25.38,53.13,726.17,20.99,40.97,423.79,0.78,40.33,1,5,129
BLD_017,2023-05-10 12:00:00,educational,2509.21,5,33,D,0.735,0.431,26.66,53.36,708.65,21.3,49.33,429.99,0.994,57.165,2,5,130
BLD_017,2023-05-11 12:00:00,educational,2509.21,5,33,D,0.735,0.431,28.7,44.81,792.79,21.04,47.22,418.95,0.899,64.532,3,5,131
BLD_017,2023-05-12 12:00:00,educational,2509.21,5,33,D,0.735,0.431,27.8,49.35,705.11,20.74,53.79,456.74,0.847,59.874,4,5,132
BLD_017,2023-05-13 12:00:00,educational,2509.21,5,33,D,0.735,0.431,28.97,48.91,663.54,20.55,38.36,375.54,0.076,59.582,5,5,133
BLD_017,2023-05-14 12:00:00,educational,2509.21,5,33,D,0.735,0.431,27.29,58.02,819.93,21.21,48.74,417.02,0.035,52.837,6,5,134
BLD_017,2023-05-15 12:00:00,educational,2509.21,5,33,D,0.735,0.431,25.9,50.86,929.86,21.82,40.68,408.36,0.93,47.206,0,5,135
BLD_017,2023-05-16 12:00:00,educational,2509.21,5,33,D,0.735,0.431,27.36,57.52,749.49,21.3,50.4,386.08,0.648,54.015,1,5,136
BLD_017,2023-05-17 12:00:00,educational,2509.21,5,33,D,0.735,0.431,31.96,44.06,853.41,21.32,49.69,409.39,0.603,80.536,2,5,137
BLD_017,2023-05-18 12:00:00,educational,2509.21,5,33,D,0.735,0.431,28.58,48.17,786.53,21.75,40.49,418.58,0.707,64.309,3,5,138
BLD_017,2023-05-19 12:00:00,educational,2509.21,5,33,D,0.735,0.431,29.18,52.98,783.0,22.17,47.6,402.64,0.713,69.132,4,5,139
BLD_017,2023-05-20 12:00:00,educational,2509.21,5,33,D,0.735,0.431,30.1,44.13,850.76,22.24,49.05,397.86,0.06,70.252,5,5,140
BLD_017,2023-05-21 12:00:00,educational,2509.21,5,33,D,0.735,0.431,32.13,48.01,948.88,22.01,52.78,419.65,0.046,79.908,6,5,141
BLD_017,2023-05-22 12:00:00,educational,2509.21,5,33,D,0.735,0.431,24.86,56.97,768.76,21.49,52.76,423.41,0.896,38.331,0,5,142
BLD_017,2023-05-23 12:00:00,educational,2509.21,5,33,D,0.735,0.431,31.48,45.91,854.4,21.33,36.57,471.12,0.853,80.89,1,5,143
BLD_017,2023-05-24 12:00:00,educational,2509.21,5,33,D,0.735,0.431,32.4,54.1,642.27,21.27,45.38,429.0,0.92,84.905,2,5,144
BLD_017,2023-05-25 12:00:00,educational,2509.21,5,33,D,0.735,0.431,27.19,39.48,759.52,20.93,43.34,423.8,0.835,53.364,3,5,145
BLD_017,2023-05-26 12:00:00,educational,2509.21,5,33,D,0.735,0.431,29.01,37.83,907.05,21.21,47.29,407.53,0.78,57.666,4,5,146
BLD_017,2023-05-27 12:00:00,educational,2509.21,5,33,D,0.735,0.431,27.63,56.9,896.73,20.8,44.5,429.77,0.075,53.456,5,5,147
BLD_017,2023-05-28 12:00:00,educational,2509.21,5,33,D,0.735,0.431,27.84,48.1,724.79,21.65,47.75,393.06,0.031,58.13,6,5,148
BLD_017,2023-05-29 12:00:00,educational,2509.21,5,33,D,0.735,0.431,25.84,54.69,859.54,21.76,31.94,440.22,0.974,41.625,0,5,149
BLD_017,2023-05-30 12:00:00,educational,2509.21,5,33,D,0.735,0.431,29.85,45.31,852.27,21.76,46.45,407.35,0.715,64.528,1,5,150
BLD_017,2023-05-31 12:00:00,educational,2509.21,5,33,D,0.735,0.431,25.43,48.86,712.92,21.3,49.35,422.91,0.701,39.919,2,5,151
BLD_017,2023-06-01 12:00:00,educational,2509.21,5,33,D,0.735,0.431,25.6,56.96,673.99,21.12,43.26,390.41,0.736,41.599,3,6,152
BLD_017,2023-06-02 12:00:00,educational,2509.21,5,33,D,0.735,0.431,32.41,42.38,889.23,21.82,41.58,417.38,0.677,89.937,4,6,153
BLD_017,2023-06-03 12:00:00,educational,2509.21,5,33,D,0.735,0.431,28.94,39.78,789.83,21.23,48.9,476.5,0.04,61.296,5,6,154
BLD_017,2023-06-04 12:00:00,educational,2509.21,5,33,D,0.735,0.431,28.99,51.13,882.84,21.34,42.14,386.23,0.003,58.644,6,6,155
BLD_017,2023-06-05 12:00:00,educational,2509.21,5,33,D,0.735,0.431,30.87,50.08,871.37,21.83,45.01,426.83,0.955,77.549,0,6,156
BLD_017,2023-06-06 12:00:00,educational,2509.21,5,33,D,0.735,0.431,25.12,50.28,779.16,21.27,40.41,443.95,0.856,39.106,1,6,157
BLD_017,2023-06-07 12:00:00,educational,2509.21,5,33,D,0.735,0.431,26.12,53.2,815.92,21.72,38.33,440.83,0.689,47.135,2,6,158
BLD_017,2023-06-08 12:00:00,educational,2509.21,5,33,D,0.735,0.431,31.49,44.99,885.75,21.58,58.56,430.49,0.846,82.581,3,6,159
BLD_017,2023-06-09 12:00:00,educational,2509.21,5,33,D,0.735,0.431,28.07,49.41,852.38,21.09,39.98,428.46,0.917,61.788,4,6,160
BLD_017,2023-06-10 12:00:00,educational,2509.21,5,33,D,0.735,0.431,26.61,55.08,824.1,21.25,46.81,397.79,0.083,48.043,5,6,161
BLD_017,2023-06-11 12:00:00,educational,2509.21,5,33,D,0.735,0.431,30.21,52.37,849.02,21.65,53.41,373.47,0.056,65.362,6,6,162
BLD_017,2023-06-12 12:00:00,educational,2509.21,5,33,D,0.735,0.431,30.73,46.2,752.72,21.06,48.11,468.5,0.954,76.667,0,6,163
BLD_017,2023-06-13 12:00:00,educational,2509.21,5,33,D,0.735,0.431,29.46,51.37,829.26,21.66,46.2,455.14,0.658,70.609,1,6,164
BLD_017,2023-06-14 12:00:00,educational,2509.21,5,33,D,0.735,0.431,30.72,42.9,903.58,20.59,50.49,412.17,0.856,66.91,2,6,165
BLD_017,2023-06-15 12:00:00,educational,2509.21,5,33,D,0.735,0.431,28.28,55.18,934.56,21.94,46.18,417.17,0.923,63.258,3,6,166
BLD_017,2023-06-16 12:00:00,educational,2509.21,5,33,D,0.735,0.431,32.25,46.36,659.49,21.54,48.29,409.83,0.724,91.957,4,6,167
BLD_017,2023-06-17 12:00:00,educational,2509.21,5,33,D,0.735,0.431,30.58,44.04,669.58,22.22,41.18,419.01,0.052,68.913,5,6,168
BLD_017,2023-06-18 12:00:00,educational,2509.21,5,33,D,0.735,0.431,28.11,55.87,820.82,21.79,43.03,361.65,0.027,57.955,6,6,169
BLD_017,2023-06-19 12:00:00,educational,2509.21,5,33,D,0.735,0.431,29.02,42.73,800.77,21.67,45.84,457.82,0.654,67.535,0,6,170
BLD_017,2023-06-20 12:00:00,educational,2509.21,5,33,D,0.735,0.431,31.26,43.93,788.25,21.31,45.64,437.63,0.749,71.362,1,6,171
BLD_017,2023-06-21 12:00:00,educational,2509.21,5,33,D,0.735,0.431,29.67,52.9,780.61,21.06,46.61,399.04,0.821,63.251,2,6,172
BLD_017,2023-06-22 12:00:00,educational,2509.21,5,33,D,0.735,0.431,31.2,44.68,690.23,21.14,48.8,375.77,0.652,86.457,3,6,173
BLD_017,2023-06-23 12:00:00,educational,2509.21,5,33,D,0.735,0.431,28.52,43.33,899.35,21.31,43.61,417.86,0.836,63.053,4,6,174
BLD_017,2023-06-24 12:00:00,educational,2509.21,5,33,D,0.735,0.431,28.39,46.24,947.16,21.33,43.25,420.41,0.014,57.007,5,6,175
BLD_017,2023-06-25 12:00:00,educational,2509.21,5,33,D,0.735,0.431,28.71,43.32,701.55,21.89,39.94,403.74,0.037,55.671,6,6,176
BLD_017,2023-06-26 12:00:00,educational,2509.21,5,33,D,0.735,0.431,27.02,49.3,884.53,21.67,46.89,441.46,0.604,54.317,0,6,177
BLD_017,2023-06-27 12:00:00,educational,2509.21,5,33,D,0.735,0.431,29.73,47.03,929.83,21.85,46.08,417.33,0.685,64.715,1,6,178
BLD_017,2023-06-28 12:00:00,educational,2509.21,5,33,D,0.735,0.431,29.8,47.26,796.05,21.8,50.86,434.3,0.989,71.686,2,6,179
BLD_017,2023-06-29 12:00:00,educational,2509.21,5,33,D,0.735,0.431,28.01,48.91,724.14,21.56,33.77,441.52,0.991,61.335,3,6,180
BLD_017,2023-06-30 12:00:00,educational,2509.21,5,33,D,0.735,0.431,29.2,52.18,856.15,21.67,45.96,493.8,0.65,62.674,4,6,181
BLD_017,2023-07-01 12:00:00,educational,2509.21,5,33,D,0.735,0.431,29.45,50.5,842.29,21.77,43.54,359.56,0.021,65.622,5,7,182
BLD_017,2023-07-02 12:00:00,educational,2509.21,5,33,D,0.735,0.431,27.1,42.95,655.37,21.57,45.8,426.94,0.086,49.813,6,7,183
BLD_017,2023-07-03 12:00:00,educational,2509.21,5,33,D,0.735,0.431,29.93,56.03,649.32,21.17,48.01,430.61,0.781,67.681,0,7,184
BLD_017,2023-07-04 12:00:00,educational,2509.21,5,33,D,0.735,0.431,30.81,42.79,670.62,21.75,48.89,414.75,0.955,71.139,1,7,185
BLD_017,2023-07-05 12:00:00,educational,2509.21,5,33,D,0.735,0.431,30.19,46.72,918.91,22.02,45.43,407.38,0.79,76.68,2,7,186
BLD_017,2023-07-06 12:00:00,educational,2509.21,5,33,D,0.735,0.431,32.12,48.01,922.51,21.13,42.97,415.42,0.765,81.801,3,7,187
BLD_017,2023-07-07 12:00:00,educational,2509.21,5,33,D,0.735,0.431,27.83,50.31,790.69,20.9,48.62,442.38,0.898,51.548,4,7,188
BLD_017,2023-07-08 12:00:00,educational,2509.21,5,33,D,0.735,0.431,31.02,59.09,685.55,21.73,49.38,386.84,0.085,72.772,5,7,189
BLD_017,2023-07-09 12:00:00,educational,2509.21,5,33,D,0.735,0.431,28.94,38.49,823.13,21.01,41.71,385.13,0.032,60.562,6,7,190
BLD_017,2023-07-10 12:00:00,educational,2509.21,5,33,D,0.735,0.431,30.07,42.86,722.06,22.53,45.94,402.5,0.659,68.08,0,7,191
BLD_017,2023-07-11 12:00:00,educational,2509.21,5,33,D,0.735,0.431,28.85,50.55,797.45,21.74,47.0,447.71,0.989,64.213,1,7,192
BLD_017,2023-07-12 12:00:00,educational,2509.21,5,33,D,0.735,0.431,31.82,46.99,677.48,21.82,42.93,433.93,0.649,79.084,2,7,193
BLD_017,2023-07-13 12:00:00,educational,2509.21,5,33,D,0.735,0.431,27.1,52.49,837.15,21.21,45.61,430.67,0.781,51.799,3,7,194
BLD_017,2023-07-14 12:00:00,educational,2509.21,5,33,D,0.735,0.431,28.73,52.02,707.53,21.92,49.65,436.27,0.618,61.539,4,7,195
BLD_017,2023-07-15 12:00:00,educational,2509.21,5,33,D,0.735,0.431,29.08,45.06,717.91,21.32,43.64,412.55,0.014,61.556,5,7,196
BLD_017,2023-07-16 12:00:00,educational,2509.21,5,33,D,0.735,0.431,27.01,45.45,717.87,21.47,34.92,394.42,0.035,49.511,6,7,197
BLD_017,2023-07-17 12:00:00,educational,2509.21,5,33,D,0.735,0.431,28.71,43.72,879.68,21.41,44.93,427.94,0.839,62.288,0,7,198
BLD_017,2023-07-18 12:00:00,educational,2509.21,5,33,D,0.735,0.431,30.89,52.68,953.61,20.52,39.91,451.4,0.63,72.801,1,7,199
BLD_017,2023-07-19 12:00:00,educational,2509.21,5,33,D,0.735,0.431,30.23,46.63,670.63,21.01,52.03,427.87,0.86,74.657,2,7,200
BLD_017,2023-07-20 12:00:00,educational,2509.21,5,33,D,0.735,0.431,32.17,49.67,711.87,21.15,49.11,452.42,0.848,86.075,3,7,201
BLD_017,2023-07-21 12:00:00,educational,2509.21,5,33,D,0.735,0.431,24.54,59.46,712.56,21.14,41.23,424.21,0.948,36.533,4,7,202
BLD_017,2023-07-22 12:00:00,educational,2509.21,5,33,D,0.735,0.431,30.84,44.3,889.77,21.0,45.92,394.51,0.05,76.207,5,7,203
BLD_017,2023-07-23 12:00:00,educational,2509.21,5,33,D,0.735,0.431,29.89,50.6,743.77,21.03,44.46,420.35,0.071,61.118,6,7,204
BLD_017,2023-07-24 12:00:00,educational,2509.21,5,33,D,0.735,0.431,24.2,57.32,663.27,20.45,43.77,443.04,0.72,36.588,0,7,205
BLD_017,2023-07-25 12:00:00,educational,2509.21,5,33,D,0.735,0.431,28.64,49.18,880.17,21.92,49.48,434.65,0.87,61.454,1,7,206
BLD_017,2023-07-26 12:00:00,educational,2509.21,5,33,D,0.735,0.431,28.37,47.03,657.79,21.31,35.63,431.78,0.716,66.92,2,7,207
BLD_017,2023-07-27 12:00:00,educational,2509.21,5,33,D,0.735,0.431,28.25,51.09,767.09,21.23,41.86,442.23,0.65,61.196,3,7,208
BLD_017,2023-07-28 12:00:00,educational,2509.21,5,33,D,0.735,0.431,29.59,56.25,926.67,21.7,42.31,414.29,0.661,63.781,4,7,209
BLD_017,2023-07-29 12:00:00,educational,2509.21,5,33,D,0.735,0.431,28.84,46.81,821.6,20.64,43.78,430.03,0.01,55.073,5,7,210
BLD_017,2023-07-30 12:00:00,educational,2509.21,5,33,D,0.735,0.431,27.5,49.9,645.51,21.6,52.53,370.99,0.009,54.216,6,7,211
BLD_017,2023-07-31 12:00:00,educational,2509.21,5,33,D,0.735,0.431,27.14,52.94,706.76,20.3,46.26,457.16,0.887,58.729,0,7,212
BLD_017,2023-08-01 12:00:00,educational,2509.21,5,33,D,0.735,0.431,24.64,63.87,878.96,21.56,42.13,443.09,0.694,36.482,1,8,213
BLD_017,2023-08-02 12:00:00,educational,2509.21,5,33,D,0.735,0.431,25.32,55.41,807.91,20.73,43.87,425.99,0.66,39.738,2,8,214
BLD_017,2023-08-03 12:00:00,educational,2509.21,5,33,D,0.735,0.431,26.92,46.87,800.56,21.67,48.95,435.24,0.961,50.961,3,8,215
BLD_017,2023-08-04 12:00:00,educational,2509.21,5,33,D,0.735,0.431,23.08,58.48,682.95,22.19,45.59,446.85,0.956,32.242,4,8,216
BLD_017,2023-08-05 12:00:00,educational,2509.21,5,33,D,0.735,0.431,27.87,58.61,811.53,20.98,45.05,396.62,0.026,52.026,5,8,217
BLD_017,2023-08-06 12:00:00,educational,2509.21,5,33,D,0.735,0.431,26.29,52.3,862.12,20.6,47.31,392.47,0.049,45.936,6,8,218
BLD_017,2023-08-07 12:00:00,educational,2509.21,5,33,D,0.735,0.431,28.18,45.84,725.01,22.04,40.37,438.34,0.725,61.245,0,8,219
BLD_017,2023-08-08 12:00:00,educational,2509.21,5,33,D,0.735,0.431,27.65,50.09,800.64,21.01,45.27,441.23,0.79,60.848,1,8,220
BLD_017,2023-08-09 12:00:00,educational,2509.21,5,33,D,0.735,0.431,25.47,49.91,857.09,21.45,41.53,432.79,0.699,42.867,2,8,221
BLD_017,2023-08-10 12:00:00,educational,2509.21,5,33,D,0.735,0.431,23.87,60.14,819.6,21.09,48.65,432.91,0.703,36.75,3,8,222
