Sample_ID,Gc_YSZ_GDC,Gc_GDC_LSCF,Gc_YSZ_GDC_800C,Gc_GDC_LSCF_800C,E_YSZ_GPa,E_GDC_GPa,E_LSCF_GPa,CTE_YSZ_ppmK,CTE_GDC_ppmK,CTE_LSCF_ppmK,Delta_T_C,Sigma_mismatch_YSZ_GDC_MPa,Sigma_mismatch_GDC_LSCF_MPa,G_thermal_YSZ_GDC_Jm2,G_thermal_GDC_LSCF_Jm2,Rho_assumed,Temperature_regime,HT_scaling_factor,sigma_HT_assumed_equal_RT
612,2.2057,1.9063,2.2057,1.9063,173.3,156.16,80.12,11.174,13.247,16.21,554.9,199.28,256.82,0.0,0.0,0.0,800C,0.72,True
613,2.301,1.9369,2.301,1.9369,190.2,155.22,104.85,10.893,13.183,17.243,525.5,228.91,331.22,0.0,0.0,0.0,800C,0.72,True
614,2.8355,1.7154,2.8355,1.7154,194.62,157.13,104.71,11.137,13.362,18.292,552.2,239.18,427.74,0.0,0.0,0.0,800C,0.72,True
615,2.7854,1.8177,2.7854,1.8177,190.41,180.98,92.15,11.217,13.83,17.66,549.6,273.42,380.9,0.0,0.0,0.0,800C,0.72,True
616,2.5173,1.1564,2.5173,1.1564,187.93,155.15,90.23,11.113,12.595,16.728,555.7,154.69,356.37,0.0,0.0,0.0,800C,0.72,True
617,3.7314,3.0328,3.7314,3.0328,185.78,175.68,98.87,10.815,12.334,16.043,544.4,153.67,354.72,0.0,0.0,0.0,800C,0.72,True
618,2.7933,1.4197,2.7933,1.4197,184.78,157.05,98.37,11.046,13.944,17.236,557.3,298.44,288.14,0.0,0.0,0.0,800C,0.72,True
619,2.7867,1.2252,2.7867,1.2252,169.6,146.19,99.92,10.812,12.636,17.218,537.9,166.4,360.36,0.0,0.0,0.0,800C,0.72,True
620,2.9939,2.6156,2.9939,2.6156,198.07,156.11,98.41,11.281,13.161,17.486,557.5,207.55,376.46,0.0,0.0,0.0,800C,0.72,True
621,2.9616,1.9911,2.9616,1.9911,194.35,174.04,100.56,10.947,13.52,16.915,542.6,271.32,320.62,0.0,0.0,0.0,800C,0.72,True
622,1.7405,1.5964,1.7405,1.5964,196.46,169.76,100.63,10.873,13.597,16.415,547.3,292.82,261.78,0.0,0.0,0.0,800C,0.72,True
623,2.0143,2.6673,2.0143,2.6673,170.64,170.02,95.33,10.985,13.397,17.158,560.2,230.59,358.16,0.0,0.0,0.0,800C,0.72,True
624,2.6193,1.6135,2.6193,1.6135,185.23,160.41,77.77,11.288,12.438,17.385,561.6,119.68,445.64,0.0,0.0,0.0,800C,0.72,True
625,3.0171,2.2939,3.0171,2.2939,172.4,177.48,98.86,11.555,14.181,16.003,547.1,247.66,176.87,0.0,0.0,0.0,800C,0.72,True
626,3.0884,1.4575,3.0884,1.4575,194.96,164.26,85.74,11.158,13.44,16.673,544.4,242.14,289.15,0.0,0.0,0.0,800C,0.72,True
627,2.9175,2.0223,2.9175,2.0223,171.73,168.94,96.59,10.637,13.058,16.976,545.7,226.91,361.22,0.0,0.0,0.0,800C,0.72,True
628,2.5265,2.1156,2.5265,2.1156,194.7,169.57,88.31,11.317,13.56,17.149,553.7,241.9,336.96,0.0,0.0,0.0,800C,0.72,True
629,2.3028,2.0445,2.3028,2.0445,182.73,182.4,84.68,11.166,12.993,17.273,547.5,182.75,427.48,0.0,0.0,0.0,800C,0.72,True
630,3.4795,1.9857,3.4795,1.9857,197.88,160.9,103.82,11.219,13.692,16.557,533.7,261.19,245.97,0.0,0.0,0.0,800C,0.72,True
631,2.2397,2.0109,2.2397,2.0109,207.52,160.95,103.26,10.906,12.936,17.397,525.7,221.49,377.53,0.0,0.0,0.0,800C,0.72,True
632,3.293,2.1454,3.293,2.1454,200.32,168.56,103.24,11.049,12.624,16.965,562.1,177.36,411.26,0.0,0.0,0.0,800C,0.72,True
633,2.2278,1.7736,2.2278,1.7736,193.18,157.48,90.35,11.237,12.227,16.434,540.3,103.3,357.97,0.0,0.0,0.0,800C,0.72,True
634,2.7846,3.9468,2.7846,3.9468,186.34,161.29,94.49,10.984,12.981,16.437,553.6,205.99,308.61,0.0,0.0,0.0,800C,0.72,True
635,3.2048,1.6997,3.2048,1.6997,211.79,186.5,87.06,10.831,12.782,16.48,552.7,228.41,381.16,0.0,0.0,0.0,800C,0.72,True
636,3.5699,1.7082,3.5699,1.7082,195.57,166.43,85.06,11.54,14.037,17.406,550.5,268.83,308.64,0.0,0.0,0.0,800C,0.72,True
637,2.758,2.7517,2.758,2.7517,187.63,159.53,87.76,11.271,13.514,18.119,542.0,228.12,398.15,0.0,0.0,0.0,800C,0.72,True
638,3.6787,1.9709,3.6787,1.9709,169.61,165.06,113.29,11.192,13.571,18.142,552.3,222.9,416.72,0.0,0.0,0.0,800C,0.72,True
639,2.3447,0.8395,2.3447,0.8395,197.2,167.87,102.92,10.956,12.947,17.273,537.8,211.17,390.62,0.0,0.0,0.0,800C,0.72,True
640,2.8406,1.4188,2.8406,1.4188,198.57,172.05,90.05,11.287,13.026,16.916,554.0,191.24,370.86,0.0,0.0,0.0,800C,0.72,True
641,3.5073,2.436,3.5073,2.436,186.77,166.48,106.66,11.494,13.106,16.534,546.1,164.49,311.63,0.0,0.0,0.0,800C,0.72,True
642,2.081,1.2892,2.081,1.2892,179.46,159.73,87.59,10.979,13.835,16.596,539.0,276.24,237.75,0.0,0.0,0.0,800C,0.72,True
643,2.5031,1.8522,2.5031,1.8522,182.3,175.1,90.53,10.5,12.763,15.845,547.8,225.98,295.69,0.0,0.0,0.0,800C,0.72,True
644,3.3829,1.2764,3.3829,1.2764,197.08,171.16,105.98,10.659,12.707,16.867,557.1,224.82,396.66,0.0,0.0,0.0,800C,0.72,True
645,1.7019,1.6351,1.7019,1.6351,183.2,161.95,78.24,10.907,13.108,17.327,543.6,219.21,371.44,0.0,0.0,0.0,800C,0.72,True
646,2.4093,1.7017,2.4093,1.7017,192.81,160.52,105.89,10.989,12.583,17.962,553.7,170.23,478.05,0.0,0.0,0.0,800C,0.72,True
647,3.697,1.5275,3.697,1.5275,177.61,157.67,91.54,11.125,12.795,16.459,550.7,163.32,318.17,0.0,0.0,0.0,800C,0.72,True
648,3.3691,1.6492,3.3691,1.6492,184.11,164.48,99.92,11.19,12.884,17.018,541.4,168.86,368.1,0.0,0.0,0.0,800C,0.72,True
649,2.9842,2.1884,2.9842,2.1884,190.9,176.74,105.75,10.773,12.533,17.143,532.4,178.89,433.77,0.0,0.0,0.0,800C,0.72,True
650,2.6131,1.1451,2.6131,1.1451,181.5,156.56,82.17,11.542,12.974,16.487,551.1,143.23,303.1,0.0,0.0,0.0,800C,0.72,True
651,2.1277,1.6551,2.1277,1.6551,197.63,158.34,89.43,11.503,13.208,16.608,551.2,185.78,296.67,0.0,0.0,0.0,800C,0.72,True
652,1.8874,1.2116,1.8874,1.2116,195.85,149.47,96.62,10.716,13.458,17.457,542.7,291.39,324.39,0.0,0.0,0.0,800C,0.72,True
653,2.3527,1.3221,2.3527,1.3221,166.32,161.35,91.0,11.17,13.115,16.618,559.1,180.86,316.04,0.0,0.0,0.0,800C,0.72,True
654,3.1257,2.0744,3.1257,2.0744,194.28,156.2,89.23,11.038,12.84,16.679,530.8,185.92,318.21,0.0,0.0,0.0,800C,0.72,True
655,1.4878,2.0074,1.4878,2.0074,177.91,166.51,105.89,10.238,12.948,16.826,542.4,261.5,350.18,0.0,0.0,0.0,800C,0.72,True
656,2.2351,1.6298,2.2351,1.6298,196.56,160.13,104.33,10.952,12.163,15.573,530.9,126.36,289.99,0.0,0.0,0.0,800C,0.72,True
657,3.6251,1.7883,3.6251,1.7883,183.4,184.87,110.04,10.631,12.984,17.133,568.1,245.15,435.71,0.0,0.0,0.0,800C,0.72,True
658,2.4919,1.3795,2.4919,1.3795,189.41,158.49,95.77,10.987,13.055,16.8,578.3,226.48,343.29,0.0,0.0,0.0,800C,0.72,True
659,2.7424,2.0151,2.7424,2.0151,182.95,166.25,97.19,11.222,13.367,16.441,548.5,215.21,280.25,0.0,0.0,0.0,800C,0.72,True
660,3.22,1.5318,3.22,1.5318,200.97,168.19,99.73,10.613,13.289,17.442,565.4,304.0,394.97,0.0,0.0,0.0,800C,0.72,True
661,4.1731,1.7038,4.1731,1.7038,174.73,175.55,105.16,10.715,12.972,16.656,565.8,223.17,365.85,0.0,0.0,0.0,800C,0.72,True
662,4.0485,1.8019,4.0485,1.8019,178.57,152.8,87.73,10.693,13.394,16.721,552.6,266.61,280.88,0.0,0.0,0.0,800C,0.72,True
663,3.9581,2.7151,3.9581,2.7151,170.62,175.98,107.89,10.891,12.994,17.586,554.4,198.99,448.0,0.0,0.0,0.0,800C,0.72,True
664,2.2532,1.696,2.2532,1.696,181.54,170.85,88.59,10.762,12.237,16.212,556.2,148.91,377.78,0.0,0.0,0.0,800C,0.72,True
665,2.602,2.1492,2.602,2.1492,196.24,173.3,88.64,10.851,12.408,16.96,567.0,173.24,447.33,0.0,0.0,0.0,800C,0.72,True
666,2.2202,1.3057,2.2202,1.3057,179.11,167.0,107.78,11.158,13.024,15.801,549.9,183.75,255.05,0.0,0.0,0.0,800C,0.72,True
667,5.4085,2.1673,5.4085,2.1673,192.35,160.65,93.68,11.329,12.853,15.971,536.5,157.32,268.7,0.0,0.0,0.0,800C,0.72,True
668,3.5662,1.8864,3.5662,1.8864,203.55,171.38,98.69,10.538,13.172,16.535,548.5,294.13,316.17,0.0,0.0,0.0,800C,0.72,True
669,2.9632,2.1953,2.9632,2.1953,193.2,178.38,98.73,11.107,13.247,17.47,551.4,227.92,415.46,0.0,0.0,0.0,800C,0.72,True
670,2.9371,1.6938,2.9371,1.6938,178.93,153.74,82.45,10.914,13.579,16.041,567.4,270.5,214.79,0.0,0.0,0.0,800C,0.72,True
671,2.5631,2.6166,2.5631,2.6166,194.35,159.28,97.08,11.364,13.795,17.0,544.5,257.28,277.98,0.0,0.0,0.0,800C,0.72,True
672,2.3385,2.1457,2.3385,2.1457,167.83,181.59,81.21,10.665,12.853,16.907,563.9,207.09,415.02,0.0,0.0,0.0,800C,0.72,True
673,2.7985,1.6863,2.7985,1.6863,203.98,180.16,85.4,11.104,12.413,16.577,562.6,150.26,422.06,0.0,0.0,0.0,800C,0.72,True
674,3.3239,1.5942,3.3239,1.5942,188.64,176.28,96.5,10.67,13.232,17.023,551.5,266.54,368.49,0.0,0.0,0.0,800C,0.72,True
675,1.6767,2.2518,1.6767,2.2518,183.42,179.14,91.33,11.02,13.212,16.443,547.1,220.0,316.62,0.0,0.0,0.0,800C,0.72,True
676,2.834,1.9676,2.834,1.9676,172.76,154.5,101.89,10.886,13.285,16.484,549.7,227.82,271.73,0.0,0.0,0.0,800C,0.72,True
677,3.514,1.7281,3.514,1.7281,183.42,185.52,82.78,10.848,13.103,16.268,544.3,225.1,319.66,0.0,0.0,0.0,800C,0.72,True
678,3.6527,1.6507,3.6527,1.6507,188.68,160.7,95.12,10.789,12.748,17.571,567.2,209.62,439.55,0.0,0.0,0.0,800C,0.72,True
679,4.4989,1.2721,4.4989,1.2721,204.95,159.23,90.47,10.724,14.109,16.712,560.6,388.99,232.39,0.0,0.0,0.0,800C,0.72,True
680,2.6713,1.6136,2.6713,1.6136,178.92,163.38,85.4,11.358,13.584,16.895,538.7,214.55,291.43,0.0,0.0,0.0,800C,0.72,True
681,1.9919,1.3245,1.9919,1.3245,184.44,154.94,87.3,11.473,12.775,17.075,570.9,137.12,380.38,0.0,0.0,0.0,800C,0.72,True
682,2.6502,1.0743,2.6502,1.0743,184.38,152.87,116.31,11.11,13.639,17.533,541.7,252.57,322.47,0.0,0.0,0.0,800C,0.72,True
683,2.6123,2.0819,2.6123,2.0819,175.05,197.35,109.44,11.018,13.126,17.056,558.4,205.99,433.12,0.0,0.0,0.0,800C,0.72,True
684,2.0152,1.3656,2.0152,1.3656,182.38,173.9,94.52,11.503,13.432,16.395,558.6,196.49,287.81,0.0,0.0,0.0,800C,0.72,True
685,1.8559,1.4827,1.8559,1.4827,189.87,184.92,90.29,10.737,13.115,16.855,544.7,245.97,376.68,0.0,0.0,0.0,800C,0.72,True
686,2.485,1.3461,2.485,1.3461,168.34,162.39,104.3,11.656,13.726,16.072,538.0,187.46,204.98,0.0,0.0,0.0,800C,0.72,True
687,2.1864,1.7515,2.1864,1.7515,196.4,159.08,94.89,11.239,12.947,16.049,545.2,182.86,269.02,0.0,0.0,0.0,800C,0.72,True
688,2.8181,1.2148,2.8181,1.2148,183.03,158.72,87.14,11.054,12.893,18.035,531.5,178.97,433.83,0.0,0.0,0.0,800C,0.72,True
689,2.2934,1.3864,2.2934,1.3864,175.14,156.4,119.0,10.865,13.265,16.084,542.5,228.06,239.15,0.0,0.0,0.0,800C,0.72,True
690,1.7813,1.6527,1.7813,1.6527,178.62,169.05,93.73,10.347,13.473,16.496,554.8,309.84,283.45,0.0,0.0,0.0,800C,0.72,True
691,2.8522,1.7907,2.8522,1.7907,197.39,162.2,91.38,11.029,12.954,17.659,544.5,206.97,415.45,0.0,0.0,0.0,800C,0.72,True
692,2.1159,2.2549,2.1159,2.2549,195.3,155.88,102.46,10.704,13.56,16.749,551.2,307.48,273.98,0.0,0.0,0.0,800C,0.72,True
693,3.1402,1.3936,3.1402,1.3936,173.04,168.53,100.4,11.0,13.753,16.436,545.5,259.9,246.69,0.0,0.0,0.0,800C,0.72,True
694,2.4022,2.1302,2.4022,2.1302,184.08,158.23,103.7,10.961,13.186,16.317,554.4,227.06,274.67,0.0,0.0,0.0,800C,0.72,True
695,2.3165,2.288,2.3165,2.288,185.52,176.28,85.95,11.136,13.133,17.258,541.3,200.56,393.53,0.0,0.0,0.0,800C,0.72,True
696,3.6949,1.6594,3.6949,1.6594,193.28,183.8,96.9,11.571,13.646,16.446,544.7,218.42,280.35,0.0,0.0,0.0,800C,0.72,True
697,2.6395,1.7103,2.6395,1.7103,209.99,156.58,88.38,10.834,12.673,16.9,555.2,214.47,367.48,0.0,0.0,0.0,800C,0.72,True
698,3.5346,2.1382,3.5346,2.1382,186.17,184.14,98.27,10.878,12.849,17.485,553.9,203.29,472.9,0.0,0.0,0.0,800C,0.72,True
699,2.0673,1.1794,2.0673,1.1794,172.28,166.68,99.95,10.722,12.568,17.096,560.3,178.11,422.95,0.0,0.0,0.0,800C,0.72,True
700,2.2602,1.5507,2.2602,1.5507,190.67,175.4,104.86,10.986,12.895,17.003,544.9,198.35,392.61,0.0,0.0,0.0,800C,0.72,True
701,2.0697,2.1469,2.0697,2.1469,179.01,161.1,89.68,10.876,13.684,17.393,537.2,270.04,320.96,0.0,0.0,0.0,800C,0.72,True
702,2.6641,2.1665,2.6641,2.1665,195.31,169.4,109.0,11.061,13.569,16.449,565.5,277.01,275.86,0.0,0.0,0.0,800C,0.72,True
703,3.2941,1.3353,3.2941,1.3353,187.23,159.77,111.66,10.849,13.127,16.506,553.4,235.94,298.82,0.0,0.0,0.0,800C,0.72,True
704,4.1797,2.623,4.1797,2.623,174.51,179.63,97.28,11.062,13.577,17.702,564.4,247.66,418.21,0.0,0.0,0.0,800C,0.72,True
705,2.4993,1.3518,2.4993,1.3518,178.83,169.42,89.43,10.886,13.684,16.618,555.2,277.85,276.03,0.0,0.0,0.0,800C,0.72,True
706,2.1672,1.9556,2.1672,1.9556,180.85,168.52,94.52,10.983,12.99,16.936,549.0,199.34,365.01,0.0,0.0,0.0,800C,0.72,True
707,2.3106,1.8413,2.3106,1.8413,212.83,167.19,92.96,10.89,13.584,16.76,541.0,310.23,287.26,0.0,0.0,0.0,800C,0.72,True
708,3.9498,1.6624,3.9498,1.6624,156.03,145.74,90.59,10.887,13.442,16.418,560.1,223.25,242.97,0.0,0.0,0.0,800C,0.72,True
709,2.4113,1.9049,2.4113,1.9049,211.31,172.17,99.81,11.538,14.114,16.291,525.8,286.27,197.04,0.0,0.0,0.0,800C,0.72,True
710,2.8055,1.2892,2.8055,1.2892,191.39,169.06,109.47,11.16,12.948,17.943,542.0,185.46,457.75,0.0,0.0,0.0,800C,0.72,True
711,1.7314,1.6058,1.7314,1.6058,199.97,156.62,102.74,10.627,13.315,16.332,559.3,300.67,264.24,0.0,0.0,0.0,800C,0.72,True
712,2.3629,1.4769,2.3629,1.4769,188.84,154.74,91.72,10.798,13.549,16.916,534.4,277.57,278.45,0.0,0.0,0.0,800C,0.72,True
713,2.6241,1.9149,2.6241,1.9149,195.25,178.04,94.95,11.246,12.908,15.974,551.7,179.03,301.19,0.0,0.0,0.0,800C,0.72,True
714,2.1403,2.063,2.1403,2.063,201.78,168.82,91.1,10.565,13.048,16.041,555.7,278.31,280.82,0.0,0.0,0.0,800C,0.72,True
715,2.1431,1.6185,2.1431,1.6185,186.63,150.23,86.68,11.049,12.998,16.32,561.2,204.15,280.07,0.0,0.0,0.0,800C,0.72,True
716,2.7384,2.0715,2.7384,2.0715,192.53,146.63,89.35,11.172,12.851,16.978,545.7,176.37,330.16,0.0,0.0,0.0,800C,0.72,True
717,3.4869,1.9115,3.4869,1.9115,188.98,151.37,101.96,10.721,13.283,16.861,552.7,267.66,299.26,0.0,0.0,0.0,800C,0.72,True
718,2.5849,1.9024,2.5849,1.9024,216.99,145.64,90.44,10.682,12.612,16.404,567.3,237.58,313.29,0.0,0.0,0.0,800C,0.72,True
719,2.8701,1.4309,2.8701,1.4309,174.19,167.53,91.75,11.347,13.347,17.041,547.1,190.59,338.57,0.0,0.0,0.0,800C,0.72,True
720,2.625,1.5669,2.625,1.5669,194.85,164.85,106.38,11.219,13.061,16.509,552.9,198.5,314.27,0.0,0.0,0.0,800C,0.72,True
721,2.8001,1.0871,2.8001,1.0871,203.21,164.58,111.8,11.029,12.839,17.312,558.1,205.37,410.86,0.0,0.0,0.0,800C,0.72,True
722,1.8873,0.9415,1.8873,0.9415,178.48,156.06,101.52,10.87,13.545,16.424,551.2,263.14,247.72,0.0,0.0,0.0,800C,0.72,True
723,3.1529,1.5243,3.1529,1.5243,185.79,179.62,94.49,10.965,12.535,16.957,557.5,162.55,442.8,0.0,0.0,0.0,800C,0.72,True
724,2.6121,1.0084,2.6121,1.0084,203.1,160.11,88.23,10.783,12.831,16.967,553.0,229.96,366.23,0.0,0.0,0.0,800C,0.72,True
725,2.9748,1.816,2.9748,1.816,169.94,174.86,84.8,10.982,12.545,16.39,556.8,147.81,374.32,0.0,0.0,0.0,800C,0.72,True
726,3.5736,2.5651,3.5736,2.5651,168.29,167.96,95.63,11.018,13.746,16.197,558.5,256.41,229.93,0.0,0.0,0.0,800C,0.72,True
727,2.8823,1.7664,2.8823,1.7664,181.88,173.04,109.14,11.057,13.478,16.703,554.1,243.96,309.21,0.0,0.0,0.0,800C,0.72,True
728,2.8362,1.6659,2.8362,1.6659,197.98,156.76,87.65,11.433,13.155,17.098,561.0,191.28,346.73,0.0,0.0,0.0,800C,0.72,True
729,2.4586,1.7069,2.4586,1.7069,184.6,175.56,99.55,11.165,13.173,16.579,540.4,200.28,323.09,0.0,0.0,0.0,800C,0.72,True
730,2.7591,1.3888,2.7591,1.3888,174.57,174.83,101.03,11.447,13.074,16.511,566.0,160.87,340.07,0.0,0.0,0.0,800C,0.72,True
731,2.4358,2.8202,2.4358,2.8202,183.21,184.5,71.97,11.065,13.403,15.982,545.0,233.46,259.38,0.0,0.0,0.0,800C,0.72,True
732,2.33,1.5281,2.33,1.5281,205.63,169.25,94.87,10.857,13.167,18.114,545.7,259.19,456.81,0.0,0.0,0.0,800C,0.72,True
733,2.9136,1.3317,2.9136,1.3317,196.44,158.67,89.54,10.91,12.503,16.947,559.1,174.92,394.31,0.0,0.0,0.0,800C,0.72,True
734,2.3979,1.1498,2.3979,1.1498,177.09,164.79,97.89,10.951,13.321,16.612,539.4,226.47,292.52,0.0,0.0,0.0,800C,0.72,True
735,2.5746,1.3198,2.5746,1.3198,170.23,177.54,104.59,10.879,13.669,17.197,552.5,262.43,346.15,0.0,0.0,0.0,800C,0.72,True
736,1.6205,1.8887,1.6205,1.8887,190.29,168.88,101.4,11.726,13.197,17.606,562.3,157.33,418.62,0.0,0.0,0.0,800C,0.72,True
737,3.107,1.5999,3.107,1.5999,170.21,173.94,101.69,11.302,12.71,15.596,556.1,133.25,279.15,0.0,0.0,0.0,800C,0.72,True
738,4.0332,1.0701,4.0332,1.0701,177.08,174.33,94.62,11.275,13.485,16.523,547.6,214.35,289.98,0.0,0.0,0.0,800C,0.72,True
739,1.8222,1.7379,1.8222,1.7379,190.27,167.59,91.78,10.301,12.996,16.556,568.2,291.3,338.97,0.0,0.0,0.0,800C,0.72,True
740,3.2604,1.6371,3.2604,1.6371,186.26,163.62,95.57,10.929,12.613,15.884,554.3,173.85,296.71,0.0,0.0,0.0,800C,0.72,True
741,2.3636,1.2674,2.3636,1.2674,183.7,180.94,85.07,10.766,13.131,16.51,548.9,238.45,335.55,0.0,0.0,0.0,800C,0.72,True
742,4.0209,1.4539,4.0209,1.4539,217.03,167.2,88.63,11.066,13.35,17.501,556.4,275.79,386.19,0.0,0.0,0.0,800C,0.72,True
743,3.0407,1.8122,3.0407,1.8122,200.41,167.25,96.8,11.234,12.849,17.241,563.3,182.27,413.78,0.0,0.0,0.0,800C,0.72,True
744,1.8727,2.1427,1.8727,2.1427,171.45,161.23,104.23,10.56,12.864,17.054,557.0,220.03,376.35,0.0,0.0,0.0,800C,0.72,True
745,2.2494,1.9044,2.2494,1.9044,180.72,170.51,101.1,10.777,13.561,16.552,546.5,274.96,278.72,0.0,0.0,0.0,800C,0.72,True
746,2.9692,1.6174,2.9692,1.6174,205.46,152.96,92.15,11.145,13.777,16.436,567.3,306.84,230.66,0.0,0.0,0.0,800C,0.72,True
747,3.925,2.4963,3.925,2.4963,167.25,160.31,102.86,10.703,13.817,16.246,551.0,286.98,214.51,0.0,0.0,0.0,800C,0.72,True
748,2.5848,2.1511,2.5848,2.1511,195.64,145.17,87.54,11.449,12.985,16.667,553.8,166.4,296.06,0.0,0.0,0.0,800C,0.72,True
749,3.5442,2.8032,3.5442,2.8032,190.67,187.23,90.76,10.806,13.254,17.027,544.0,253.86,384.37,0.0,0.0,0.0,800C,0.72,True
750,2.454,3.0145,2.454,3.0145,174.98,165.51,98.46,11.291,13.898,16.891,544.1,248.24,269.55,0.0,0.0,0.0,800C,0.72,True
751,2.1351,1.235,2.1351,1.235,180.83,173.53,108.41,10.75,12.247,17.014,531.9,144.0,439.92,0.0,0.0,0.0,800C,0.72,True
752,3.0848,1.3164,3.0848,1.3164,204.79,168.68,96.21,11.345,13.312,17.109,540.4,217.7,346.03,0.0,0.0,0.0,800C,0.72,True
753,3.9442,1.021,3.9442,1.021,193.44,175.65,97.33,11.137,13.455,16.97,546.2,244.88,337.2,0.0,0.0,0.0,800C,0.72,True
754,2.632,2.0391,2.632,2.0391,189.22,184.99,94.17,10.534,13.011,16.833,549.2,257.41,388.34,0.0,0.0,0.0,800C,0.72,True
755,1.7708,2.2846,1.7708,2.2846,204.63,170.09,88.72,10.925,13.02,16.218,545.9,234.07,296.92,0.0,0.0,0.0,800C,0.72,True
756,1.8645,1.8732,1.8645,1.8732,203.39,175.21,80.5,11.01,12.996,16.266,535.7,216.41,306.98,0.0,0.0,0.0,800C,0.72,True
757,2.768,1.8209,2.768,1.8209,181.25,173.57,80.1,10.472,12.928,17.011,558.6,248.7,395.89,0.0,0.0,0.0,800C,0.72,True
758,3.2071,2.141,3.2071,2.141,201.04,173.56,103.11,11.215,13.115,16.515,546.1,208.57,322.29,0.0,0.0,0.0,800C,0.72,True
759,2.165,1.3219,2.165,1.3219,179.87,155.7,94.62,11.156,13.169,16.763,537.1,194.4,300.61,0.0,0.0,0.0,800C,0.72,True
760,2.6873,1.08,2.6873,1.08,211.62,171.91,91.98,10.98,12.734,18.802,548.7,203.64,572.41,0.0,0.0,0.0,800C,0.72,True
761,3.5934,1.6237,3.5934,1.6237,183.95,169.09,98.59,10.87,13.336,16.901,558.0,253.07,336.38,0.0,0.0,0.0,800C,0.72,True
762,4.574,1.997,4.574,1.997,194.28,168.38,94.36,11.213,12.769,17.777,566.9,171.38,478.06,0.0,0.0,0.0,800C,0.72,True
763,2.274,1.2916,2.274,1.2916,173.97,155.29,89.75,10.891,13.331,16.121,543.6,230.67,235.54,0.0,0.0,0.0,800C,0.72,True
764,3.5598,0.7015,3.5598,0.7015,177.04,162.41,97.87,11.408,12.599,17.324,554.9,116.98,425.8,0.0,0.0,0.0,800C,0.72,True
765,2.3671,3.053,2.3671,3.053,185.32,175.21,89.9,11.018,13.083,17.107,544.2,208.19,383.79,0.0,0.0,0.0,800C,0.72,True
766,2.5867,2.06,2.5867,2.06,165.05,177.72,100.76,11.529,12.99,16.472,560.6,135.19,346.97,0.0,0.0,0.0,800C,0.72,True
767,2.6232,1.9932,2.6232,1.9932,190.04,153.24,87.79,11.184,12.945,16.205,558.9,187.03,279.17,0.0,0.0,0.0,800C,0.72,True
768,2.1637,1.7499,2.1637,1.7499,197.11,163.17,99.95,11.137,12.792,16.38,552.9,180.42,323.68,0.0,0.0,0.0,800C,0.72,True
769,3.5309,1.7097,3.5309,1.7097,177.04,170.45,90.05,10.888,12.72,16.872,533.4,172.99,377.48,0.0,0.0,0.0,800C,0.72,True
770,2.7153,2.3953,2.7153,2.3953,191.28,140.06,102.22,11.045,13.462,17.609,557.2,257.55,323.67,0.0,0.0,0.0,800C,0.72,True
771,3.3792,1.8118,3.3792,1.8118,205.4,157.9,105.19,10.29,12.462,16.82,546.2,243.73,375.86,0.0,0.0,0.0,800C,0.72,True
772,2.1803,1.2723,2.1803,1.2723,195.38,178.05,87.01,10.667,13.407,16.783,554.3,296.73,333.24,0.0,0.0,0.0,800C,0.72,True
773,2.7736,1.7283,2.7736,1.7283,181.18,182.57,88.47,10.591,12.888,16.499,572.1,238.09,377.28,0.0,0.0,0.0,800C,0.72,True
774,3.9768,4.0981,3.9768,4.0981,186.68,172.55,99.02,10.354,13.393,16.18,540.7,306.68,260.05,0.0,0.0,0.0,800C,0.72,True
775,3.8989,1.5015,3.8989,1.5015,190.73,160.97,100.55,10.807,13.132,16.271,525.2,232.95,265.34,0.0,0.0,0.0,800C,0.72,True
776,2.4705,1.1068,2.4705,1.1068,210.11,163.08,104.94,10.155,13.303,16.798,536.3,354.75,305.66,0.0,0.0,0.0,800C,0.72,True
777,2.8197,1.8498,2.8197,1.8498,180.88,171.67,108.0,10.781,12.727,16.958,535.7,188.64,389.09,0.0,0.0,0.0,800C,0.72,True
778,3.3007,1.3278,3.3007,1.3278,200.71,176.21,102.91,10.513,13.031,16.989,546.3,276.06,381.03,0.0,0.0,0.0,800C,0.72,True
779,2.838,1.7165,2.838,1.7165,188.23,155.71,109.49,10.965,12.318,16.716,547.2,139.39,374.76,0.0,0.0,0.0,800C,0.72,True
780,3.3296,1.1571,3.3296,1.1571,183.07,169.45,101.01,11.242,13.264,17.036,552.8,204.59,353.41,0.0,0.0,0.0,800C,0.72,True
781,3.5913,1.729,3.5913,1.729,172.22,172.08,72.01,10.639,12.893,15.898,561.5,218.02,290.35,0.0,0.0,0.0,800C,0.72,True
782,2.6005,1.2222,2.6005,1.2222,159.93,158.09,87.91,10.988,13.489,17.47,533.5,213.32,335.76,0.0,0.0,0.0,800C,0.72,True
783,2.5005,1.8491,2.5005,1.8491,209.59,173.69,101.34,11.124,12.122,16.322,562.1,117.66,410.02,0.0,0.0,0.0,800C,0.72,True
784,2.4619,1.7881,2.4619,1.7881,174.04,176.03,103.02,10.881,13.729,16.402,549.6,272.44,258.56,0.0,0.0,0.0,800C,0.72,True
785,1.9881,1.6899,1.9881,1.6899,196.63,173.42,100.84,10.903,12.743,17.229,539.1,195.0,419.41,0.0,0.0,0.0,800C,0.72,True
