record_id,structure_type,soil_type,cover_depth_m,diameter_or_width_m,wall_thickness_m,groundwater_state,surface_settlement_mm,lateral_deflection_mm,earth_pressure_kpa,pore_pressure_kpa,failure_mode,failure_label,source_reference
STR-00853,Tunnel,Sand,27.677,6.798,0.919,Perched,9.588,10.131,624.671,156.7,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00854,Shaft lining,Sand,10.263,12.758,0.645,Dry,5.464,5.443,210.152,57.094,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00855,Tunnel,Sand,33.652,13.746,0.859,Perched,13.429,16.295,726.615,183.024,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00856,Tunnel,Sand,28.857,4.535,0.6,Perched,14.911,12.151,565.49,157.643,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00857,Tunnel,Clay,25.555,7.796,0.688,Perched,13.428,12.749,540.568,159.719,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00858,Basement wall,Sand,8.455,11.707,1.169,Saturated,9.323,10.542,185.15,155.188,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00859,Tunnel,Sand,24.017,9.766,0.923,Saturated,11.205,10.132,552.505,197.249,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00860,Shaft lining,Sand,22.194,11.335,0.961,Saturated,13.64,10.583,562.793,186.292,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00861,Tunnel,Clay,30.06,14.714,0.456,Saturated,39.065,30.552,754.853,182.7,Consolidation settlement,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00862,Basement wall,Clay,32.748,5.24,0.859,Dry,9.332,8.26,634.841,92.666,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00863,Tunnel,Clay,13.57,10.502,0.984,Dry,5.532,7.471,233.889,57.22,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00864,Basement wall,Sand,10.171,5.413,0.474,Perched,8.904,6.355,238.624,115.17,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00865,Shaft lining,Clay,11.168,13.522,0.678,Dry,15.82,16.304,202.662,58.014,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00866,Shaft lining,Sand,27.997,4.548,0.958,Saturated,10.276,9.897,672.235,206.417,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00867,Basement wall,Clay,29.892,11.239,0.75,Dry,15.816,14.125,591.388,95.194,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00868,Shaft lining,Clay,14.365,12.599,0.72,Saturated,14.979,13.414,395.015,159.583,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00869,Basement wall,Clay,33.389,14.488,0.337,Saturated,57.761,40.09,870.378,191.254,Structural buckling,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00870,Shaft lining,Sand,17.333,5.175,0.266,Perched,22.259,15.46,341.282,129.79,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00871,Basement wall,Clay,9.093,8.789,0.853,Perched,7.208,9.953,190.469,109.604,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00872,Tunnel,Sand,8.705,5.016,0.547,Perched,8.454,7.034,209.958,109.978,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00873,Shaft lining,Sand,9.15,5.41,1.01,Perched,1.726,1.773,141.861,113.253,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00874,Shaft lining,Sand,7.805,13.081,1.095,Saturated,9.86,9.808,189.942,143.384,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00875,Basement wall,Clay,21.404,14.182,0.629,Saturated,27.267,18.454,573.366,170.989,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00876,Basement wall,Clay,8.304,14.703,0.895,Saturated,10.412,13.222,241.464,144.431,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00877,Tunnel,Sand,18.093,7.82,0.69,Perched,11.576,13.401,366.997,143.495,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00878,Basement wall,Clay,24.289,4.298,0.873,Dry,9.319,10.561,502.102,85.795,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00879,Tunnel,Clay,31.185,10.556,0.798,Dry,10.862,8.636,627.711,116.085,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00880,Tunnel,Clay,24.045,12.143,1.059,Dry,10.837,10.609,465.655,93.998,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00881,Basement wall,Sand,25.923,8.999,0.853,Perched,10.227,11.564,530.37,149.615,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00882,Shaft lining,Sand,27.381,8.998,0.917,Dry,6.956,6.31,491.839,115.124,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00883,Basement wall,Clay,22.723,12.435,0.542,Dry,19.297,17.039,412.833,101.454,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00884,Shaft lining,Sand,11.28,8.841,1.179,Dry,3.926,7.083,192.116,46.338,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00885,Basement wall,Clay-Sand Mix,23.873,14.962,1.172,Perched,8.936,10.094,504.759,141.145,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00886,Basement wall,Clay,18.105,4.772,1.055,Perched,3.805,4.175,391.834,131.192,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00887,Shaft lining,Sand,18.579,6.323,0.499,Saturated,15.982,12.681,451.819,193.841,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00888,Tunnel,Sand,30.976,9.255,0.43,Dry,22.977,19.292,584.203,120.21,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00889,Shaft lining,Sand,18.963,14.27,0.831,Dry,11.12,13.688,415.562,87.927,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00890,Shaft lining,Clay,5.807,6.846,0.839,Dry,2.688,3.408,113.027,45.985,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00891,Shaft lining,Clay,21.742,8.293,0.918,Dry,7.815,10.265,451.222,83.408,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00892,Basement wall,Clay,11.755,4.238,0.658,Perched,7.909,7.632,292.299,119.643,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00893,Basement wall,Sand,14.766,11.2,1.116,Saturated,7.109,9.313,365.812,177.202,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00894,Tunnel,Sand,12.218,9.346,0.953,Saturated,8.51,8.509,287.711,163.793,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00895,Basement wall,Clay,19.527,8.817,0.796,Dry,8.354,8.468,408.014,91.929,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00896,Basement wall,Clay-Sand Mix,13.368,8.759,0.827,Saturated,13.018,12.245,319.77,176.307,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00897,Tunnel,Sand,8.746,5.729,0.319,Dry,9.175,8.254,132.677,63.181,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00898,Shaft lining,Clay,32.48,4.134,0.786,Saturated,14.871,9.74,802.477,219.454,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00899,Basement wall,Sand,30.515,14.184,1.183,Saturated,10.117,10.576,735.941,214.054,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00900,Tunnel,Sand,18.652,12.966,1.022,Saturated,3.419,9.498,397.262,169.469,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00901,Basement wall,Clay-Sand Mix,34.821,10.244,0.53,Saturated,24.924,20.289,867.235,221.823,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00902,Tunnel,Sand,28.182,4.295,1.074,Perched,10.225,7.773,551.68,166.287,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00903,Tunnel,Clay-Sand Mix,15.304,14.39,0.432,Dry,24.435,20.716,334.323,65.925,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00904,Basement wall,Sand,31.881,14.548,0.371,Saturated,38.512,30.898,813.803,212.902,Piping/erosion,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00905,Tunnel,Clay,26.741,5.441,0.969,Dry,10.632,10.513,528.634,110.063,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00906,Shaft lining,Clay,28.166,5.374,1.005,Perched,9.634,8.792,604.62,158.26,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00907,Shaft lining,Sand,28.121,9.974,0.727,Perched,12.629,13.525,561.954,161.928,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00908,Shaft lining,Sand,21.22,4.369,0.319,Dry,19.754,13.746,402.006,73.727,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00909,Basement wall,Clay,20.818,9.123,0.589,Perched,14.96,12.69,455.804,145.436,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00910,Tunnel,Sand,13.051,8.305,0.79,Perched,9.325,8.471,303.925,116.15,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00911,Shaft lining,Sand,32.303,9.154,0.917,Dry,6.448,8.238,531.227,88.866,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00912,Tunnel,Sand,12.993,4.437,1.044,Dry,2.648,5.725,271.539,59.345,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00913,Basement wall,Clay,10.635,4.198,0.361,Perched,12.208,5.483,262.589,104.784,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00914,Basement wall,Sand,9.168,7.828,0.367,Dry,10.712,8.392,163.059,51.577,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00915,Shaft lining,Sand,12.517,5.061,1.109,Perched,1.673,0.239,275.298,125.201,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00916,Basement wall,Clay,8.463,4.74,0.642,Saturated,10.818,9.354,222.566,145.572,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00917,Tunnel,Clay-Sand Mix,25.161,14.302,0.448,Dry,23.946,17.776,511.913,79.073,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00918,Tunnel,Clay,33.378,7.459,0.252,Dry,41.808,28.81,679.752,110.551,Consolidation settlement,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00919,Shaft lining,Sand,13.379,9.34,0.603,Dry,13.266,11.268,231.079,77.937,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00920,Basement wall,Clay,9.719,13.686,1.115,Dry,4.411,7.716,149.594,47.821,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00921,Tunnel,Sand,24.196,10.614,0.575,Dry,13.618,14.206,444.222,94.043,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00922,Tunnel,Sand,16.877,7.515,0.56,Saturated,10.034,10.913,441.656,181.41,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00923,Tunnel,Clay,19.948,14.216,0.784,Dry,13.975,13.478,362.068,74.288,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00924,Tunnel,Clay,27.238,11.835,0.563,Saturated,28.701,21.281,721.521,177.356,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00925,Tunnel,Sand,9.562,10.485,0.968,Perched,7.32,8.045,160.784,109.985,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00926,Tunnel,Sand,4.163,12.754,0.385,Saturated,15.362,14.178,96.759,130.175,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00927,Basement wall,Sand,12.372,14.564,0.768,Perched,12.716,15.207,249.389,109.668,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00928,Basement wall,Clay,10.785,11.748,0.864,Dry,7.69,11.26,193.108,78.958,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00929,Shaft lining,Clay-Sand Mix,14.781,11.542,1.018,Saturated,7.245,9.602,405.487,158.362,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00930,Shaft lining,Clay,12.682,7.282,1.084,Dry,6.985,7.199,284.395,65.989,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00931,Shaft lining,Clay,14.256,8.187,0.453,Saturated,20.01,16.892,376.39,180.445,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00932,Basement wall,Sand,11.769,8.075,0.309,Dry,18.698,12.385,184.182,59.506,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00933,Shaft lining,Sand,19.532,13.767,0.54,Perched,19.032,16.944,388.858,134.092,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00934,Basement wall,Clay,25.355,12.288,0.726,Perched,19.675,18.665,527.102,153.244,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00935,Basement wall,Sand,6.6,13.702,0.66,Saturated,9.535,10.495,127.869,145.83,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00936,Basement wall,Sand,11.996,8.962,0.39,Perched,16.384,13.956,266.657,100.33,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00937,Basement wall,Clay,6.248,13.114,0.795,Perched,5.227,7.854,114.886,112.334,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00938,Shaft lining,Sand,9.396,8.262,0.558,Perched,8.141,6.007,201.89,111.005,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00939,Tunnel,Clay,32.37,9.179,0.711,Perched,13.701,12.763,718.119,170.416,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00940,Shaft lining,Sand,28.517,7.811,0.504,Saturated,19.979,13.57,686.669,196.178,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00941,Basement wall,Clay,11.594,4.089,0.507,Saturated,11.869,7.827,299.162,148.714,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00942,Basement wall,Sand,30.954,12.788,0.74,Saturated,18.793,16.741,774.057,195.339,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00943,Tunnel,Sand,20.895,11.243,1.017,Perched,13.176,17.548,463.09,151.162,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00944,Shaft lining,Clay,20.446,12.649,0.83,Perched,12.545,12.292,508.229,129.882,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00945,Basement wall,Sand,28.902,5.857,0.976,Saturated,10.937,10.005,687.422,190.248,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00946,Basement wall,Clay,10.709,9.516,0.54,Perched,13.188,13.672,241.217,96.211,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00947,Shaft lining,Clay,7.377,14.751,0.637,Saturated,23.151,16.869,187.053,141.721,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00948,Shaft lining,Clay,19.601,14.028,0.991,Perched,15.308,15.82,447.606,140.106,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00949,Tunnel,Clay,32.821,7.421,0.908,Perched,15.532,11.317,738.626,173.333,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00950,Basement wall,Sand,18.519,13.942,0.888,Saturated,6.07,9.568,497.046,183.898,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00951,Tunnel,Sand,21.112,4.359,1.023,Dry,4.205,3.834,381.129,79.254,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00952,Shaft lining,Clay,27.633,13.195,0.423,Saturated,36.509,26.545,765.426,177.987,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00953,Basement wall,Sand,22.961,4.754,0.77,Perched,4.767,4.002,481.43,138.238,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00954,Shaft lining,Clay,30.95,7.074,0.531,Dry,18.715,14.127,597.654,106.784,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00955,Basement wall,Sand,31.477,11.954,0.815,Perched,12.585,10.997,672.13,162.567,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00956,Tunnel,Sand,30.797,10.06,0.838,Dry,8.956,7.968,566.009,121.346,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00957,Shaft lining,Clay,26.4,4.012,1.092,Dry,8.465,4.175,530.707,85.479,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00958,Shaft lining,Clay,20.307,14.804,0.426,Saturated,35.564,27.231,497.275,185.063,Consolidation settlement,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00959,Shaft lining,Clay,26.199,8.2,1.092,Perched,7.928,8.06,562.041,179.262,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00960,Basement wall,Clay,34.572,8.693,0.705,Saturated,22.398,18.307,943.636,220.709,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00961,Basement wall,Sand,5.744,7.836,0.868,Perched,4.98,8.175,117.57,107.523,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00962,Shaft lining,Sand,8.225,12.513,0.502,Saturated,15.927,16.085,183.158,151.942,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00963,Tunnel,Sand,30.827,14.189,0.319,Perched,31.462,27.503,640.05,177.047,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00964,Tunnel,Clay,11.319,8.347,0.524,Perched,16.761,16.29,262.512,126.191,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00965,Basement wall,Clay,16.847,14.409,0.368,Saturated,37.504,29.225,459.649,181.282,Consolidation settlement,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00966,Basement wall,Clay,26.292,6.07,0.672,Saturated,16.512,13.751,725.127,182.172,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00967,Shaft lining,Sand,27.529,13.424,1.112,Perched,10.154,15.022,603.197,148.02,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00968,Tunnel,Sand,6.59,4.426,0.594,Saturated,7.617,7.842,142.217,124.132,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00969,Shaft lining,Clay,24.567,7.509,0.585,Dry,12.064,12.356,521.902,76.75,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00970,Shaft lining,Clay,25.037,7.932,1.16,Dry,8.641,10.827,487.417,72.386,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00971,Shaft lining,Sand,26.373,8.836,1.094,Perched,9.463,8.093,558.972,139.695,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00972,Basement wall,Clay,8.05,11.968,0.584,Dry,10.456,11.356,213.488,49.419,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00973,Basement wall,Clay,5.976,10.524,1.033,Saturated,10.154,9.402,124.591,160.528,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00974,Tunnel,Sand,32.898,13.877,0.443,Dry,22.696,19.178,599.167,131.282,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00975,Tunnel,Sand,14.489,10.22,0.573,Saturated,16.845,12.665,338.172,162.589,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00976,Basement wall,Clay,33.29,4.95,0.937,Saturated,13.987,8.155,923.217,213.162,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00977,Basement wall,Clay,33.208,7.799,0.51,Dry,19.351,15.501,687.47,118.6,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00978,Tunnel,Clay-Sand Mix,26.62,5.57,1.115,Perched,7.257,6.106,610.651,166.062,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00979,Tunnel,Clay,28.897,5.599,0.434,Dry,20.028,16.418,567.769,112.65,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00980,Tunnel,Clay,13.345,5.183,0.675,Saturated,9.122,8.26,347.21,157.116,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00981,Basement wall,Clay,5.754,8.213,0.745,Saturated,8.239,8.285,147.627,158.547,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00982,Tunnel,Clay,18.371,8.92,0.443,Saturated,31.048,21.416,458.272,172.478,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00983,Tunnel,Clay,31.476,13.442,0.623,Saturated,28.998,26.919,838.481,225.2,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00984,Tunnel,Clay,22.835,4.619,0.905,Perched,7.21,5.299,506.768,168.838,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00985,Basement wall,Clay,19.666,7.579,0.768,Saturated,11.397,8.6,511.002,190.904,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00986,Basement wall,Sand,31.153,14.572,0.697,Dry,11.701,13.5,531.095,112.602,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00987,Tunnel,Clay,10.543,11.543,0.718,Perched,11.521,11.641,222.183,127.728,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00988,Tunnel,Sand,19.3,7.891,0.665,Perched,10.31,5.905,336.252,123.762,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00989,Basement wall,Sand,30.868,6.552,0.738,Dry,8.93,5.921,555.046,108.399,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00990,Tunnel,Clay-Sand Mix,16.301,7.918,1.161,Dry,3.125,6.656,285.602,79.723,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00991,Shaft lining,Clay,16.157,7.677,0.747,Saturated,14.921,12.287,462.877,154.898,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00992,Tunnel,Clay,27.083,7.642,0.789,Perched,16.374,11.362,557.457,151.391,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00993,Shaft lining,Clay-Sand Mix,11.807,11.575,0.732,Saturated,12.857,10.592,311.937,164.309,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00994,Shaft lining,Clay,18.841,14.58,0.95,Saturated,13.631,11.208,511.162,170.496,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00995,Basement wall,Clay,28.708,9.211,0.387,Saturated,34.254,27.801,760.642,200.738,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00996,Tunnel,Sand,5.345,10.045,0.564,Perched,4.564,7.632,121.17,92.342,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00997,Shaft lining,Sand,20.026,13.86,0.791,Dry,7.633,9.743,346.581,96.914,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00998,Shaft lining,Sand,33.35,11.408,0.607,Dry,14.62,13.153,617.459,121.478,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00999,Tunnel,Clay-Sand Mix,18.022,10.138,0.942,Dry,11.91,11.595,346.296,76.235,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01000,Tunnel,Clay-Sand Mix,32.224,12.309,0.694,Saturated,22.92,20.069,833.362,216.309,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01001,Basement wall,Sand,10.682,5.486,0.56,Perched,8.261,8.946,228.694,112.857,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01002,Shaft lining,Sand,7.606,9.101,0.504,Perched,12.147,9.174,155.545,108.341,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01003,Basement wall,Sand,14.528,4.378,0.487,Dry,7.68,4.255,316.682,65.053,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01004,Shaft lining,Clay,13.959,12.554,0.61,Saturated,18.852,15.748,350.185,164.262,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01005,Tunnel,Clay,6.995,14.539,0.845,Perched,12.634,15.579,134.766,92.305,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01006,Basement wall,Sand,12.523,12.066,1.022,Saturated,7.334,10.749,290.629,147.891,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01007,Shaft lining,Clay,22.029,11.656,1.018,Perched,7.951,8.622,456.44,146.067,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01008,Basement wall,Clay,5.874,13.746,0.998,Dry,10.905,12.035,107.107,46.093,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01009,Basement wall,Clay,30.634,8.35,0.438,Perched,31.756,21.249,707.001,165.749,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01010,Tunnel,Sand,29.946,5.999,0.751,Perched,10.633,7.67,610.194,166.043,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01011,Basement wall,Clay,7.366,13.78,0.893,Dry,7.67,11.403,156.977,56.946,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01012,Basement wall,Clay-Sand Mix,22.731,11.516,0.955,Perched,9.844,11.562,467.664,159.904,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01013,Tunnel,Sand,20.091,9.864,0.492,Saturated,15.525,12.828,541.012,171.349,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01014,Shaft lining,Clay,31.167,8.475,0.309,Dry,32.184,21.104,572.439,108.959,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01015,Tunnel,Clay,33.886,13.311,0.98,Saturated,15.901,14.612,874.368,196.38,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01016,Shaft lining,Sand,8.203,11.393,0.412,Saturated,19.002,18.414,195.996,147.105,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01017,Tunnel,Clay-Sand Mix,9.614,5.685,0.707,Saturated,8.258,5.438,227.553,146.017,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01018,Shaft lining,Clay,14.003,14.139,0.842,Perched,15.078,15.32,327.825,134.168,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01019,Shaft lining,Clay-Sand Mix,13.492,7.509,0.274,Saturated,30.069,20.356,377.102,158.319,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01020,Shaft lining,Clay-Sand Mix,21.896,13.836,0.953,Dry,12.775,11.416,421.946,88.699,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01021,Basement wall,Sand,28.628,6.95,0.439,Perched,19.225,14.549,562.035,145.242,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01022,Basement wall,Sand,24.042,5.2,0.806,Perched,6.89,6.7,492.507,146.072,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01023,Tunnel,Clay,20.41,4.167,0.768,Saturated,13.621,10.237,531.438,180.673,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
