sim_id,soil_type,embedment_ratio_H_D,groundwater_condition,cohesion_kpa,friction_angle_deg,elastic_modulus_mpa,loading_rate_kpa_per_day,max_settlement_mm,max_lateral_displacement_mm,peak_pore_pressure_kpa,failure_mode,failed,source_reference
FEM-00599,Sand,2.4,Saturated,2.584,37.991,79.245,60.168,16.959,14.306,196.988,Stable,0,FEM parametric study (synthetic)
FEM-00600,Sand,2.4,Saturated,7.925,34.331,104.948,7.936,13.826,13.908,163.705,Stable,0,FEM parametric study (synthetic)
FEM-00601,Sand,2.4,Saturated,1.446,38.723,56.453,24.004,21.904,11.94,184.504,Stable,0,FEM parametric study (synthetic)
FEM-00602,Sand,2.4,Saturated,8.578,40.251,107.329,32.492,12.58,7.546,183.474,Stable,0,FEM parametric study (synthetic)
FEM-00603,Sand,2.4,Saturated,2.102,31.319,20.831,56.05,50.098,35.917,195.323,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00604,Sand,2.4,Saturated,6.529,32.672,56.8,40.488,23.535,18.755,201.502,Stable,0,FEM parametric study (synthetic)
FEM-00605,Sand,2.4,Saturated,3.463,38.136,31.829,10.177,30.712,20.667,179.593,Stable,0,FEM parametric study (synthetic)
FEM-00606,Sand,2.4,Saturated,2.792,38.282,95.393,78.505,17.174,14.883,207.658,Stable,0,FEM parametric study (synthetic)
FEM-00607,Sand,2.4,Saturated,6.724,37.763,68.971,58.903,21.617,12.061,203.82,Stable,0,FEM parametric study (synthetic)
FEM-00608,Sand,2.4,Saturated,6.738,36.493,27.93,64.501,43.036,34.869,216.034,Stable,0,FEM parametric study (synthetic)
FEM-00609,Sand,2.4,Saturated,7.889,36.315,76.409,29.52,13.783,9.139,172.535,Stable,0,FEM parametric study (synthetic)
FEM-00610,Sand,2.4,Saturated,9.504,36.996,81.502,53.677,21.851,17.785,209.924,Stable,0,FEM parametric study (synthetic)
FEM-00611,Sand,2.4,Saturated,2.11,41.882,53.189,85.766,29.803,23.882,224.037,Stable,0,FEM parametric study (synthetic)
FEM-00612,Sand,2.4,Saturated,1.702,35.945,36.4,49.666,33.151,21.053,203.226,Stable,0,FEM parametric study (synthetic)
FEM-00613,Sand,2.4,Saturated,3.4,34.84,21.369,49.863,47.091,39.52,204.052,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00614,Sand,2.4,Saturated,1.45,38.918,91.805,20.733,11.096,4.025,183.841,Stable,0,FEM parametric study (synthetic)
FEM-00615,Sand,2.4,Saturated,3.738,37.56,107.809,69.99,11.249,10.369,213.995,Stable,0,FEM parametric study (synthetic)
FEM-00616,Sand,2.4,Saturated,7.317,39.568,24.602,68.462,48.528,32.451,213.986,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00617,Sand,2.4,Saturated,2.713,40.417,85.679,48.842,15.84,9.733,209.103,Stable,0,FEM parametric study (synthetic)
FEM-00618,Sand,2.4,Saturated,3.276,35.816,107.48,45.082,11.966,7.135,185.128,Stable,0,FEM parametric study (synthetic)
FEM-00619,Sand,2.4,Saturated,2.231,37.489,38.562,67.356,33.432,23.757,217.312,Stable,0,FEM parametric study (synthetic)
FEM-00620,Sand,2.4,Saturated,7.208,35.551,79.236,6.672,14.452,15.255,166.817,Stable,0,FEM parametric study (synthetic)
FEM-00621,Sand,2.4,Saturated,4.411,33.311,107.453,58.67,15.098,11.893,199.961,Stable,0,FEM parametric study (synthetic)
FEM-00622,Sand,2.4,Saturated,7.545,32.454,119.742,25.496,8.086,7.76,194.67,Stable,0,FEM parametric study (synthetic)
FEM-00623,Sand,2.4,Saturated,7.121,34.518,116.402,55.144,13.917,7.461,190.525,Stable,0,FEM parametric study (synthetic)
FEM-00624,Sand,2.4,Saturated,2.707,39.178,33.113,86.313,41.023,33.341,213.45,Stable,0,FEM parametric study (synthetic)
FEM-00625,Sand,2.4,Saturated,4.544,40.987,52.349,8.991,20.01,17.685,165.11,Stable,0,FEM parametric study (synthetic)
FEM-00626,Sand,2.4,Saturated,9.0,32.482,44.372,60.024,29.564,21.585,205.193,Stable,0,FEM parametric study (synthetic)
FEM-00627,Sand,2.4,Saturated,5.368,40.106,64.868,82.042,23.55,19.95,224.692,Stable,0,FEM parametric study (synthetic)
FEM-00628,Sand,2.4,Saturated,3.43,32.271,38.632,77.089,33.648,26.561,210.422,Stable,0,FEM parametric study (synthetic)
FEM-00629,Sand,2.4,Saturated,7.095,41.019,107.391,61.293,13.185,11.14,207.75,Stable,0,FEM parametric study (synthetic)
FEM-00630,Sand,2.4,Saturated,5.266,32.183,76.21,29.783,16.493,15.348,174.355,Stable,0,FEM parametric study (synthetic)
FEM-00631,Sand,2.6,Dry,8.354,31.668,54.063,9.502,13.706,6.705,73.59,Stable,0,FEM parametric study (synthetic)
FEM-00632,Sand,2.6,Dry,3.08,39.608,75.123,58.483,15.458,11.94,117.281,Stable,0,FEM parametric study (synthetic)
FEM-00633,Sand,2.6,Dry,9.013,39.071,106.398,60.068,7.525,6.974,120.281,Stable,0,FEM parametric study (synthetic)
FEM-00634,Sand,2.6,Dry,2.09,33.396,65.607,32.302,10.571,11.642,94.875,Stable,0,FEM parametric study (synthetic)
FEM-00635,Sand,2.6,Dry,1.462,35.16,42.22,14.378,12.705,1.466,76.407,Stable,0,FEM parametric study (synthetic)
FEM-00636,Sand,2.6,Dry,6.409,34.417,82.492,71.108,14.687,12.594,114.354,Stable,0,FEM parametric study (synthetic)
FEM-00637,Sand,2.6,Dry,8.426,41.185,117.293,26.498,8.498,5.853,85.631,Stable,0,FEM parametric study (synthetic)
FEM-00638,Sand,2.6,Dry,7.964,32.353,114.793,72.939,9.426,8.5,133.977,Stable,0,FEM parametric study (synthetic)
FEM-00639,Sand,2.6,Dry,3.331,39.017,52.757,30.453,16.113,4.56,94.907,Stable,0,FEM parametric study (synthetic)
FEM-00640,Sand,2.6,Dry,2.791,38.688,62.068,15.186,13.808,14.528,82.525,Stable,0,FEM parametric study (synthetic)
FEM-00641,Sand,2.6,Dry,8.191,41.545,90.677,40.537,7.388,6.976,102.833,Stable,0,FEM parametric study (synthetic)
FEM-00642,Sand,2.6,Dry,3.409,31.834,29.124,9.395,22.399,11.843,70.41,Stable,0,FEM parametric study (synthetic)
FEM-00643,Sand,2.6,Dry,5.2,36.545,117.984,23.751,4.891,0.0,85.233,Stable,0,FEM parametric study (synthetic)
FEM-00644,Sand,2.6,Dry,6.925,38.555,85.851,48.843,11.906,7.894,104.515,Stable,0,FEM parametric study (synthetic)
FEM-00645,Sand,2.6,Dry,5.269,38.146,37.636,26.702,22.275,21.843,90.844,Stable,0,FEM parametric study (synthetic)
FEM-00646,Sand,2.6,Dry,5.03,36.664,99.704,57.459,9.339,2.591,103.255,Stable,0,FEM parametric study (synthetic)
FEM-00647,Sand,2.6,Dry,1.915,36.604,41.948,85.29,22.111,16.497,120.433,Stable,0,FEM parametric study (synthetic)
FEM-00648,Sand,2.6,Dry,6.963,33.881,118.545,42.367,6.799,2.65,105.637,Stable,0,FEM parametric study (synthetic)
FEM-00649,Sand,2.6,Dry,8.421,32.494,48.135,85.298,23.167,10.769,119.649,Stable,0,FEM parametric study (synthetic)
FEM-00650,Sand,2.6,Dry,3.133,32.236,68.859,13.298,8.553,5.081,74.342,Stable,0,FEM parametric study (synthetic)
FEM-00651,Sand,2.6,Dry,3.535,40.243,51.788,77.173,22.708,10.193,115.185,Stable,0,FEM parametric study (synthetic)
FEM-00652,Sand,2.6,Dry,8.434,40.571,84.618,32.088,5.169,4.517,97.237,Stable,0,FEM parametric study (synthetic)
FEM-00653,Sand,2.6,Dry,5.242,31.002,119.117,24.917,7.79,8.415,97.22,Stable,0,FEM parametric study (synthetic)
FEM-00654,Sand,2.6,Dry,5.852,38.476,107.381,8.329,7.3,3.906,67.543,Stable,0,FEM parametric study (synthetic)
FEM-00655,Sand,2.6,Dry,1.167,41.813,52.774,68.715,16.418,10.748,109.367,Stable,0,FEM parametric study (synthetic)
FEM-00656,Sand,2.6,Dry,9.984,37.072,115.465,51.049,6.598,3.203,103.848,Stable,0,FEM parametric study (synthetic)
FEM-00657,Sand,2.6,Dry,9.97,41.919,33.273,80.194,28.185,20.202,127.241,Stable,0,FEM parametric study (synthetic)
FEM-00658,Sand,2.6,Dry,7.811,39.364,63.954,83.7,16.729,18.61,137.488,Stable,0,FEM parametric study (synthetic)
FEM-00659,Sand,2.6,Dry,7.26,41.781,53.692,88.492,20.848,14.873,125.012,Stable,0,FEM parametric study (synthetic)
FEM-00660,Sand,2.6,Dry,3.256,37.061,114.096,9.682,1.973,0.0,73.003,Stable,0,FEM parametric study (synthetic)
FEM-00661,Sand,2.6,Dry,5.181,39.488,86.702,34.803,9.47,8.373,84.971,Stable,0,FEM parametric study (synthetic)
FEM-00662,Sand,2.6,Dry,9.246,32.04,82.4,73.546,12.016,11.611,119.155,Stable,0,FEM parametric study (synthetic)
FEM-00663,Sand,2.6,Dry,6.531,35.113,25.174,8.783,25.876,18.378,69.584,Stable,0,FEM parametric study (synthetic)
FEM-00664,Sand,2.6,Dry,7.394,38.854,42.342,88.924,24.578,18.464,134.481,Stable,0,FEM parametric study (synthetic)
FEM-00665,Sand,2.6,Dry,6.942,36.248,81.44,47.292,11.222,8.115,106.687,Stable,0,FEM parametric study (synthetic)
FEM-00666,Sand,2.6,Saturated,5.002,34.703,105.915,83.125,9.489,9.922,223.058,Stable,0,FEM parametric study (synthetic)
FEM-00667,Sand,2.6,Saturated,4.045,36.296,89.43,48.861,14.045,4.704,209.772,Stable,0,FEM parametric study (synthetic)
FEM-00668,Sand,2.6,Saturated,6.162,32.303,61.304,85.27,21.628,12.273,220.615,Stable,0,FEM parametric study (synthetic)
FEM-00669,Sand,2.6,Saturated,8.757,36.243,85.005,34.086,11.926,11.635,186.295,Stable,0,FEM parametric study (synthetic)
FEM-00670,Sand,2.6,Saturated,5.329,36.019,63.811,48.676,19.589,16.48,198.224,Stable,0,FEM parametric study (synthetic)
FEM-00671,Sand,2.6,Saturated,1.435,31.238,73.004,84.24,19.967,20.625,225.751,Stable,0,FEM parametric study (synthetic)
FEM-00672,Sand,2.6,Saturated,1.493,31.656,32.247,22.396,28.772,20.753,183.309,Stable,0,FEM parametric study (synthetic)
FEM-00673,Sand,2.6,Saturated,9.572,39.618,105.894,53.059,11.11,9.548,218.56,Stable,0,FEM parametric study (synthetic)
FEM-00674,Sand,2.6,Saturated,1.338,39.272,107.404,57.549,10.667,7.456,188.351,Stable,0,FEM parametric study (synthetic)
FEM-00675,Sand,2.6,Saturated,8.976,38.525,118.241,43.566,12.272,8.652,190.034,Stable,0,FEM parametric study (synthetic)
FEM-00676,Sand,2.6,Saturated,2.178,39.624,87.322,42.459,11.643,12.097,195.205,Stable,0,FEM parametric study (synthetic)
FEM-00677,Sand,2.6,Saturated,4.834,36.692,67.574,59.25,19.29,13.17,196.254,Stable,0,FEM parametric study (synthetic)
FEM-00678,Sand,2.6,Saturated,3.982,41.375,49.643,62.091,22.99,14.96,215.269,Stable,0,FEM parametric study (synthetic)
FEM-00679,Sand,2.6,Saturated,2.688,35.258,67.518,40.803,19.443,12.883,175.137,Stable,0,FEM parametric study (synthetic)
FEM-00680,Sand,2.6,Saturated,3.193,38.639,73.888,53.608,17.571,11.128,194.811,Stable,0,FEM parametric study (synthetic)
FEM-00681,Sand,2.6,Saturated,1.436,41.71,23.163,6.057,33.355,25.997,153.071,Stable,0,FEM parametric study (synthetic)
FEM-00682,Sand,2.6,Saturated,6.589,37.744,81.401,45.565,16.493,11.859,191.641,Stable,0,FEM parametric study (synthetic)
FEM-00683,Sand,2.6,Saturated,5.122,37.56,102.44,60.23,18.429,10.772,211.67,Stable,0,FEM parametric study (synthetic)
FEM-00684,Sand,2.6,Saturated,9.024,38.323,20.452,52.683,46.424,35.92,187.369,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00685,Sand,2.6,Saturated,4.723,33.058,21.9,36.985,40.728,29.744,187.601,Stable,0,FEM parametric study (synthetic)
FEM-00686,Sand,2.6,Saturated,2.444,32.988,110.265,67.123,11.363,7.006,215.103,Stable,0,FEM parametric study (synthetic)
FEM-00687,Sand,2.6,Saturated,5.403,36.77,24.717,8.523,33.03,22.439,169.471,Stable,0,FEM parametric study (synthetic)
FEM-00688,Sand,2.6,Saturated,4.355,41.012,40.18,71.209,34.349,25.851,216.886,Stable,0,FEM parametric study (synthetic)
FEM-00689,Sand,2.6,Saturated,3.295,40.327,22.638,52.323,45.775,27.481,195.095,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00690,Sand,2.6,Saturated,9.502,38.618,73.408,41.132,13.197,7.334,179.751,Stable,0,FEM parametric study (synthetic)
FEM-00691,Sand,2.6,Saturated,3.76,36.522,49.847,63.929,27.485,18.756,200.508,Stable,0,FEM parametric study (synthetic)
FEM-00692,Sand,2.6,Saturated,5.15,35.983,50.838,77.693,24.229,19.234,212.626,Stable,0,FEM parametric study (synthetic)
FEM-00693,Sand,2.6,Saturated,4.592,35.205,88.579,66.692,18.43,18.472,200.372,Stable,0,FEM parametric study (synthetic)
FEM-00694,Sand,2.6,Saturated,1.808,31.935,80.613,22.963,15.074,13.542,179.585,Stable,0,FEM parametric study (synthetic)
FEM-00695,Sand,2.6,Saturated,5.716,40.817,48.178,75.195,32.025,24.484,224.136,Stable,0,FEM parametric study (synthetic)
FEM-00696,Sand,2.6,Saturated,9.747,37.173,65.53,45.75,19.187,14.162,205.89,Stable,0,FEM parametric study (synthetic)
FEM-00697,Sand,2.6,Saturated,7.396,32.559,106.461,60.25,14.987,11.368,199.012,Stable,0,FEM parametric study (synthetic)
FEM-00698,Sand,2.6,Saturated,6.328,36.953,40.539,38.009,28.081,21.926,194.949,Stable,0,FEM parametric study (synthetic)
FEM-00699,Sand,2.6,Saturated,6.624,35.123,41.978,58.599,30.449,24.928,206.215,Stable,0,FEM parametric study (synthetic)
FEM-00700,Sand,2.6,Saturated,7.533,40.144,27.558,53.712,40.91,28.65,194.467,Stable,0,FEM parametric study (synthetic)
FEM-00701,Sand,2.8,Dry,9.717,32.782,119.064,18.741,7.619,7.468,80.472,Stable,0,FEM parametric study (synthetic)
FEM-00702,Sand,2.8,Dry,5.646,35.856,101.284,38.325,8.173,7.92,89.852,Stable,0,FEM parametric study (synthetic)
FEM-00703,Sand,2.8,Dry,3.894,33.689,43.626,61.018,21.465,13.979,105.527,Stable,0,FEM parametric study (synthetic)
FEM-00704,Sand,2.8,Dry,2.391,32.706,65.629,74.866,17.675,18.4,127.073,Stable,0,FEM parametric study (synthetic)
FEM-00705,Sand,2.8,Dry,9.613,39.325,29.153,41.579,27.919,24.251,103.789,Stable,0,FEM parametric study (synthetic)
FEM-00706,Sand,2.8,Dry,7.489,35.434,103.972,13.238,11.197,4.16,64.422,Stable,0,FEM parametric study (synthetic)
FEM-00707,Sand,2.8,Dry,4.163,39.072,48.482,39.215,14.592,9.878,83.009,Stable,0,FEM parametric study (synthetic)
FEM-00708,Sand,2.8,Dry,3.572,40.563,20.565,67.498,35.188,26.508,115.911,Stable,0,FEM parametric study (synthetic)
FEM-00709,Sand,2.8,Dry,6.198,39.309,61.433,87.834,14.928,12.115,116.662,Stable,0,FEM parametric study (synthetic)
FEM-00710,Sand,2.8,Dry,5.138,35.341,49.245,58.784,16.64,9.082,110.01,Stable,0,FEM parametric study (synthetic)
FEM-00711,Sand,2.8,Dry,2.808,34.213,63.589,51.242,13.765,8.021,92.883,Stable,0,FEM parametric study (synthetic)
FEM-00712,Sand,2.8,Dry,1.64,41.151,46.567,6.134,12.107,13.809,69.398,Stable,0,FEM parametric study (synthetic)
FEM-00713,Sand,2.8,Dry,8.792,40.44,48.658,69.027,15.721,10.251,111.983,Stable,0,FEM parametric study (synthetic)
FEM-00714,Sand,2.8,Dry,4.028,32.177,94.02,20.565,8.87,7.645,81.857,Stable,0,FEM parametric study (synthetic)
FEM-00715,Sand,2.8,Dry,7.743,32.52,46.367,40.598,15.736,9.478,83.697,Stable,0,FEM parametric study (synthetic)
FEM-00716,Sand,2.8,Dry,8.255,40.624,21.188,30.969,30.53,20.896,89.452,Stable,0,FEM parametric study (synthetic)
FEM-00717,Sand,2.8,Dry,9.734,34.106,79.292,38.186,11.668,8.677,91.786,Stable,0,FEM parametric study (synthetic)
FEM-00718,Sand,2.8,Dry,4.766,41.34,87.799,5.627,7.03,0.0,81.024,Stable,0,FEM parametric study (synthetic)
FEM-00719,Sand,2.8,Dry,1.507,39.303,76.405,66.851,11.383,9.362,117.93,Stable,0,FEM parametric study (synthetic)
FEM-00720,Sand,2.8,Dry,6.056,37.21,62.14,11.292,8.849,3.721,79.929,Stable,0,FEM parametric study (synthetic)
FEM-00721,Sand,2.8,Dry,9.227,31.688,81.787,84.292,12.529,12.061,131.401,Stable,0,FEM parametric study (synthetic)
FEM-00722,Sand,2.8,Dry,3.964,33.0,114.807,75.675,8.342,0.356,103.034,Stable,0,FEM parametric study (synthetic)
FEM-00723,Sand,2.8,Dry,4.748,40.056,49.565,14.893,11.329,4.717,75.95,Stable,0,FEM parametric study (synthetic)
FEM-00724,Sand,2.8,Dry,7.476,41.69,47.819,81.081,20.276,19.229,132.256,Stable,0,FEM parametric study (synthetic)
FEM-00725,Sand,2.8,Dry,2.653,35.315,86.431,67.715,9.527,8.201,102.515,Stable,0,FEM parametric study (synthetic)
FEM-00726,Sand,2.8,Dry,6.389,36.581,44.627,58.924,21.045,11.822,115.666,Stable,0,FEM parametric study (synthetic)
FEM-00727,Sand,2.8,Dry,3.9,41.268,23.957,40.087,28.331,24.972,89.871,Stable,0,FEM parametric study (synthetic)
FEM-00728,Sand,2.8,Dry,3.851,40.286,91.488,64.19,8.511,5.808,100.014,Stable,0,FEM parametric study (synthetic)
FEM-00729,Sand,2.8,Dry,2.693,33.689,25.386,70.853,31.243,22.503,129.039,Stable,0,FEM parametric study (synthetic)
FEM-00730,Sand,2.8,Dry,1.069,35.224,39.31,49.098,19.659,11.581,95.156,Stable,0,FEM parametric study (synthetic)
FEM-00731,Sand,2.8,Dry,6.374,34.9,98.528,24.455,8.253,6.398,78.681,Stable,0,FEM parametric study (synthetic)
FEM-00732,Sand,2.8,Dry,1.421,39.854,24.321,33.027,28.23,20.413,88.055,Stable,0,FEM parametric study (synthetic)
FEM-00733,Sand,2.8,Dry,5.756,38.565,59.289,24.718,12.546,10.072,86.973,Stable,0,FEM parametric study (synthetic)
FEM-00734,Sand,2.8,Dry,3.783,35.424,70.056,55.51,12.393,12.1,98.679,Stable,0,FEM parametric study (synthetic)
FEM-00735,Sand,2.8,Dry,9.703,36.006,39.847,58.429,17.638,11.301,120.364,Stable,0,FEM parametric study (synthetic)
FEM-00736,Sand,2.8,Saturated,9.491,38.845,66.598,66.04,19.027,8.194,194.738,Stable,0,FEM parametric study (synthetic)
FEM-00737,Sand,2.8,Saturated,5.674,36.438,39.059,80.634,35.006,29.095,215.76,Stable,0,FEM parametric study (synthetic)
FEM-00738,Sand,2.8,Saturated,4.895,35.829,67.47,23.05,15.311,13.522,149.525,Stable,0,FEM parametric study (synthetic)
FEM-00739,Sand,2.8,Saturated,3.077,39.774,44.72,82.52,23.882,16.381,215.903,Stable,0,FEM parametric study (synthetic)
FEM-00740,Sand,2.8,Saturated,1.259,39.524,22.547,86.243,50.753,36.422,212.873,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00741,Sand,2.8,Saturated,3.916,39.171,64.936,29.843,15.386,12.158,184.814,Stable,0,FEM parametric study (synthetic)
FEM-00742,Sand,2.8,Saturated,1.077,39.841,75.323,19.98,16.38,10.129,174.938,Stable,0,FEM parametric study (synthetic)
FEM-00743,Sand,2.8,Saturated,9.793,38.671,40.61,26.59,22.184,9.996,185.19,Stable,0,FEM parametric study (synthetic)
FEM-00744,Sand,2.8,Saturated,7.803,40.655,112.361,24.935,6.433,8.138,166.79,Stable,0,FEM parametric study (synthetic)
FEM-00745,Sand,2.8,Saturated,2.317,37.701,82.3,56.453,10.212,5.03,191.619,Stable,0,FEM parametric study (synthetic)
FEM-00746,Sand,2.8,Saturated,4.277,34.774,86.603,77.066,17.937,15.283,213.855,Stable,0,FEM parametric study (synthetic)
FEM-00747,Sand,2.8,Saturated,6.599,38.126,25.371,87.636,45.578,33.29,211.489,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00748,Sand,2.8,Saturated,1.25,40.442,81.358,60.02,14.719,8.117,191.265,Stable,0,FEM parametric study (synthetic)
FEM-00749,Sand,2.8,Saturated,4.568,37.171,111.094,31.364,11.441,9.822,189.505,Stable,0,FEM parametric study (synthetic)
FEM-00750,Sand,2.8,Saturated,4.445,37.313,80.604,56.291,12.36,7.896,223.684,Stable,0,FEM parametric study (synthetic)
FEM-00751,Sand,2.8,Saturated,7.172,35.919,119.67,65.416,8.685,6.151,229.263,Stable,0,FEM parametric study (synthetic)
FEM-00752,Sand,2.8,Saturated,3.296,37.964,71.152,11.399,10.634,9.191,163.852,Stable,0,FEM parametric study (synthetic)
FEM-00753,Sand,2.8,Saturated,6.107,37.445,83.998,14.486,15.237,13.046,165.769,Stable,0,FEM parametric study (synthetic)
FEM-00754,Sand,2.8,Saturated,2.452,39.75,27.602,69.555,41.508,25.354,202.005,Stable,0,FEM parametric study (synthetic)
FEM-00755,Sand,2.8,Saturated,6.623,35.937,49.617,39.392,22.059,18.884,179.532,Stable,0,FEM parametric study (synthetic)
FEM-00756,Sand,2.8,Saturated,5.187,37.821,32.126,16.276,26.071,22.643,166.492,Stable,0,FEM parametric study (synthetic)
FEM-00757,Sand,2.8,Saturated,2.322,40.825,65.066,37.377,16.166,8.454,193.155,Stable,0,FEM parametric study (synthetic)
FEM-00758,Sand,2.8,Saturated,2.142,39.028,90.681,38.718,14.088,13.015,180.384,Stable,0,FEM parametric study (synthetic)
FEM-00759,Sand,2.8,Saturated,3.064,36.414,93.124,74.997,15.623,14.641,225.227,Stable,0,FEM parametric study (synthetic)
FEM-00760,Sand,2.8,Saturated,8.421,40.27,60.554,22.781,15.77,13.361,197.652,Stable,0,FEM parametric study (synthetic)
FEM-00761,Sand,2.8,Saturated,7.33,41.432,110.541,75.553,11.565,7.962,203.523,Stable,0,FEM parametric study (synthetic)
FEM-00762,Sand,2.8,Saturated,7.105,41.496,80.78,9.488,11.128,6.219,164.022,Stable,0,FEM parametric study (synthetic)
FEM-00763,Sand,2.8,Saturated,6.044,36.294,38.461,89.522,36.468,24.819,227.224,Stable,0,FEM parametric study (synthetic)
FEM-00764,Sand,2.8,Saturated,5.286,41.116,91.444,72.119,16.133,14.995,201.361,Stable,0,FEM parametric study (synthetic)
FEM-00765,Sand,2.8,Saturated,4.762,41.505,53.15,63.802,23.282,15.886,208.611,Stable,0,FEM parametric study (synthetic)
FEM-00766,Sand,2.8,Saturated,7.065,37.255,72.661,34.985,14.728,15.53,194.38,Stable,0,FEM parametric study (synthetic)
FEM-00767,Sand,2.8,Saturated,2.378,32.116,30.729,62.858,34.2,25.198,208.976,Stable,0,FEM parametric study (synthetic)
FEM-00768,Sand,2.8,Saturated,1.946,39.882,100.608,83.506,11.706,5.492,225.553,Stable,0,FEM parametric study (synthetic)
FEM-00769,Sand,2.8,Saturated,4.444,40.716,95.133,32.334,8.997,7.011,185.901,Stable,0,FEM parametric study (synthetic)
FEM-00770,Sand,2.8,Saturated,8.723,35.828,115.12,51.965,9.339,10.962,190.944,Stable,0,FEM parametric study (synthetic)
FEM-00771,Sand,3.0,Dry,7.259,40.404,79.298,30.535,9.256,7.608,78.318,Stable,0,FEM parametric study (synthetic)
FEM-00772,Sand,3.0,Dry,5.251,31.73,37.962,52.752,17.809,12.282,80.444,Stable,0,FEM parametric study (synthetic)
FEM-00773,Sand,3.0,Dry,8.004,40.532,92.714,49.889,11.668,3.27,97.139,Stable,0,FEM parametric study (synthetic)
FEM-00774,Sand,3.0,Dry,5.222,32.01,58.608,84.312,14.433,3.796,116.693,Stable,0,FEM parametric study (synthetic)
FEM-00775,Sand,3.0,Dry,3.638,39.864,47.802,70.41,18.679,14.75,111.302,Stable,0,FEM parametric study (synthetic)
FEM-00776,Sand,3.0,Dry,7.822,33.546,92.247,39.685,7.07,3.254,95.213,Stable,0,FEM parametric study (synthetic)
FEM-00777,Sand,3.0,Dry,7.305,41.429,100.056,52.737,10.883,5.268,102.341,Stable,0,FEM parametric study (synthetic)
