FirmID,Year,Size,Employees,Assets_USD_millions,Age_Years,Subsector,Ownership_Type,FDI_Presence,FDI_Equity_Share_percent,Knowledge_Absorption_1_5,Task_Performance_1_5,Innovation_1_5,Firm_Resources_1_5,Skilled_Labor_Ratio,IoT_Use,RD_Spend_percent_of_Revenue,Liquidity_Ratio,Tax_Incentives_1_7,Regulatory_Stability_1_7,Infrastructure_Support_1_7,Corruption_Experience_1_7,Govt_Policy_Score_1_7,ROI_Self_percent,ROA_Self_percent,Export_Intensity_percent,Market_Share_percent,Operational_Efficiency_Index_0_100,Revenue_USD_millions,Assets_Verified_USD_millions,Export_Value_USD_millions,ROI_Verified_percent,ROA_Verified_percent,Country,Region,FDI_Inflow_Total_USD_billion,FDI_Inflow_Manufacturing_USD_billion,FDI_Inflow_FoodProcessing_USD_billion,FDI_Inflow_Lagos_USD_billion,FDI_Type_Share_Greenfield_percent,FDI_Type_Share_MA_percent,Ease_of_Doing_Business_Score,EEG_Disbursement_USD_billion,Regulatory_Quality_Index,Corruption_Perception_Index_0_100,Power_Supply_Reliability_Hours_per_Day,Logistics_Quality_Index_1_5,Food_Sector_GDP_Contribution_percent,Sector_Employment_thousands,Sector_Output_Growth_percent,Sector_Export_Value_USD_billion,Top_Origin_Countries,FDI_x_Policy,Innovation_x_Policy
FIRM_001,2024,Large,1498,30.11,15,Ready Meals,Domestic,0,0.0,2.8,5.0,3.4,3.6,0.56,1,2.02,2.35,4.0,5.9,2.7,2.3,4.6,5.71,5.42,9.07,4.94,81.6,89.74,27.27,8.14,5.26,5.49,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,15.639999999999999
FIRM_274,2024,SME,28,0.86,48,Ready Meals,Joint Venture,1,20.0,3.8,5.0,3.9,4.0,0.62,1,2.67,1.68,5.2,3.4,3.4,5.2,3.7,13.03,8.2,19.91,1.65,68.8,11.72,0.4,2.33,12.96,6.74,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.7,14.43
FIRM_275,2024,SME,108,3.1,5,Confectionery,Joint Venture,1,21.0,2.7,4.5,3.0,3.5,0.37,0,1.82,2.42,1.6,4.6,4.9,5.0,3.5,3.4,5.69,10.74,1.69,56.2,7.14,2.53,0.77,0.86,5.96,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.5,10.5
FIRM_276,2024,SME,127,2.33,29,Dairy,Domestic,0,0.0,2.0,4.3,3.0,2.7,0.36,0,2.73,1.51,3.4,1.4,2.9,4.8,2.7,6.59,0.4,10.86,1.33,69.9,9.8,0.44,1.06,6.41,-1.07,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,8.100000000000001
FIRM_277,2024,Large,1205,39.45,46,Ready Meals,Domestic,0,0.0,3.2,4.3,3.2,2.8,0.62,0,3.22,1.82,4.4,5.1,3.8,3.9,4.4,4.6,3.7,5.71,2.75,51.7,20.95,41.74,1.2,3.35,4.07,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,14.080000000000002
FIRM_278,2024,SME,42,5.02,41,Oils & Fats,Domestic,0,0.0,2.6,5.0,3.3,3.6,0.58,0,3.32,1.87,4.1,5.3,3.4,3.3,4.4,9.32,2.7,13.74,1.47,60.7,5.09,0.4,0.7,8.8,2.04,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,14.52
FIRM_279,2024,SME,34,5.07,47,Meat Processing,Joint Venture,1,31.0,3.6,5.0,3.8,2.9,0.32,0,1.6,1.08,4.6,3.8,1.6,5.0,3.2,8.27,6.29,13.25,2.25,54.4,0.88,4.18,0.12,5.95,6.1,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.2,12.16
FIRM_280,2024,SME,117,4.63,9,Fruits & Vegetables,Domestic,0,0.0,3.1,5.0,3.7,2.3,0.28,1,2.25,1.86,4.5,4.4,5.1,4.8,4.3,4.89,2.45,12.8,0.21,65.4,9.06,4.54,1.16,5.08,1.09,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,15.91
FIRM_281,2024,SME,11,3.31,41,Meat Processing,Domestic,0,0.0,2.3,4.6,2.7,2.4,0.58,0,2.13,0.9,3.9,4.4,3.4,3.6,4.0,5.64,-0.06,4.64,1.79,69.9,1.92,1.99,0.09,3.3,-0.15,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,10.8
FIRM_282,2024,SME,118,4.62,49,Fruits & Vegetables,Joint Venture,1,88.0,2.8,4.7,3.4,2.9,0.41,0,2.97,1.29,3.7,3.2,4.3,5.6,3.4,9.82,4.71,14.45,2.73,72.2,2.76,6.35,0.4,9.7,5.34,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.4,11.559999999999999
FIRM_283,2024,SME,100,3.01,17,Ready Meals,Domestic,0,0.0,3.7,4.5,3.7,2.6,0.43,0,1.07,2.14,4.0,4.3,2.7,3.2,4.0,8.95,4.54,5.08,1.15,55.4,8.11,5.41,0.41,7.18,3.61,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,14.8
FIRM_284,2024,SME,98,3.24,25,Seafood Processing,Foreign,1,77.0,3.6,4.8,4.4,2.8,0.26,1,3.32,1.78,5.3,3.0,3.3,3.6,4.0,13.92,4.25,20.14,0.6,62.0,9.87,0.42,1.99,12.6,3.5,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.0,17.6
FIRM_285,2024,SME,139,1.69,27,Beverages,Domestic,0,0.0,2.6,4.5,2.9,3.2,0.4,0,2.71,1.45,3.5,3.2,2.5,6.3,2.7,4.47,0.49,5.27,0.91,47.8,6.0,5.88,0.32,5.56,0.7,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,7.83
FIRM_286,2024,SME,109,3.48,25,Ready Meals,Joint Venture,1,23.0,3.1,4.8,3.4,3.2,0.48,0,0.75,1.82,4.1,4.9,4.9,5.3,4.2,9.7,4.0,13.1,1.96,73.9,8.52,0.63,1.12,10.11,4.23,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.2,14.28
FIRM_287,2024,SME,148,3.07,15,Grains & Cereals,Joint Venture,1,83.0,3.4,4.9,3.8,3.6,0.59,0,3.53,1.57,4.4,4.8,3.8,3.9,4.3,10.49,5.97,17.12,0.88,73.3,8.42,5.65,1.44,11.57,3.58,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.3,16.34
FIRM_288,2024,Large,766,39.35,49,Oils & Fats,Domestic,0,0.0,2.6,4.8,3.2,2.6,0.89,1,1.98,1.61,5.8,3.1,3.9,4.6,4.1,7.0,2.96,9.57,3.62,67.3,47.3,39.65,4.53,8.57,4.57,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,13.12
FIRM_289,2024,SME,184,2.94,48,Oils & Fats,Foreign,1,97.0,4.2,4.6,4.2,3.4,0.68,1,3.3,1.93,3.9,3.1,5.0,4.5,3.9,12.25,8.79,14.92,0.67,55.1,3.24,1.93,0.48,11.02,9.07,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.9,16.38
FIRM_290,2024,SME,161,2.9,20,Grains & Cereals,Domestic,0,0.0,2.4,4.8,4.5,3.0,0.4,0,3.77,1.24,5.2,3.2,4.8,1.0,5.0,11.42,5.79,14.61,1.49,55.3,8.26,2.08,1.21,12.92,6.22,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,22.5
FIRM_291,2024,Large,891,29.33,41,Grains & Cereals,Domestic,0,0.0,3.7,5.0,3.3,2.4,0.77,0,3.47,1.62,5.4,4.5,4.3,3.2,4.8,6.44,5.12,5.62,4.05,67.8,70.52,29.26,3.96,4.38,4.79,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,15.839999999999998
FIRM_292,2024,SME,103,4.07,20,Grains & Cereals,Domestic,0,0.0,2.8,5.0,3.2,2.7,0.66,0,0.37,1.44,4.1,2.8,1.9,4.2,3.1,5.45,4.39,18.63,0.01,65.7,9.41,4.49,1.75,6.05,2.52,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,9.920000000000002
FIRM_293,2024,SME,54,3.01,40,Seafood Processing,Joint Venture,1,64.0,3.1,3.9,2.6,2.4,0.51,0,0.17,0.81,4.0,4.2,2.7,3.9,3.7,7.8,4.14,17.3,2.08,40.0,7.32,1.17,1.27,6.91,4.55,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.7,9.620000000000001
FIRM_294,2024,Large,408,20.92,30,Meat Processing,Domestic,0,0.0,2.6,3.9,2.8,2.6,0.33,0,2.39,1.14,3.9,4.5,2.4,4.6,3.6,3.96,2.13,7.87,5.12,53.6,25.32,20.45,1.99,2.54,1.42,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,10.08
FIRM_295,2024,SME,36,3.05,24,Beverages,Domestic,0,0.0,1.6,4.3,3.6,3.6,0.46,0,1.55,2.38,3.9,3.7,4.3,5.7,3.6,4.24,4.11,15.16,1.41,71.5,8.87,1.51,1.34,4.68,4.4,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,12.96
FIRM_296,2024,SME,186,2.76,7,Meat Processing,Foreign,1,86.0,3.7,5.0,3.7,4.0,0.64,0,1.19,1.79,5.1,4.8,3.7,3.9,4.4,13.43,9.6,7.35,1.49,63.5,6.64,0.4,0.49,14.26,9.2,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.4,16.28
FIRM_297,2024,SME,170,1.7,33,Dairy,Domestic,0,0.0,2.9,5.0,1.1,2.9,0.66,1,2.13,0.94,4.4,3.5,2.0,3.0,3.7,3.82,1.01,0.0,0.36,80.0,5.29,0.4,0.0,4.62,1.02,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,4.07
FIRM_298,2024,SME,32,2.82,17,Meat Processing,Domestic,0,0.0,3.2,4.8,3.5,2.9,0.38,0,2.88,0.83,4.4,3.6,3.3,4.7,3.6,5.69,5.96,6.95,0.38,66.8,5.77,0.52,0.4,5.65,5.06,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,12.6
FIRM_299,2024,SME,159,2.1,11,Dairy,Domestic,0,0.0,1.9,4.5,3.8,3.0,0.47,0,0.6,1.54,3.1,2.8,1.9,3.9,3.0,4.72,-1.04,1.91,0.57,49.3,4.42,1.26,0.08,4.58,-0.46,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,11.399999999999999
FIRM_300,2024,SME,32,1.5,10,Bakery,Domestic,0,0.0,3.5,4.9,2.2,3.3,0.49,1,1.71,2.38,3.2,4.8,3.4,4.1,3.8,6.09,2.88,3.62,1.02,65.5,9.39,2.36,0.34,6.42,1.61,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,8.36
