firm_id,subsector,ownership_type,foreign_ownership_percent,years_since_fdi,age_years,employees,assets_million_ngn,policy_tax_incentives,policy_regulatory_stability,policy_infrastructure_support,policy_corruption_experience,policy_effectiveness_index,policy_incentive_received,skilled_labor_ratio,iot_use,rd_spend_pct_revenue,liquidity_ratio,ka_i1,ka_i2,ka_i3,ka_i4,knowledge_absorption_index,tp_i1,tp_i2,tp_i3,task_performance_index,inn_i1,inn_i2,inn_i3,innovation_index,res_hr,res_tech,res_fin,firm_resources_index,roi_pct,roa_pct,export_intensity_pct,market_share_pct,operational_efficiency_index,fdi_presence
LAG-FP-0543,bakery,domestic,0.0,0,17,85,23.83,5,6,4,6,4.25,0,0.51,0,0.83,1.38,3,3,5,5,4.0,1,3,2,2.0,5,4,3,4.0,5,4,3,4.0,12.14,6.86,6.11,1.2,53.33,0
LAG-FP-0544,beverages,joint_venture,58.89,10,19,51,12.56,4,6,4,6,4.0,1,0.3,0,2.68,1.12,3,4,2,2,2.75,3,3,4,3.33,5,3,2,3.33,3,2,4,3.0,7.86,5.12,7.94,0.0,59.03,1
LAG-FP-0545,fruits_veg,foreign,76.34,1,8,85,16.07,5,4,7,2,5.5,1,0.67,0,0.65,1.62,5,4,3,3,3.75,4,3,3,3.33,5,1,4,3.33,4,4,4,4.0,12.82,6.48,13.05,0.79,61.11,1
LAG-FP-0546,bakery,domestic,0.0,0,25,92,20.51,5,6,2,3,4.5,1,0.35,1,1.01,0.54,3,2,2,4,2.75,4,4,3,3.67,4,1,2,2.33,2,4,5,3.67,7.43,6.44,3.31,1.01,65.21,0
LAG-FP-0547,beverages,joint_venture,40.94,8,16,6,2.0,4,4,2,5,3.25,1,0.43,0,1.51,0.88,3,5,3,3,3.5,2,4,2,2.67,1,5,4,3.33,5,4,5,4.67,10.25,5.2,10.14,0.87,46.01,1
LAG-FP-0548,bakery,foreign,74.01,4,12,50,6.42,3,4,4,5,3.5,0,0.45,0,2.05,2.05,3,3,2,3,2.75,2,2,3,2.33,3,3,5,3.67,5,3,4,4.0,7.18,4.83,5.94,0.0,48.62,1
LAG-FP-0549,grains_cereals,domestic,0.0,0,1,146,29.06,5,3,3,1,4.5,0,0.6,0,0.44,1.45,2,4,5,2,3.25,5,3,3,3.67,3,4,4,3.67,4,4,4,4.0,11.6,6.43,5.34,0.11,66.51,0
LAG-FP-0550,beverages,foreign,66.73,7,24,55,16.8,2,3,3,5,2.75,1,0.32,0,1.85,1.38,3,4,3,4,3.5,2,5,5,4.0,2,2,2,2.0,4,3,5,4.0,6.13,2.87,9.97,0.0,53.0,1
LAG-FP-0551,bakery,domestic,0.0,0,15,6,7.83,4,3,7,5,4.25,0,0.52,0,1.51,1.8,3,3,4,2,3.0,2,4,2,2.67,1,4,5,3.33,2,5,5,4.0,5.84,4.52,0.25,0.0,53.01,0
LAG-FP-0552,beverages,domestic,0.0,0,9,97,37.44,6,5,6,4,5.25,0,0.45,0,1.76,1.34,3,3,4,4,3.5,2,5,4,3.67,4,1,2,2.33,4,5,4,4.33,8.76,6.82,2.21,0.0,66.87,0
LAG-FP-0553,bakery,joint_venture,90.0,5,20,57,16.95,4,3,5,4,4.0,0,0.63,1,2.79,1.5,4,5,3,4,4.0,3,2,2,2.33,3,4,3,3.33,3,4,4,3.67,9.01,4.89,13.64,1.05,49.23,1
LAG-FP-0554,beverages,domestic,0.0,0,1,5,5.55,2,5,5,5,3.75,0,0.3,1,0.27,1.31,5,4,3,4,4.0,1,2,2,1.67,3,4,2,3.0,4,4,3,3.67,5.17,4.57,4.83,0.0,37.35,0
LAG-FP-0555,meat,domestic,0.0,0,27,47,9.58,5,7,3,4,4.75,1,0.52,0,1.89,1.29,2,5,3,3,3.25,5,4,3,4.0,4,3,5,4.0,5,4,4,4.33,11.99,7.52,4.98,0.55,66.84,0
LAG-FP-0556,meat,domestic,0.0,0,31,100,33.11,6,4,5,4,4.75,1,0.31,0,1.68,1.92,4,4,5,3,4.0,3,1,1,1.67,4,4,3,3.67,3,4,5,4.0,9.92,5.42,7.56,0.0,41.18,0
LAG-FP-0557,fruits_veg,joint_venture,69.74,4,1,56,17.65,4,6,4,7,3.75,1,0.57,0,1.52,1.63,3,3,5,3,3.5,4,5,4,4.33,2,4,4,3.33,5,4,2,3.67,9.56,4.25,7.09,0.0,51.91,1
LAG-FP-0558,oils_fats,domestic,0.0,0,23,163,56.62,5,6,3,4,4.5,1,0.59,0,2.7,0.54,3,4,4,4,3.75,4,5,3,4.0,3,2,4,3.0,5,4,4,4.33,10.19,4.66,6.06,0.0,56.82,0
LAG-FP-0559,oils_fats,joint_venture,33.7,13,32,264,59.29,4,7,5,4,5.0,0,0.63,0,1.71,2.09,5,4,4,5,4.5,5,2,4,3.67,4,5,3,4.0,4,5,5,4.67,14.21,7.54,10.47,0.89,66.48,1
LAG-FP-0560,beverages,domestic,0.0,0,17,82,29.96,2,4,5,3,4.0,0,0.34,0,2.09,2.34,3,4,3,3,3.25,2,2,1,1.67,2,2,2,2.0,3,4,3,3.33,3.91,3.55,1.97,0.0,42.16,0
LAG-FP-0561,bakery,domestic,0.0,14,14,69,16.54,4,4,2,6,3.0,0,0.46,0,1.48,1.32,5,4,5,3,4.25,4,2,5,3.67,4,4,4,4.0,5,3,5,4.33,11.46,4.99,13.07,0.0,48.91,1
LAG-FP-0562,beverages,domestic,0.0,0,13,176,18.94,6,3,5,6,4.0,1,0.62,0,2.64,0.88,2,3,3,3,2.75,2,3,4,3.0,2,4,5,3.67,4,5,3,4.0,8.43,6.72,4.1,0.44,60.69,0
LAG-FP-0563,bakery,domestic,0.0,0,29,14,3.68,6,4,2,4,4.0,1,0.42,0,1.5,1.55,3,5,3,4,3.75,4,5,5,4.67,4,2,5,3.67,4,4,5,4.33,15.43,11.18,1.79,0.0,60.87,0
LAG-FP-0564,fruits_veg,joint_venture,33.34,6,31,78,22.12,5,7,4,5,4.75,1,0.62,0,2.9,1.55,3,3,4,3,3.25,3,4,3,3.33,4,5,4,4.33,4,5,4,4.33,10.52,8.24,12.56,0.0,67.31,1
LAG-FP-0565,confectionery,domestic,0.0,0,1,70,26.47,1,4,2,1,3.5,0,0.6,0,1.63,1.68,5,3,4,4,4.0,2,2,4,2.67,5,3,3,3.67,3,4,3,3.33,11.13,6.21,4.79,0.0,53.95,0
LAG-FP-0566,bakery,foreign,81.57,3,35,22,10.11,5,2,6,3,4.5,1,0.38,1,2.52,1.65,2,5,4,5,4.0,3,3,5,3.67,4,5,3,4.0,3,2,5,3.33,11.95,6.84,13.47,0.88,57.37,1
LAG-FP-0567,dairy,domestic,0.0,0,13,67,20.89,3,7,5,3,5.0,0,0.41,0,1.98,0.91,4,4,2,4,3.5,4,4,3,3.67,3,4,4,3.67,4,4,3,3.67,11.01,4.66,4.38,0.64,67.27,0
LAG-FP-0568,meat,domestic,0.0,1,1,59,11.12,4,4,5,3,4.5,1,0.49,1,1.8,1.51,3,3,3,1,2.5,3,3,3,3.0,4,3,4,3.67,2,4,5,3.67,6.87,2.29,7.32,0.0,54.59,1
LAG-FP-0569,beverages,domestic,0.0,0,9,131,25.15,4,3,6,5,4.0,0,0.35,1,1.11,1.16,5,2,4,1,3.0,4,3,3,3.33,5,4,3,4.0,4,5,5,4.67,9.52,4.44,2.12,0.36,60.59,0
LAG-FP-0570,confectionery,foreign,79.71,1,13,56,26.9,7,4,7,3,5.75,1,0.65,1,3.56,1.33,4,4,5,4,4.25,4,5,4,4.33,4,2,4,3.33,2,4,5,3.67,15.27,9.68,15.25,0.43,69.43,1
LAG-FP-0571,beverages,domestic,0.0,0,11,92,37.4,4,5,6,3,5.0,0,0.38,1,2.32,1.38,4,1,2,3,2.5,4,3,4,3.67,3,3,4,3.33,2,4,3,3.0,8.53,5.32,4.37,0.5,53.51,0
LAG-FP-0572,oils_fats,domestic,0.0,0,15,182,17.17,5,7,6,2,6.0,1,0.59,0,1.8,1.91,4,5,4,3,4.0,3,3,3,3.0,3,4,3,3.33,5,3,5,4.33,13.6,8.66,7.23,1.03,67.08,0
LAG-FP-0573,bakery,domestic,0.0,0,1,82,22.04,6,7,7,4,6.0,1,0.35,1,1.09,1.21,4,3,2,4,3.25,3,3,2,2.67,3,3,4,3.33,4,4,2,3.33,7.66,6.46,6.02,1.03,52.23,0
LAG-FP-0574,bakery,foreign,86.03,4,10,83,37.49,4,3,5,5,3.75,1,0.51,0,1.99,1.69,4,3,3,4,3.5,2,4,3,3.0,3,3,3,3.0,2,2,5,3.0,5.45,1.85,7.98,0.0,46.65,1
LAG-FP-0575,oils_fats,domestic,0.0,0,5,142,19.94,4,2,7,1,5.0,1,0.4,1,0.63,0.82,5,2,4,3,3.5,4,3,4,3.67,4,3,3,3.33,4,3,5,4.0,10.26,5.44,3.53,0.55,61.21,0
LAG-FP-0576,meat,domestic,0.0,0,1,86,23.57,5,4,2,3,4.0,1,0.5,1,2.07,1.97,3,3,2,4,3.0,2,4,3,3.0,4,2,5,3.67,4,3,4,3.67,7.33,3.09,1.75,0.0,55.57,0
LAG-FP-0577,bakery,domestic,0.0,0,1,27,8.96,5,1,5,1,4.5,1,0.05,0,1.54,1.11,3,5,4,5,4.25,4,4,3,3.67,2,3,4,3.0,1,4,4,3.0,9.72,6.6,8.64,0.12,58.73,0
LAG-FP-0578,oils_fats,joint_venture,34.25,8,19,122,32.09,4,4,6,3,4.75,1,0.62,0,2.7,1.69,3,4,3,4,3.5,4,5,3,4.0,3,4,4,3.67,5,4,4,4.33,10.77,6.53,9.64,0.0,60.59,1
LAG-FP-0579,bakery,joint_venture,51.61,10,25,38,8.11,4,3,4,5,3.5,1,0.4,1,3.08,1.65,3,4,3,4,3.5,3,3,3,3.0,1,3,3,2.33,5,2,4,3.67,6.87,4.03,12.17,0.2,53.3,1
LAG-FP-0580,bakery,domestic,0.0,0,19,69,14.86,7,5,2,1,5.25,1,0.22,0,1.19,2.0,3,2,3,3,2.75,4,3,3,3.33,3,3,3,3.0,4,4,3,3.67,6.19,4.93,3.98,0.0,64.22,0
LAG-FP-0581,dairy,joint_venture,55.74,6,4,86,16.93,4,6,5,1,5.5,1,0.66,1,2.59,1.21,3,3,2,4,3.0,3,2,3,2.67,4,3,3,3.33,4,4,3,3.67,7.67,3.04,11.75,0.0,60.49,1
LAG-FP-0582,grains_cereals,foreign,55.44,7,21,43,13.56,6,4,7,6,4.75,0,0.3,0,3.25,1.69,4,5,3,4,4.0,4,3,4,3.67,3,4,2,3.0,4,2,3,3.0,10.18,5.03,10.38,0.0,53.18,1
LAG-FP-0583,meat,domestic,0.0,0,9,71,17.07,6,4,3,4,4.25,1,0.48,0,0.32,1.0,3,3,5,4,3.75,3,1,3,2.33,1,5,3,3.0,4,5,3,4.0,7.39,3.38,4.46,0.73,46.82,0
LAG-FP-0584,meat,domestic,0.0,0,15,78,24.03,6,4,3,5,4.0,1,0.22,0,2.08,2.15,4,4,3,3,3.5,3,3,3,3.0,1,3,2,2.0,5,5,3,4.33,6.36,4.54,6.27,0.45,55.58,0
LAG-FP-0585,meat,foreign,100.0,6,11,106,30.06,5,7,2,4,4.5,1,0.58,1,1.26,2.0,4,5,5,5,4.75,3,1,3,2.33,3,2,3,2.67,3,3,2,2.67,9.25,4.93,10.79,1.07,44.55,1
LAG-FP-0586,beverages,domestic,0.0,0,22,165,61.51,4,4,5,5,4.0,1,0.46,0,1.0,0.99,2,3,2,3,2.5,3,3,3,3.0,2,3,4,3.0,4,4,5,4.33,7.48,4.52,1.55,0.0,60.19,0
LAG-FP-0587,bakery,domestic,0.0,8,20,65,15.63,4,4,2,3,3.75,1,0.66,1,1.89,1.63,3,2,2,5,3.0,4,3,2,3.0,3,4,5,4.0,3,3,5,3.67,10.08,5.76,10.17,0.82,50.09,1
LAG-FP-0588,bakery,domestic,0.0,0,13,58,13.48,4,4,4,4,4.0,0,0.17,1,0.93,1.21,3,3,4,4,3.5,2,2,3,2.33,2,3,2,2.33,3,5,4,4.0,6.88,2.99,1.5,0.73,47.13,0
LAG-FP-0589,oils_fats,domestic,0.0,0,20,50,17.22,4,6,3,2,4.75,0,0.2,0,0.0,1.37,4,3,3,4,3.5,4,4,3,3.67,5,4,2,3.67,4,2,4,3.33,10.21,8.01,2.0,0.43,61.19,0
LAG-FP-0590,fruits_veg,domestic,0.0,0,11,114,50.8,2,4,6,1,4.75,0,0.48,1,1.15,1.07,2,2,3,2,2.25,3,5,5,4.33,3,2,3,2.67,4,2,4,3.33,7.32,2.88,3.24,0.0,57.5,0
LAG-FP-0591,bakery,domestic,0.0,0,8,62,5.93,3,4,2,3,3.5,0,0.45,1,1.02,1.66,5,2,4,4,3.75,3,2,2,2.33,4,2,2,2.67,4,5,3,4.0,5.61,3.89,2.09,0.0,55.47,0
LAG-FP-0592,fruits_veg,domestic,0.0,0,23,50,11.96,1,3,2,3,2.75,0,0.28,0,1.81,1.08,5,3,1,2,2.75,2,1,2,1.67,3,4,4,3.67,2,3,4,3.0,4.99,3.02,3.25,0.0,45.05,0
LAG-FP-0593,meat,domestic,0.0,0,12,64,12.18,5,5,4,3,4.75,1,0.58,0,1.65,2.24,2,4,3,2,2.75,3,4,4,3.67,2,3,4,3.0,5,4,3,4.0,9.57,5.28,0.27,0.0,65.16,0
LAG-FP-0594,oils_fats,domestic,0.0,3,28,21,13.06,6,6,4,3,5.25,1,0.59,0,2.8,1.62,5,4,3,3,3.75,4,4,5,4.33,3,3,3,3.0,4,4,2,3.33,13.27,8.95,13.16,0.0,62.71,1
LAG-FP-0595,dairy,domestic,0.0,0,22,183,28.03,5,3,5,4,4.25,1,0.6,0,2.12,1.4,3,3,2,3,2.75,3,1,2,2.0,3,3,1,2.33,3,5,5,4.33,3.36,1.35,5.35,0.66,43.13,0
LAG-FP-0596,fruits_veg,foreign,78.31,3,1,104,48.19,6,4,4,7,3.75,1,0.45,1,2.94,1.23,2,3,2,4,2.75,4,2,4,3.33,3,5,4,4.0,5,4,5,4.67,11.87,6.66,7.62,0.0,49.96,1
LAG-FP-0597,bakery,domestic,0.0,0,17,96,18.18,5,3,2,2,4.0,1,0.46,1,0.4,1.05,5,4,2,5,4.0,2,5,4,3.67,2,4,3,3.0,4,4,3,3.67,11.03,7.49,6.87,0.0,56.11,0
LAG-FP-0598,beverages,domestic,0.0,0,8,135,52.66,6,6,5,4,5.25,1,0.36,0,3.08,1.41,5,3,3,2,3.25,2,2,5,3.0,4,3,4,3.67,3,4,3,3.33,9.97,6.56,3.26,0.18,56.88,0
LAG-FP-0599,oils_fats,joint_venture,60.68,1,42,194,42.96,2,4,3,6,2.75,0,0.68,1,2.08,0.92,4,5,4,5,4.5,4,3,3,3.33,3,4,4,3.67,4,4,2,3.33,12.53,7.79,11.3,0.3,49.99,1
LAG-FP-0600,oils_fats,domestic,0.0,0,17,197,59.37,4,7,5,3,5.25,0,0.63,0,1.17,2.14,4,4,4,4,4.0,4,4,3,3.67,4,2,4,3.33,2,2,4,2.67,10.5,8.0,4.2,0.51,54.74,0
